YR,ST,FIPS5,ROWS_ALL,APPS,APPS_WIDE,DENIED,ORIG,ORIG_RS,ORIG_HOEPA,ORIG_LIEN1,ORIG_LIEN1_RS,AVG_RS
2015,CA,06087,12885,9238,11178,1696,7180,200,1,7084,194,3.080000
2016,WA,53067,17742,12660,15854,2291,9978,318,1,9612,297,2.408805
2016,TX,48121,63298,42925,51966,7567,33617,1705,1,31923,1567,2.756012
2017,NY,36027,8956,6517,8074,1537,4561,220,2,4229,216,2.386364
2015,IL,17183,2190,1787,1982,524,1193,87,0,1054,86,2.689655
2017,MI,26121,7878,5487,6512,1025,4256,560,6,4055,536,2.753571
2016,GA,13057,20661,14072,17238,2816,10890,389,0,10592,373,2.293059
2016,TX,48257,8645,5683,7129,1507,3930,585,0,3784,575,2.548718
2015,CA,06075,28487,21513,25482,3724,17038,347,0,16704,338,2.299712
2015,FL,12085,7569,5314,6500,1256,3869,177,2,3768,174,2.559322
2015,WI,55139,7782,6148,7117,998,5005,154,7,4607,130,3.389610
2017,MS,28035,2560,1888,2205,480,1311,141,5,1226,140,2.985816
2017,RI,44003,8548,6109,7346,1028,4889,187,0,4364,149,2.887701
2015,WI,55025,25004,20039,23175,2371,17086,214,1,16386,191,2.691589
2017,KS,20173,21036,15062,17698,2474,12061,634,1,11129,606,2.477918
2015,MI,26077,11250,8334,9846,1475,6574,351,0,6008,339,2.957265
2016,MA,25003,4975,3845,4528,1039,2723,52,0,2516,51,2.538462
2017,WI,55131,6860,5090,5911,669,4254,164,3,4026,156,2.518293
2016,PA,42073,2749,2143,2450,662,1399,105,1,1263,104,2.723810
2015,NC,37071,9676,6847,8241,1779,4784,354,0,4534,349,2.274011
2015,TX,48073,1328,995,1189,339,605,161,0,541,158,3.093168
2015,MA,25023,27849,19458,23095,3926,15043,311,0,14202,287,2.723473
2015,OR,41043,5444,3815,4739,864,2802,166,0,2756,163,2.240964
2016,AR,05079,266,209,243,93,108,31,0,104,30,4.064516
2017,TX,48085,60640,39334,48921,5893,31705,1238,2,29351,1144,2.620355
2017,NY,36081,37371,25090,31684,6306,17147,896,1,16712,879,2.574777
2015,PA,42003,48265,36692,42283,7702,27529,930,0,25034,852,2.602151
2017,GA,13115,3332,2280,2853,556,1650,132,1,1558,130,2.643939
2015,CA,06041,14696,10769,12864,1749,8640,102,0,8470,95,2.901961
2015,CA,06081,35251,26435,31122,4408,21164,312,1,20784,299,2.820513
2015,ID,16001,28779,22100,25688,3218,17723,517,0,16860,483,2.324952
2017,KY,21089,1468,1101,1315,293,749,43,0,691,43,2.976744
2016,FL,12097,21900,15416,18935,4714,10190,1276,3,9946,1272,2.195925
2016,TN,47125,14704,10029,12005,2183,7398,253,2,7087,229,2.758893
2016,CO,08005,61590,41584,51556,7535,32859,1485,1,32148,1430,2.214141
2017,PA,42011,15602,10833,13037,2309,8069,525,0,7476,514,2.360000
2015,NJ,34013,23926,16174,20336,4377,11187,652,0,10865,633,2.338957
2016,TN,47187,19111,13474,16292,2059,10731,197,0,10505,188,2.263959
2016,IL,17143,6704,5467,6163,1044,4254,170,0,4070,164,2.164706
2017,WA,53061,49270,35080,43469,5056,28673,1003,3,27672,955,2.347956
2017,PA,42089,8592,5723,7438,1802,3662,345,1,3475,341,2.269565
2016,CO,08067,3779,2692,3300,573,2017,41,0,1960,40,2.975610
2015,FL,12021,20550,14775,17866,3459,10787,484,0,10558,476,2.291322
2017,MN,27141,6354,4334,5062,608,3602,170,0,3323,161,2.535294
2017,IL,17043,42895,28599,34995,4604,23180,861,7,22488,814,2.289199
2017,AL,01073,27285,19343,23716,4912,13431,813,12,12817,807,2.615006
2016,CA,06057,8305,6029,7408,1366,4453,89,0,4380,83,2.606742
2016,UT,49011,28021,19584,23648,2786,16256,544,1,15092,412,2.871324
2015,IL,17091,3899,3075,3495,756,2189,201,2,2054,187,2.666667
2017,MN,27165,314,272,297,63,202,29,0,191,25,3.000000
2016,CT,09013,6059,4376,5344,1001,3208,85,0,2947,79,2.470588
2015,WY,56037,1934,1365,1561,268,1028,47,0,1010,47,3.468085
2016,NY,36061,24234,17956,22148,3366,13961,50,0,13714,49,2.580000
2016,TX,48251,8880,6010,7396,1568,4188,681,0,4025,668,2.678414
2015,WI,55071,3146,2597,2977,477,2047,98,5,1815,89,2.989796
2016,KY,21117,8984,6634,7776,1388,4965,297,0,4809,292,2.670034
2015,NJ,34027,21920,15349,18763,2963,11832,224,0,11430,212,2.553571
2017,SC,45063,15152,10340,12740,2253,7658,579,0,7346,572,2.891192
2015,TX,48257,7411,4762,5877,1191,3351,493,0,3223,481,2.697769
2016,ID,16083,3817,2925,3338,697,2054,78,0,1907,61,2.782051
2017,MO,29077,12828,8811,10301,1258,7294,329,1,6956,315,2.352584
2017,OK,40119,2146,1471,1697,266,1145,93,0,1015,92,3.064516
2016,MN,27061,1991,1518,1756,323,1129,59,0,1055,58,2.491525
2017,WY,56037,1502,1055,1246,184,824,42,0,802,40,3.095238
2017,NC,37097,9465,6512,8233,1272,4965,336,1,4804,330,2.395833
2016,MA,25005,27510,20262,23931,4508,15313,399,1,14283,374,2.884712
2015,PA,42027,4585,3690,4139,564,2989,83,0,2668,74,2.855422
2017,PA,42043,10430,7452,8883,1561,5546,270,4,5051,249,2.514815
2017,NJ,34025,29946,19936,25373,3841,15274,470,0,14598,449,2.417021
2016,TN,47163,6447,4829,5820,1324,3306,396,0,3144,389,2.472222
2017,AL,01001,2721,1977,2368,452,1457,132,4,1373,132,3.212121
2016,NJ,34015,15903,10242,12810,2612,7347,492,0,6800,449,2.376016
2015,MD,24043,6114,4156,4969,997,2970,91,0,2789,85,2.395604
2015,ID,16055,10401,7569,8835,1462,5738,138,0,5400,119,2.826087
2017,NC,37129,12962,8600,10741,1324,6954,175,1,6759,166,2.622857
2016,CA,06087,15024,10486,13027,2090,8030,184,0,7856,179,3.027174
2017,KY,21209,3518,2315,2742,316,1928,93,1,1827,79,3.118280
2016,MI,26093,14512,10614,12495,1862,8394,452,7,7983,438,3.502212
2017,IL,17143,5898,4661,5346,799,3723,306,0,3462,303,2.372549
2015,KY,21111,34147,25734,30142,5321,19227,1157,0,18381,1133,2.337943
2017,MI,26025,5417,4223,4979,908,3149,363,1,2745,351,2.556474
2016,FL,12015,11263,8414,10139,2258,5855,425,1,5683,403,2.430588
2015,KY,21227,4696,3636,4096,663,2834,210,0,2719,205,2.495238
2015,IN,18109,3919,2763,3336,638,2023,166,0,1922,160,3.084337
2017,IA,19103,7066,5399,5935,384,4757,58,0,3755,57,4.241379
2016,HI,15003,40991,30183,36643,5576,23706,127,1,22122,113,2.716535
2016,KY,21015,7856,5770,6775,1173,4382,257,0,4289,251,2.785992
2016,FL,12113,11817,8207,9946,1771,6156,285,0,5900,279,2.680702
2017,CA,06115,4478,2945,3914,662,2165,210,0,2071,209,2.228571
2015,IN,18141,9675,7190,8308,1647,5275,454,1,4997,425,2.431718
2017,MD,24013,8778,5870,7195,911,4721,119,0,4410,103,2.579832
2016,MD,24009,7502,4924,6031,1165,3530,72,0,3358,67,2.263889
2017,MI,26115,7569,5600,6692,1224,4165,509,3,3821,497,3.233792
2017,AL,01017,931,625,822,256,344,50,3,317,50,3.260000
2015,IN,18163,8019,5779,6720,1208,4417,318,1,3968,315,2.261006
2017,GA,13151,15029,9824,12740,2437,6904,757,1,6540,752,2.159841
2017,MD,24510,21818,13918,17880,3885,9470,750,3,8926,744,2.229333
2016,OR,41041,2934,2108,2681,563,1435,47,0,1414,47,2.404255
2015,TX,48091,9601,6588,8036,1344,4888,281,0,4510,275,3.199288
2015,WI,55133,21555,16142,18734,2200,13505,267,5,12926,221,2.842697
2016,NC,37067,16225,11849,14328,2984,8469,455,2,8241,447,2.364835
2017,GA,13223,11961,7833,9780,1594,5976,548,0,5712,542,2.220803
2017,CA,06057,6853,4783,6078,995,3588,91,0,3523,88,2.769231
2017,NC,37019,10327,7163,8786,1209,5649,268,2,5525,264,2.906716
2017,MO,29101,2387,1538,1820,269,1216,56,0,1174,53,2.553571
2017,HI,15009,5785,4370,5383,853,3343,48,1,3258,47,2.541667
2017,NY,36071,11964,8267,10195,1935,5899,354,0,5578,347,2.288136
2015,NC,37089,5700,4024,4882,840,3028,128,0,2957,124,3.265625
2016,KY,21185,4250,3086,3687,425,2524,71,0,2449,69,2.352113
2017,TX,48397,8186,5202,6475,828,4151,249,0,3880,238,2.646586
2017,WI,55025,21885,17256,20186,1846,14838,202,2,14117,183,2.762376
2016,MD,24037,7106,4684,5760,1065,3447,83,0,3274,71,2.662651
2017,MA,25013,16150,11468,13974,2444,8752,391,2,7880,373,2.317136
2016,NY,36093,5444,3903,4613,906,2847,113,0,2712,102,2.283186
2017,OR,41017,13288,9476,11557,1297,7843,264,0,7744,252,2.416667
2015,NH,33017,5721,4196,4931,1027,3022,148,2,2798,139,2.844595
2017,IL,17111,16666,11209,13642,2006,8852,566,1,8414,541,2.263251
2016,WA,53041,3954,2824,3583,754,1943,132,0,1832,129,2.431818
2015,PA,42001,4731,3361,3937,889,2302,91,0,2099,83,2.967033
2015,WA,53027,2770,1914,2383,488,1344,128,0,1297,125,2.281250
2017,MI,26005,5959,4531,5347,913,3395,263,1,3125,251,3.174905
2016,NY,36063,5914,4323,4858,953,3258,148,0,2990,139,2.364865
2015,GA,13039,2384,1835,2159,418,1334,75,0,1229,72,2.960000
2017,PA,42029,23097,15706,19558,2673,12306,299,0,11414,275,2.772575
2016,NC,37171,2340,1674,2068,549,1060,88,8,1034,88,2.761364
2016,PR,72145,1041,802,895,315,453,25,0,322,24,2.320000
2016,AL,01117,13968,10083,12125,2243,7367,316,1,7053,309,3.113924
2016,NC,37167,2568,1924,2336,567,1273,97,0,1209,97,2.536082
2017,IA,19049,5835,4205,4724,371,3699,90,0,3292,80,2.655556
2016,MO,29101,2448,1671,1970,348,1260,54,0,1208,54,2.370370
2016,TX,48203,2559,1881,2302,602,1170,212,0,1099,208,3.330189
2016,NC,37047,1603,1086,1475,512,534,102,0,498,101,3.578431
2016,PA,42007,6954,5260,6146,1404,3637,181,0,3278,172,2.513812
2015,DC,11001,34916,23912,28849,5368,17819,417,0,16853,382,2.752998
2017,GA,13139,10134,6629,8345,1325,5092,391,0,4869,385,2.601023
2015,IL,17113,7353,5698,6233,727,4836,154,0,4625,137,2.564935
2015,WV,54003,5692,4021,4605,934,2946,145,0,2764,143,2.572414
2017,LA,22019,8510,6318,7556,1557,4374,605,14,4120,591,3.479339
2017,NY,36093,5039,3526,4175,691,2638,105,0,2493,100,2.219048
2016,NY,36091,10168,7768,8966,1528,5898,190,0,5556,177,3.263158
2017,FL,12021,20506,14021,17420,3099,10343,499,3,10075,490,2.316633
2016,AK,02170,7200,4759,5531,1033,3544,83,0,3372,61,3.168675
2015,MN,27163,16185,11530,13310,1814,9390,160,0,8801,146,2.668750
2016,WA,53005,11459,8803,10636,1594,6852,316,0,6491,304,2.253165
2017,KY,21015,7026,4972,5942,988,3821,207,1,3696,201,2.806763
2017,IL,17115,3363,2575,2914,516,1991,153,1,1723,149,2.470588
2016,TX,48381,7648,5384,6236,1005,4057,419,1,3861,393,2.568019
2015,SC,45091,14923,11018,12943,2190,8243,391,2,8033,382,2.721228
2015,IA,19049,6333,4545,5056,508,3883,102,2,3542,86,2.960784
2016,OK,40087,2180,1562,1846,388,1097,103,2,943,101,2.980583
2017,NY,36085,13459,9441,11554,2019,6934,224,0,6723,218,2.633929
2016,MN,27039,1143,895,983,152,715,21,0,636,21,2.333333
2016,AZ,04003,6173,3894,5061,1069,2701,167,1,2617,165,2.461078
2017,IN,18005,3662,2720,3163,444,2139,181,0,1975,179,2.651934
2016,ND,38101,2923,2039,2363,325,1665,49,0,1574,48,2.693878
2017,SC,45051,22663,17195,20489,3544,13008,1033,10,12639,1011,2.963214
2015,NJ,34041,4516,3052,3818,793,2162,112,0,2061,103,2.401786
2017,UT,49021,3228,2124,2623,343,1728,86,0,1644,78,2.360465
2016,TX,48185,1037,730,942,292,401,86,1,376,86,3.430233
2015,NY,36111,4614,3547,4250,920,2489,80,1,2238,75,2.675000
2015,OR,41071,5978,4070,4977,850,3053,179,0,3000,174,2.776536
2015,LA,22011,1600,1220,1439,335,833,243,0,795,241,3.506173
2015,NM,35005,1796,1356,1628,452,830,99,0,783,97,2.868687
2017,GA,13113,7217,4992,6286,1031,3630,169,0,3419,164,2.532544
2017,NC,37047,1442,943,1316,421,471,90,0,447,89,3.577778
2016,NC,37089,6645,4715,5795,1044,3474,161,6,3427,159,3.211180
2017,FL,12125,407,286,364,138,136,34,0,133,32,3.411765
2017,MN,27147,1472,1077,1222,180,857,44,0,824,41,2.636364
2017,PA,42033,2236,1809,2102,440,1321,135,2,1124,132,2.548148
2017,CO,08039,2790,1801,2320,372,1368,79,0,1287,70,2.734177
2016,TX,48465,1155,859,1029,264,561,64,0,539,64,2.984375
2017,NY,36083,4894,3467,4129,722,2541,85,0,2374,82,2.317647
2015,TX,48027,15694,10621,13095,2368,7818,452,0,7546,448,2.597345
2017,GA,13187,1420,968,1224,198,730,43,1,692,43,2.534884
2016,OH,39133,6904,4976,5886,1333,3457,286,0,3311,273,2.741259
2015,WA,53005,9328,7206,8489,1134,5781,275,0,5545,269,2.145455
2016,IA,19019,1068,869,988,123,707,20,0,547,19,2.550000
2016,PA,42075,5787,4198,4918,887,3132,128,0,2870,121,2.656250
2015,TX,48021,3501,2472,3012,669,1685,295,0,1561,293,3.193220
2016,CT,09007,8064,5792,7017,1364,4201,91,0,3986,85,2.494505
2016,AR,05145,3264,2174,2590,664,1408,135,0,1320,131,4.096296
2015,SC,45083,12595,9127,10681,2570,6196,546,0,5927,536,3.065934
2017,NM,35005,1828,1305,1640,398,833,157,0,772,155,2.579618
2015,RI,44009,6559,4763,5615,852,3768,115,2,3482,98,3.713043
2017,NC,37159,5769,4113,5147,1102,2844,329,0,2681,318,2.744681
2015,VT,50007,7200,5724,6589,716,4754,90,2,4423,82,2.644444
2016,PA,42097,2397,1935,2205,632,1240,72,0,1068,70,2.500000
2015,OH,39173,5037,3966,4568,941,2872,168,1,2722,158,2.898810
2017,NY,36069,4136,3173,3525,565,2485,110,0,1936,108,2.881818
2015,SC,45015,11723,8445,10146,1947,6118,421,4,5813,408,3.163895
2016,TN,47009,7394,5332,6407,1366,3730,209,1,3565,197,3.263158
2015,FL,12053,8506,6198,7431,2072,3873,487,1,3604,478,2.377823
2017,WA,53057,6843,4806,5982,785,3800,183,1,3654,177,2.338798
2017,WI,55005,1805,1393,1656,315,1029,58,1,983,57,2.879310
2015,NC,37069,2920,2008,2474,525,1395,89,0,1333,84,3.044944
2015,TX,48139,9463,6390,7874,1470,4649,562,0,4436,543,2.523132
2017,RI,44007,23487,16465,20188,3189,12658,526,0,11404,448,2.754753
2017,WA,53045,4006,2807,3526,522,2156,149,0,2040,147,2.181208
2016,MI,26123,2233,1631,2023,437,1135,136,0,1032,132,2.845588
2015,IN,18043,3728,2815,3211,567,2099,155,0,1990,152,2.387097
2015,NM,35055,1135,849,1074,336,458,31,0,445,31,3.548387
2015,OH,39097,1703,1250,1436,294,907,84,0,865,78,2.380952
2017,VA,51073,2262,1541,1918,320,1155,48,0,1097,47,3.104167
2017,IL,17099,3206,2468,2882,521,1875,160,1,1773,159,2.306250
2016,NY,36031,1272,1005,1156,269,686,35,0,609,35,2.114286
2016,WV,54107,2633,2113,2440,534,1505,96,0,1411,95,2.562500
2015,MS,28107,860,697,805,245,428,38,0,352,38,4.657895
2016,ID,16075,1192,882,1060,187,642,40,0,619,36,2.225000
2015,WI,55131,7379,5622,6477,801,4682,154,7,4456,134,3.051948
2016,MI,26117,2978,2191,2636,614,1483,184,3,1372,180,2.516304
2016,NC,37023,2918,2202,2655,588,1534,132,0,1481,131,2.681818
2017,MN,27007,1118,819,998,144,656,55,0,571,50,2.854545
2017,WI,55083,2094,1688,1920,242,1376,72,2,1303,70,2.819444
2016,MI,26105,992,716,904,204,484,35,1,451,35,2.428571
2016,AL,01047,941,724,864,377,315,63,0,278,62,3.761905
2016,WI,55083,2460,1993,2265,330,1601,89,2,1533,88,2.719101
2017,WV,54003,6645,4565,5289,991,3421,171,0,3268,166,2.748538
2016,OH,39047,1112,852,987,247,567,70,0,540,69,2.242857
2015,WY,56013,1261,965,1143,222,702,41,0,663,36,2.975610
2017,LA,22113,1846,1426,1693,360,1005,195,5,892,193,3.189744
2017,MS,28093,1306,999,1198,333,607,150,11,512,147,3.846667
2016,IN,18125,502,385,437,130,245,25,0,228,24,2.720000
2015,MS,28073,2732,1924,2289,438,1424,122,1,1325,119,3.524590
2017,MD,24045,3739,2556,3151,658,1800,141,0,1677,133,2.602837
2017,VA,51067,2367,1735,2118,409,1265,71,1,1103,70,2.535211
2015,CA,06005,1994,1440,1787,317,1066,42,1,1041,39,2.785714
2017,FL,12065,463,318,420,125,182,27,0,175,27,3.481481
2017,NY,36007,4598,3388,4050,718,2514,140,1,2171,134,2.421429
2016,KY,21211,2594,1823,2201,353,1394,68,0,1347,67,2.455882
2015,OK,40041,1605,1200,1427,359,801,104,3,730,102,3.730769
2016,IA,19005,399,350,389,87,247,14,1,225,14,3.428571
2016,AL,01077,4228,3298,3740,805,2347,206,0,2137,204,2.766990
2016,AR,05033,2578,1871,2130,525,1279,78,1,1180,71,3.166667
2017,ID,16083,3421,2644,3028,464,1993,80,0,1832,52,2.950000
2016,GA,13169,1109,817,989,290,488,42,0,433,42,2.595238
2016,MO,29165,6599,4536,5409,673,3711,125,0,3617,118,2.264000
2017,GA,13267,767,625,719,227,386,97,0,345,97,4.072165
2016,FL,12023,2340,1691,2137,758,881,163,3,861,160,3.509202
2017,TN,47109,849,662,773,190,432,73,0,402,71,2.972603
2017,MS,28071,2082,1650,1847,267,1309,61,2,1258,61,3.852459
2017,OH,39045,8028,5539,6663,998,4263,365,0,4061,350,2.279452
2016,OK,40145,4584,3247,3868,846,2275,183,2,2100,170,3.398907
2017,NC,37041,527,367,464,123,228,13,0,218,11,3.307692
2015,AR,05139,1488,1089,1298,335,708,131,0,621,131,4.183206
2015,GA,13097,6816,4464,5593,1474,2828,268,0,2686,265,2.298507
2017,OH,39175,587,459,546,120,313,30,0,289,28,2.700000
2016,WY,56031,562,364,424,68,273,17,0,252,15,2.352941
2017,OH,39173,4658,3589,4154,696,2752,182,0,2584,173,2.912088
2017,NE,31157,932,566,657,131,416,18,0,379,18,2.222222
2016,AR,05015,1115,875,1021,214,625,99,0,559,97,2.707071
2015,TX,48401,1656,1267,1480,371,808,240,0,698,234,3.195833
2015,IA,19171,447,340,396,75,257,16,0,225,16,2.375000
2015,GA,13277,1262,977,1134,293,657,58,0,618,58,3.241379
2017,LA,22045,1971,1507,1762,495,943,144,5,835,141,3.506944
2016,AL,01001,3194,2278,2783,580,1622,136,2,1531,136,3.705882
2017,ND,38089,1389,939,1095,113,774,51,0,730,50,2.647059
2017,AR,05051,4928,3593,4273,1002,2362,183,0,2211,178,3.601093
2015,OK,40115,691,523,606,186,314,45,0,270,41,3.600000
2017,NC,37011,893,648,832,145,464,23,0,454,23,2.652174
2016,LA,22099,2083,1606,1894,608,935,192,1,772,188,3.484375
2016,WV,54077,1039,787,903,232,519,71,0,482,69,2.704225
2015,OH,39003,2800,2197,2483,557,1580,111,0,1504,99,2.765766
2017,CO,08037,3715,2693,3367,486,2111,71,0,2047,68,3.056338
2015,MI,26061,588,483,530,96,352,17,0,337,17,2.235294
2016,GA,13257,803,540,667,164,359,20,0,344,20,3.350000
2015,SC,45055,2902,2086,2456,685,1307,102,2,1265,100,3.558824
2016,LA,22121,1338,966,1171,274,666,99,0,641,99,3.333333
2017,NV,32019,4188,2945,3584,496,2337,272,0,2295,268,2.238971
2017,NC,37087,3208,2266,2902,530,1610,119,0,1574,118,2.857143
2016,TN,47141,2730,1961,2284,544,1343,124,0,1289,124,2.677419
2015,CA,06045,2579,1872,2373,517,1280,28,0,1257,27,2.321429
2017,KY,21215,1085,788,923,127,620,49,0,579,48,2.571429
2015,AL,01033,2535,1997,2241,450,1472,133,0,1316,132,2.879699
2015,VA,51019,4040,2797,3331,604,2120,109,0,1957,107,3.174312
2016,PR,72061,1921,1513,1722,417,1033,84,0,849,84,2.190476
2017,PA,42107,3711,2742,3249,758,1870,163,0,1660,158,2.484663
2017,MS,28113,1305,976,1163,412,514,126,4,464,125,3.785714
2017,NC,37161,2406,1664,2133,446,1148,95,0,1127,95,2.852632
2017,MS,28145,727,579,673,159,401,49,1,368,48,4.122449
2015,MI,26073,1766,1423,1626,365,987,71,0,885,69,2.281690
2017,NE,31141,1045,686,767,114,558,14,0,534,13,2.500000
2015,SD,46013,1267,911,1015,169,686,29,0,643,28,2.758621
2017,MI,26027,2291,1708,2023,348,1254,101,0,1172,98,2.257426
2016,TX,48015,1154,876,1052,307,523,84,1,498,82,3.642857
2016,GA,13183,1120,769,966,197,541,49,1,529,48,3.816327
2016,NC,37005,442,328,411,113,204,18,4,201,18,2.888889
2015,WY,56009,724,415,504,88,313,17,0,296,16,2.941176
2016,OH,39171,1249,1067,1177,231,799,91,0,744,88,2.186813
2015,NE,31157,1009,672,741,175,473,22,0,449,20,2.500000
2016,MO,29091,1097,821,961,268,526,84,0,507,84,2.500000
2015,MS,28115,793,596,695,166,415,39,0,388,39,4.435897
2015,TN,47131,857,628,715,153,419,69,1,385,68,2.550725
2017,KY,21213,843,634,725,120,477,41,0,432,41,2.243902
2017,IN,18037,998,683,805,111,544,25,0,517,25,2.160000
2015,IA,19015,1247,973,1092,195,744,56,1,644,42,3.607143
2016,WV,54109,270,216,249,101,101,18,0,94,18,3.722222
2017,NM,35047,772,522,720,225,269,54,0,257,54,3.870370
2015,AR,05001,450,331,387,110,198,49,0,186,48,2.673469
2015,VA,51197,983,709,901,257,432,65,0,395,64,3.092308
2016,NC,37077,2807,2018,2464,590,1360,101,0,1312,100,2.643564
2016,WV,54005,493,368,459,170,183,44,0,167,44,3.431818
2017,MN,27157,951,754,872,98,623,42,0,549,42,2.261905
2015,PR,72143,644,494,583,193,283,34,1,201,34,2.529412
2015,MI,26047,1471,1044,1259,296,701,22,0,679,20,2.454545
2015,KY,21005,930,668,771,169,460,28,0,450,28,2.107143
2017,KY,21023,367,288,348,89,185,16,0,156,16,3.187500
2016,AL,01019,967,690,840,265,384,48,0,356,47,3.750000
2017,TN,47117,1872,1227,1555,247,915,100,0,882,96,2.430000
2016,KY,21135,276,229,259,57,163,36,0,140,35,3.500000
2017,LA,22115,1610,1146,1427,317,762,111,6,717,109,3.576577
2016,ID,16051,1615,1177,1380,271,854,22,0,795,20,2.181818
2017,TX,48063,402,291,346,76,197,38,0,191,37,2.947368
2016,MS,28017,385,312,371,156,140,20,0,122,20,6.400000
2016,TN,47081,1055,752,934,246,476,58,0,426,58,2.551724
2016,GA,13081,498,384,448,135,236,41,0,221,38,2.975610
2016,OH,39075,650,546,617,125,399,18,0,376,17,2.833333
2017,TX,48287,571,412,516,112,263,52,0,231,51,3.403846
2016,NM,35037,137,100,132,51,44,7,0,44,7,3.857143
2017,SD,46065,712,496,585,79,391,33,0,369,29,3.363636
2016,GA,13291,1562,1063,1313,289,749,20,0,703,18,2.950000
2017,VA,51083,1011,743,935,274,428,68,0,386,68,2.544118
2015,KY,21171,196,169,189,52,109,21,0,103,21,3.476190
2016,TX,48239,443,321,408,89,207,48,0,202,48,3.479167
2017,WV,54063,362,279,329,79,193,16,0,166,16,2.875000
2015,KY,21221,602,484,542,98,359,36,0,324,36,2.138889
2016,MO,29003,828,648,742,143,484,43,0,453,43,2.139535
2015,AR,05073,141,118,135,48,64,19,0,54,18,4.368421
2017,ID,16035,280,204,264,54,145,13,0,139,13,2.076923
2016,VA,51009,1217,879,1069,255,585,32,0,546,31,2.281250
2016,MD,24039,730,520,649,213,288,17,0,268,17,2.647059
2016,WY,56013,1304,990,1186,291,660,24,0,631,21,3.458333
2016,KS,20169,1428,988,1186,245,714,48,2,693,48,2.458333
2015,KY,21083,920,724,818,182,508,36,0,448,33,3.111111
2016,ND,38089,1826,1233,1455,253,939,34,0,911,32,2.852941
2016,GA,13189,763,552,645,216,321,32,0,263,32,2.843750
2015,MT,30101,132,97,115,22,73,4,0,63,4,2.500000
2017,PA,42093,562,452,532,75,358,12,0,314,12,2.166667
2017,NC,37079,432,316,402,120,178,20,0,170,20,3.550000
2017,GA,13075,507,390,468,118,252,37,0,237,36,2.702703
2016,NV,32015,249,183,215,48,126,28,0,120,28,2.142857
2016,WI,55065,587,494,560,116,346,16,0,328,16,3.000000
2016,GA,13141,232,159,220,50,104,6,0,102,6,3.166667
2015,IA,19073,258,221,242,58,157,32,0,137,30,2.906250
2016,IN,18149,1028,780,916,215,526,50,0,490,48,2.420000
2015,GA,13093,171,139,159,65,72,15,0,65,13,3.266667
2017,TX,48165,626,415,527,169,239,56,1,233,56,3.875000
2016,WV,54047,182,157,179,84,63,25,3,39,25,4.240000
2015,MO,29131,779,584,692,147,418,26,0,408,26,3.461538
2015,MO,29157,777,607,669,119,453,28,0,398,26,3.071429
2017,NY,36019,2066,1528,1769,403,1053,70,0,902,68,3.028571
2017,KS,20059,1084,758,913,138,591,70,0,551,66,2.328571
2017,IN,18145,1997,1443,1718,300,1063,135,0,997,133,2.177778
2017,AR,05037,717,503,583,156,330,40,0,274,40,3.000000
2016,MT,30049,3501,2267,2683,385,1759,39,0,1721,38,3.717949
2015,NY,36093,4931,3593,4152,915,2509,113,0,2368,98,2.601770
2015,TN,47077,894,717,817,213,472,86,0,433,85,3.418605
2016,MS,28067,2105,1697,1922,470,1171,374,0,1081,374,3.411765
2017,NY,36045,3637,2820,3176,559,2124,161,0,1748,149,2.534161
2015,IN,18005,3858,2955,3386,505,2309,87,0,2183,85,2.275862
2017,IA,19057,1172,947,1089,226,678,29,0,603,29,2.206897
2017,TX,48097,1534,1073,1299,277,757,103,0,731,103,2.932039
2017,PA,42007,6195,4580,5417,1060,3335,174,0,3001,166,2.454023
2017,NC,37073,501,352,447,125,208,29,0,190,28,3.034483
2017,MI,26011,558,426,528,101,310,24,0,268,24,2.333333
2015,TN,47081,955,701,838,218,454,66,0,392,65,2.984848
2017,KY,21195,1515,1201,1448,504,596,106,0,484,104,3.660377
2016,MO,29201,1341,971,1113,259,685,59,0,644,59,2.644068
2017,IN,18001,1191,936,1050,136,747,154,1,695,149,2.201299
2015,NC,37125,5037,3473,4270,711,2641,56,0,2570,54,2.964286
2017,WV,54011,2767,2162,2574,486,1609,152,0,1485,151,3.052632
2017,WI,55071,3160,2622,2956,444,2069,100,3,1768,92,2.960000
2017,NC,37117,552,397,522,167,214,25,0,210,25,4.360000
2017,GA,13229,698,525,634,143,361,60,0,336,59,3.166667
2017,OH,39013,1920,1443,1687,343,1039,109,0,928,104,2.467890
2016,OH,39059,1179,938,1048,275,614,68,0,571,67,2.647059
2015,WA,53075,1286,963,1185,202,724,21,0,697,20,2.095238
2017,ND,38017,7228,5387,6105,510,4764,133,1,4229,128,2.398496
2016,GA,13275,1696,1316,1518,323,952,63,0,908,63,2.888889
2017,IL,17073,1922,1514,1736,227,1249,94,1,1078,91,2.542553
2017,PA,42075,5345,3832,4502,739,2904,161,0,2643,153,2.459627
2017,AR,05131,4786,3599,4092,760,2644,165,2,2381,157,2.751515
2016,MO,29007,555,416,490,97,316,26,0,303,26,2.538462
2017,NY,36113,2483,1858,2176,348,1416,67,0,1318,64,2.731343
2017,MT,30051,30,23,27,8,15,2,0,14,2,2.500000
2016,NH,33001,3486,2570,3085,690,1785,96,0,1697,93,2.385417
2017,UT,49025,667,434,577,78,331,13,0,320,13,2.076923
2015,FL,12019,11148,7974,9708,2096,5592,415,1,5225,407,2.407229
2016,PR,72027,432,343,382,130,199,17,0,158,17,2.647059
