id	status	score	a	a_key	c	c_key	a_schema	c_schema	a_rows	c_rows	via	via_count	tags	look_for	charts	traps	found	finding_ids	by	date
H:ECONOMICS__FED_FAC_SINGLE_AUDIT~HEALTH__FED_CMS_MEDICARE_DIABETES_PREVENTION_PROGRAM	skip	-12.5	ECONOMICS__FED_FAC_SINGLE_AUDIT	EIN	HEALTH__FED_CMS_MEDICARE_DIABETES_PREVENTION_PROGRAM	NPI	ECONOMICS	HEALTH	411638	1037	EIN to NPI via FED_CMS_NPPES	1	MONEY PEOPLE CROSS HOP TRAP	does it land: share of FED_FAC_SINGLE_AUDIT EIN values that reach a NPI through the crosswalk, and on to FED_CMS_MEDICARE_DIABETES_PREVENTION_PROGRAM :: flow diagram | gap: TOTAL_AMOUNT_EXPENDED in FED_FAC_SINGLE_AUDIT for matched vs unmatched :: paired bars	flow_diagram paired_bars	ein-and-cik-width-mismatch reach-is-not-a-usable-join	auto-skip at build: every crosswalk here is unusable, a known-empty key or a label that means different things on each side		build	2026-09-24
H:ECONOMICS__FED_FOREIGNASSISTANCE~HEALTH__FED_CMS_MEDICARE_DIABETES_PREVENTION_PROGRAM	skip	-12.5	ECONOMICS__FED_FOREIGNASSISTANCE	EIN	HEALTH__FED_CMS_MEDICARE_DIABETES_PREVENTION_PROGRAM	NPI	ECONOMICS	HEALTH	95658	1037	EIN to NPI via FED_CMS_NPPES	1	MONEY PEOPLE CROSS HOP TRAP	does it land: share of FED_FOREIGNASSISTANCE EIN values that reach a NPI through the crosswalk, and on to FED_CMS_MEDICARE_DIABETES_PREVENTION_PROGRAM :: flow diagram | gap: OBLIGATION_AMOUNT in FED_FOREIGNASSISTANCE for matched vs unmatched :: paired bars	flow_diagram paired_bars	ein-and-cik-width-mismatch reach-is-not-a-usable-join	auto-skip at build: every crosswalk here is unusable, a known-empty key or a label that means different things on each side		build	2026-09-24
H:ECONOMICS__FED_IRS_BMF~HEALTH__FED_CMS_MEDICARE_DIABETES_PREVENTION_PROGRAM	skip	-12.5	ECONOMICS__FED_IRS_BMF	EIN	HEALTH__FED_CMS_MEDICARE_DIABETES_PREVENTION_PROGRAM	NPI	ECONOMICS	HEALTH	1974830	1037	EIN to NPI via FED_CMS_NPPES	1	MONEY PEOPLE CROSS HOP TRAP	does it land: share of FED_IRS_BMF EIN values that reach a NPI through the crosswalk, and on to FED_CMS_MEDICARE_DIABETES_PREVENTION_PROGRAM :: flow diagram | gap: ASSET_AMT in FED_IRS_BMF for matched vs unmatched :: paired bars	flow_diagram paired_bars	ein-and-cik-width-mismatch reach-is-not-a-usable-join	auto-skip at build: every crosswalk here is unusable, a known-empty key or a label that means different things on each side		build	2026-09-24
H:ECONOMICS__FED_IRS_EO_PR~HEALTH__FED_CMS_MEDICARE_DIABETES_PREVENTION_PROGRAM	skip	-12.5	ECONOMICS__FED_IRS_EO_PR	EIN	HEALTH__FED_CMS_MEDICARE_DIABETES_PREVENTION_PROGRAM	NPI	ECONOMICS	HEALTH	2515	1037	EIN to NPI via FED_CMS_NPPES	1	MONEY PEOPLE CROSS HOP TRAP	does it land: share of FED_IRS_EO_PR EIN values that reach a NPI through the crosswalk, and on to FED_CMS_MEDICARE_DIABETES_PREVENTION_PROGRAM :: flow diagram | gap: ASSET_AMT in FED_IRS_EO_PR for matched vs unmatched :: paired bars	flow_diagram paired_bars	ein-and-cik-width-mismatch reach-is-not-a-usable-join	auto-skip at build: every crosswalk here is unusable, a known-empty key or a label that means different things on each side		build	2026-09-24
H:ECONOMICS__FED_IRS_SOI_CHARITIES~HEALTH__FED_CMS_MEDICARE_DIABETES_PREVENTION_PROGRAM	skip	-12.5	ECONOMICS__FED_IRS_SOI_CHARITIES	EIN	HEALTH__FED_CMS_MEDICARE_DIABETES_PREVENTION_PROGRAM	NPI	ECONOMICS	HEALTH	2450	1037	EIN to NPI via FED_CMS_NPPES	1	MONEY PEOPLE CROSS HOP TRAP	does it land: share of FED_IRS_SOI_CHARITIES EIN values that reach a NPI through the crosswalk, and on to FED_CMS_MEDICARE_DIABETES_PREVENTION_PROGRAM :: flow diagram | gap: ASSET_AMT in FED_IRS_SOI_CHARITIES for matched vs unmatched :: paired bars	flow_diagram paired_bars	ein-and-cik-width-mismatch reach-is-not-a-usable-join	auto-skip at build: every crosswalk here is unusable, a known-empty key or a label that means different things on each side		build	2026-09-24
H:ECONOMICS__FED_USASPENDING_ASSISTANCE_FULL~HEALTH__FED_CMS_MEDICARE_DIABETES_PREVENTION_PROGRAM	skip	-12.5	ECONOMICS__FED_USASPENDING_ASSISTANCE_FULL	UEI	HEALTH__FED_CMS_MEDICARE_DIABETES_PREVENTION_PROGRAM	NPI	ECONOMICS	HEALTH	128155142	1037	UEI to NPI via SAM_EXCLUDED_PROVIDERS	1	MONEY PEOPLE CROSS HOP TRAP	does it land: share of FED_USASPENDING_ASSISTANCE_FULL UEI values that reach a NPI through the crosswalk, and on to FED_CMS_MEDICARE_DIABETES_PREVENTION_PROGRAM :: flow diagram | gap: FEDERAL_ACTION_OBLIGATION in FED_USASPENDING_ASSISTANCE_FULL for matched vs unmatched :: paired bars	flow_diagram paired_bars	reach-is-not-a-usable-join	auto-skip at build: every crosswalk here is unusable, a known-empty key or a label that means different things on each side		build	2026-09-24
H:ECONOMICS__FED_USASPENDING_ASSISTANCE_FULL~JUSTICE__FED_FTC_DATASETS	skip	-12.5	ECONOMICS__FED_USASPENDING_ASSISTANCE_FULL	DUNS	JUSTICE__FED_FTC_DATASETS	EIN	ECONOMICS	JUSTICE	128155142	1004	DUNS to EIN via FED_US_USASPENDING_API; UEI to EIN via FED_US_USASPENDING_API	2	MONEY PEOPLE CROSS HOP TRAP	does it land: share of FED_USASPENDING_ASSISTANCE_FULL DUNS values that reach a EIN through the crosswalk, and on to FED_FTC_DATASETS :: flow diagram | gap: FEDERAL_ACTION_OBLIGATION in FED_USASPENDING_ASSISTANCE_FULL for matched vs unmatched :: paired bars	flow_diagram paired_bars	ein-and-cik-width-mismatch reach-is-not-a-usable-join	auto-skip at build: every crosswalk here is unusable, a known-empty key or a label that means different things on each side		build	2026-09-24
H:ECONOMICS__FED_USASPENDING_CONTRACTS_FULL_R2~HEALTH__FED_CMS_MEDICARE_DIABETES_PREVENTION_PROGRAM	skip	-12.5	ECONOMICS__FED_USASPENDING_CONTRACTS_FULL_R2	UEI	HEALTH__FED_CMS_MEDICARE_DIABETES_PREVENTION_PROGRAM	NPI	ECONOMICS	HEALTH	93119582	1037	UEI to NPI via SAM_EXCLUDED_PROVIDERS	1	MONEY PEOPLE CROSS HOP TRAP	does it land: share of FED_USASPENDING_CONTRACTS_FULL_R2 UEI values that reach a NPI through the crosswalk, and on to FED_CMS_MEDICARE_DIABETES_PREVENTION_PROGRAM :: flow diagram | gap: FEDERAL_ACTION_OBLIGATION in FED_USASPENDING_CONTRACTS_FULL_R2 for matched vs unmatched :: paired bars	flow_diagram paired_bars	reach-is-not-a-usable-join	auto-skip at build: every crosswalk here is unusable, a known-empty key or a label that means different things on each side		build	2026-09-24
H:ECONOMICS__FED_USASPENDING_CONTRACTS_FULL_R2~JUSTICE__FED_FTC_DATASETS	skip	-12.5	ECONOMICS__FED_USASPENDING_CONTRACTS_FULL_R2	DUNS	JUSTICE__FED_FTC_DATASETS	EIN	ECONOMICS	JUSTICE	93119582	1004	DUNS to EIN via FED_US_USASPENDING_API; UEI to EIN via FED_US_USASPENDING_API	2	MONEY PEOPLE CROSS HOP TRAP	does it land: share of FED_USASPENDING_CONTRACTS_FULL_R2 DUNS values that reach a EIN through the crosswalk, and on to FED_FTC_DATASETS :: flow diagram | gap: FEDERAL_ACTION_OBLIGATION in FED_USASPENDING_CONTRACTS_FULL_R2 for matched vs unmatched :: paired bars	flow_diagram paired_bars	ein-and-cik-width-mismatch reach-is-not-a-usable-join	auto-skip at build: every crosswalk here is unusable, a known-empty key or a label that means different things on each side		build	2026-09-24
H:ECONOMICS__FED_USASPENDING_CONTRACTS_FULL~HEALTH__FED_CMS_MEDICARE_DIABETES_PREVENTION_PROGRAM	skip	-12.5	ECONOMICS__FED_USASPENDING_CONTRACTS_FULL	UEI	HEALTH__FED_CMS_MEDICARE_DIABETES_PREVENTION_PROGRAM	NPI	ECONOMICS	HEALTH	20000000	1037	UEI to NPI via SAM_EXCLUDED_PROVIDERS	1	MONEY PEOPLE CROSS HOP TRAP	does it land: share of FED_USASPENDING_CONTRACTS_FULL UEI values that reach a NPI through the crosswalk, and on to FED_CMS_MEDICARE_DIABETES_PREVENTION_PROGRAM :: flow diagram | gap: FEDERAL_ACTION_OBLIGATION in FED_USASPENDING_CONTRACTS_FULL for matched vs unmatched :: paired bars	flow_diagram paired_bars	reach-is-not-a-usable-join	auto-skip at build: every crosswalk here is unusable, a known-empty key or a label that means different things on each side		build	2026-09-24
H:ECONOMICS__FED_USASPENDING_CONTRACTS_FULL~JUSTICE__FED_FTC_DATASETS	skip	-12.5	ECONOMICS__FED_USASPENDING_CONTRACTS_FULL	DUNS	JUSTICE__FED_FTC_DATASETS	EIN	ECONOMICS	JUSTICE	20000000	1004	DUNS to EIN via FED_US_USASPENDING_API; UEI to EIN via FED_US_USASPENDING_API	2	MONEY PEOPLE CROSS HOP TRAP	does it land: share of FED_USASPENDING_CONTRACTS_FULL DUNS values that reach a EIN through the crosswalk, and on to FED_FTC_DATASETS :: flow diagram | gap: FEDERAL_ACTION_OBLIGATION in FED_USASPENDING_CONTRACTS_FULL for matched vs unmatched :: paired bars	flow_diagram paired_bars	ein-and-cik-width-mismatch reach-is-not-a-usable-join	auto-skip at build: every crosswalk here is unusable, a known-empty key or a label that means different things on each side		build	2026-09-24
H:ECONOMICS__FED_USASPENDING_CONTRACTS~HEALTH__FED_CMS_MEDICARE_DIABETES_PREVENTION_PROGRAM	skip	-12.5	ECONOMICS__FED_USASPENDING_CONTRACTS	UEI	HEALTH__FED_CMS_MEDICARE_DIABETES_PREVENTION_PROGRAM	NPI	ECONOMICS	HEALTH	6325622	1037	UEI to NPI via SAM_EXCLUDED_PROVIDERS	1	MONEY PEOPLE CROSS HOP TRAP	does it land: share of FED_USASPENDING_CONTRACTS UEI values that reach a NPI through the crosswalk, and on to FED_CMS_MEDICARE_DIABETES_PREVENTION_PROGRAM :: flow diagram | gap: FEDERAL_ACTION_OBLIGATION in FED_USASPENDING_CONTRACTS for matched vs unmatched :: paired bars	flow_diagram paired_bars	reach-is-not-a-usable-join	auto-skip at build: every crosswalk here is unusable, a known-empty key or a label that means different things on each side		build	2026-09-24
H:ECONOMICS__FED_USASPENDING_CONTRACTS~JUSTICE__FED_FTC_DATASETS	skip	-12.5	ECONOMICS__FED_USASPENDING_CONTRACTS	DUNS	JUSTICE__FED_FTC_DATASETS	EIN	ECONOMICS	JUSTICE	6325622	1004	DUNS to EIN via FED_US_USASPENDING_API; UEI to EIN via FED_US_USASPENDING_API	2	MONEY PEOPLE CROSS HOP TRAP	does it land: share of FED_USASPENDING_CONTRACTS DUNS values that reach a EIN through the crosswalk, and on to FED_FTC_DATASETS :: flow diagram | gap: FEDERAL_ACTION_OBLIGATION in FED_USASPENDING_CONTRACTS for matched vs unmatched :: paired bars	flow_diagram paired_bars	ein-and-cik-width-mismatch reach-is-not-a-usable-join	auto-skip at build: every crosswalk here is unusable, a known-empty key or a label that means different things on each side		build	2026-09-24
H:FINANCE__FED_IRS527_SCHEDULE_A_CONTRIBUTIONS~HEALTH__FED_CMS_MEDICARE_DIABETES_PREVENTION_PROGRAM	skip	-12.5	FINANCE__FED_IRS527_SCHEDULE_A_CONTRIBUTIONS	EIN	HEALTH__FED_CMS_MEDICARE_DIABETES_PREVENTION_PROGRAM	NPI	FINANCE	HEALTH	9701952	1037	EIN to NPI via FED_CMS_NPPES	1	MONEY PEOPLE CROSS HOP TRAP	does it land: share of FED_IRS527_SCHEDULE_A_CONTRIBUTIONS EIN values that reach a NPI through the crosswalk, and on to FED_CMS_MEDICARE_DIABETES_PREVENTION_PROGRAM :: flow diagram | gap: CONTRIBUTION_AMOUNT in FED_IRS527_SCHEDULE_A_CONTRIBUTIONS for matched vs unmatched :: paired bars	flow_diagram paired_bars	ein-and-cik-width-mismatch reach-is-not-a-usable-join	auto-skip at build: every crosswalk here is unusable, a known-empty key or a label that means different things on each side		build	2026-09-24
H:FINANCE__FED_IRS527_SCHEDULE_B_EXPENDITURES~HEALTH__FED_CMS_FACILITY_LEVEL_MINIMUM_DATA_SET_FREQUENCY	skip	-12.5	FINANCE__FED_IRS527_SCHEDULE_B_EXPENDITURES	EIN	HEALTH__FED_CMS_FACILITY_LEVEL_MINIMUM_DATA_SET_FREQUENCY	CCN	FINANCE	HEALTH	8191177	31403215	EIN to CCN via XWALK_HOSPITAL_CCN_EIN	1	MONEY CROSS HOP TRAP	does it land: share of FED_IRS527_SCHEDULE_B_EXPENDITURES EIN values that reach a CCN through the crosswalk, and on to FED_CMS_FACILITY_LEVEL_MINIMUM_DATA_SET_FREQUENCY :: flow diagram | gap: EXPENDITURE_AMOUNT in FED_IRS527_SCHEDULE_B_EXPENDITURES for matched vs unmatched :: paired bars | gap: OVERALL_PERCENT in FED_CMS_FACILITY_LEVEL_MINIMUM_DATA_SET_FREQUENCY for matched vs unmatched :: paired bars	flow_diagram paired_bars	ein-and-cik-width-mismatch reach-is-not-a-usable-join	auto-skip at build: every crosswalk here is unusable, a known-empty key or a label that means different things on each side		build	2026-09-24
H:FINANCE__FED_IRS527_SCHEDULE_B_EXPENDITURES~HEALTH__FED_CMS_MEDICARE_DIABETES_PREVENTION_PROGRAM	skip	-12.5	FINANCE__FED_IRS527_SCHEDULE_B_EXPENDITURES	EIN	HEALTH__FED_CMS_MEDICARE_DIABETES_PREVENTION_PROGRAM	NPI	FINANCE	HEALTH	8191177	1037	EIN to NPI via FED_CMS_NPPES	1	MONEY PEOPLE CROSS HOP TRAP	does it land: share of FED_IRS527_SCHEDULE_B_EXPENDITURES EIN values that reach a NPI through the crosswalk, and on to FED_CMS_MEDICARE_DIABETES_PREVENTION_PROGRAM :: flow diagram | gap: EXPENDITURE_AMOUNT in FED_IRS527_SCHEDULE_B_EXPENDITURES for matched vs unmatched :: paired bars	flow_diagram paired_bars	ein-and-cik-width-mismatch reach-is-not-a-usable-join	auto-skip at build: every crosswalk here is unusable, a known-empty key or a label that means different things on each side		build	2026-09-24
H:HEALTH__ADDICTION_PRESCRIBERS_PAID~JUSTICE__FED_FTC_DATASETS	skip	-12.5	HEALTH__ADDICTION_PRESCRIBERS_PAID	NPI	JUSTICE__FED_FTC_DATASETS	EIN	HEALTH	JUSTICE	44335	1004	NPI to EIN via FED_CMS_NPPES	1	MONEY PEOPLE CROSS HOP TRAP	does it land: share of ADDICTION_PRESCRIBERS_PAID NPI values that reach a EIN through the crosswalk, and on to FED_FTC_DATASETS :: flow diagram | gap: ADDICTION_DRUG_COST in ADDICTION_PRESCRIBERS_PAID for matched vs unmatched :: paired bars	flow_diagram paired_bars	ein-and-cik-width-mismatch	auto-skip at build: every crosswalk here is unusable, a known-empty key or a label that means different things on each side		build	2026-09-24
H:HEALTH__FED_CMS_MEDICARE_DIABETES_PREVENTION_PROGRAM~JUSTICE__FED_COURTLISTENER_SCHOOLS	skip	-12.5	HEALTH__FED_CMS_MEDICARE_DIABETES_PREVENTION_PROGRAM	NPI	JUSTICE__FED_COURTLISTENER_SCHOOLS	EIN	HEALTH	JUSTICE	1037	6011	NPI to EIN via FED_CMS_NPPES	1	OFFICIALS PEOPLE CROSS HOP TRAP	does it land: share of FED_CMS_MEDICARE_DIABETES_PREVENTION_PROGRAM NPI values that reach a EIN through the crosswalk, and on to FED_COURTLISTENER_SCHOOLS :: flow diagram	flow_diagram	ein-and-cik-width-mismatch reach-is-not-a-usable-join	auto-skip at build: every crosswalk here is unusable, a known-empty key or a label that means different things on each side		build	2026-09-24
H:HEALTH__FED_CMS_MEDICARE_DIABETES_PREVENTION_PROGRAM~LABOR__FED_DOL_EBSA_FORM5500_SCHEDULE_SB	skip	-12.5	HEALTH__FED_CMS_MEDICARE_DIABETES_PREVENTION_PROGRAM	NPI	LABOR__FED_DOL_EBSA_FORM5500_SCHEDULE_SB	EIN	HEALTH	LABOR	1037	41802	NPI to EIN via FED_CMS_NPPES	1	MONEY PEOPLE CROSS HOP TRAP	does it land: share of FED_CMS_MEDICARE_DIABETES_PREVENTION_PROGRAM NPI values that reach a EIN through the crosswalk, and on to FED_DOL_EBSA_FORM5500_SCHEDULE_SB :: flow diagram | gap: SB_CURR_VALUE_AST_01_AMT in FED_DOL_EBSA_FORM5500_SCHEDULE_SB for matched vs unmatched :: paired bars	flow_diagram paired_bars	ein-and-cik-width-mismatch reach-is-not-a-usable-join	auto-skip at build: every crosswalk here is unusable, a known-empty key or a label that means different things on each side		build	2026-09-24
H:HEALTH__FED_CMS_MEDICARE_DIABETES_PREVENTION_PROGRAM~LABOR__FED_OSHA_ITA_300A_SUMMARY_2023	skip	-12.5	HEALTH__FED_CMS_MEDICARE_DIABETES_PREVENTION_PROGRAM	NPI	LABOR__FED_OSHA_ITA_300A_SUMMARY_2023	EIN	HEALTH	LABOR	1037	394234	NPI to EIN via FED_CMS_NPPES	1	HARM PEOPLE CROSS HOP TRAP	does it land: share of FED_CMS_MEDICARE_DIABETES_PREVENTION_PROGRAM NPI values that reach a EIN through the crosswalk, and on to FED_OSHA_ITA_300A_SUMMARY_2023 :: flow diagram | gap: TOTAL_DEATHS in FED_OSHA_ITA_300A_SUMMARY_2023 for matched vs unmatched :: paired bars	flow_diagram paired_bars	ein-and-cik-width-mismatch reach-is-not-a-usable-join	auto-skip at build: every crosswalk here is unusable, a known-empty key or a label that means different things on each side		build	2026-09-24
H:HEALTH__FED_CMS_MEDICARE_DIABETES_PREVENTION_PROGRAM~LABOR__FED_OSHA_ITA_300A_SUMMARY_2024	skip	-12.5	HEALTH__FED_CMS_MEDICARE_DIABETES_PREVENTION_PROGRAM	NPI	LABOR__FED_OSHA_ITA_300A_SUMMARY_2024	EIN	HEALTH	LABOR	1037	398620	NPI to EIN via FED_CMS_NPPES	1	HARM PEOPLE CROSS HOP TRAP	does it land: share of FED_CMS_MEDICARE_DIABETES_PREVENTION_PROGRAM NPI values that reach a EIN through the crosswalk, and on to FED_OSHA_ITA_300A_SUMMARY_2024 :: flow diagram | gap: TOTAL_DEATHS in FED_OSHA_ITA_300A_SUMMARY_2024 for matched vs unmatched :: paired bars	flow_diagram paired_bars	ein-and-cik-width-mismatch reach-is-not-a-usable-join	auto-skip at build: every crosswalk here is unusable, a known-empty key or a label that means different things on each side		build	2026-09-24
H:HEALTH__FED_CMS_MEDICARE_DIABETES_PREVENTION_PROGRAM~LABOR__FED_OSHA_ITA_300A_SUMMARY_2025	skip	-12.5	HEALTH__FED_CMS_MEDICARE_DIABETES_PREVENTION_PROGRAM	NPI	LABOR__FED_OSHA_ITA_300A_SUMMARY_2025	EIN	HEALTH	LABOR	1037	383283	NPI to EIN via FED_CMS_NPPES	1	HARM PEOPLE CROSS HOP TRAP	does it land: share of FED_CMS_MEDICARE_DIABETES_PREVENTION_PROGRAM NPI values that reach a EIN through the crosswalk, and on to FED_OSHA_ITA_300A_SUMMARY_2025 :: flow diagram | gap: TOTAL_DEATHS in FED_OSHA_ITA_300A_SUMMARY_2025 for matched vs unmatched :: paired bars	flow_diagram paired_bars	ein-and-cik-width-mismatch reach-is-not-a-usable-join	auto-skip at build: every crosswalk here is unusable, a known-empty key or a label that means different things on each side		build	2026-09-24
H:HEALTH__FED_CMS_MEDICARE_DIABETES_PREVENTION_PROGRAM~LABOR__FED_OSHA_ITA_CASE_DETAIL_2023	skip	-12.5	HEALTH__FED_CMS_MEDICARE_DIABETES_PREVENTION_PROGRAM	NPI	LABOR__FED_OSHA_ITA_CASE_DETAIL_2023	EIN	HEALTH	LABOR	1037	890934	NPI to EIN via FED_CMS_NPPES	1	HARM PEOPLE CROSS HOP TRAP	does it land: share of FED_CMS_MEDICARE_DIABETES_PREVENTION_PROGRAM NPI values that reach a EIN through the crosswalk, and on to FED_OSHA_ITA_CASE_DETAIL_2023 :: flow diagram | gap: ANNUAL_AVERAGE_EMPLOYEES in FED_OSHA_ITA_CASE_DETAIL_2023 for matched vs unmatched :: paired bars	flow_diagram paired_bars	ein-and-cik-width-mismatch reach-is-not-a-usable-join	auto-skip at build: every crosswalk here is unusable, a known-empty key or a label that means different things on each side		build	2026-09-24
H:HEALTH__FED_CMS_MEDICARE_DIABETES_PREVENTION_PROGRAM~LABOR__FED_OSHA_ITA_CASE_DETAIL_2024	skip	-12.5	HEALTH__FED_CMS_MEDICARE_DIABETES_PREVENTION_PROGRAM	NPI	LABOR__FED_OSHA_ITA_CASE_DETAIL_2024	EIN	HEALTH	LABOR	1037	688649	NPI to EIN via FED_CMS_NPPES	1	HARM PEOPLE CROSS HOP TRAP	does it land: share of FED_CMS_MEDICARE_DIABETES_PREVENTION_PROGRAM NPI values that reach a EIN through the crosswalk, and on to FED_OSHA_ITA_CASE_DETAIL_2024 :: flow diagram | gap: ANNUAL_AVERAGE_EMPLOYEES in FED_OSHA_ITA_CASE_DETAIL_2024 for matched vs unmatched :: paired bars	flow_diagram paired_bars	ein-and-cik-width-mismatch reach-is-not-a-usable-join	auto-skip at build: every crosswalk here is unusable, a known-empty key or a label that means different things on each side		build	2026-09-24
H:HEALTH__FED_CMS_MEDICARE_DIABETES_PREVENTION_PROGRAM~LABOR__FED_OSHA_ITA_CASE_DETAIL_2025	skip	-12.5	HEALTH__FED_CMS_MEDICARE_DIABETES_PREVENTION_PROGRAM	NPI	LABOR__FED_OSHA_ITA_CASE_DETAIL_2025	EIN	HEALTH	LABOR	1037	330447	NPI to EIN via FED_CMS_NPPES	1	HARM PEOPLE CROSS HOP TRAP	does it land: share of FED_CMS_MEDICARE_DIABETES_PREVENTION_PROGRAM NPI values that reach a EIN through the crosswalk, and on to FED_OSHA_ITA_CASE_DETAIL_2025 :: flow diagram | gap: ANNUAL_AVERAGE_EMPLOYEES in FED_OSHA_ITA_CASE_DETAIL_2025 for matched vs unmatched :: paired bars	flow_diagram paired_bars	ein-and-cik-width-mismatch reach-is-not-a-usable-join	auto-skip at build: every crosswalk here is unusable, a known-empty key or a label that means different things on each side		build	2026-09-24
H:HEALTH__FED_CMS_MEDICARE_DIABETES_PREVENTION_PROGRAM~PROCUREMENT__FED_SAM_EXCLUSIONS	skip	-12.5	HEALTH__FED_CMS_MEDICARE_DIABETES_PREVENTION_PROGRAM	NPI	PROCUREMENT__FED_SAM_EXCLUSIONS	UEI	HEALTH	PROCUREMENT	1037	168328	NPI to UEI via SAM_EXCLUDED_PROVIDERS	1	HARM PEOPLE CROSS HOP TRAP	does it land: share of FED_CMS_MEDICARE_DIABETES_PREVENTION_PROGRAM NPI values that reach a UEI through the crosswalk, and on to FED_SAM_EXCLUSIONS :: flow diagram | gap: share of FED_SAM_EXCLUSIONS rows with a EXCLUSION_TYPE, matched vs unmatched :: paired bars | after: does FED_CMS_MEDICARE_DIABETES_PREVENTION_PROGRAM keep going after ACTIVATION_DATE in FED_SAM_EXCLUSIONS :: before-after line	before-after_line flow_diagram paired_bars	reach-is-not-a-usable-join	auto-skip at build: every crosswalk here is unusable, a known-empty key or a label that means different things on each side		build	2026-09-24
H:HEALTH__FED_CMS_MEDICARE_DIABETES_PREVENTION_PROGRAM~PROCUREMENT__FED_USASPENDING_BULK	skip	-12.5	HEALTH__FED_CMS_MEDICARE_DIABETES_PREVENTION_PROGRAM	NPI	PROCUREMENT__FED_USASPENDING_BULK	UEI	HEALTH	PROCUREMENT	1037	50000	NPI to UEI via SAM_EXCLUDED_PROVIDERS	1	MONEY PEOPLE CROSS HOP TRAP	does it land: share of FED_CMS_MEDICARE_DIABETES_PREVENTION_PROGRAM NPI values that reach a UEI through the crosswalk, and on to FED_USASPENDING_BULK :: flow diagram | gap: FEDERAL_ACTION_OBLIGATION in FED_USASPENDING_BULK for matched vs unmatched :: paired bars	flow_diagram paired_bars	reach-is-not-a-usable-join	auto-skip at build: every crosswalk here is unusable, a known-empty key or a label that means different things on each side		build	2026-09-24
H:HEALTH__FED_CMS_MEDICARE_DIABETES_PREVENTION_PROGRAM~SCIENCE_RESEARCH__FED_NIH_REPORTER	skip	-12.5	HEALTH__FED_CMS_MEDICARE_DIABETES_PREVENTION_PROGRAM	NPI	SCIENCE_RESEARCH__FED_NIH_REPORTER	UEI	HEALTH	SCIENCE_RESEARCH	1037	2122611	NPI to UEI via SAM_EXCLUDED_PROVIDERS	1	MONEY PEOPLE CROSS HOP TRAP	does it land: share of FED_CMS_MEDICARE_DIABETES_PREVENTION_PROGRAM NPI values that reach a UEI through the crosswalk, and on to FED_NIH_REPORTER :: flow diagram | gap: AWARD_AMOUNT in FED_NIH_REPORTER for matched vs unmatched :: paired bars	flow_diagram paired_bars	reach-is-not-a-usable-join	auto-skip at build: every crosswalk here is unusable, a known-empty key or a label that means different things on each side		build	2026-09-24
H:HEALTH__FED_CMS_MEDICARE_DIABETES_PREVENTION_PROGRAM~SCIENCE_RESEARCH__FED_SBIR_STTR_AWARDS	skip	-12.5	HEALTH__FED_CMS_MEDICARE_DIABETES_PREVENTION_PROGRAM	NPI	SCIENCE_RESEARCH__FED_SBIR_STTR_AWARDS	UEI	HEALTH	SCIENCE_RESEARCH	1037	219503	NPI to UEI via SAM_EXCLUDED_PROVIDERS	1	MONEY PEOPLE CROSS HOP TRAP	does it land: share of FED_CMS_MEDICARE_DIABETES_PREVENTION_PROGRAM NPI values that reach a UEI through the crosswalk, and on to FED_SBIR_STTR_AWARDS :: flow diagram | gap: AWARD_AMOUNT in FED_SBIR_STTR_AWARDS for matched vs unmatched :: paired bars	flow_diagram paired_bars	reach-is-not-a-usable-join	auto-skip at build: every crosswalk here is unusable, a known-empty key or a label that means different things on each side		build	2026-09-24
H:HEALTH__FED_CMS_MEDICARE_DURABLE_MEDICAL_EQUIPMENT_DEVICES_SUPPLIES_BY_REFER~JUSTICE__FED_FTC_DATASETS	skip	-12.5	HEALTH__FED_CMS_MEDICARE_DURABLE_MEDICAL_EQUIPMENT_DEVICES_SUPPLIES_BY_REFER	NPI	JUSTICE__FED_FTC_DATASETS	EIN	HEALTH	JUSTICE	381228	1004	NPI to EIN via FED_CMS_NPPES	1	MONEY PEOPLE CROSS HOP TRAP	does it land: share of FED_CMS_MEDICARE_DURABLE_MEDICAL_EQUIPMENT_DEVICES_SUPPLIES_BY_REFER NPI values that reach a EIN through the crosswalk, and on to FED_FTC_DATASETS :: flow diagram | gap: SUPLR_MDCR_ALOWD_AMT in FED_CMS_MEDICARE_DURABLE_MEDICAL_EQUIPMENT_DEVICES_SUPPLIES_BY_REFER for matched vs unmatched :: paired bars	flow_diagram paired_bars	bene-cc-pct-two-scales dme-referrer-columns-lie ein-and-cik-width-mismatch reach-is-not-a-usable-join	auto-skip at build: every crosswalk here is unusable, a known-empty key or a label that means different things on each side		build	2026-09-24
