id	status	score	key	key_is	a	b	a_schema	b_schema	a_col	b_col	a_rows	b_rows	tags	look_for	charts	traps	found	finding_ids	by	date
P:CCN:HEALTH__FED_CMS_HOME_HEALTH~HEALTH__FED_NURSINGHOME411	skip	-12.0	CCN	Medicare facility	HEALTH__FED_CMS_HOME_HEALTH	HEALTH__FED_NURSINGHOME411	HEALTH	HEALTH	CCN	CMS_CERTIFICATION_NUMBER_CCN	12392	14713	HARM MONEY MISMATCH	land rate: how many CCN values, each a Medicare facility, sit on both sides; check a name or state agrees :: overlap bar | gap: HOW_MUCH_MEDICARE_SPENDS_ON_AN_EPISODE_OF_CARE_AT_THIS_AGENCY_COMPARED_TO_MEDICARE_SPENDING_ACROSS_ALL_AGENCIES_NATIONALLY in FED_CMS_HOME_HEALTH for matched vs unmatched :: paired bars | gap: TOTAL_AMOUNT_OF_FINES_IN_DOLLARS in FED_NURSINGHOME411 for matched vs unmatched :: paired bars | big on both sides: HOW_MUCH_MEDICARE_SPENDS_ON_AN_EPISODE_OF_CARE_AT_THIS_AGENCY_COMPARED_TO_MEDICARE_SPENDING_ACROSS_ALL_AGENCIES_NATIONALLY against TOTAL_AMOUNT_OF_FINES_IN_DOLLARS, one dot per match :: scatter	overlap_bar paired_bars scatter	reach-is-not-a-usable-join	auto-skip at build: a CCN's digits code the facility type, home health vs nursing home never match		build	2026-09-24
P:DOCKET:FINANCE__FED_FDIC_SOD_BRANCH_DEPOSITS~JUSTICE__FED_FJC_IDB_APPELLATE	skip	-12.0	DOCKET	case or rule docket	FINANCE__FED_FDIC_SOD_BRANCH_DEPOSITS	JUSTICE__FED_FJC_IDB_APPELLATE	FINANCE	JUSTICE	OTS_DOCKET	DOCKET, DISTRICT_DOCKET, CONSOLIDATED_DOCKET	2822977	988183	HARM MONEY CROSS MISMATCH	land rate: how many DOCKET values, each a case or rule docket, sit on both sides; check a name or state agrees :: overlap bar | gap: BRANCH_DEPOSITS_THOUSANDS in FED_FDIC_SOD_BRANCH_DEPOSITS for matched vs unmatched :: paired bars | gap: share of FED_FJC_IDB_APPELLATE rows with a OFFENSE, matched vs unmatched :: paired bars	overlap_bar paired_bars	reach-is-not-a-usable-join	auto-skip at build: the DOCKET label means bank charter on one side and district docket number, needs the court too on the other; label fired on a word		build	2026-09-24
P:DOCKET:JUSTICE__FED_COURTLISTENER_FJC_IDB_CL_LINKED~JUSTICE__FED_FDIC_ENFORCEMENT_ORDERS	skip	-12.0	DOCKET	case or rule docket	JUSTICE__FED_COURTLISTENER_FJC_IDB_CL_LINKED	JUSTICE__FED_FDIC_ENFORCEMENT_ORDERS	JUSTICE	JUSTICE	DOCKET_NUMBER, MULTIDISTRICT_LITIGATION_DOCKET_NUMBER, TRANSFER_DOCKET_NUMBER	DOCKET_NUMBER	10323280	10838	HARM MONEY OFFICIALS MISMATCH	land rate: join on court plus docket number, never the number alone; district numbers repeat :: overlap bar | gap: AMOUNT_RECEIVED in FED_COURTLISTENER_FJC_IDB_CL_LINKED for matched vs unmatched :: paired bars | gap: CMP_AMOUNT_TOTAL in FED_FDIC_ENFORCEMENT_ORDERS for matched vs unmatched :: paired bars | big on both sides: AMOUNT_RECEIVED against CMP_AMOUNT_TOTAL, one dot per match :: scatter | after: does FED_COURTLISTENER_FJC_IDB_CL_LINKED keep going after ORDER_DATE in FED_FDIC_ENFORCEMENT_ORDERS :: before-after line	before-after_line overlap_bar paired_bars scatter		auto-skip at build: the DOCKET label means district docket number, needs the court too on one side and FDIC enforcement case on the other; label fired on a word		build	2026-09-24
P:DOCKET:JUSTICE__FED_COURTLISTENER_OPINION_CLUSTERS~JUSTICE__FED_FDIC_ENFORCEMENT_ORDERS	skip	-12.0	DOCKET	case or rule docket	JUSTICE__FED_COURTLISTENER_OPINION_CLUSTERS	JUSTICE__FED_FDIC_ENFORCEMENT_ORDERS	JUSTICE	JUSTICE	DOCKET_ID	DOCKET_NUMBER	10070727	10838	HARM MONEY OFFICIALS MISMATCH	land rate: how many DOCKET values, each a case or rule docket, sit on both sides; check a name or state agrees :: overlap bar | gap: CITATION_COUNT in FED_COURTLISTENER_OPINION_CLUSTERS for matched vs unmatched :: paired bars | gap: CMP_AMOUNT_TOTAL in FED_FDIC_ENFORCEMENT_ORDERS for matched vs unmatched :: paired bars | after: does FED_COURTLISTENER_OPINION_CLUSTERS keep going after ORDER_DATE in FED_FDIC_ENFORCEMENT_ORDERS :: before-after line	before-after_line overlap_bar paired_bars		auto-skip at build: the DOCKET label means CourtListener row id on one side and FDIC enforcement case on the other; label fired on a word		build	2026-09-24
P:DOCKET:JUSTICE__FED_COURTLISTENER_ORAL_ARGUMENTS~JUSTICE__FED_FDIC_ENFORCEMENT_ORDERS	skip	-12.0	DOCKET	case or rule docket	JUSTICE__FED_COURTLISTENER_ORAL_ARGUMENTS	JUSTICE__FED_FDIC_ENFORCEMENT_ORDERS	JUSTICE	JUSTICE	DOCKET_ID	DOCKET_NUMBER	102649	10838	HARM MONEY OFFICIALS MISMATCH	land rate: how many DOCKET values, each a case or rule docket, sit on both sides; check a name or state agrees :: overlap bar | gap: DURATION in FED_COURTLISTENER_ORAL_ARGUMENTS for matched vs unmatched :: paired bars | gap: CMP_AMOUNT_TOTAL in FED_FDIC_ENFORCEMENT_ORDERS for matched vs unmatched :: paired bars | after: does FED_COURTLISTENER_ORAL_ARGUMENTS keep going after ORDER_DATE in FED_FDIC_ENFORCEMENT_ORDERS :: before-after line	before-after_line overlap_bar paired_bars		auto-skip at build: the DOCKET label means CourtListener row id on one side and FDIC enforcement case on the other; label fired on a word		build	2026-09-24
P:DOCKET:JUSTICE__FED_FJC_IDB_APPELLATE~LABOR__FED_MSHA_VIOLATIONS	skip	-12.0	DOCKET	case or rule docket	JUSTICE__FED_FJC_IDB_APPELLATE	LABOR__FED_MSHA_VIOLATIONS	JUSTICE	LABOR	DOCKET, DISTRICT_DOCKET, CONSOLIDATED_DOCKET	DOCKET_NO	988183	3087265	HARM MONEY CROSS MISMATCH	land rate: join on court plus docket number, never the number alone; district numbers repeat :: overlap bar | gap: share of FED_FJC_IDB_APPELLATE rows with a OFFENSE, matched vs unmatched :: paired bars | gap: PROPOSED_PENALTY in FED_MSHA_VIOLATIONS for matched vs unmatched :: paired bars | after: does FED_FJC_IDB_APPELLATE keep going after VIOLATION_OCCUR_DATE in FED_MSHA_VIOLATIONS :: before-after line	before-after_line overlap_bar paired_bars	three-tables-not-what-they-look-like	auto-skip at build: the DOCKET label means district docket number, needs the court too on one side and something unchecked on the other; label fired on a word		build	2026-09-24
P:EIN:HEALTH__FED_CMS_NPPES~SCIENCE__FED_NSF_AWARDS	skip	-12.0	EIN	nonprofit or company tax ID	HEALTH__FED_CMS_NPPES	SCIENCE__FED_NSF_AWARDS	HEALTH	SCIENCE	EMPLOYER_IDENTIFICATION_NUMBER_EIN	EIN	9606683	115	MONEY PEOPLE CROSS TRAP	land rate: how many EIN values, each a nonprofit or company tax ID, sit on both sides; check a name or state agrees :: overlap bar | gap: AWARD_AMOUNT in FED_NSF_AWARDS for matched vs unmatched :: paired bars	overlap_bar paired_bars	ein-and-cik-width-mismatch nppes-ein-column-is-empty reach-is-not-a-usable-join	auto-skip at build: NPPES EIN is an empty string on every row, trap nppes-ein-column-is-empty		build	2026-09-24
P:CCN:HEALTH__FED_CMS_DIALYSIS~HEALTH__FED_CMS_HOME_HEALTH	skip	-12.1	CCN	Medicare facility	HEALTH__FED_CMS_DIALYSIS	HEALTH__FED_CMS_HOME_HEALTH	HEALTH	HEALTH	CCN	CCN	7557	12392	HARM MONEY MISMATCH	land rate: how many CCN values, each a Medicare facility, sit on both sides; check a name or state agrees :: overlap bar | gap: NETWORK in FED_CMS_DIALYSIS for matched vs unmatched :: paired bars | gap: HOW_MUCH_MEDICARE_SPENDS_ON_AN_EPISODE_OF_CARE_AT_THIS_AGENCY_COMPARED_TO_MEDICARE_SPENDING_ACROSS_ALL_AGENCIES_NATIONALLY in FED_CMS_HOME_HEALTH for matched vs unmatched :: paired bars	overlap_bar paired_bars	reach-is-not-a-usable-join	auto-skip at build: a CCN's digits code the facility type, dialysis vs home health never match		build	2026-09-24
P:CCN:HEALTH__FED_CMS_DIALYSIS~HEALTH__FED_CMS_NURSING_HOME	skip	-12.1	CCN	Medicare facility	HEALTH__FED_CMS_DIALYSIS	HEALTH__FED_CMS_NURSING_HOME	HEALTH	HEALTH	CCN	CMS_CERTIFICATION_NUMBER_CCN	7557	14700	HARM MONEY MISMATCH	land rate: how many CCN values, each a Medicare facility, sit on both sides; check a name or state agrees :: overlap bar | gap: NETWORK in FED_CMS_DIALYSIS for matched vs unmatched :: paired bars | gap: TOTAL_AMOUNT_OF_FINES_IN_DOLLARS in FED_CMS_NURSING_HOME for matched vs unmatched :: paired bars	overlap_bar paired_bars	nursing-home-chow-flag-constant owner-flag-columns-exist-but-empty reach-is-not-a-usable-join	auto-skip at build: a CCN's digits code the facility type, dialysis vs nursing home never match		build	2026-09-24
P:CCN:HEALTH__FED_CMS_DIALYSIS~HEALTH__FED_CMS_NURSING_HOME_PENALTIES	skip	-12.1	CCN	Medicare facility	HEALTH__FED_CMS_DIALYSIS	HEALTH__FED_CMS_NURSING_HOME_PENALTIES	HEALTH	HEALTH	CCN	CMS_CERTIFICATION_NUMBER_CCN	7557	16180	HARM MONEY MISMATCH	land rate: how many CCN values, each a Medicare facility, sit on both sides; check a name or state agrees :: overlap bar | gap: NETWORK in FED_CMS_DIALYSIS for matched vs unmatched :: paired bars | gap: FINE_AMOUNT in FED_CMS_NURSING_HOME_PENALTIES for matched vs unmatched :: paired bars | after: does FED_CMS_DIALYSIS keep going after PAYMENT_DENIAL_START_DATE in FED_CMS_NURSING_HOME_PENALTIES :: before-after line	before-after_line overlap_bar paired_bars	nursing-home-chow-flag-constant owner-flag-columns-exist-but-empty reach-is-not-a-usable-join	auto-skip at build: a CCN's digits code the facility type, dialysis vs nursing home never match		build	2026-09-24
P:CCN:HEALTH__FED_CMS_DIALYSIS~HEALTH__FED_NURSINGHOME411	skip	-12.1	CCN	Medicare facility	HEALTH__FED_CMS_DIALYSIS	HEALTH__FED_NURSINGHOME411	HEALTH	HEALTH	CCN	CMS_CERTIFICATION_NUMBER_CCN	7557	14713	HARM MONEY MISMATCH	land rate: how many CCN values, each a Medicare facility, sit on both sides; check a name or state agrees :: overlap bar | gap: NETWORK in FED_CMS_DIALYSIS for matched vs unmatched :: paired bars | gap: TOTAL_AMOUNT_OF_FINES_IN_DOLLARS in FED_NURSINGHOME411 for matched vs unmatched :: paired bars	overlap_bar paired_bars	reach-is-not-a-usable-join	auto-skip at build: a CCN's digits code the facility type, dialysis vs nursing home never match		build	2026-09-24
P:CCN:HEALTH__FED_CMS_HOME_HEALTH~HEALTH__FED_CMS_HOSPICE	skip	-12.1	CCN	Medicare facility	HEALTH__FED_CMS_HOME_HEALTH	HEALTH__FED_CMS_HOSPICE	HEALTH	HEALTH	CCN	CCN	12392	6852	HARM MONEY MISMATCH	land rate: how many CCN values, each a Medicare facility, sit on both sides; check a name or state agrees :: overlap bar | gap: HOW_MUCH_MEDICARE_SPENDS_ON_AN_EPISODE_OF_CARE_AT_THIS_AGENCY_COMPARED_TO_MEDICARE_SPENDING_ACROSS_ALL_AGENCIES_NATIONALLY in FED_CMS_HOME_HEALTH for matched vs unmatched :: paired bars | gap: CMS_REGION in FED_CMS_HOSPICE for matched vs unmatched :: paired bars	overlap_bar paired_bars	reach-is-not-a-usable-join	auto-skip at build: a CCN's digits code the facility type, home health vs hospice never match		build	2026-09-24
P:CCN:HEALTH__FED_CMS_HOME_HEALTH~HEALTH__FED_CMS_HOSPITAL_GENERAL	skip	-12.1	CCN	Medicare facility	HEALTH__FED_CMS_HOME_HEALTH	HEALTH__FED_CMS_HOSPITAL_GENERAL	HEALTH	HEALTH	CCN	CCN	12392	5432	HARM MONEY MISMATCH	land rate: how many CCN values, each a Medicare facility, sit on both sides; check a name or state agrees :: overlap bar | gap: HOW_MUCH_MEDICARE_SPENDS_ON_AN_EPISODE_OF_CARE_AT_THIS_AGENCY_COMPARED_TO_MEDICARE_SPENDING_ACROSS_ALL_AGENCIES_NATIONALLY in FED_CMS_HOME_HEALTH for matched vs unmatched :: paired bars | gap: HOSPITAL_OVERALL_RATING in FED_CMS_HOSPITAL_GENERAL for matched vs unmatched :: paired bars	overlap_bar paired_bars	reach-is-not-a-usable-join	auto-skip at build: a CCN's digits code the facility type, home health vs hospital never match		build	2026-09-24
P:CCN:HEALTH__FED_CMS_HOSPICE~HEALTH__FED_CMS_NURSING_HOME	skip	-12.1	CCN	Medicare facility	HEALTH__FED_CMS_HOSPICE	HEALTH__FED_CMS_NURSING_HOME	HEALTH	HEALTH	CCN	CMS_CERTIFICATION_NUMBER_CCN	6852	14700	HARM MONEY MISMATCH	land rate: how many CCN values, each a Medicare facility, sit on both sides; check a name or state agrees :: overlap bar | gap: CMS_REGION in FED_CMS_HOSPICE for matched vs unmatched :: paired bars | gap: TOTAL_AMOUNT_OF_FINES_IN_DOLLARS in FED_CMS_NURSING_HOME for matched vs unmatched :: paired bars	overlap_bar paired_bars	nursing-home-chow-flag-constant owner-flag-columns-exist-but-empty reach-is-not-a-usable-join	auto-skip at build: a CCN's digits code the facility type, hospice vs nursing home never match		build	2026-09-24
P:CCN:HEALTH__FED_CMS_HOSPICE~HEALTH__FED_CMS_NURSING_HOME_PENALTIES	skip	-12.1	CCN	Medicare facility	HEALTH__FED_CMS_HOSPICE	HEALTH__FED_CMS_NURSING_HOME_PENALTIES	HEALTH	HEALTH	CCN	CMS_CERTIFICATION_NUMBER_CCN	6852	16180	HARM MONEY MISMATCH	land rate: how many CCN values, each a Medicare facility, sit on both sides; check a name or state agrees :: overlap bar | gap: CMS_REGION in FED_CMS_HOSPICE for matched vs unmatched :: paired bars | gap: FINE_AMOUNT in FED_CMS_NURSING_HOME_PENALTIES for matched vs unmatched :: paired bars | after: does FED_CMS_HOSPICE keep going after PAYMENT_DENIAL_START_DATE in FED_CMS_NURSING_HOME_PENALTIES :: before-after line	before-after_line overlap_bar paired_bars	nursing-home-chow-flag-constant owner-flag-columns-exist-but-empty reach-is-not-a-usable-join	auto-skip at build: a CCN's digits code the facility type, hospice vs nursing home never match		build	2026-09-24
P:CCN:HEALTH__FED_CMS_HOSPICE~HEALTH__FED_NURSINGHOME411	skip	-12.1	CCN	Medicare facility	HEALTH__FED_CMS_HOSPICE	HEALTH__FED_NURSINGHOME411	HEALTH	HEALTH	CCN	CMS_CERTIFICATION_NUMBER_CCN	6852	14713	HARM MONEY MISMATCH	land rate: how many CCN values, each a Medicare facility, sit on both sides; check a name or state agrees :: overlap bar | gap: CMS_REGION in FED_CMS_HOSPICE for matched vs unmatched :: paired bars | gap: TOTAL_AMOUNT_OF_FINES_IN_DOLLARS in FED_NURSINGHOME411 for matched vs unmatched :: paired bars	overlap_bar paired_bars	reach-is-not-a-usable-join	auto-skip at build: a CCN's digits code the facility type, hospice vs nursing home never match		build	2026-09-24
P:CCN:HEALTH__FED_CMS_HOSPITAL_GENERAL~HEALTH__FED_CMS_NURSING_HOME	skip	-12.1	CCN	Medicare facility	HEALTH__FED_CMS_HOSPITAL_GENERAL	HEALTH__FED_CMS_NURSING_HOME	HEALTH	HEALTH	CCN	CMS_CERTIFICATION_NUMBER_CCN	5432	14700	HARM MONEY MISMATCH	land rate: how many CCN values, each a Medicare facility, sit on both sides; check a name or state agrees :: overlap bar | gap: HOSPITAL_OVERALL_RATING in FED_CMS_HOSPITAL_GENERAL for matched vs unmatched :: paired bars | gap: TOTAL_AMOUNT_OF_FINES_IN_DOLLARS in FED_CMS_NURSING_HOME for matched vs unmatched :: paired bars	overlap_bar paired_bars	nursing-home-chow-flag-constant owner-flag-columns-exist-but-empty reach-is-not-a-usable-join	auto-skip at build: a CCN's digits code the facility type, hospital vs nursing home never match		build	2026-09-24
P:CCN:HEALTH__FED_CMS_HOSPITAL_GENERAL~HEALTH__FED_CMS_NURSING_HOME_PENALTIES	skip	-12.1	CCN	Medicare facility	HEALTH__FED_CMS_HOSPITAL_GENERAL	HEALTH__FED_CMS_NURSING_HOME_PENALTIES	HEALTH	HEALTH	CCN	CMS_CERTIFICATION_NUMBER_CCN	5432	16180	HARM MONEY MISMATCH	land rate: how many CCN values, each a Medicare facility, sit on both sides; check a name or state agrees :: overlap bar | gap: HOSPITAL_OVERALL_RATING in FED_CMS_HOSPITAL_GENERAL for matched vs unmatched :: paired bars | gap: FINE_AMOUNT in FED_CMS_NURSING_HOME_PENALTIES for matched vs unmatched :: paired bars | after: does FED_CMS_HOSPITAL_GENERAL keep going after PAYMENT_DENIAL_START_DATE in FED_CMS_NURSING_HOME_PENALTIES :: before-after line	before-after_line overlap_bar paired_bars	nursing-home-chow-flag-constant owner-flag-columns-exist-but-empty reach-is-not-a-usable-join	auto-skip at build: a CCN's digits code the facility type, hospital vs nursing home never match		build	2026-09-24
P:CCN:HEALTH__FED_CMS_HOSPITAL_GENERAL~HEALTH__FED_NURSINGHOME411	skip	-12.1	CCN	Medicare facility	HEALTH__FED_CMS_HOSPITAL_GENERAL	HEALTH__FED_NURSINGHOME411	HEALTH	HEALTH	CCN	CMS_CERTIFICATION_NUMBER_CCN	5432	14713	HARM MONEY MISMATCH	land rate: how many CCN values, each a Medicare facility, sit on both sides; check a name or state agrees :: overlap bar | gap: HOSPITAL_OVERALL_RATING in FED_CMS_HOSPITAL_GENERAL for matched vs unmatched :: paired bars | gap: TOTAL_AMOUNT_OF_FINES_IN_DOLLARS in FED_NURSINGHOME411 for matched vs unmatched :: paired bars	overlap_bar paired_bars	reach-is-not-a-usable-join	auto-skip at build: a CCN's digits code the facility type, hospital vs nursing home never match		build	2026-09-24
P:EIN:HEALTH__FED_CMS_NPPES~HEALTH__HOSPITAL_OFFICER_PAY	skip	-12.1	EIN	nonprofit or company tax ID	HEALTH__FED_CMS_NPPES	HEALTH__HOSPITAL_OFFICER_PAY	HEALTH	HEALTH	EMPLOYER_IDENTIFICATION_NUMBER_EIN	EIN	9606683	526374	MONEY PEOPLE TRAP	land rate: how many EIN values, each a nonprofit or company tax ID, sit on both sides; check a name or state agrees :: overlap bar | gap: OTHER_COMPENSATION in HOSPITAL_OFFICER_PAY for matched vs unmatched :: paired bars	overlap_bar paired_bars	ein-and-cik-width-mismatch nppes-ein-column-is-empty	auto-skip at build: NPPES EIN is an empty string on every row, trap nppes-ein-column-is-empty		build	2026-09-24
P:CCN:HEALTH__FED_CMS_MEDICARE_DIALYSIS_FACILITIES~HEALTH__FED_CMS_NURSING_HOME_DEFICIENCIES	skip	-12.2	CCN	Medicare facility	HEALTH__FED_CMS_MEDICARE_DIALYSIS_FACILITIES	HEALTH__FED_CMS_NURSING_HOME_DEFICIENCIES	HEALTH	HEALTH	CCN	CMS_CERTIFICATION_NUMBER_CCN	12456456	418479	HARM PEOPLE MISMATCH	land rate: how many CCN values, each a Medicare facility, sit on both sides; check a name or state agrees :: overlap bar | gap: MEASURE_SCORE in FED_CMS_MEDICARE_DIALYSIS_FACILITIES for matched vs unmatched :: paired bars | gap: share of FED_CMS_NURSING_HOME_DEFICIENCIES rows with a DEFICIENCY_PREFIX, matched vs unmatched :: paired bars	overlap_bar paired_bars	nursing-home-chow-flag-constant owner-flag-columns-exist-but-empty reach-is-not-a-usable-join	auto-skip at build: a CCN's digits code the facility type, dialysis vs nursing home never match		build	2026-09-24
P:DOCKET:FINANCE__FED_FDIC_SOD_BRANCH_DEPOSITS~REGULATORY__FED_FEDERAL_REGISTER_DOCUMENTS	skip	-12.2	DOCKET	case or rule docket	FINANCE__FED_FDIC_SOD_BRANCH_DEPOSITS	REGULATORY__FED_FEDERAL_REGISTER_DOCUMENTS	FINANCE	REGULATORY	OTS_DOCKET	DOCKET_IDS	2822977	485585	HARM MONEY CROSS MISMATCH	land rate: how many DOCKET values, each a case or rule docket, sit on both sides; check a name or state agrees :: overlap bar | gap: BRANCH_DEPOSITS_THOUSANDS in FED_FDIC_SOD_BRANCH_DEPOSITS for matched vs unmatched :: paired bars | gap: START_PAGE in FED_FEDERAL_REGISTER_DOCUMENTS for matched vs unmatched :: paired bars	overlap_bar paired_bars	reach-is-not-a-usable-join	auto-skip at build: the DOCKET label means bank charter on one side and rulemaking on the other; label fired on a word		build	2026-09-24
P:DOCKET:JUSTICE__FED_COURTLISTENER_OPINION_CLUSTERS~REGULATORY__FED_FEDERAL_REGISTER_DOCUMENTS	skip	-12.2	DOCKET	case or rule docket	JUSTICE__FED_COURTLISTENER_OPINION_CLUSTERS	REGULATORY__FED_FEDERAL_REGISTER_DOCUMENTS	JUSTICE	REGULATORY	DOCKET_ID	DOCKET_IDS	10070727	485585	HARM OFFICIALS CROSS MISMATCH	land rate: how many DOCKET values, each a case or rule docket, sit on both sides; check a name or state agrees :: overlap bar | gap: CITATION_COUNT in FED_COURTLISTENER_OPINION_CLUSTERS for matched vs unmatched :: paired bars | gap: START_PAGE in FED_FEDERAL_REGISTER_DOCUMENTS for matched vs unmatched :: paired bars	overlap_bar paired_bars		auto-skip at build: the DOCKET label means CourtListener row id on one side and rulemaking on the other; label fired on a word		build	2026-09-24
P:DOCKET:JUSTICE__FED_FJC_IDB_BANKRUPTCY~REGULATORY__FED_FEDERAL_REGISTER_DOCUMENTS	skip	-12.2	DOCKET	case or rule docket	JUSTICE__FED_FJC_IDB_BANKRUPTCY	REGULATORY__FED_FEDERAL_REGISTER_DOCUMENTS	JUSTICE	REGULATORY	DOCKET, DOCKET_GENERATION, DOCKET_SEQUENCE	DOCKET_IDS	6965441	485585	HARM MONEY CROSS MISMATCH	land rate: join on court plus docket number, never the number alone; district numbers repeat :: overlap bar | gap: TOTAL_ASSETS in FED_FJC_IDB_BANKRUPTCY for matched vs unmatched :: paired bars | gap: START_PAGE in FED_FEDERAL_REGISTER_DOCUMENTS for matched vs unmatched :: paired bars | after: does FED_FEDERAL_REGISTER_DOCUMENTS keep going after ORIGINAL_FILING_DATE in FED_FJC_IDB_BANKRUPTCY :: before-after line	before-after_line overlap_bar paired_bars	reach-is-not-a-usable-join	auto-skip at build: the DOCKET label means district docket number, needs the court too on one side and rulemaking on the other; label fired on a word		build	2026-09-24
P:DOCKET:JUSTICE__FED_FJC_IDB_CIVIL~REGULATORY__FED_FEDERAL_REGISTER_DOCUMENTS	skip	-12.2	DOCKET	case or rule docket	JUSTICE__FED_FJC_IDB_CIVIL	REGULATORY__FED_FEDERAL_REGISTER_DOCUMENTS	JUSTICE	REGULATORY	DOCKET, MDL_DOCKET, TRANSFER_DOCKET	DOCKET_IDS	10857396	485585	HARM MONEY CROSS MISMATCH	land rate: join on court plus docket number, never the number alone; district numbers repeat :: overlap bar | gap: AMOUNT_DEMANDED in FED_FJC_IDB_CIVIL for matched vs unmatched :: paired bars | gap: START_PAGE in FED_FEDERAL_REGISTER_DOCUMENTS for matched vs unmatched :: paired bars	overlap_bar paired_bars		auto-skip at build: the DOCKET label means district docket number, needs the court too on one side and rulemaking on the other; label fired on a word		build	2026-09-24
P:DOCKET:LABOR__FED_MSHA_VIOLATIONS~REGULATORY__FED_FEDERAL_REGISTER_DOCUMENTS	skip	-12.2	DOCKET	case or rule docket	LABOR__FED_MSHA_VIOLATIONS	REGULATORY__FED_FEDERAL_REGISTER_DOCUMENTS	LABOR	REGULATORY	DOCKET_NO	DOCKET_IDS	3087265	485585	HARM MONEY CROSS MISMATCH	land rate: how many DOCKET values, each a case or rule docket, sit on both sides; check a name or state agrees :: overlap bar | gap: PROPOSED_PENALTY in FED_MSHA_VIOLATIONS for matched vs unmatched :: paired bars | gap: START_PAGE in FED_FEDERAL_REGISTER_DOCUMENTS for matched vs unmatched :: paired bars | after: does FED_FEDERAL_REGISTER_DOCUMENTS keep going after VIOLATION_OCCUR_DATE in FED_MSHA_VIOLATIONS :: before-after line	before-after_line overlap_bar paired_bars	three-tables-not-what-they-look-like	auto-skip at build: the DOCKET label means something unchecked on one side and rulemaking on the other; label fired on a word		build	2026-09-24
P:NPI:EXCLUDED_PROVIDER_AT_FACILITY~HEALTH__SAM_EXCLUDED_PROVIDERS	skip	-12.2	NPI	doctor or clinic	EXCLUDED_PROVIDER_AT_FACILITY	HEALTH__SAM_EXCLUDED_PROVIDERS	FINDINGS	HEALTH	NPI	SAM_NPI, NPI	39	16144	DERIVED HARM PEOPLE CROSS TRAP	land rate: how many NPI values, each a doctor or clinic, sit on both sides; check a name or state agrees :: overlap bar | gap: share of EXCLUDED_PROVIDER_AT_FACILITY rows with a EXCLUSION_TYPE, matched vs unmatched :: paired bars | gap: share of SAM_EXCLUDED_PROVIDERS rows with a EXCLUSION_TYPE, matched vs unmatched :: paired bars | after: does EXCLUDED_PROVIDER_AT_FACILITY keep going after ACTIVATION_DATE in SAM_EXCLUDED_PROVIDERS :: before-after line	before-after_line overlap_bar paired_bars		auto-skip at build: its NPI is a name guess, cities disagree on all 24 top matches, trap guessed-and-circular-ids		build	2026-09-24
P:CCN:HEALTH__FED_CMS_HOME_HEALTH~HEALTH__FED_CMS_MEDICARE_INPATIENT_HOSPITALS_BY_PROVIDER	skip	-12.3	CCN	Medicare facility	HEALTH__FED_CMS_HOME_HEALTH	HEALTH__FED_CMS_MEDICARE_INPATIENT_HOSPITALS_BY_PROVIDER	HEALTH	HEALTH	CCN	RNDRNG_PRVDR_CCN	12392	3044	HARM MONEY MISMATCH	land rate: how many CCN values, each a Medicare facility, sit on both sides; check a name or state agrees :: overlap bar | gap: HOW_MUCH_MEDICARE_SPENDS_ON_AN_EPISODE_OF_CARE_AT_THIS_AGENCY_COMPARED_TO_MEDICARE_SPENDING_ACROSS_ALL_AGENCIES_NATIONALLY in FED_CMS_HOME_HEALTH for matched vs unmatched :: paired bars | gap: TOT_PYMT_AMT in FED_CMS_MEDICARE_INPATIENT_HOSPITALS_BY_PROVIDER for matched vs unmatched :: paired bars | big on both sides: HOW_MUCH_MEDICARE_SPENDS_ON_AN_EPISODE_OF_CARE_AT_THIS_AGENCY_COMPARED_TO_MEDICARE_SPENDING_ACROSS_ALL_AGENCIES_NATIONALLY against TOT_PYMT_AMT, one dot per match :: scatter	overlap_bar paired_bars scatter	reach-is-not-a-usable-join	auto-skip at build: a CCN's digits code the facility type, home health vs hospital never match		build	2026-09-24
P:CCN:HEALTH__FED_CMS_MEDICARE_DIALYSIS_FACILITIES~HEALTH__FED_CMS_NURSING_HOME_FIRE_DEFICIENCIES	skip	-12.3	CCN	Medicare facility	HEALTH__FED_CMS_MEDICARE_DIALYSIS_FACILITIES	HEALTH__FED_CMS_NURSING_HOME_FIRE_DEFICIENCIES	HEALTH	HEALTH	CCN	CMS_CERTIFICATION_NUMBER_CCN	12456456	200030	HARM PEOPLE MISMATCH	land rate: how many CCN values, each a Medicare facility, sit on both sides; check a name or state agrees :: overlap bar | gap: MEASURE_SCORE in FED_CMS_MEDICARE_DIALYSIS_FACILITIES for matched vs unmatched :: paired bars | gap: share of FED_CMS_NURSING_HOME_FIRE_DEFICIENCIES rows with a DEFICIENCY_PREFIX, matched vs unmatched :: paired bars	overlap_bar paired_bars	nursing-home-chow-flag-constant owner-flag-columns-exist-but-empty reach-is-not-a-usable-join	auto-skip at build: a CCN's digits code the facility type, dialysis vs nursing home never match		build	2026-09-24
