id	status	score	schema	table	rows	level	geo_col	all_levels	metrics	a	b	tags	look_for	charts	traps	hunt_trap	found	finding_ids	by	date
G2:near:ENVIRONMENT__FED_EPA_NPDES_ICIS_FACILITIES~ENVIRONMENT__FED_USGS_ORPHANED_OIL_GAS_WELLS	untouched	0.5	ENVIRONMENT ↔ ENVIRONMENT	FED_EPA_NPDES_ICIS_FACILITIES ↔ FED_USGS_ORPHANED_OIL_GAS_WELLS	117672	proximity pair	GEOCODE_LATITUDE, GEOCODE_LONGITUDE / LATITUDE, LONGITUDE		 / 	ENVIRONMENT__FED_EPA_NPDES_ICIS_FACILITIES	ENVIRONMENT__FED_USGS_ORPHANED_OIL_GAS_WELLS	PANEL	what sits near what: FED_EPA_NPDES_ICIS_FACILITIES points within a mile of FED_USGS_ORPHANED_OIL_GAS_WELLS points :: point map | count of near neighbors per point; the ones with the most :: ranked bar	point_map ranked_bar	reach-is-not-a-usable-join					
G2:near:ENVIRONMENT__FED_FRACFOCUS_DISCLOSURE_LIST~ENVIRONMENT__FED_USGS_ORPHANED_OIL_GAS_WELLS	untouched	0.5	ENVIRONMENT ↔ ENVIRONMENT	FED_FRACFOCUS_DISCLOSURE_LIST ↔ FED_USGS_ORPHANED_OIL_GAS_WELLS	117672	proximity pair	LATITUDE, LONGITUDE / LATITUDE, LONGITUDE		TVD, TOTAL_BASE_WATER_VOLUME +1 / 	ENVIRONMENT__FED_FRACFOCUS_DISCLOSURE_LIST	ENVIRONMENT__FED_USGS_ORPHANED_OIL_GAS_WELLS	PANEL	what sits near what: FED_FRACFOCUS_DISCLOSURE_LIST points within a mile of FED_USGS_ORPHANED_OIL_GAS_WELLS points :: point map | count of near neighbors per point; the ones with the most :: ranked bar	point_map ranked_bar						
G2:near:ENVIRONMENT__FED_FRACFOCUS_REGISTRY~ENVIRONMENT__FED_USGS_ORPHANED_OIL_GAS_WELLS	untouched	0.5	ENVIRONMENT ↔ ENVIRONMENT	FED_FRACFOCUS_REGISTRY ↔ FED_USGS_ORPHANED_OIL_GAS_WELLS	117672	proximity pair	LATITUDE, LONGITUDE / LATITUDE, LONGITUDE		TVD, TOTAL_BASE_WATER_VOLUME +4 / 	ENVIRONMENT__FED_FRACFOCUS_REGISTRY	ENVIRONMENT__FED_USGS_ORPHANED_OIL_GAS_WELLS	PANEL	what sits near what: FED_FRACFOCUS_REGISTRY points within a mile of FED_USGS_ORPHANED_OIL_GAS_WELLS points :: point map | count of near neighbors per point; the ones with the most :: ranked bar	point_map ranked_bar						
G2:near:ENVIRONMENT__FED_USGS_MINERALS~ENVIRONMENT__FED_USGS_ORPHANED_OIL_GAS_WELLS	untouched	0.5	ENVIRONMENT ↔ ENVIRONMENT	FED_USGS_MINERALS ↔ FED_USGS_ORPHANED_OIL_GAS_WELLS	117672	proximity pair	LATITUDE, LONGITUDE / LATITUDE, LONGITUDE		 / 	ENVIRONMENT__FED_USGS_MINERALS	ENVIRONMENT__FED_USGS_ORPHANED_OIL_GAS_WELLS	PANEL	what sits near what: FED_USGS_MINERALS points within a mile of FED_USGS_ORPHANED_OIL_GAS_WELLS points :: point map | count of near neighbors per point; the ones with the most :: ranked bar	point_map ranked_bar						
G2:near:ENVIRONMENT__FED_EPA_FRS_FACILITIES~ENVIRONMENT__FED_EPA_TRI_BASIC_2023	untouched	0.4	ENVIRONMENT ↔ ENVIRONMENT	FED_EPA_FRS_FACILITIES ↔ FED_EPA_TRI_BASIC_2023	78647	proximity pair	LATITUDE, LONGITUDE / C_12_LATITUDE, C_13_LONGITUDE		 / C_14_HORIZONTAL_DATUM, C_65_ON_SITE_RELEASE_TOTAL +8	ENVIRONMENT__FED_EPA_FRS_FACILITIES	ENVIRONMENT__FED_EPA_TRI_BASIC_2023	PANEL	what sits near what: FED_EPA_FRS_FACILITIES points within a mile of FED_EPA_TRI_BASIC_2023 points :: point map | count of near neighbors per point; the ones with the most :: ranked bar	point_map ranked_bar	nursing-home-chow-flag-constant reach-is-not-a-usable-join					
G2:near:ENVIRONMENT__FED_EPA_FRS_FACILITIES~ENVIRONMENT__FED_EPA_TRI_FACILITY	untouched	0.4	ENVIRONMENT ↔ ENVIRONMENT	FED_EPA_FRS_FACILITIES ↔ FED_EPA_TRI_FACILITY	64990	proximity pair	LATITUDE, LONGITUDE / FAC_LATITUDE, FAC_LONGITUDE, PREF_LATITUDE, PREF_LONGITUDE		 / ASGN_TECHNICAL_CONTACT, MAIL +1	ENVIRONMENT__FED_EPA_FRS_FACILITIES	ENVIRONMENT__FED_EPA_TRI_FACILITY	PANEL	what sits near what: FED_EPA_FRS_FACILITIES points within a mile of FED_EPA_TRI_FACILITY points :: point map | count of near neighbors per point; the ones with the most :: ranked bar	point_map ranked_bar	nursing-home-chow-flag-constant reach-is-not-a-usable-join					
G2:near:ENVIRONMENT__FED_EPA_FRS_FRS_FACILITIES~ENVIRONMENT__FED_EPA_TRI_BASIC_2023	untouched	0.4	ENVIRONMENT ↔ ENVIRONMENT	FED_EPA_FRS_FRS_FACILITIES ↔ FED_EPA_TRI_BASIC_2023	78647	proximity pair	LATITUDE_MEASURE, LONGITUDE_MEASURE / C_12_LATITUDE, C_13_LONGITUDE		 / C_14_HORIZONTAL_DATUM, C_65_ON_SITE_RELEASE_TOTAL +8	ENVIRONMENT__FED_EPA_FRS_FRS_FACILITIES	ENVIRONMENT__FED_EPA_TRI_BASIC_2023	PANEL	what sits near what: FED_EPA_FRS_FRS_FACILITIES points within a mile of FED_EPA_TRI_BASIC_2023 points :: point map | count of near neighbors per point; the ones with the most :: ranked bar	point_map ranked_bar	nursing-home-chow-flag-constant reach-is-not-a-usable-join					
G2:near:ENVIRONMENT__FED_EPA_FRS_FRS_FACILITIES~ENVIRONMENT__FED_EPA_TRI_FACILITY	untouched	0.4	ENVIRONMENT ↔ ENVIRONMENT	FED_EPA_FRS_FRS_FACILITIES ↔ FED_EPA_TRI_FACILITY	64990	proximity pair	LATITUDE_MEASURE, LONGITUDE_MEASURE / FAC_LATITUDE, FAC_LONGITUDE, PREF_LATITUDE, PREF_LONGITUDE		 / ASGN_TECHNICAL_CONTACT, MAIL +1	ENVIRONMENT__FED_EPA_FRS_FRS_FACILITIES	ENVIRONMENT__FED_EPA_TRI_FACILITY	PANEL	what sits near what: FED_EPA_FRS_FRS_FACILITIES points within a mile of FED_EPA_TRI_FACILITY points :: point map | count of near neighbors per point; the ones with the most :: ranked bar	point_map ranked_bar	nursing-home-chow-flag-constant reach-is-not-a-usable-join					
G2:near:ENVIRONMENT__FED_EPA_GHGRP_FACILITY~ENVIRONMENT__FED_EPA_TRI_BASIC_2023	untouched	0.4	ENVIRONMENT ↔ ENVIRONMENT	FED_EPA_GHGRP_FACILITY ↔ FED_EPA_TRI_BASIC_2023	78647	proximity pair	LATITUDE, LONGITUDE / C_12_LATITUDE, C_13_LONGITUDE		ADDRESS2, BAMM_USED_DESC +2 / C_14_HORIZONTAL_DATUM, C_65_ON_SITE_RELEASE_TOTAL +8	ENVIRONMENT__FED_EPA_GHGRP_FACILITY	ENVIRONMENT__FED_EPA_TRI_BASIC_2023	PANEL	what sits near what: FED_EPA_GHGRP_FACILITY points within a mile of FED_EPA_TRI_BASIC_2023 points :: point map | count of near neighbors per point; the ones with the most :: ranked bar	point_map ranked_bar	nursing-home-chow-flag-constant reach-is-not-a-usable-join					
G2:near:ENVIRONMENT__FED_EPA_GHGRP_FACILITY~ENVIRONMENT__FED_EPA_TRI_FACILITY	untouched	0.4	ENVIRONMENT ↔ ENVIRONMENT	FED_EPA_GHGRP_FACILITY ↔ FED_EPA_TRI_FACILITY	64990	proximity pair	LATITUDE, LONGITUDE / FAC_LATITUDE, FAC_LONGITUDE, PREF_LATITUDE, PREF_LONGITUDE		ADDRESS2, BAMM_USED_DESC +2 / ASGN_TECHNICAL_CONTACT, MAIL +1	ENVIRONMENT__FED_EPA_GHGRP_FACILITY	ENVIRONMENT__FED_EPA_TRI_FACILITY	PANEL	what sits near what: FED_EPA_GHGRP_FACILITY points within a mile of FED_EPA_TRI_FACILITY points :: point map | count of near neighbors per point; the ones with the most :: ranked bar	point_map ranked_bar	nursing-home-chow-flag-constant reach-is-not-a-usable-join					
G2:near:ENVIRONMENT__FED_EPA_NPDES_ICIS_FACILITIES~ENVIRONMENT__FED_EPA_TRI_BASIC_2023	untouched	0.4	ENVIRONMENT ↔ ENVIRONMENT	FED_EPA_NPDES_ICIS_FACILITIES ↔ FED_EPA_TRI_BASIC_2023	78647	proximity pair	GEOCODE_LATITUDE, GEOCODE_LONGITUDE / C_12_LATITUDE, C_13_LONGITUDE		 / C_14_HORIZONTAL_DATUM, C_65_ON_SITE_RELEASE_TOTAL +8	ENVIRONMENT__FED_EPA_NPDES_ICIS_FACILITIES	ENVIRONMENT__FED_EPA_TRI_BASIC_2023	PANEL	what sits near what: FED_EPA_NPDES_ICIS_FACILITIES points within a mile of FED_EPA_TRI_BASIC_2023 points :: point map | count of near neighbors per point; the ones with the most :: ranked bar	point_map ranked_bar	nursing-home-chow-flag-constant reach-is-not-a-usable-join					
G2:near:ENVIRONMENT__FED_EPA_NPDES_ICIS_FACILITIES~ENVIRONMENT__FED_EPA_TRI_FACILITY	untouched	0.4	ENVIRONMENT ↔ ENVIRONMENT	FED_EPA_NPDES_ICIS_FACILITIES ↔ FED_EPA_TRI_FACILITY	64990	proximity pair	GEOCODE_LATITUDE, GEOCODE_LONGITUDE / FAC_LATITUDE, FAC_LONGITUDE, PREF_LATITUDE, PREF_LONGITUDE		 / ASGN_TECHNICAL_CONTACT, MAIL +1	ENVIRONMENT__FED_EPA_NPDES_ICIS_FACILITIES	ENVIRONMENT__FED_EPA_TRI_FACILITY	PANEL	what sits near what: FED_EPA_NPDES_ICIS_FACILITIES points within a mile of FED_EPA_TRI_FACILITY points :: point map | count of near neighbors per point; the ones with the most :: ranked bar	point_map ranked_bar	nursing-home-chow-flag-constant reach-is-not-a-usable-join					
G2:near:ENVIRONMENT__FED_EPA_TRI_BASIC_2023~ENVIRONMENT__FED_EPA_TRI_FACILITY	untouched	0.4	ENVIRONMENT ↔ ENVIRONMENT	FED_EPA_TRI_BASIC_2023 ↔ FED_EPA_TRI_FACILITY	64990	proximity pair	C_12_LATITUDE, C_13_LONGITUDE / FAC_LATITUDE, FAC_LONGITUDE, PREF_LATITUDE, PREF_LONGITUDE		C_14_HORIZONTAL_DATUM, C_65_ON_SITE_RELEASE_TOTAL +8 / ASGN_TECHNICAL_CONTACT, MAIL +1	ENVIRONMENT__FED_EPA_TRI_BASIC_2023	ENVIRONMENT__FED_EPA_TRI_FACILITY	PANEL	what sits near what: FED_EPA_TRI_BASIC_2023 points within a mile of FED_EPA_TRI_FACILITY points :: point map | count of near neighbors per point; the ones with the most :: ranked bar	point_map ranked_bar	nursing-home-chow-flag-constant reach-is-not-a-usable-join					
G2:near:ENVIRONMENT__FED_EPA_TRI_BASIC_2023~ENVIRONMENT__FED_FRACFOCUS_DISCLOSURE_LIST	untouched	0.4	ENVIRONMENT ↔ ENVIRONMENT	FED_EPA_TRI_BASIC_2023 ↔ FED_FRACFOCUS_DISCLOSURE_LIST	78647	proximity pair	C_12_LATITUDE, C_13_LONGITUDE / LATITUDE, LONGITUDE		C_14_HORIZONTAL_DATUM, C_65_ON_SITE_RELEASE_TOTAL +8 / TVD, TOTAL_BASE_WATER_VOLUME +1	ENVIRONMENT__FED_EPA_TRI_BASIC_2023	ENVIRONMENT__FED_FRACFOCUS_DISCLOSURE_LIST	PANEL	what sits near what: FED_EPA_TRI_BASIC_2023 points within a mile of FED_FRACFOCUS_DISCLOSURE_LIST points :: point map | count of near neighbors per point; the ones with the most :: ranked bar	point_map ranked_bar	nursing-home-chow-flag-constant reach-is-not-a-usable-join					
G2:near:ENVIRONMENT__FED_EPA_TRI_BASIC_2023~ENVIRONMENT__FED_FRACFOCUS_REGISTRY	untouched	0.4	ENVIRONMENT ↔ ENVIRONMENT	FED_EPA_TRI_BASIC_2023 ↔ FED_FRACFOCUS_REGISTRY	78647	proximity pair	C_12_LATITUDE, C_13_LONGITUDE / LATITUDE, LONGITUDE		C_14_HORIZONTAL_DATUM, C_65_ON_SITE_RELEASE_TOTAL +8 / TVD, TOTAL_BASE_WATER_VOLUME +4	ENVIRONMENT__FED_EPA_TRI_BASIC_2023	ENVIRONMENT__FED_FRACFOCUS_REGISTRY	PANEL	what sits near what: FED_EPA_TRI_BASIC_2023 points within a mile of FED_FRACFOCUS_REGISTRY points :: point map | count of near neighbors per point; the ones with the most :: ranked bar	point_map ranked_bar	nursing-home-chow-flag-constant reach-is-not-a-usable-join					
G2:near:ENVIRONMENT__FED_EPA_TRI_BASIC_2023~ENVIRONMENT__FED_USGS_MINERALS	untouched	0.4	ENVIRONMENT ↔ ENVIRONMENT	FED_EPA_TRI_BASIC_2023 ↔ FED_USGS_MINERALS	78647	proximity pair	C_12_LATITUDE, C_13_LONGITUDE / LATITUDE, LONGITUDE		C_14_HORIZONTAL_DATUM, C_65_ON_SITE_RELEASE_TOTAL +8 / 	ENVIRONMENT__FED_EPA_TRI_BASIC_2023	ENVIRONMENT__FED_USGS_MINERALS	PANEL	what sits near what: FED_EPA_TRI_BASIC_2023 points within a mile of FED_USGS_MINERALS points :: point map | count of near neighbors per point; the ones with the most :: ranked bar	point_map ranked_bar	nursing-home-chow-flag-constant reach-is-not-a-usable-join					
G2:near:ENVIRONMENT__FED_EPA_TRI_BASIC_2023~ENVIRONMENT__FED_USGS_ORPHANED_OIL_GAS_WELLS	untouched	0.4	ENVIRONMENT ↔ ENVIRONMENT	FED_EPA_TRI_BASIC_2023 ↔ FED_USGS_ORPHANED_OIL_GAS_WELLS	78647	proximity pair	C_12_LATITUDE, C_13_LONGITUDE / LATITUDE, LONGITUDE		C_14_HORIZONTAL_DATUM, C_65_ON_SITE_RELEASE_TOTAL +8 / 	ENVIRONMENT__FED_EPA_TRI_BASIC_2023	ENVIRONMENT__FED_USGS_ORPHANED_OIL_GAS_WELLS	PANEL	what sits near what: FED_EPA_TRI_BASIC_2023 points within a mile of FED_USGS_ORPHANED_OIL_GAS_WELLS points :: point map | count of near neighbors per point; the ones with the most :: ranked bar	point_map ranked_bar	nursing-home-chow-flag-constant reach-is-not-a-usable-join					
G2:near:ENVIRONMENT__FED_EPA_TRI_FACILITY~ENVIRONMENT__FED_FRACFOCUS_DISCLOSURE_LIST	untouched	0.4	ENVIRONMENT ↔ ENVIRONMENT	FED_EPA_TRI_FACILITY ↔ FED_FRACFOCUS_DISCLOSURE_LIST	64990	proximity pair	FAC_LATITUDE, FAC_LONGITUDE, PREF_LATITUDE, PREF_LONGITUDE / LATITUDE, LONGITUDE		ASGN_TECHNICAL_CONTACT, MAIL +1 / TVD, TOTAL_BASE_WATER_VOLUME +1	ENVIRONMENT__FED_EPA_TRI_FACILITY	ENVIRONMENT__FED_FRACFOCUS_DISCLOSURE_LIST	PANEL	what sits near what: FED_EPA_TRI_FACILITY points within a mile of FED_FRACFOCUS_DISCLOSURE_LIST points :: point map | count of near neighbors per point; the ones with the most :: ranked bar	point_map ranked_bar	nursing-home-chow-flag-constant reach-is-not-a-usable-join					
G2:near:ENVIRONMENT__FED_EPA_TRI_FACILITY~ENVIRONMENT__FED_FRACFOCUS_REGISTRY	untouched	0.4	ENVIRONMENT ↔ ENVIRONMENT	FED_EPA_TRI_FACILITY ↔ FED_FRACFOCUS_REGISTRY	64990	proximity pair	FAC_LATITUDE, FAC_LONGITUDE, PREF_LATITUDE, PREF_LONGITUDE / LATITUDE, LONGITUDE		ASGN_TECHNICAL_CONTACT, MAIL +1 / TVD, TOTAL_BASE_WATER_VOLUME +4	ENVIRONMENT__FED_EPA_TRI_FACILITY	ENVIRONMENT__FED_FRACFOCUS_REGISTRY	PANEL	what sits near what: FED_EPA_TRI_FACILITY points within a mile of FED_FRACFOCUS_REGISTRY points :: point map | count of near neighbors per point; the ones with the most :: ranked bar	point_map ranked_bar	nursing-home-chow-flag-constant reach-is-not-a-usable-join					
G2:near:ENVIRONMENT__FED_EPA_TRI_FACILITY~ENVIRONMENT__FED_USGS_MINERALS	untouched	0.4	ENVIRONMENT ↔ ENVIRONMENT	FED_EPA_TRI_FACILITY ↔ FED_USGS_MINERALS	64990	proximity pair	FAC_LATITUDE, FAC_LONGITUDE, PREF_LATITUDE, PREF_LONGITUDE / LATITUDE, LONGITUDE		ASGN_TECHNICAL_CONTACT, MAIL +1 / 	ENVIRONMENT__FED_EPA_TRI_FACILITY	ENVIRONMENT__FED_USGS_MINERALS	PANEL	what sits near what: FED_EPA_TRI_FACILITY points within a mile of FED_USGS_MINERALS points :: point map | count of near neighbors per point; the ones with the most :: ranked bar	point_map ranked_bar	nursing-home-chow-flag-constant reach-is-not-a-usable-join					
G2:near:ENVIRONMENT__FED_EPA_TRI_FACILITY~ENVIRONMENT__FED_USGS_ORPHANED_OIL_GAS_WELLS	untouched	0.4	ENVIRONMENT ↔ ENVIRONMENT	FED_EPA_TRI_FACILITY ↔ FED_USGS_ORPHANED_OIL_GAS_WELLS	64990	proximity pair	FAC_LATITUDE, FAC_LONGITUDE, PREF_LATITUDE, PREF_LONGITUDE / LATITUDE, LONGITUDE		ASGN_TECHNICAL_CONTACT, MAIL +1 / 	ENVIRONMENT__FED_EPA_TRI_FACILITY	ENVIRONMENT__FED_USGS_ORPHANED_OIL_GAS_WELLS	PANEL	what sits near what: FED_EPA_TRI_FACILITY points within a mile of FED_USGS_ORPHANED_OIL_GAS_WELLS points :: point map | count of near neighbors per point; the ones with the most :: ranked bar	point_map ranked_bar	nursing-home-chow-flag-constant reach-is-not-a-usable-join					
G2:near:ENVIRONMENT__FED_EPA_AQS_SITES~ENVIRONMENT__FED_EPA_FRS_FACILITIES	untouched	0.2	ENVIRONMENT ↔ ENVIRONMENT	FED_EPA_AQS_SITES ↔ FED_EPA_FRS_FACILITIES	20994	proximity pair	LATITUDE, LONGITUDE / LATITUDE, LONGITUDE		ELEVATION, MET_SITE_DISTANCE +1 / 	ENVIRONMENT__FED_EPA_AQS_SITES	ENVIRONMENT__FED_EPA_FRS_FACILITIES	PANEL	what sits near what: FED_EPA_AQS_SITES points within a mile of FED_EPA_FRS_FACILITIES points :: point map | count of near neighbors per point; the ones with the most :: ranked bar	point_map ranked_bar	reach-is-not-a-usable-join					
G2:near:ENVIRONMENT__FED_EPA_AQS_SITES~ENVIRONMENT__FED_EPA_FRS_FRS_FACILITIES	untouched	0.2	ENVIRONMENT ↔ ENVIRONMENT	FED_EPA_AQS_SITES ↔ FED_EPA_FRS_FRS_FACILITIES	20994	proximity pair	LATITUDE, LONGITUDE / LATITUDE_MEASURE, LONGITUDE_MEASURE		ELEVATION, MET_SITE_DISTANCE +1 / 	ENVIRONMENT__FED_EPA_AQS_SITES	ENVIRONMENT__FED_EPA_FRS_FRS_FACILITIES	PANEL	what sits near what: FED_EPA_AQS_SITES points within a mile of FED_EPA_FRS_FRS_FACILITIES points :: point map | count of near neighbors per point; the ones with the most :: ranked bar	point_map ranked_bar	reach-is-not-a-usable-join					
G2:near:ENVIRONMENT__FED_EPA_AQS_SITES~ENVIRONMENT__FED_EPA_GHGRP_FACILITY	untouched	0.2	ENVIRONMENT ↔ ENVIRONMENT	FED_EPA_AQS_SITES ↔ FED_EPA_GHGRP_FACILITY	20994	proximity pair	LATITUDE, LONGITUDE / LATITUDE, LONGITUDE		ELEVATION, MET_SITE_DISTANCE +1 / ADDRESS2, BAMM_USED_DESC +2	ENVIRONMENT__FED_EPA_AQS_SITES	ENVIRONMENT__FED_EPA_GHGRP_FACILITY	PANEL	what sits near what: FED_EPA_AQS_SITES points within a mile of FED_EPA_GHGRP_FACILITY points :: point map | count of near neighbors per point; the ones with the most :: ranked bar	point_map ranked_bar	reach-is-not-a-usable-join					
G2:near:ENVIRONMENT__FED_EPA_AQS_SITES~ENVIRONMENT__FED_EPA_NPDES_ICIS_FACILITIES	untouched	0.2	ENVIRONMENT ↔ ENVIRONMENT	FED_EPA_AQS_SITES ↔ FED_EPA_NPDES_ICIS_FACILITIES	20994	proximity pair	LATITUDE, LONGITUDE / GEOCODE_LATITUDE, GEOCODE_LONGITUDE		ELEVATION, MET_SITE_DISTANCE +1 / 	ENVIRONMENT__FED_EPA_AQS_SITES	ENVIRONMENT__FED_EPA_NPDES_ICIS_FACILITIES	PANEL	what sits near what: FED_EPA_AQS_SITES points within a mile of FED_EPA_NPDES_ICIS_FACILITIES points :: point map | count of near neighbors per point; the ones with the most :: ranked bar	point_map ranked_bar	reach-is-not-a-usable-join					
G2:near:ENVIRONMENT__FED_EPA_AQS_SITES~ENVIRONMENT__FED_EPA_TRI_BASIC_2023	untouched	0.2	ENVIRONMENT ↔ ENVIRONMENT	FED_EPA_AQS_SITES ↔ FED_EPA_TRI_BASIC_2023	20994	proximity pair	LATITUDE, LONGITUDE / C_12_LATITUDE, C_13_LONGITUDE		ELEVATION, MET_SITE_DISTANCE +1 / C_14_HORIZONTAL_DATUM, C_65_ON_SITE_RELEASE_TOTAL +8	ENVIRONMENT__FED_EPA_AQS_SITES	ENVIRONMENT__FED_EPA_TRI_BASIC_2023	PANEL	what sits near what: FED_EPA_AQS_SITES points within a mile of FED_EPA_TRI_BASIC_2023 points :: point map | count of near neighbors per point; the ones with the most :: ranked bar	point_map ranked_bar	nursing-home-chow-flag-constant reach-is-not-a-usable-join					
G2:near:ENVIRONMENT__FED_EPA_AQS_SITES~ENVIRONMENT__FED_EPA_TRI_FACILITY	untouched	0.2	ENVIRONMENT ↔ ENVIRONMENT	FED_EPA_AQS_SITES ↔ FED_EPA_TRI_FACILITY	20994	proximity pair	LATITUDE, LONGITUDE / FAC_LATITUDE, FAC_LONGITUDE, PREF_LATITUDE, PREF_LONGITUDE		ELEVATION, MET_SITE_DISTANCE +1 / ASGN_TECHNICAL_CONTACT, MAIL +1	ENVIRONMENT__FED_EPA_AQS_SITES	ENVIRONMENT__FED_EPA_TRI_FACILITY	PANEL	what sits near what: FED_EPA_AQS_SITES points within a mile of FED_EPA_TRI_FACILITY points :: point map | count of near neighbors per point; the ones with the most :: ranked bar	point_map ranked_bar	nursing-home-chow-flag-constant reach-is-not-a-usable-join					
G2:near:ENVIRONMENT__FED_EPA_AQS_SITES~ENVIRONMENT__FED_FRACFOCUS_DISCLOSURE_LIST	untouched	0.2	ENVIRONMENT ↔ ENVIRONMENT	FED_EPA_AQS_SITES ↔ FED_FRACFOCUS_DISCLOSURE_LIST	20994	proximity pair	LATITUDE, LONGITUDE / LATITUDE, LONGITUDE		ELEVATION, MET_SITE_DISTANCE +1 / TVD, TOTAL_BASE_WATER_VOLUME +1	ENVIRONMENT__FED_EPA_AQS_SITES	ENVIRONMENT__FED_FRACFOCUS_DISCLOSURE_LIST	PANEL	what sits near what: FED_EPA_AQS_SITES points within a mile of FED_FRACFOCUS_DISCLOSURE_LIST points :: point map | count of near neighbors per point; the ones with the most :: ranked bar	point_map ranked_bar	reach-is-not-a-usable-join					
G2:near:ENVIRONMENT__FED_EPA_AQS_SITES~ENVIRONMENT__FED_FRACFOCUS_REGISTRY	untouched	0.2	ENVIRONMENT ↔ ENVIRONMENT	FED_EPA_AQS_SITES ↔ FED_FRACFOCUS_REGISTRY	20994	proximity pair	LATITUDE, LONGITUDE / LATITUDE, LONGITUDE		ELEVATION, MET_SITE_DISTANCE +1 / TVD, TOTAL_BASE_WATER_VOLUME +4	ENVIRONMENT__FED_EPA_AQS_SITES	ENVIRONMENT__FED_FRACFOCUS_REGISTRY	PANEL	what sits near what: FED_EPA_AQS_SITES points within a mile of FED_FRACFOCUS_REGISTRY points :: point map | count of near neighbors per point; the ones with the most :: ranked bar	point_map ranked_bar	reach-is-not-a-usable-join					
G2:near:ENVIRONMENT__FED_EPA_AQS_SITES~ENVIRONMENT__FED_USGS_MINERALS	untouched	0.2	ENVIRONMENT ↔ ENVIRONMENT	FED_EPA_AQS_SITES ↔ FED_USGS_MINERALS	20994	proximity pair	LATITUDE, LONGITUDE / LATITUDE, LONGITUDE		ELEVATION, MET_SITE_DISTANCE +1 / 	ENVIRONMENT__FED_EPA_AQS_SITES	ENVIRONMENT__FED_USGS_MINERALS	PANEL	what sits near what: FED_EPA_AQS_SITES points within a mile of FED_USGS_MINERALS points :: point map | count of near neighbors per point; the ones with the most :: ranked bar	point_map ranked_bar	reach-is-not-a-usable-join					
G2:near:ENVIRONMENT__FED_EPA_AQS_SITES~ENVIRONMENT__FED_USGS_ORPHANED_OIL_GAS_WELLS	untouched	0.2	ENVIRONMENT ↔ ENVIRONMENT	FED_EPA_AQS_SITES ↔ FED_USGS_ORPHANED_OIL_GAS_WELLS	20994	proximity pair	LATITUDE, LONGITUDE / LATITUDE, LONGITUDE		ELEVATION, MET_SITE_DISTANCE +1 / 	ENVIRONMENT__FED_EPA_AQS_SITES	ENVIRONMENT__FED_USGS_ORPHANED_OIL_GAS_WELLS	PANEL	what sits near what: FED_EPA_AQS_SITES points within a mile of FED_USGS_ORPHANED_OIL_GAS_WELLS points :: point map | count of near neighbors per point; the ones with the most :: ranked bar	point_map ranked_bar	reach-is-not-a-usable-join					
G2:near:ENVIRONMENT__FED_EPA_AQS_SITES~ENVIRONMENT__FED_EPA_EGRID_PLANT_2022	untouched	0.0	ENVIRONMENT ↔ ENVIRONMENT	FED_EPA_AQS_SITES ↔ FED_EPA_EGRID_PLANT_2022	11974	proximity pair	LATITUDE, LONGITUDE / PLANT_LATITUDE, PLANT_LONGITUDE		ELEVATION, MET_SITE_DISTANCE +1 / CHP_PLANT_POWER_TO_HEAT_RATIO, PLANT_TOTAL_ANNUAL_HEAT_INPUT_MMBTU +59	ENVIRONMENT__FED_EPA_AQS_SITES	ENVIRONMENT__FED_EPA_EGRID_PLANT_2022	PANEL	what sits near what: FED_EPA_AQS_SITES points within a mile of FED_EPA_EGRID_PLANT_2022 points :: point map | count of near neighbors per point; the ones with the most :: ranked bar	point_map ranked_bar	reach-is-not-a-usable-join					
G2:near:ENVIRONMENT__FED_EPA_EGRID_PLANT_2022~ENVIRONMENT__FED_EPA_FRS_FACILITIES	untouched	0.0	ENVIRONMENT ↔ ENVIRONMENT	FED_EPA_EGRID_PLANT_2022 ↔ FED_EPA_FRS_FACILITIES	11974	proximity pair	PLANT_LATITUDE, PLANT_LONGITUDE / LATITUDE, LONGITUDE		CHP_PLANT_POWER_TO_HEAT_RATIO, PLANT_TOTAL_ANNUAL_HEAT_INPUT_MMBTU +59 / 	ENVIRONMENT__FED_EPA_EGRID_PLANT_2022	ENVIRONMENT__FED_EPA_FRS_FACILITIES	PANEL	what sits near what: FED_EPA_EGRID_PLANT_2022 points within a mile of FED_EPA_FRS_FACILITIES points :: point map | count of near neighbors per point; the ones with the most :: ranked bar	point_map ranked_bar	reach-is-not-a-usable-join					
G2:near:ENVIRONMENT__FED_EPA_EGRID_PLANT_2022~ENVIRONMENT__FED_EPA_FRS_FRS_FACILITIES	untouched	0.0	ENVIRONMENT ↔ ENVIRONMENT	FED_EPA_EGRID_PLANT_2022 ↔ FED_EPA_FRS_FRS_FACILITIES	11974	proximity pair	PLANT_LATITUDE, PLANT_LONGITUDE / LATITUDE_MEASURE, LONGITUDE_MEASURE		CHP_PLANT_POWER_TO_HEAT_RATIO, PLANT_TOTAL_ANNUAL_HEAT_INPUT_MMBTU +59 / 	ENVIRONMENT__FED_EPA_EGRID_PLANT_2022	ENVIRONMENT__FED_EPA_FRS_FRS_FACILITIES	PANEL	what sits near what: FED_EPA_EGRID_PLANT_2022 points within a mile of FED_EPA_FRS_FRS_FACILITIES points :: point map | count of near neighbors per point; the ones with the most :: ranked bar	point_map ranked_bar	reach-is-not-a-usable-join					
