model,layer,subject,family,class,thing_token,map_evidence,map_confidence,grain_phrase,spine_entity,natural_key,n_columns,column_quality,pre_aggregated,sem_date,sem_money,sem_geo,sem_id,sem_code,sem_population,sem_flag,sem_quantity
stg_portal_cka_virginia_open_da_58cf45d167__places,staging,portal_cka_virginia_open_da_58cf45d167,place,noun,place,grain says 'one row per place',high,place,place.,LONGITUDE,10,star-cte-resolved,False,0,0,4,0,0,0,0,1
stg_portal_cka_virginia_open_da_651c0c423a__places,staging,portal_cka_virginia_open_da_651c0c423a,place,noun,places,name token 'places',medium,record,place.,"ZIP_CODE, STARTING_DATE, EXPIRATION_DATE, INSERTED_DATE, BUFFER_ID",20,star-cte-resolved,False,4,0,4,1,2,0,0,0
stg_portal_cka_virginia_open_da_6973fd2ba7__places,staging,portal_cka_virginia_open_da_6973fd2ba7,place,noun,place,grain says 'one row per place',high,place,place.,ZIP_CODE,9,star-cte-resolved,False,0,0,3,0,1,0,0,1
stg_portal_cka_virginia_open_da_77706d86da__records,staging,portal_cka_virginia_open_da_77706d86da,registration,event+noun,permits,dataset title token 'permits' in: stormwater permits daily,medium,record,,SWC_ID,110,star-cte-resolved,False,37,1,12,14,4,1,10,2
stg_portal_cka_virginia_open_da_97ad4bc66c__records,staging,portal_cka_virginia_open_da_97ad4bc66c,document,noun,map,dataset title token 'map' in: statewide paving status map (public view) 2026,medium,record,,CORE_PARENT_SYS_ID,34,star-cte-resolved,False,1,0,8,1,2,0,0,0
stg_portal_cka_virginia_open_da_ac3869ee0e__records,staging,portal_cka_virginia_open_da_ac3869ee0e,place,noun,parcels,dataset title token 'parcels' in: tax parcels,medium,record,,PARCEL_ID,39,star-cte-resolved,False,1,0,9,2,1,0,0,0
stg_portal_cka_virginia_open_da_ace8ac0352__records,staging,portal_cka_virginia_open_da_ace8ac0352,unresolved,event,,columns only: dated rows,low,record,,TMDL_EQ_ID,25,star-cte-resolved,False,4,0,1,4,1,0,0,0
stg_portal_cka_virginia_open_da_ae7dccb05b__records,staging,portal_cka_virginia_open_da_ae7dccb05b,registration,event+noun,permit,dataset title token 'permit' in: virginia pollutant discharge elimination system (vpdes) perm,medium,record,,OUTFALL_ID,20,star-cte-resolved,False,2,0,1,2,2,0,0,0
stg_portal_cka_virginia_open_da_cbc7fe8b75__places,staging,portal_cka_virginia_open_da_cbc7fe8b75,place,noun,places,name token 'places',medium,record,place.,"INCIDENT_FIPS, INCIDENT_YEAR, INCIDENT_MONTH",8,star-cte-resolved,False,2,0,1,0,0,0,0,2
stg_portal_cka_virginia_open_da_e4498c978c__records,staging,portal_cka_virginia_open_da_e4498c978c,filing,event+noun,reports,dataset title token 'reports' in: prep reports,medium,record,,PRP_REPORT_ID,20,star-cte-resolved,False,3,0,3,1,3,1,0,0
stg_portal_cka_virginia_open_da_f40c1f2ece__places,staging,portal_cka_virginia_open_da_f40c1f2ece,place,noun,place,grain says 'one row per place',high,place,place.,SHAPE__LENGTH,31,star-cte-resolved,False,6,0,3,3,3,0,0,1
stg_portal_cka_virginia_open_da_f4fc6168ea__places,staging,portal_cka_virginia_open_da_f4fc6168ea,place,noun,place,grain says 'one row per place',high,place,place.,SHAPE_AREA,25,star-cte-resolved,False,3,0,1,2,2,0,0,0
stg_portal_cka_virginia_open_da_fc2228a15b__places,staging,portal_cka_virginia_open_da_fc2228a15b,place,noun,place,grain says 'one row per place',high,place,place.,LONGITUDE_D,15,star-cte-resolved,False,1,0,4,0,0,0,0,0
stg_portal_cka_western_pennsylv_00ff03b195__places,staging,portal_cka_western_pennsylv_00ff03b195,place,noun,place,grain says 'one row per place',high,place,place.,SHAPE_LENGTH,9,star-cte-resolved,False,0,0,2,0,1,0,0,0
stg_portal_cka_western_pennsylv_010a1b6275__places,staging,portal_cka_western_pennsylv_010a1b6275,place,noun,place,grain says 'one row per place',high,place,place.,GEOMETRY,12,star-cte-resolved,False,0,0,2,0,0,0,0,2
stg_portal_cka_western_pennsylv_03ab547adb__places,staging,portal_cka_western_pennsylv_03ab547adb,place,noun,place,grain says 'one row per place',high,place,place.,GEOMETRY,35,star-cte-resolved,False,0,0,1,0,2,0,0,8
stg_portal_cka_western_pennsylv_0562c5dea2__places,staging,portal_cka_western_pennsylv_0562c5dea2,place,noun,place,grain says 'one row per place',high,place,place.,GEOMETRY,13,star-cte-resolved,False,0,0,2,1,0,0,0,2
stg_portal_cka_western_pennsylv_070a16004d__places,staging,portal_cka_western_pennsylv_070a16004d,place,noun,places,name token 'places',medium,record,place.,"ZIPCODE, LAST_EDIT_DATE",34,star-cte-resolved,False,1,0,5,0,16,0,0,0
stg_portal_cka_western_pennsylv_07eaf6e647__places,staging,portal_cka_western_pennsylv_07eaf6e647,place,noun,place,grain says 'one row per place',high,place,place.,SHAPE_AREA,20,star-cte-resolved,False,0,0,1,1,0,1,0,1
stg_portal_cka_western_pennsylv_092b06e590__places,staging,portal_cka_western_pennsylv_092b06e590,place,noun,place,grain says 'one row per place',high,place,place.,GEOMETRY,17,star-cte-resolved,False,0,0,2,0,1,0,0,0
stg_portal_cka_western_pennsylv_09335a764b__records,staging,portal_cka_western_pennsylv_09335a764b,unresolved,event,,columns only: dated rows,low,record,,"START_STATION_ID, END_STATION_ID, START_DATE",11,star-cte-resolved,False,7,0,0,0,1,0,0,0
stg_portal_cka_western_pennsylv_098bd87ff5__places,staging,portal_cka_western_pennsylv_098bd87ff5,place,noun,place,grain says 'one row per place',high,place,place.,GEOMETRY,11,star-cte-resolved,False,0,0,1,2,0,0,0,0
stg_portal_cka_western_pennsylv_0ac79b8eba__places,staging,portal_cka_western_pennsylv_0ac79b8eba,place,noun,place,grain says 'one row per place',high,place,place.,SHAPE_AREA,14,star-cte-resolved,False,0,0,2,1,0,0,0,3
stg_portal_cka_western_pennsylv_0af7431c6c__facilities,staging,portal_cka_western_pennsylv_0af7431c6c,facility,noun,facility,grain says 'one row per facility',high,facility,facility.,"STATE_COUNTY_FIPS_CODE, REPORTING_YEAR, ZIP_CODE, PRIMARY_SIC_CODE, TRI_FACILITY_ID, EPA_REGISTRY_ID, TRI_CHEM_ID, SRS_ID",43,star-cte-resolved,False,2,1,5,4,9,0,5,4
stg_portal_cka_western_pennsylv_0c27c4aa90__places,staging,portal_cka_western_pennsylv_0c27c4aa90,place,noun,place,grain says 'one row per place',high,place,place.,GEOMETRY,7,star-cte-resolved,False,0,0,1,0,1,0,0,0
stg_portal_cka_western_pennsylv_0c63c07381__places,staging,portal_cka_western_pennsylv_0c63c07381,place,noun,place,grain says 'one row per place',high,place,place.,GEOMETRY,11,star-cte-resolved,False,0,0,4,0,0,0,0,1
stg_portal_cka_western_pennsylv_0dd7796234__places,staging,portal_cka_western_pennsylv_0dd7796234,place,noun,place,grain says 'one row per place',high,place,place.,LATITUDE,27,star-cte-resolved,False,2,0,4,3,1,0,0,3
stg_portal_cka_western_pennsylv_10c3e0c017__places,staging,portal_cka_western_pennsylv_10c3e0c017,place,noun,place,grain says 'one row per place',high,place,place.,GEOMETRY,10,star-cte-resolved,False,1,0,1,0,0,0,0,0
stg_portal_cka_western_pennsylv_11aebe4994__places,staging,portal_cka_western_pennsylv_11aebe4994,place,noun,place,grain says 'one row per place',high,place,place.,GEOID,7,star-cte-resolved,False,0,0,1,0,0,0,0,1
stg_portal_cka_western_pennsylv_13793abc24__places,staging,portal_cka_western_pennsylv_13793abc24,place,noun,place,grain says 'one row per place',high,place,place.,DATASPATIAL_WKB,22,star-cte-resolved,False,0,0,0,0,1,0,0,1
stg_portal_cka_western_pennsylv_1430aba184__places,staging,portal_cka_western_pennsylv_1430aba184,place,noun,place,grain says 'one row per place',high,place,place.,GEOMETRY,13,star-cte-resolved,False,0,0,3,0,0,0,0,1
stg_portal_cka_western_pennsylv_152133d5ed__records,staging,portal_cka_western_pennsylv_152133d5ed,place,noun,areas,dataset title token 'areas' in: public water supplier service areas,medium,record,,WUDS_ID,15,star-cte-resolved,False,1,0,0,2,1,0,0,0
stg_portal_cka_western_pennsylv_1629502c35__places,staging,portal_cka_western_pennsylv_1629502c35,place,noun,place,grain says 'one row per place',high,place,place.,GEOMETRY,8,star-cte-resolved,False,0,0,1,0,0,0,0,0
stg_portal_cka_western_pennsylv_1a89f1526c__places,staging,portal_cka_western_pennsylv_1a89f1526c,place,noun,place,grain says 'one row per place',high,place,place.,LONGITUDE,60,star-cte-resolved,False,0,13,6,1,1,0,0,3
stg_portal_cka_western_pennsylv_20c6fc6029__records,staging,portal_cka_western_pennsylv_20c6fc6029,unresolved,event,,columns only: dated money rows,low,record,,ID,23,star-cte-resolved,False,2,1,4,2,2,0,0,1
stg_portal_cka_western_pennsylv_20e1a330ce__records,staging,portal_cka_western_pennsylv_20e1a330ce,place,noun,county,dataset title token 'county' in: allegheny county supermarkets & convenience stores,medium,record,,CLIENT_ID,14,star-cte-resolved,False,1,0,6,1,1,0,0,0
stg_portal_cka_western_pennsylv_22bdd189f5__places,staging,portal_cka_western_pennsylv_22bdd189f5,place,noun,place,grain says 'one row per place',high,place,place.,GEOMETRY,14,star-cte-resolved,False,3,0,1,0,1,0,0,0
stg_portal_cka_western_pennsylv_23b8b5b7d2__places,staging,portal_cka_western_pennsylv_23b8b5b7d2,place,noun,places,name token 'places',medium,record,place.,"ZIP_CODE, CREATE_DATE, PROPERTY_TYPE, INSPECTION_STATUS, PARCEL_ID",17,star-cte-resolved,False,1,0,4,2,3,0,0,1
stg_portal_cka_western_pennsylv_257ffc7619__places,staging,portal_cka_western_pennsylv_257ffc7619,place,noun,place,grain says 'one row per place',high,place,place.,GEOMETRY,10,star-cte-resolved,False,0,0,1,1,0,0,0,0
stg_portal_cka_western_pennsylv_26239ef185__places,staging,portal_cka_western_pennsylv_26239ef185,place,noun,place,grain says 'one row per place',high,place,place.,SHAPE_LENGTH,33,star-cte-resolved,False,1,0,4,3,2,0,0,1
stg_portal_cka_western_pennsylv_26625d455c__places,staging,portal_cka_western_pennsylv_26625d455c,place,noun,place,grain says 'one row per place',high,place,place.,LONGITUDE,47,star-cte-resolved,False,0,0,8,2,0,0,0,1
stg_portal_cka_western_pennsylv_2a3b161975__places,staging,portal_cka_western_pennsylv_2a3b161975,place,noun,place,grain says 'one row per place',high,place,place.,DATASPATIAL_WKB,15,star-cte-resolved,False,1,0,0,1,0,0,0,0
stg_portal_cka_western_pennsylv_2a71c11d68__places,staging,portal_cka_western_pennsylv_2a71c11d68,place,noun,place,grain says 'one row per place',high,place,place.,GEOMETRY,7,star-cte-resolved,False,0,0,2,0,0,0,0,0
stg_portal_cka_western_pennsylv_2c3871611d__places,staging,portal_cka_western_pennsylv_2c3871611d,place,noun,place,grain says 'one row per place',high,place,place.,SHAPE_LENGTH,9,star-cte-resolved,False,0,0,1,1,1,0,0,0
stg_portal_cka_western_pennsylv_2cfaaea4fd__places,staging,portal_cka_western_pennsylv_2cfaaea4fd,place,noun,place,grain says 'one row per place',high,place,place.,GEOID10,34,star-cte-resolved,False,0,0,3,1,0,0,0,4
stg_portal_cka_western_pennsylv_2dcbf2873b__places,staging,portal_cka_western_pennsylv_2dcbf2873b,place,noun,place,grain says 'one row per place',high,place,place.,GEOMETRY,26,star-cte-resolved,False,2,0,4,0,0,0,0,0
stg_portal_cka_western_pennsylv_2dfc1addea__places,staging,portal_cka_western_pennsylv_2dfc1addea,place,noun,places,name token 'places',medium,record,place.,"DECEDENT_ZIP, DEATH_DATE_AND_TIME",21,star-cte-resolved,False,2,0,2,0,0,0,0,0
stg_portal_cka_western_pennsylv_305157e72f__places,staging,portal_cka_western_pennsylv_305157e72f,place,noun,place,grain says 'one row per place',high,place,place.,LONGITUDE,37,star-cte-resolved,False,5,0,4,1,0,0,0,2
stg_portal_cka_western_pennsylv_321a6575f3__places,staging,portal_cka_western_pennsylv_321a6575f3,place,noun,place,grain says 'one row per place',high,place,place.,ZIP,15,star-cte-resolved,False,0,0,5,0,0,0,0,0
stg_portal_cka_western_pennsylv_36a8032a4c__places,staging,portal_cka_western_pennsylv_36a8032a4c,place,noun,place,grain says 'one row per place',high,place,place.,GEOMETRY,30,star-cte-resolved,False,3,0,2,0,1,0,0,2
stg_portal_cka_western_pennsylv_372d1987db__places,staging,portal_cka_western_pennsylv_372d1987db,place,noun,place,grain says 'one row per place',high,place,place.,GEOMETRY,37,star-cte-resolved,False,5,0,3,0,3,0,0,2
stg_portal_cka_western_pennsylv_38abdaec9d__places,staging,portal_cka_western_pennsylv_38abdaec9d,place,noun,place,grain says 'one row per place',high,place,place.,DATASPATIAL_WKB,14,star-cte-resolved,False,2,0,2,0,0,0,0,0
stg_portal_cka_western_pennsylv_3986161420__places,staging,portal_cka_western_pennsylv_3986161420,place,noun,place,grain says 'one row per place',high,place,place.,GEOMETRY,17,star-cte-resolved,False,0,0,1,0,1,0,0,0
stg_portal_cka_western_pennsylv_3e5a14a8a0__places,staging,portal_cka_western_pennsylv_3e5a14a8a0,place,noun,place,grain says 'one row per place',high,place,place.,DATASPATIAL_WKB,10,star-cte-resolved,False,0,0,0,0,0,0,0,2
stg_portal_cka_western_pennsylv_440a699a5b__places,staging,portal_cka_western_pennsylv_440a699a5b,place,noun,place,grain says 'one row per place',high,place,place.,DATASPATIAL_WKB,8,star-cte-resolved,False,0,0,1,0,0,0,0,0
stg_portal_cka_western_pennsylv_49fab204aa__places,staging,portal_cka_western_pennsylv_49fab204aa,place,noun,place,grain says 'one row per place',high,place,place.,GEOMETRY,25,star-cte-resolved,False,4,0,2,0,0,0,0,1
stg_portal_cka_western_pennsylv_4a48dedefa__places,staging,portal_cka_western_pennsylv_4a48dedefa,place,noun,place,grain says 'one row per place',high,place,place.,DATASPATIAL_WKB,10,star-cte-resolved,False,0,0,2,0,1,0,0,0
stg_portal_cka_western_pennsylv_4c0f4e6c6c__places,staging,portal_cka_western_pennsylv_4c0f4e6c6c,place,noun,place,grain says 'one row per place',high,place,place.,SHAPE_LENGTH,17,star-cte-resolved,False,0,0,1,0,1,0,0,0
stg_portal_cka_western_pennsylv_4d90100824__places,staging,portal_cka_western_pennsylv_4d90100824,place,noun,place,grain says 'one row per place',high,place,place.,GEOID,15,star-cte-resolved,False,0,0,1,0,0,0,1,0
stg_portal_cka_western_pennsylv_4e5c66124a__places,staging,portal_cka_western_pennsylv_4e5c66124a,place,noun,place,grain says 'one row per place',high,place,place.,GEOMETRY,47,star-cte-resolved,False,5,0,1,0,3,0,0,1
stg_portal_cka_western_pennsylv_4e9f15e555__places,staging,portal_cka_western_pennsylv_4e9f15e555,place,noun,place,grain says 'one row per place',high,place,place.,FIPS,22,star-cte-resolved,False,0,0,2,1,1,0,0,1
stg_portal_cka_western_pennsylv_4fc22c2c30__places,staging,portal_cka_western_pennsylv_4fc22c2c30,place,noun,places,name token 'places',medium,record,place.,"ZIP_CODE, PERMIT_ISSUE_DATE, PERMIT_EXPIRE_DATE, PROJECT_TYPE, PARCEL_ID",21,star-cte-resolved,False,2,1,4,3,3,0,1,0
stg_portal_cka_western_pennsylv_51b8dcf278__places,staging,portal_cka_western_pennsylv_51b8dcf278,place,noun,places,name token 'places',medium,record,place.,"LATITUDE, START_YEAR, APPROVED_DATE",19,star-cte-resolved,False,2,1,4,0,0,0,0,1
stg_portal_cka_western_pennsylv_55b456c408__places,staging,portal_cka_western_pennsylv_55b456c408,place,noun,place,grain says 'one row per place',high,place,place.,GEOMETRY,13,star-cte-resolved,False,3,0,1,1,0,0,0,0
stg_portal_cka_western_pennsylv_5a83580b83__places,staging,portal_cka_western_pennsylv_5a83580b83,place,noun,place,grain says 'one row per place',high,place,place.,LONGITUDE,20,star-cte-resolved,False,0,0,6,1,2,0,0,0
stg_portal_cka_western_pennsylv_5b3c7ae148__places,staging,portal_cka_western_pennsylv_5b3c7ae148,place,noun,place,grain says 'one row per place',high,place,place.,GEOMETRY,25,star-cte-resolved,False,0,0,1,1,1,0,0,1
stg_portal_cka_western_pennsylv_5c36bf1b9f__places,staging,portal_cka_western_pennsylv_5c36bf1b9f,place,noun,place,grain says 'one row per place',high,place,place.,GEOMETRY,51,star-cte-resolved,False,0,0,1,0,2,0,0,1
stg_portal_cka_western_pennsylv_6271eb297f__places,staging,portal_cka_western_pennsylv_6271eb297f,place,noun,place,grain says 'one row per place',high,place,place.,LATITUDE,29,star-cte-resolved,False,0,0,2,1,0,0,0,0
stg_portal_cka_western_pennsylv_645f59a90f__places,staging,portal_cka_western_pennsylv_645f59a90f,place,noun,place,grain says 'one row per place',high,place,place.,GEOID10,56,star-cte-resolved,False,0,0,4,1,0,0,0,3
stg_portal_cka_western_pennsylv_654e0b3182__places,staging,portal_cka_western_pennsylv_654e0b3182,place,noun,place,grain says 'one row per place',high,place,place.,GEOMETRY,22,star-cte-resolved,False,3,0,2,1,2,0,0,1
stg_portal_cka_western_pennsylv_68a8a0027a__places,staging,portal_cka_western_pennsylv_68a8a0027a,place,noun,place,grain says 'one row per place',high,place,place.,GEOMETRY,14,star-cte-resolved,False,0,0,1,1,2,0,0,2
stg_portal_cka_western_pennsylv_69c80c6f70__places,staging,portal_cka_western_pennsylv_69c80c6f70,place,noun,place,grain says 'one row per place',high,place,place.,GEOMETRY,10,star-cte-resolved,False,0,0,1,1,0,0,0,1
stg_portal_cka_western_pennsylv_6a4c3e0e78__records,staging,portal_cka_western_pennsylv_6a4c3e0e78,inspection,event,inspections,"dataset title token 'inspections' in: allegheny county public swimming pool, hot tub, and spa insp",medium,record,,INSPECTION_ID,38,star-cte-resolved,False,3,1,8,3,3,0,0,0
stg_portal_cka_western_pennsylv_6d76bcb39c__places,staging,portal_cka_western_pennsylv_6d76bcb39c,place,noun,place,grain says 'one row per place',high,place,place.,GEOMETRY,13,star-cte-resolved,False,0,0,2,0,0,0,0,2
stg_portal_cka_western_pennsylv_6dc9e5d03f__places,staging,portal_cka_western_pennsylv_6dc9e5d03f,place,noun,place,grain says 'one row per place',high,place,place.,DATASPATIAL_WKB,6,star-cte-resolved,False,0,0,0,1,1,0,0,0
stg_portal_cka_western_pennsylv_6ea0259598__places,staging,portal_cka_western_pennsylv_6ea0259598,place,noun,place,grain says 'one row per place',high,place,place.,GEOMETRY,10,star-cte-resolved,False,0,0,3,0,1,0,0,0
stg_portal_cka_western_pennsylv_72f70a0697__places,staging,portal_cka_western_pennsylv_72f70a0697,place,noun,place,grain says 'one row per place',high,place,place.,GEOMETRY,15,star-cte-resolved,False,0,0,1,1,0,0,0,1
stg_portal_cka_western_pennsylv_769bebae41__records,staging,portal_cka_western_pennsylv_769bebae41,UNMAPPED,unclassified,,no signal matched,none,record,,TRIP_ID,12,star-cte-resolved,False,0,0,0,3,0,0,0,0
stg_portal_cka_western_pennsylv_7880b791df__places,staging,portal_cka_western_pennsylv_7880b791df,place,noun,place,grain says 'one row per place',high,place,place.,GEOID20,23,star-cte-resolved,False,0,0,3,0,0,0,0,0
stg_portal_cka_western_pennsylv_7ac49e7444__places,staging,portal_cka_western_pennsylv_7ac49e7444,place,noun,place,grain says 'one row per place',high,place,place.,DATASPATIAL_WKB,12,star-cte-resolved,False,3,0,0,0,1,0,0,1
stg_portal_cka_western_pennsylv_7bfb1a4c7d__records,staging,portal_cka_western_pennsylv_7bfb1a4c7d,program,noun,program,dataset title token 'program' in: allegheny county farmers market nutrition program,medium,record,,MARKET_ID,14,star-cte-resolved,False,0,0,5,1,2,0,0,0
stg_portal_cka_western_pennsylv_7d8c19b074__records,staging,portal_cka_western_pennsylv_7d8c19b074,asset,noun,bridges,dataset title token 'bridges' in: allegheny county-owned bridges points,medium,record,,ET_ID,14,star-cte-resolved,False,0,0,1,1,0,0,0,0
stg_portal_cka_western_pennsylv_82d49e467f__places,staging,portal_cka_western_pennsylv_82d49e467f,place,noun,place,grain says 'one row per place',high,place,place.,DATASPATIAL_WKB,8,star-cte-resolved,False,0,0,1,0,0,0,0,0
stg_portal_cka_western_pennsylv_8863985427__places,staging,portal_cka_western_pennsylv_8863985427,place,noun,place,grain says 'one row per place',high,place,place.,LONGITUDE,24,star-cte-resolved,False,0,0,3,1,1,0,0,0
stg_portal_cka_western_pennsylv_8a08b89d4d__places,staging,portal_cka_western_pennsylv_8a08b89d4d,place,noun,place,grain says 'one row per place',high,place,place.,GEOMETRY,10,star-cte-resolved,False,3,0,1,0,0,0,0,0
stg_portal_cka_western_pennsylv_8b35a60c42__places,staging,portal_cka_western_pennsylv_8b35a60c42,place,noun,place,grain says 'one row per place',high,place,place.,GEOMETRY,9,star-cte-resolved,False,1,0,2,0,0,0,0,0
stg_portal_cka_western_pennsylv_8b4d96292c__places,staging,portal_cka_western_pennsylv_8b4d96292c,place,noun,place,grain says 'one row per place',high,place,place.,SHAPE_LENGTH,13,star-cte-resolved,False,0,0,0,1,0,0,0,3
stg_portal_cka_western_pennsylv_90a0a8b740__records,staging,portal_cka_western_pennsylv_90a0a8b740,case,event+noun,appeals,dataset title token 'appeals' in: allegheny county finished property assessment appeals,medium,record,,PARCEL_ID,31,star-cte-resolved,False,4,1,1,1,9,0,0,3
stg_portal_cka_western_pennsylv_90c8ee5e0c__places,staging,portal_cka_western_pennsylv_90c8ee5e0c,place,noun,place,grain says 'one row per place',high,place,place.,GEOMETRY,18,star-cte-resolved,False,0,0,2,0,1,0,3,2
stg_portal_cka_western_pennsylv_93f5df3d76__places,staging,portal_cka_western_pennsylv_93f5df3d76,place,noun,place,grain says 'one row per place',high,place,place.,LONGITUDE,20,star-cte-resolved,False,4,1,5,0,0,0,0,0
stg_portal_cka_western_pennsylv_9b3ec4abb9__places,staging,portal_cka_western_pennsylv_9b3ec4abb9,place,noun,place,grain says 'one row per place',high,place,place.,LONGITUDE,25,star-cte-resolved,False,2,0,5,1,4,0,0,0
stg_portal_cka_western_pennsylv_9ef4c60f58__records,staging,portal_cka_western_pennsylv_9ef4c60f58,payment,event,payment,dataset title token 'payment' in: pittsburgh parking meters and payment points,medium,record,,ID,12,star-cte-resolved,False,0,0,4,2,1,0,0,0
stg_portal_cka_western_pennsylv_a28434a3c7__places,staging,portal_cka_western_pennsylv_a28434a3c7,place,noun,place,grain says 'one row per place',high,place,place.,DATASPATIAL_WKB,9,star-cte-resolved,False,0,0,1,0,1,0,0,0
stg_portal_cka_western_pennsylv_a3608ce8e0__places,staging,portal_cka_western_pennsylv_a3608ce8e0,place,noun,place,grain says 'one row per place',high,place,place.,GEOMETRY,16,star-cte-resolved,False,0,0,4,0,0,0,0,0
stg_portal_cka_western_pennsylv_a3b7349811__records,staging,portal_cka_western_pennsylv_a3b7349811,crosswalk,link,mapping,dataset title token 'mapping' in: domi street closures for gis mapping,medium,record,,CLOSURE_ID,28,star-cte-resolved,False,2,0,4,3,2,0,0,4
stg_portal_cka_western_pennsylv_aad84a1f6e__records,staging,portal_cka_western_pennsylv_aad84a1f6e,facility,noun,facilities,dataset title token 'facilities' in: city of pittsburgh facilities,medium,record,,ID,23,star-cte-resolved,False,0,0,7,2,1,0,0,0
stg_portal_cka_western_pennsylv_ab591e1d68__places,staging,portal_cka_western_pennsylv_ab591e1d68,place,noun,place,grain says 'one row per place',high,place,place.,LONGITUDE,18,star-cte-resolved,False,0,0,6,2,0,0,0,0
stg_portal_cka_western_pennsylv_abe01a0035__places,staging,portal_cka_western_pennsylv_abe01a0035,place,noun,place,grain says 'one row per place',high,place,place.,GEOMETRY,14,star-cte-resolved,False,0,0,1,1,0,0,0,1
stg_portal_cka_western_pennsylv_acac6b8fec__places,staging,portal_cka_western_pennsylv_acac6b8fec,place,noun,place,grain says 'one row per place',high,place,place.,LONGITUDE,7,star-cte-resolved,False,0,0,2,0,0,0,0,0
stg_portal_cka_western_pennsylv_ad0d8250df__places,staging,portal_cka_western_pennsylv_ad0d8250df,place,noun,place,grain says 'one row per place',high,place,place.,LATITUDE,20,star-cte-resolved,False,0,0,6,0,0,0,0,0
stg_portal_cka_western_pennsylv_b25e480dfc__assets,staging,portal_cka_western_pennsylv_b25e480dfc,asset,noun,asset,grain says 'one row per asset',high,asset,asset.,ASSET_ID,47,star-cte-resolved,False,0,0,11,2,3,1,0,3
stg_portal_cka_western_pennsylv_b98322d4cc__places,staging,portal_cka_western_pennsylv_b98322d4cc,place,noun,place,grain says 'one row per place',high,place,place.,DATASPATIAL_WKT,8,star-cte-resolved,False,0,0,0,1,0,0,0,0
stg_portal_cka_western_pennsylv_bcbe92c64c__places,staging,portal_cka_western_pennsylv_bcbe92c64c,place,noun,place,grain says 'one row per place',high,place,place.,GEOMETRY,8,star-cte-resolved,False,0,0,1,0,0,0,0,1
stg_portal_cka_western_pennsylv_bdeb900523__places,staging,portal_cka_western_pennsylv_bdeb900523,place,noun,place,grain says 'one row per place',high,place,place.,GEOMETRY,26,star-cte-resolved,False,0,0,1,4,2,0,0,1
stg_portal_cka_western_pennsylv_bfee19f210__places,staging,portal_cka_western_pennsylv_bfee19f210,place,noun,place,grain says 'one row per place',high,place,place.,GEOMETRY,7,star-cte-resolved,False,0,0,1,0,0,0,0,0
stg_portal_cka_western_pennsylv_c458f119b1__places,staging,portal_cka_western_pennsylv_c458f119b1,place,noun,place,grain says 'one row per place',high,place,place.,LONGITUDE,25,star-cte-resolved,False,1,1,6,0,0,0,1,1
stg_portal_cka_western_pennsylv_c7339fba3b__records,staging,portal_cka_western_pennsylv_c7339fba3b,unresolved,noun,,"columns only: named located rows, undated",low,record,,GEO_ID,58,star-cte-resolved,False,0,0,3,0,0,0,0,0
stg_portal_cka_western_pennsylv_c87fa1c650__places,staging,portal_cka_western_pennsylv_c87fa1c650,place,noun,place,grain says 'one row per place',high,place,place.,GEOMETRY,38,star-cte-resolved,False,0,0,2,2,1,0,0,0
stg_portal_cka_western_pennsylv_d179e603d1__places,staging,portal_cka_western_pennsylv_d179e603d1,place,noun,place,grain says 'one row per place',high,place,place.,GEOID10,42,star-cte-resolved,False,3,0,4,3,0,0,0,1
stg_portal_cka_western_pennsylv_d7da51769c__records,staging,portal_cka_western_pennsylv_d7da51769c,case,event+noun,appeals,dataset title token 'appeals' in: allegheny county filed property assessment appeals,medium,record,,PARCEL_ID,19,star-cte-resolved,False,1,0,2,1,7,0,0,0
stg_portal_cka_western_pennsylv_ddb61776d0__records,staging,portal_cka_western_pennsylv_ddb61776d0,violation,event,violations,dataset title token 'violations' in: allegheny county plumbing inspections & violations,medium,record,,INSPECTION_ID,22,star-cte-resolved,False,1,0,3,2,2,0,1,0
stg_portal_cka_western_pennsylv_e91e8047aa__places,staging,portal_cka_western_pennsylv_e91e8047aa,place,noun,place,grain says 'one row per place',high,place,place.,DATASPATIAL_WKB,8,star-cte-resolved,False,0,0,1,0,2,0,0,0
stg_portal_cka_western_pennsylv_eac54ade9a__places,staging,portal_cka_western_pennsylv_eac54ade9a,place,noun,place,grain says 'one row per place',high,place,place.,DATASPATIAL_WKB,11,star-cte-resolved,False,0,0,1,0,0,0,0,0
stg_portal_cka_western_pennsylv_ed65b530a3__places,staging,portal_cka_western_pennsylv_ed65b530a3,place,noun,places,name token 'places',medium,record,place.,"GEOID, QUARTER",76,star-cte-resolved,False,0,0,4,0,0,0,0,5
stg_portal_cka_western_pennsylv_eed8a7bfa0__places,staging,portal_cka_western_pennsylv_eed8a7bfa0,place,noun,place,grain says 'one row per place',high,place,place.,GEOMETRY,18,star-cte-resolved,False,0,0,3,1,0,0,0,1
stg_portal_cka_western_pennsylv_ef682f7e59__records,staging,portal_cka_western_pennsylv_ef682f7e59,registration,event+noun,permits,dataset title token 'permits' in: pli permits,medium,record,,PERMIT_ID,20,star-cte-resolved,False,1,0,4,1,4,0,0,2
stg_portal_cka_western_pennsylv_f1da76157b__places,staging,portal_cka_western_pennsylv_f1da76157b,place,noun,place,grain says 'one row per place',high,place,place.,GEOMETRY,5,star-cte-resolved,False,0,0,1,0,0,0,0,0
