NPI,EXCLUSION_TYPE,GENERAL_CATEGORY,SPECIALTY,STATE,EXCLUSION_YEAR,REINSTATEMENT_YEAR,PAY_YEAR,NATURE_OF_PAYMENT,N_PAYMENTS,TOTAL_DOLLARS,AFTER_EXCLUSION_FLAG
1437795739,1128a3,EMPLOYEE - FEDERAL -,EMPLOYEE - GRADE UNK,OK,2024,,2022,Food and Beverage,1,23.46,0
1548281413,1128a1,"PHYSICIAN (MD, DO)",NEUROLOGY,WV,2023,,2022,Food and Beverage,1,23.4,0
1750479788,1128b4,"MEDICAL PRACTICE, MD",GENERAL PRACTICE,MS,2010,,2023,Food and Beverage,1,23.37,1
1386816544,1128a4,"PHYSICIAN (MD, DO)",GENERAL PRACTICE,FL,2023,,2024,Food and Beverage,1,23.32,1
1053301671,1128b4,"PHYSICIAN (MD, DO)",OTORHINOLARYNGOLOGY,OH,2025,,2022,Food and Beverage,1,23.3,0
1144411471,1128b4,"PHYSICIAN (MD, DO)",PSYCHIATRY,OH,2024,,2023,Food and Beverage,1,23.17,0
1275785958,1128b4,IND- LIC HC SERV PRO,NURSE/NURSES AIDE,CT,2017,,2024,Food and Beverage,1,23.11,1
1013376128,1128a1,IND- LIC HC SERV PRO,PHYSICIAN ASSISTANT,SC,2025,,2023,Food and Beverage,1,23.09,0
1265410591,1128b6,"PHYSICIAN (MD, DO)",INTERNAL MEDICINE,KS,2019,,2023,Food and Beverage,3,23.05,1
1164749693,1128a4,IND- LIC HC SERV PRO,PHYSICIAN ASSISTANT,NV,2025,,2022,Food and Beverage,1,23.01,0
1053301671,1128b4,"PHYSICIAN (MD, DO)",OTORHINOLARYNGOLOGY,OH,2025,,2023,Travel and Lodging,1,22.96,0
1396085015,1128a1,IND- LIC HC SERV PRO,PODIATRY,TN,2024,,2022,Food and Beverage,1,22.92,0
1679542914,1128b4,"PHYSICIAN (MD, DO)",INTERNAL MEDICINE,VA,2014,,2022,Food and Beverage,1,22.92,1
1790740686,1128a4,"PHYSICIAN (MD, DO)",FAMILY PRACTICE,IN,2017,,2024,Food and Beverage,1,22.91,1
1679504377,1128a4,"MEDICAL PRACTICE, MD",FAMILY PRACTICE,IL,2010,,2024,Food and Beverage,1,22.89,1
1871716290,1128a1,IND- LIC HC SERV PRO,DENTIST,FL,2019,,2022,Food and Beverage,1,22.87,1
1205813441,1128a1,"PHYSICIAN (MD, DO)",GENERAL PRACTICE,OH,2014,,2022,Food and Beverage,1,22.85,1
1386684868,1128a4,"PHYSICIAN (MD, DO)",FAMILY PRACTICE,ME,2025,,2023,Food and Beverage,1,22.81,0
1710065958,1128a1,IND- LIC HC SERV PRO,PODIATRY,NY,2019,,2023,Food and Beverage,1,22.6,1
1568549178,1128a1,"PHYSICIAN (MD, DO)",FAMILY PRACTICE,FL,2021,,2022,Food and Beverage,1,22.59,1
1235139692,1128b7,"PHYSICIAN (MD, DO)",ORTHOPEDICS,OK,2020,,2022,Food and Beverage,1,22.59,1
1134171697,1128a2,"PHYSICIAN (MD, DO)",PAIN MANAGEMENT,PA,2021,,2023,Food and Beverage,1,22.56,1
1811934318,1128a1,"PHYSICIAN (MD, DO)",FAMILY PRACTICE,NC,2023,,2022,Food and Beverage,1,22.45,0
1669422523,1128a1,"PHYSICIAN (MD, DO)",SURGERY,WV,2018,,2024,Food and Beverage,1,22.36,1
1790740686,1128a4,"PHYSICIAN (MD, DO)",FAMILY PRACTICE,IN,2017,,2023,Food and Beverage,1,22.18,1
1790727642,1128a2,"PHYSICIAN (MD, DO)",GENERAL PRACTICE,FL,2014,,2024,Food and Beverage,1,22.16,1
1891752564,1128a1,IND- LIC HC SERV PRO,PODIATRY,AL,2018,,2023,Food and Beverage,1,22.04,1
1689837452,1128b4,"PHYSICIAN (MD, DO)",PSYCHIATRY,IL,2016,,2024,Food and Beverage,1,22.02,1
1336338458,1128b4,"PHYSICIAN (MD, DO)",GYN/OBS,CA,2024,,2022,Food and Beverage,1,21.94,0
1669412946,1128a1,"PHYSICIAN (MD, DO)",GENERAL PRACTICE,NJ,2016,,2024,Food and Beverage,1,21.87,1
1215701834,1128b4,IND- LIC HC SERV PRO,PHYSICIAN ASSISTANT,MS,2025,,2023,Food and Beverage,1,21.85,0
1699761205,1128a2,"MEDICAL PRACTICE, MD",ONCOLOGY,GA,2009,,2023,Food and Beverage,1,21.81,1
1821050485,1128a3,"PHYSICIAN (MD, DO)",PSYCHIATRY,PA,2021,,2024,Food and Beverage,1,21.78,1
1245233063,1128a4,"PHYSICIAN (MD, DO)",GENERAL PRACTICE,IL,2023,,2022,Food and Beverage,22,463.77,0
1427060011,1128b4,"PHYSICIAN (MD, DO)",GENERAL PRACTICE,CA,2026,,2022,Travel and Lodging,2,462.48,0
1710083977,1128a1,IND- LIC HC SERV PRO,NURSE PRACTITIONER (,PA,2025,,2023,Food and Beverage,19,461.76,0
1033111000,1128a1,"PHYSICIAN (MD, DO)",OTORHINOLARYNGOLOGY,NC,2024,,2022,Food and Beverage,13,460.87,0
1750551818,1128b1,IND- LIC HC SERV PRO,PHYSICIAN ASSISTANT,SC,2011,,2024,Food and Beverage,6,458.75,1
1154552305,1128a1,"PHYSICIAN (MD, DO)",FAMILY PRACTICE,CA,2026,,2022,Food and Beverage,23,456.52,0
1215941349,1128b4,IND- LIC HC SERV PRO,NURSE/NURSES AIDE,OH,2018,,2022,Travel and Lodging,4,453.42,1
1922398114,1128a1,"PHYSICIAN (MD, DO)",GENERAL PRACTICE,DC,2024,,2022,Consulting Fee,1,450.0,0
1992124937,1128a3,"PHYSICIAN (MD, DO)",ANESTHESIOLOGY,MO,2025,,2024,Consulting Fee,1,450.0,0
1891876520,1128a3,IND- LIC HC SERV PRO,PODIATRY,CA,2023,,2022,Travel and Lodging,2,449.96,0
1285673012,1128a1,"PHYSICIAN (MD, DO)",INTERNAL MEDICINE,TX,2015,,2022,Education,9,449.42,1
1922246594,1128a3,"PHYSICIAN (MD, DO)",FAMILY PRACTICE,KY,2026,,2023,Food and Beverage,42,447.83,0
1528185303,1128a1,"PHYSICIAN (MD, DO)",GENERAL PRACTICE,MI,2023,,2022,Food and Beverage,15,447.33,0
1568456382,1128a1,"PHYSICIAN (MD, DO)",PEDIATRICS,PA,2018,,2023,Food and Beverage,3,446.19,1
1497749089,1128a1,"PHYSICIAN (MD, DO)",GYN/OBS,PA,2018,,2023,Food and Beverage,3,446.19,1
1992735591,1128a1,"PHYSICIAN (MD, DO)",INTERNAL MEDICINE,CA,2023,,2022,Food and Beverage,19,440.81,0
1649213463,1128a1,"PHYSICIAN (MD, DO)",FAMILY PRACTICE,MI,2026,,2023,Food and Beverage,17,440.34,0
1619011988,1128a3,"PHYSICIAN (MD, DO)",INTERNAL MEDICINE,TX,2024,,2022,Debt forgiveness,1,421.36,0
1205800257,1128a3,"PHYSICIAN (MD, DO)",GENERAL PRACTICE,MO,2024,,2022,Food and Beverage,16,418.19,0
1710083977,1128a1,IND- LIC HC SERV PRO,NURSE PRACTITIONER (,PA,2025,,2022,Food and Beverage,27,418.12,0
1891002424,1128a4,"PHYSICIAN (MD, DO)",PSYCHIATRY,MD,2024,,2022,Travel and Lodging,1,415.22,0
1144473208,1128b4,"PHYSICIAN (MD, DO)",SURGERY,PA,2026,,2022,Travel and Lodging,4,415.03,0
1063436947,1128b4,"PHYSICIAN (MD, DO)",FAMILY PRACTICE,TX,2025,,2024,Food and Beverage,7,414.65,0
1982693511,1128a1,"PHYSICIAN (MD, DO)",FAMILY PRACTICE,NJ,2023,,2023,Food and Beverage,13,414.65,1
1083654669,1128a1,"PHYSICIAN (MD, DO)",INTERNAL MEDICINE,VA,2023,,2023,Food and Beverage,11,412.6,1
1104968684,1128a1,"PHYSICIAN (MD, DO)",FAMILY PRACTICE,TX,2025,,2024,Food and Beverage,12,407.28,0
1619069739,1128b4,"PHYSICIAN (MD, DO)",GENERAL PRACTICE,VA,2025,,2024,Food and Beverage,21,406.51,0
1801891007,1128a1,"PHYSICIAN (MD, DO)",PAIN MANAGEMENT,OH,2022,,2022,Food and Beverage,14,405.17,1
1790795383,1128a1,"PHYSICIAN (MD, DO)",INTERNAL MEDICINE,TX,2025,,2023,Food and Beverage,35,401.74,0
1568690014,1128b4,"PHYSICIAN (MD, DO)",GENERAL PRACTICE,FL,2025,,2024,Food and Beverage,10,399.88,0
1821047218,1128a1,"PHYSICIAN (MD, DO)",FAMILY PRACTICE,IL,2026,,2023,Food and Beverage,23,399.54,0
1609237239,1128a4,IND- LIC HC SERV PRO,NURSE PRACTITIONER (,TX,2025,,2023,Food and Beverage,25,398.84,0
1235142894,1128a1,"PHYSICIAN (MD, DO)",GENERAL PRACTICE,CA,2025,,2023,Food and Beverage,22,398.51,0
1790126316,1128a2,"PHYSICIAN (MD, DO)",PLASTIC SURGERY,CA,2025,,2022,Food and Beverage,12,395.91,0
1053360966,1128a1,"PHYSICIAN (MD, DO)",FAMILY PRACTICE,WV,2018,,2023,Food and Beverage,22,393.08,1
1184983066,1128b4,IND- LIC HC SERV PRO,DENTIST,NC,2025,,2022,Food and Beverage,8,391.66,0
1497745905,1128a1,"PHYSICIAN (MD, DO)",INTERNAL MEDICINE,NJ,2018,,2024,Food and Beverage,3,390.45,1
1053458018,1128a1,"PHYSICIAN (MD, DO)",INTERNAL MEDICINE,NY,2015,,2023,Food and Beverage,3,384.28,1
1124109830,1128b4,"PHYSICIAN (MD, DO)",INTERNAL MEDICINE,NC,2026,,2022,Food and Beverage,19,380.29,0
1891876520,1128a3,IND- LIC HC SERV PRO,PODIATRY,CA,2023,,2024,Travel and Lodging,1,378.96,1
1942470422,1128a1,IND- LIC HC SERV PRO,DENTIST,CA,2024,,2022,Food and Beverage,12,375.18,0
1942375837,1128a1,"PHYSICIAN (MD, DO)",FAMILY PRACTICE,MI,2024,,2022,Food and Beverage,23,375.07,0
1306877766,1128a4,IND- LIC HC SERV PRO,PHYSICIAN ASSISTANT,TX,2023,,2023,Food and Beverage,13,371.97,1
1881424968,1128b4,IND- LIC HC SERV PRO,NURSE/NURSES AIDE,FL,2026,,2024,Food and Beverage,3,371.89,0
1790795383,1128a1,"PHYSICIAN (MD, DO)",INTERNAL MEDICINE,TX,2025,,2022,Food and Beverage,31,371.06,0
1043590250,1128a4,IND- LIC HC SERV PRO,PHYSICIAN ASSISTANT,CA,2018,,2024,Food and Beverage,3,370.26,1
1275747081,1128a4,IND- LIC HC SERV PRO,NURSE PRACTITIONER (,WV,2022,,2023,Food and Beverage,3,368.51,1
1922398114,1128a1,"PHYSICIAN (MD, DO)",GENERAL PRACTICE,DC,2024,,2022,Food and Beverage,11,367.25,0
1659338523,1128a1,IND- LIC HC SERV PRO,DENTIST,CA,2020,,2022,Education,1,367.0,1
1679643639,1128a1,"PHYSICIAN (MD, DO)",INFECTIOUS DISEASE,TN,2024,,2023,Food and Beverage,20,362.87,0
1174688493,1128a1,"PHYSICIAN (MD, DO)",INTERNAL MEDICINE,NY,2019,,2022,Food and Beverage,22,361.78,1
1548798309,1128a4,IND- LIC HC SERV PRO,NURSE PRACTITIONER (,KY,2025,,2022,Food and Beverage,19,360.75,0
1174850317,1128a2,IND- LIC HC SERV PRO,DENTIST,IL,2021,,2022,Food and Beverage,2,358.16,1
1043369093,1128a4,"PHYSICIAN (MD, DO)",ONCOLOGY,PA,2017,,2023,Food and Beverage,2,356.66,1
1518967207,1128a1,"PHYSICIAN (MD, DO)",ORTHOPEDICS,MD,2023,,2024,Food and Beverage,3,354.75,1
1467740696,1128b4,"PHYSICIAN (MD, DO)",FAMILY PRACTICE,CA,2024,,2022,Food and Beverage,18,354.39,0
1356323059,1128b14,IND- LIC HC SERV PRO,DENTIST,NY,2013,,2024,Education,6,350.0,1
1962439620,1128a4,"MEDICAL PRACTICE, MD",NEUROLOGY,NY,2009,,2023,Food and Beverage,5,344.59,1
1811930357,1128b3,"PHYSICIAN (MD, DO)",PAIN MANAGEMENT,NV,2024,,2022,Food and Beverage,15,344.34,0
1609808500,1128a1,"PHYSICIAN (MD, DO)",FAMILY PRACTICE,TX,2025,,2022,Food and Beverage,30,344.28,0
1407961188,1128a3,"PHYSICIAN (MD, DO)",NEUROLOGY,CA,2022,,2023,Travel and Lodging,3,344.13,1
1922062181,1128b7,"PHYSICIAN (MD, DO)",PAIN MANAGEMENT,TX,2021,,2024,Food and Beverage,12,341.38,1
1306877766,1128a4,IND- LIC HC SERV PRO,PHYSICIAN ASSISTANT,TX,2023,,2024,Food and Beverage,12,339.06,1
1255479804,1128a2,IND- LIC HC SERV PRO,NURSE/NURSES AIDE,PA,2013,,2023,Food and Beverage,4,338.26,1
1144473208,1128b4,"PHYSICIAN (MD, DO)",SURGERY,PA,2026,,2022,Food and Beverage,5,337.19,0
1770556060,1128b4,"PHYSICIAN (MD, DO)",OPHTHALMOLOGY,CA,2026,,2024,Food and Beverage,15,336.76,0
1194871277,1128a1,"PHYSICIAN (MD, DO)",INTERNAL MEDICINE,PR,2024,,2022,Food and Beverage,16,333.21,0
1700925203,1128a1,IND- LIC HC SERV PRO,DENTIST,NY,2014,,2023,Education,2,150.0,1
1891920492,1128b4,"PHYSICIAN (MD, DO)",PSYCHIATRY,FL,2022,,2023,Consulting Fee,1,150.0,1
1053669473,1128a1,IND- LIC HC SERV PRO,DENTIST,CT,2025,,2024,Education,1,150.0,0
1356323059,1128b14,IND- LIC HC SERV PRO,DENTIST,NY,2013,,2022,Education,2,150.0,1
1730364092,1128a2,IND- LIC HC SERV PRO,CHIROPRACTIC,OH,2025,,2022,Food and Beverage,1,149.82,0
1841287679,1128a1,"PHYSICIAN (MD, DO)",FAMILY PRACTICE,AL,2022,,2023,Food and Beverage,2,149.76,1
1700821709,1128b4,"PHYSICIAN (MD, DO)",SURGERY,CA,2025,,2022,Food and Beverage,3,149.41,0
1952454928,1128a1,"PHYSICIAN (MD, DO)",INTERNAL MEDICINE,PA,2020,,2023,Food and Beverage,1,149.37,1
1871708180,1128b4,"PHYSICIAN (MD, DO)",GENERAL PRACTICE,FL,2026,,2024,Food and Beverage,3,149.22,0
1568456382,1128a1,"PHYSICIAN (MD, DO)",PEDIATRICS,PA,2018,,2024,Food and Beverage,1,149.07,1
1497749089,1128a1,"PHYSICIAN (MD, DO)",GYN/OBS,PA,2018,,2024,Food and Beverage,1,149.07,1
1649339946,1128b14,"PHYSICIAN (MD, DO)",PEDIATRICS,CA,2018,,2023,Food and Beverage,1,148.8,1
1174506711,1128a1,"PHYSICIAN (MD, DO)",FAMILY PRACTICE,NY,2017,,2023,Food and Beverage,8,148.7,1
1891879003,1128b4,"PHYSICIAN (MD, DO)",FAMILY PRACTICE,CA,2016,,2022,Food and Beverage,1,148.52,1
1396843132,1128b4,"PHYSICIAN (MD, DO)",PSYCHIATRY,NC,2024,,2022,Education,3,147.92,0
1376538496,1128a1,"PHYSICIAN (MD, DO)",ANESTHESIOLOGY,AZ,2025,,2022,Food and Beverage,8,147.86,0
1730137340,1128a2,"PHYSICIAN (MD, DO)",CARDIOLOGY,CA,2012,,2024,Food and Beverage,1,147.82,1
1689766933,1128b14,CHIROPRACTIC PRACT,CHIROPRACTIC,NY,2010,,2023,Food and Beverage,2,147.31,1
1437107406,1128a1,IND- LIC HC SERV PRO,OPTOMETRY,TX,2025,,2022,Food and Beverage,3,147.31,0
1912008525,1128a1,"PHYSICIAN (MD, DO)",GENERAL PRACTICE,KS,2024,,2022,Food and Beverage,6,147.18,0
1497915185,1128a1,"PHYSICIAN (MD, DO)",GYN/OBS,IL,2025,,2023,Food and Beverage,5,146.87,0
1003035395,1128a1,BUS OWNER/EXEC,HOME HEALTH AGENCY,WV,2025,,2024,Food and Beverage,2,146.43,0
1093002586,1128b4,"PHYSICIAN (MD, DO)",GYN/OBS,OH,2023,,2023,Food and Beverage,8,145.75,1
1720475247,1128b4,"PHYSICIAN (MD, DO)",GENERAL PRACTICE,FL,2026,,2022,Food and Beverage,6,145.66,0
1790753739,1128a1,"PHYSICIAN (MD, DO)",CARDIOLOGY,NJ,2022,,2022,Food and Beverage,1,145.59,1
1770667677,1128a3,"PHYSICIAN (MD, DO)",SURGERY,NY,2018,,2024,Food and Beverage,1,145.5,1
1386631794,1128a2,"PHYSICIAN (MD, DO)",PAIN MANAGEMENT,NY,2015,,2023,Food and Beverage,1,145.39,1
1942470422,1128a1,IND- LIC HC SERV PRO,DENTIST,CA,2024,,2024,Food and Beverage,5,144.65,1
1699761205,1128a2,"MEDICAL PRACTICE, MD",ONCOLOGY,GA,2009,,2024,Food and Beverage,2,144.41,1
1679519334,1128b4,"MEDICAL PRACTICE, MD",FAMILY PRACTICE,OR,2011,,2022,Food and Beverage,1,144.18,1
1427136043,1128a1,"PHYSICIAN (MD, DO)",NEUROLOGY,MI,2020,,2022,Food and Beverage,3,144.14,1
1053452615,1128b4,"PHYSICIAN (MD, DO)",SURGERY,ME,2023,,2024,Food and Beverage,1,143.36,1
1669507505,1128b4,"PHYSICIAN (MD, DO)",FAMILY PRACTICE,PA,2023,,2022,Food and Beverage,1,143.17,0
1104968684,1128a1,"PHYSICIAN (MD, DO)",FAMILY PRACTICE,TX,2025,,2023,Food and Beverage,7,143.07,0
1265696769,1128a3,IND- LIC HC SERV PRO,DENTIST,MS,2022,,2023,Food and Beverage,1,143.0,1
1245210764,1128a4,"PHYSICIAN (MD, DO)",PEDIATRICS,CT,2018,,2022,Food and Beverage,1,142.69,1
1366433187,1128b4,"PHYSICIAN (MD, DO)",FAMILY PRACTICE,TN,2025,,2023,Food and Beverage,2,142.1,0
1184609885,1128a3,"PHYSICIAN (MD, DO)",GENERAL PRACTICE,CA,2022,,2023,Food and Beverage,1,141.96,1
1134139884,1128a4,"PHYSICIAN (MD, DO)",PAIN MANAGEMENT,CA,2015,,2023,Food and Beverage,2,141.95,1
1336537299,1128a3,IND- LIC HC SERV PRO,NURSE PRACTITIONER (,FL,2025,,2022,Food and Beverage,9,141.69,0
1972685758,1128a1,"PHYSICIAN (MD, DO)",PSYCHIATRY,PR,2023,,2022,Food and Beverage,3,141.2,0
1326681024,1128a1,IND- LIC HC SERV PRO,NURSE/NURSES AIDE,NJ,2026,,2024,Food and Beverage,2,140.4,0
1932311735,1128a1,IND- LIC HC SERV PRO,OPTOMETRY,LA,2020,,2024,Food and Beverage,4,140.34,1
1770078677,1128b4,IND- LIC HC SERV PRO,NURSE/NURSES AIDE,MO,2024,,2022,Food and Beverage,6,139.27,0
1073705315,1128b4,IND- LIC HC SERV PRO,PHYSICIAN ASSISTANT,WA,2024,,2024,Food and Beverage,1,139.04,1
1720031503,1128a1,"PHYSICIAN (MD, DO)",PAIN MANAGEMENT,GA,2025,,2023,Education,1,138.75,0
1790706745,1128a1,"PHYSICIAN (MD, DO)",FAMILY PRACTICE,PA,2024,,2022,Food and Beverage,8,137.88,0
1295166577,1128a1,IND- LIC HC SERV PRO,PHYSICIAN ASSISTANT,TX,2025,,2024,Food and Beverage,7,137.32,0
1326046616,1128b4,"PHYSICIAN (MD, DO)",FAMILY PRACTICE,TX,2025,,2023,Food and Beverage,3,137.2,0
1801891007,1128a1,"PHYSICIAN (MD, DO)",PAIN MANAGEMENT,OH,2022,,2024,Food and Beverage,2,136.68,1
1497047435,1128a4,"PHYSICIAN (MD, DO)",GENERAL PRACTICE,WI,2019,,2023,Food and Beverage,2,135.59,1
1518967207,1128a1,"PHYSICIAN (MD, DO)",ORTHOPEDICS,MD,2023,,2023,Food and Beverage,1,135.5,1
1477743094,1128a3,"PHYSICIAN (MD, DO)",PLASTIC SURGERY,CA,2025,,2024,Food and Beverage,1,134.85,0
1194984237,1128a1,IND- LIC HC SERV PRO,PHYSICIAN ASSISTANT,NY,2017,,2024,Food and Beverage,1,134.18,1
1922165083,1128b4,IND- LIC HC SERV PRO,DENTIST,WI,2014,,2024,Food and Beverage,1,133.69,1
1174588891,1128b4,"PHYSICIAN (MD, DO)",INTERNAL MEDICINE,CA,2026,,2024,Food and Beverage,3,133.32,0
1720158066,1128b4,"PHYSICIAN (MD, DO)",SURGERY,LA,2023,,2022,Food and Beverage,1,133.2,0
1831714906,1128b4,IND- LIC HC SERV PRO,NURSE PRACTITIONER (,FL,2026,,2022,Food and Beverage,1,132.4,0
1063436947,1128b4,"PHYSICIAN (MD, DO)",FAMILY PRACTICE,TX,2025,,2024,Education,1,132.07,0
1235142894,1128a1,"PHYSICIAN (MD, DO)",GENERAL PRACTICE,CA,2025,,2024,Food and Beverage,5,131.78,0
1053458018,1128a1,"PHYSICIAN (MD, DO)",INTERNAL MEDICINE,NY,2015,,2024,Food and Beverage,1,131.42,1
1225039258,1128b4,"PHYSICIAN (MD, DO)",INTERNAL MEDICINE,KY,2025,,2023,Food and Beverage,1,131.37,0
1962553560,1128a3,"PHYSICIAN (MD, DO)",SURGERY,FL,2023,,2022,Food and Beverage,9,130.09,0
1235146002,1128a3,"PHYSICIAN (MD, DO)",ONCOLOGY,WV,2026,,2022,"Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program",1,130.0,0
1326046616,1128b4,"PHYSICIAN (MD, DO)",FAMILY PRACTICE,TX,2025,,2022,Food and Beverage,8,129.85,0
1750320412,1128b7,"PHYSICIAN (MD, DO)",INTERNAL MEDICINE,MD,2015,,2023,Food and Beverage,1,129.47,1
1013093178,1128a3,"PHYSICIAN (MD, DO)",NEUROLOGY,WI,2016,,2022,Royalty or License,3,129.34,1
1619226438,1128b4,IND- LIC HC SERV PRO,NURSE/NURSES AIDE,PA,2026,,2023,Food and Beverage,1,129.26,0
1861518755,1128a3,DENTAL PRACTICE,DENTIST,NY,2011,,2024,Honoraria,2,129.11,1
1760424972,1128a1,IND- LIC HC SERV PRO,PHYSICIAN ASSISTANT,MI,2025,,2023,Food and Beverage,6,128.24,0
1104849900,1128a2,IND- LIC HC SERV PRO,DENTIST,WA,2015,,2023,Food and Beverage,3,127.85,1
1992071468,1128a4,"PHYSICIAN (MD, DO)",GENERAL PRACTICE,NC,2020,,2023,Food and Beverage,1,127.76,1
1497723738,1128b4,"PHYSICIAN (MD, DO)",GENERAL PRACTICE,NV,2026,,2022,Food and Beverage,2,127.66,0
1821087305,1128a1,"PHYSICIAN (MD, DO)",INTERNAL MEDICINE,NJ,2019,,2023,Food and Beverage,1,127.4,1
1255343570,1128a3,IND- LIC HC SERV PRO,NURSE/NURSES AIDE,MS,2022,,2024,Food and Beverage,7,127.25,1
1124234356,1128b7,"PHYSICIAN (MD, DO)",SURGERY,NC,2022,,2023,Food and Beverage,5,127.08,1
1114918752,1128a4,"PHYSICIAN (MD, DO)",GENERAL PRACTICE,PA,2025,,2024,Food and Beverage,4,126.58,0
1790709913,1128a4,"PHYSICIAN (MD, DO)",GENERAL PRACTICE,GA,2016,,2022,Food and Beverage,1,125.94,1
1053313171,1128b4,"PHYSICIAN (MD, DO)",GENERAL PRACTICE,FL,2022,,2024,Food and Beverage,1,125.47,1
1083668172,1128a1,"PHYSICIAN (MD, DO)",OPHTHALMOLOGY,MO,2012,,2024,Food and Beverage,1,125.27,1
1881634954,1128a1,"MEDICAL PRACTICE, MD",INTERNAL MEDICINE,NY,2011,,2024,Food and Beverage,1,125.01,1
1225188766,1128a3,"PHYSICIAN (MD, DO)",PSYCHIATRY,FL,2016,,2023,Food and Beverage,1,125.01,1
1720159916,1128a1,"PHYSICIAN (MD, DO)",INTERNAL MEDICINE,NJ,2015,,2022,Food and Beverage,1,125.0,1
1568476968,1128b4,"PHYSICIAN (MD, DO)",UROLOGY,NY,2017,,2023,Food and Beverage,1,125.0,1
1225188766,1128a3,"PHYSICIAN (MD, DO)",PSYCHIATRY,FL,2016,,2024,Food and Beverage,1,125.0,1
1194815266,1128b4,"PHYSICIAN (MD, DO)",PSYCHIATRY,LA,2015,,2022,Food and Beverage,1,125.0,1
1265484802,1128a4,"PHYSICIAN (MD, DO)",INTERNAL MEDICINE,NY,2022,,2023,Food and Beverage,1,125.0,1
1245347574,1128a1,"PHYSICIAN (MD, DO)",GENERAL PRACTICE,GA,2012,,2023,Food and Beverage,1,124.99,1
1073615118,1128a1,"PHYSICIAN (MD, DO)",ONCOLOGY,CA,2024,,2024,Food and Beverage,1,124.98,1
1154336907,1128b4,"PHYSICIAN (MD, DO)",PSYCHIATRY,FL,2025,,2023,Food and Beverage,1,124.98,0
1811383102,1128b4,"PHYSICIAN (MD, DO)",INTERNAL MEDICINE,OH,2024,,2023,Food and Beverage,1,124.87,0
1255306973,1128a1,"PHYSICIAN (MD, DO)",INTERNAL MEDICINE,NY,2021,,2022,Food and Beverage,1,124.86,1
1114015138,1128a1,"PHYSICIAN (MD, DO)",INTERNAL MEDICINE,TX,2012,,2024,Food and Beverage,1,124.84,1
1609985852,1128a1,"PHYSICIAN (MD, DO)",FAMILY PRACTICE,TX,2025,,2024,Education,2,124.82,0
1003127655,1128a1,"PHYSICIAN (MD, DO)",INTERNAL MEDICINE,CA,2019,,2023,Food and Beverage,1,124.78,1
1497047435,1128a4,"PHYSICIAN (MD, DO)",GENERAL PRACTICE,WI,2019,,2022,Food and Beverage,9,124.76,1
1295896041,1128b4,"PHYSICIAN (MD, DO)",PLASTIC SURGERY,CA,2026,,2023,Food and Beverage,5,124.2,0
1184664435,1128a4,"PHYSICIAN (MD, DO)",GENERAL PRACTICE,MA,2012,,2022,Food and Beverage,1,123.53,1
1558556480,1128a4,"PHYSICIAN (MD, DO)",GENERAL PRACTICE,FL,2026,,2022,Food and Beverage,7,123.33,0
1447286158,1128a1,"PHYSICIAN (MD, DO)",FAMILY PRACTICE,TX,2023,,2024,Food and Beverage,1,123.3,1
1659418325,1128a1,"PHYSICIAN (MD, DO)",FAMILY PRACTICE,LA,2024,,2024,Food and Beverage,7,123.09,1
1760524573,1128a4,"PHYSICIAN (MD, DO)",PAIN MANAGEMENT,CA,2025,,2023,Food and Beverage,1,122.27,0
1669429908,1128a1,"PHYSICIAN (MD, DO)",INTERNAL MEDICINE,MO,2024,,2023,Food and Beverage,1,122.11,0
1285816868,1128b4,IND- LIC HC SERV PRO,PHYSICIAN ASSISTANT,CA,2025,,2023,Food and Beverage,2,121.9,0
1629142351,1128b4,IND- LIC HC SERV PRO,NURSE PRACTITIONER (,CA,2024,,2022,Food and Beverage,1,121.87,0
1275747081,1128a4,IND- LIC HC SERV PRO,NURSE PRACTITIONER (,WV,2022,,2024,Food and Beverage,1,121.82,1
1689949794,1128a4,IND- LIC HC SERV PRO,NURSE PRACTITIONER (,WV,2022,,2024,Food and Beverage,1,121.82,1
1881658219,1128b4,IND- LIC HC SERV PRO,PHYSICIAN ASSISTANT,NC,2016,,2023,Food and Beverage,1,121.13,1
1972683506,1128a4,IND- LIC HC SERV PRO,DENTIST,MI,2019,,2022,Food and Beverage,4,121.02,1
1104867712,1128a4,"PHYSICIAN (MD, DO)",FAMILY PRACTICE,FL,2023,,2024,Food and Beverage,1,121.02,1
1649201153,1128b4,IND- LIC HC SERV PRO,PODIATRY,ME,2025,,2023,Food and Beverage,6,120.65,0
1295818052,1128a4,OSTEOPATHIC PRAC,OSTEOPATHY,OH,2010,,2024,Food and Beverage,1,120.29,1
1992799704,1128b7,"PHYSICIAN (MD, DO)",PAIN MANAGEMENT,CA,2023,,2022,Food and Beverage,5,120.25,0
1104829639,1128b7,"PHYSICIAN (MD, DO)",CARDIOLOGY,TX,2020,,2023,Food and Beverage,2,119.95,1
1043361546,1128b4,"PHYSICIAN (MD, DO)",INTERNAL MEDICINE,CA,2026,,2022,Food and Beverage,5,119.38,0
1508527847,1128a3,IND- LIC HC SERV PRO,NURSE/NURSES AIDE,CA,2025,,2023,Food and Beverage,1,119.23,0
1457413734,1128a4,IND- LIC HC SERV PRO,DENTIST,MD,2026,,2024,Debt forgiveness,1,119.0,0
