story_id	lead_ids	primary_lead	headline	number	grade	verdict	novelty_guess	pre_known	sections	tables	watch_out	frozen_sha1
S143	170	170	Since 2020 only 19 of 295 argued Supreme Court cases came from state courts, the lowest share since 1946	6.4% since the 2020 term vs 14.1% (146 of 1,034) in 2005-19; state courts' share of petitions held at about 27%	B	narrowed	3		deep3	`LIBRARY_MARTS.JUSTICE.JUSTICE__FED_SCDB`, `LIBRARY_MARTS.JUSTICE.JUSTICE__FED_COURTLISTENER_DOCKETS`, `LIBRARY_MARTS.JUSTICE.JUSTICE__FED_COURTLISTENER_COURTS`	The petition side leans on CourtListener's appeal-from field, which misses many state appeals courts; the finding may already be known in legal scholarship.	973401441dd5
S144	171	171	One building at 410 Great Rd, Littleton, Massachusetts holds 49 separate federal gun-maker licensees, 16% of the state's	49 of Massachusetts' 303 maker licenses (type 07) at one address; only two US buildings hold 10+ separate maker licensees, both in Massachusetts	B	narrowed	4		deep3	`LIBRARY_MARTS.JUSTICE.JUSTICE__FED_ATF_FFL`	Renting suites to licensees is legal: this is a feature, not proof of wrongdoing, and the building key is a hand-cleaned address.	3f0173ff083c
S145	172	172	Vermont logged 77 private-sale gun background checks in 2022: 0.17 per 100 dealer checks, last of 10 states requiring them	0.17 private-sale checks per 100 dealer checks; median of the 10 law states 2.2; median of states with no law 0.10	B	narrowed	3		deep3	`LIBRARY_MARTS.JUSTICE.JUSTICE__FED_FBI_NICS_CHECKS`	"The dealer picks the ""private sale"" code, so this may show how Vermont sales get logged, not that sellers skip the check; the table stops at Sep 2023."	3475f15121c9
S146	173	173	"10 foreign groups hold 40% of US ""social welfare"" nonprofit assets, $133.4B; Mastercard Foundation and Novo Holdings lead"	$133.4B of $335.2B in 501(c)(4) assets; Mastercard Foundation (Toronto) $50.3B, Novo Holdings (Denmark) $36.2B; without those two, 20%	B	narrowed	4		deep3	`LIBRARY_MARTS.ECONOMICS.ECONOMICS__FED_IRS_SOI_CHARITIES`, `LIBRARY_MARTS.CORPORATE_REGISTRY.CORPORATE_REGISTRY__FED_IRS_EO_BMF`, `LIBRARY_MARTS.FINANCE.FINANCE__FED_SEC_13F_FILERS`, `LIBRARY_MARTS.FINANCE.FINANCE__FED_SEC_13F_HOLDINGS`	The share runs 39-41% depending on double counting (Novo Nordisk Fonden may own Novo Holdings) and on foreign groups at US addresses; the status is legal and may be tax-neutral.	e447305d3d50
S147	174,176	174	Customs refunds beat collections in May and June 2026; $113.5B left via the customs agency by Aug 7	June 2026: $49.18B refunded vs $23.63B collected (net -$25.56B); Jun 29 alone $35.49B; the FY2023-25 pace was $40M a day	B	narrowed	2		deep3	`LIBRARY_MARTS.ECONOMICS.ECONOMICS__FED_TREASURY_DTS_DEPOSITS`, `LIBRARY_MARTS.ECONOMICS.ECONOMICS__FED_TREASURY_MTS_RECEIPTS`	The likely cause (court-ordered refunds of the emergency IEEPA tariffs) comes from a Federal Register notice, not the money tables; the warehouse copies stop Jun 30 (monthly) and Aug 7 (daily).	a6321f614a40
S148	175	175	EU registrars renewed 11 of 13 sanctioned firms' global company IDs after listing; 9 still current, including four Iran-linked banks	11 of 13 renewed after the EU listing, like ordinary clients at the same offices (72-98%); London's registrar renewed 0 of its 4 UK-listed clients	B	narrowed	4		deep3	`LIBRARY_MARTS.ECONOMICS.ECONOMICS__INTL_GLEIF`, `LIBRARY_MARTS.JUSTICE.JUSTICE__INTL_EU_SANCTIONS`, `LIBRARY_MARTS.JUSTICE.JUSTICE__INTL_OPENSANCTIONS_DEFAULT`, `LIBRARY_MARTS.JUSTICE.JUSTICE__FED_OFAC_SDN`	Renewal may be lawful: EU rules allow licensed fees for upkeep of frozen assets and prepaid multi-year plans are common; 6 of the 8 renewed links come via OpenSanctions, not an ID the EU printed.	e73e924daf5d
S149	177	177	Homeland Security committed $50.97B in contracts Oct 2025-Jun 2026, 4.1x its usual; Fisher Sand & Gravel got $13.35B	$50.97B vs a $12.42B median for the same nine months of FY2019-2025; border-barrier construction at CBP is $27.0B of it	B	narrowed	2		deep3	`LIBRARY_MARTS.ECONOMICS.ECONOMICS__FED_USASPENDING_TOPTIER_AGENCIES`, `LIBRARY_MARTS.ECONOMICS.ECONOMICS__FED_USASPENDING_CONTRACTS_FULL_R2`	"The agency table's ""32 cents paid per dollar committed"" leaves a $192B gap five times the contract jump; reconcile the $281.3B DHS figure before using it."	791e8b29d0b5
S150	178	178	Federal injury filings (OSHA) cover 18-24% of Vermont's private hospital jobs, vs 88-94% typically; University of Vermont Medical Center absent	OSHA 300A summaries for 2023-2025 cover 18-24% of Vermont's 13,453 private general-hospital jobs; median state 88-94%; Hawaii 33-48%, New Mexico 24-38%	B	confirmed	4		deep3	`LIBRARY_MARTS.ECONOMICS.ECONOMICS__FED_BLS_QCEW`, `LIBRARY_MARTS.LABOR.LABOR__FED_OSHA_ITA_300A_SUMMARY_2023`, `LIBRARY_MARTS.LABOR.LABOR__FED_OSHA_ITA_300A_SUMMARY_2024`, `LIBRARY_MARTS.LABOR.LABOR__FED_OSHA_ITA_300A_SUMMARY_2025`	Vermont, New Mexico and Hawaii run their own state OSHA plans; if those never adopted the electronic filing rule (1904.41), it's a rule gap, not missing filings.	ec8d399f2616
S151	179	179	The tax agency revoked 108 nonprofits for not filing, yet its own e-file index holds a return from those years	108 auto-revoked 2019-2026 with a return received for one of the three missed years; 59 still unreinstated and off the exempt list; 27 quietly put back without a recorded reinstatement	B	narrowed	4		deep3	`LIBRARY_MARTS.ECONOMICS.ECONOMICS__FED_IRS_990_EFILE_INDEX`, `LIBRARY_MARTS.ECONOMICS.ECONOMICS__FED_IRS_AUTO_REVOCATIONS`, `LIBRARY_MARTS.CORPORATE_REGISTRY.CORPORATE_REGISTRY__FED_IRS_EO_BMF`	A late or wrong-form return received before the revocation date may not legally stop auto-revocation; get the IRS rule in writing. The claimed 6x time trend is an e-file-mandate artifact; drop it.	1b2346b5750a
S152	180	180	296.5 million Indians face severe hunger, by the UN food agency's own math, though it leaves India's line blank	"296.5M in 2022-24 = Southern Asia (363.4M) minus FAO's ""Southern Asia (excluding India)"" row (66.9M); 35% of FAO's 836.5M world total, up from 205.6M in 2014-16"	B	narrowed	3		deep3	`ECONOMICS__INTL_FAO_FAOSTAT_FOOD_SECURITY`	FAO never prints 296.5M; it's a subtraction of two FAO regional rows, so confirm how FAO builds regional totals (its SOFI technical annex) before print	2db86c728a84
S153	181	181	Holly Springs, Mississippi's city utility never billed 42.6% of the power it bought in 2024, worst of 425 city utilities	Bought 240,422 MWh (megawatt-hours) in 2024, billed 137,809; billed fell 224,000 (2022) → 178,000 (2023) → 138,000 (2024) while purchases held at 232,000-251,000; the median city utility loses 3.4%	B	narrowed	3		deep3	`ENERGY__FED_EIA861_OPERATIONAL_DATA`, `ENERGY__FED_EIA861_SALES_ULT_CUST`, `ENERGY__FED_EIA861_ADVANCED_METERS`	Only 2024 is in the warehouse (the 2019-23 trend came from EIA files pulled outside), and every check is the city's own filing, so a bad EIA filing is not ruled out	9b018c2de663
S154	182	182	Ohio utilities spent $3.22 per customer on saving electricity in 2024; Michigan, next door, spent $81.98	$3.22 per customer ($8.38 with utility-run demand response), 48th of 51 states; national median $31.09 ($39.50 with demand response); first-year savings 0.063% of Ohio's sales vs 1.692% in Michigan	B	narrowed	2		deep3	`ENERGY__FED_EIA861_ENERGY_EFFICIENCY`, `ENERGY__FED_EIA861_SALES_ULT_CUST`, `ENERGY__FED_EIA861_DEMAND_RESPONSE`	"One year only (2024), and ""no row"" for Duke Energy Ohio and Dayton P&L may not mean no program: demand response sold through the PJM grid market never shows up here"	c6fee83dc1e6
S155	183	183	FirstEnergy's seven utilities still send people to read 2.26 million meters, about 27% of all hand-read US meters	2,260,839 hand-read meters in 2024: about 27% of the US total (30% if EIA's estimated small-utility meters are left out) on 3.8% of all meters; its Ohio, Maryland and West Virginia utilities hand-read 57-83%, every other investor-owned utility there under 5%	B	narrowed	3		deep3	`ENERGY__FED_EIA861_ADVANCED_METERS`	"2024 only and self-reported; if regulator-approved smart-meter rollouts are underway, this catches FirstEnergy mid-swap: ""late"", not ""refused"""	f872eaee5102
S156	184	184	Ten coal plants made 30% of all monitored power-plant sulfur dioxide in 2025; Labadie, Missouri, alone made 5.3%	217,766 of 715,725 tons of SO2 (sulfur dioxide) from the 1,179 smokestack-monitored plants that emitted any in 2025; Labadie 38,232 tons; 7 of the 10 have no retirement or fuel-switch year on file with EIA	B	narrowed	2		deep3	`ENERGY__FED_EIA860_6_2_ENVIROEQUIP`, `ENERGY__FED_EIA860_6_1_ENVIROASSOC`, `ENERGY__FED_EIA860_3_1_GENERATOR`, `ENVIRONMENT__FED_EPA_EGRID_PLANT_2022`, `LANDING.FED_EPA_CAMPD_EMISSIONS_DAILY`	Legal, not a violations story: the plants sit under loose limits in a federal allowance market, and EIA's retirement field misses coal-to-gas conversions	6fae72365aed
S157	185	185	Phoenix-area Salt River Project has 56.7 rooftop-solar homes per 1,000; Arizona Public Service has 145.4, Tucson Electric 124.3	56.7 net-metered home solar systems per 1,000 homes in 2024; in 2014-19 SRP added 9.7 per 1,000 while Arizona Public Service added 61.7 and Tucson Electric 47.4	B	narrowed	2		deep3	`ENERGY__FED_EIA861_NET_METERING`, `ENERGY__FED_EIA861_SALES_ULT_CUST`	The 2014 and 2019 numbers come from EIA files downloaded outside the warehouse, and nationally SRP is not low: 20th of 102 big utilities, 3.4x the median	472cdc57d0ec
S158	186	186	89.7% of Evergy's Kansas City homes in Missouri are on time-of-day rates; across the state line, 1.6%	Evergy Metro homes on time-varying rates, 2019 to 2024: Missouri 0.1% → 89.7% (245,547 homes), Kansas 0.1% → 1.6% (3,904); all four Missouri investor-owned utilities went from near zero to 76-99%	B	narrowed	2		deep3	`ENERGY__FED_EIA861_DYNAMIC_PRICING`, `ENERGY__FED_EIA861_SALES_ULT_CUST`, `ENERGY__FED_EIA861_ADVANCED_METERS`	Enrollment counts are each utility's own filing, and utilities choose whether to count homes moved by default (SCE 57.8% vs SDG&E 0.6% under one regulator)	ccc4b75d396a
S159	187	187	Alabama Power reports 1.6 watts of rooftop solar per home, last of 173 big utilities; sister Georgia Power: 30.1	2.1 MW of home solar across 1.33M homes (2024); median of the 173 utilities with 100K+ homes about 120 W; Southern Co. sisters Georgia Power 30.1 W and Mississippi Power 31.5 W; Alabama Power has no net-metering row	B	narrowed	3		deep3	`ENERGY__FED_EIA861_NON_NET_METERING_DISTRIBUTED`, `ENERGY__FED_EIA861_NET_METERING`, `ENERGY__FED_EIA861_SALES_ULT_CUST`	"These are the utilities' own reports and EIA allows best estimates; if an outside count is far higher, the story becomes ""Alabama Power under-reports"", not ""Alabama homes don't go solar"""	7861ab8540d4
S160	188,190	188	"One Google ad account named only ""US House of Representatives"" carries 58% of members' official-office Google ad money in 2026"	$811,700 of $1,391,800 (58%), weeks of Jan 4-Aug 2, 2026, up from about 6% in 2019-21; since 2022 its district ads aimed at seats held by 88 different members, none named on the account	B	narrowed	3		deep3	`EDUCATION__FED_GOOGLE_POLADS_ADVERTISER_GEO_SPEND`, `EDUCATION__FED_GOOGLE_POLADS_ADVERTISER_STATS`, `EDUCATION__FED_GOOGLE_POLADS_ADVERTISER_WEEKLY_SPEND`, `EDUCATION__FED_GOOGLE_POLADS_CREATIVE_STATS`, `POLITICS__FED_VOTEVIEW_MEMBERS`	The total's 3.3x jump over 2024 is mostly the market (House campaigns' own Google spend rose 1.8x in the same weeks); the pooled account is the finding, not the growth	780bc86038bc
S161	189	189	Homeland Security spent $5.29 million on Google ads that Google filed as political, the only federal agency in 2018-2026	$5,285,100, Mar 2025-Feb 2026 ($4,294,000 in 2025, $991,100 in 2026): #3 account of calendar 2025 and #13 of the 2026 cycle through Aug 2, out of 4,892	B	narrowed	2	lead_cites_press	deep3	`EDUCATION__FED_GOOGLE_POLADS_ADVERTISER_WEEKLY_SPEND`, `EDUCATION__FED_GOOGLE_POLADS_ADVERTISER_STATS`, `FINANCE__FED_FEC_CANDIDATES`	Why Google filed the ads as political is untested, and DHS's 2025 ad campaign was already news; the new part is Google's political filing and the week-by-week curve	8768ac33afff
S162	191,193	191	13,265 people who arrived by 2021 were detained in Jan-May 2026, 3.8 times 2024, the low year	Immigration-court records: 13,265 detentions Jan-May 2026 vs 3,490 Jan-May 2024; ICE's stay records show 3,083 → 11,567 for Jan-Feb; for people here 10+ years, 5,760 vs 3,076 in Jan-May 2019 (1.9x)	B	narrowed	2		deep3	`IMMIGRATION__FED_EOIR_CASES`, `IMMIGRATION__FED_ICE_DETENTION_STINTS`	2024 was the low point: against 2019 the rise for 10+ year residents is about 1.9x, and entry dates are filled less often now, so every count is a floor	434382d2b63a
S163	192	192	At 45 big companies, contractors' H-1B work-visa filings listed wages a median 20.6% below the company's own, same job	Median 20.6% lower at 45 client companies (39 more than 1% lower), same job code and state, FY2019; at the same skill level the gap is 6.6%; new-hire filings only, 14.5%	B	narrowed	2		deep3	`IMMIGRATION__FED_DOL_OFLC`	"One year (FY2019), name-only client matching, and most of the gap is the skill level the contractor writes down, so the claim is ""filed lower"", not ""paid less for the same work"""	8338afa8c5c3
S164	194	194	16,919 immigration detention stays began with over a day in an ICE hold room, Oct 2025-Feb 2026, up from 212	16,919 stays (14.8% of stays that started in a field-office hold room) vs 212 (0.8%) in the same months two years earlier; Baltimore: 3,041 of 3,168 stints over a day, median 87 hours	B	narrowed	3		deep3	`IMMIGRATION__FED_ICE_DETENTION_FACILITY_CODES`, `IMMIGRATION__FED_ICE_DETENTION_STINTS`	"Facility type is one snapshot label and it's wrong both ways: Mesa's ""Hold"" site works as removal-flight staging (a fifth of the count), and Chicago's Broadview is typed Staging, leaving out 1,968"	b7683bf9b725
S165	195	195	Company formations in England and Wales fell 73% on 18 Nov 2025, the day identity checks became compulsory	847 new companies on Tue 18 Nov vs 3,156 the Tuesday before; the five weeks from 17 Nov ran 29% below the six weeks before (11,158 vs 15,790 a week), at least 16,000 fewer; 10,338 of 64,456 company numbers (16%) match no company	B	confirmed	4		deep3	`CORPORATE_REGISTRY__INTL_UK_COMPANIES_HOUSE`, `CORPORATE_REGISTRY__UK_COMPANIES_HOUSE_PSC`	The dip didn't last (January 2026 ran 4-7% above January 2025), and Companies House may already have published it	85a40a786b9e
S166	196	196	28% of new Irish companies in 1992 sat at addresses holding 1,000+ companies; by 2001, just 1.2%	4,136 of 14,669 in 1992 (28.2%); 23 addresses took 33,458 companies in the 1990s and 1,870 since; 68% of those 1990s companies were struck off in 1999-2000 vs 32% elsewhere; 41 Central Chambers, Dame Court, Dublin 2 holds 8,826	B	narrowed	2		deep3	`CORPORATE_REGISTRY__INTL_IE_CRO`, `LANDING.INTL_IE_CRO`	History piece, and the register keeps each company's last address, not its first; consecutive company numbers at one address (45% vs about 5% by chance) are the evidence of formation there	53d7d1c35e55
S167	197	197	Offshore formations doubled in Apr-Jun 2005, just before Europe's savings tax; Panama firm Mossack Fonseca: 2,331 to 4,701	Apr-Jun 2004 → 2005: Mossack Fonseca 2,331 → 4,701, Bahamas registry 1,656 → 3,108, Nevis registry 684 → 1,353; middlemen with Swiss, Luxembourg or Monaco addresses carry 69% of Mossack Fonseca's jump; Asia-facing providers rose 12-13%	B	narrowed	2		deep3	`CORPORATE_REGISTRY__FED_ICIJ_OFFSHORELEAKS_ENTITIES`, `CORPORATE_REGISTRY__FED_ICIJ_OFFSHORELEAKS_RELATIONSHIPS`, `CORPORATE_REGISTRY__FED_ICIJ_OFFSHORELEAKS_INTERMEDIARIES`	History piece, probably covered in outline by 2016 Panama Papers reporting (not checked); the middleman on file is the firm's client of record, not proven to have ordered each formation	58f1ec2bbc7e
S168	198	198	339 of Atlantic City's 1,473 public housing units sit empty without an approved reason: 23%, 5.9 times similar authorities	"339 ""regular"" vacancies of 1,473 units (23.0%) in HUD's July 2025 file: highest of 91 non-""Moving to Work"" authorities with 1,000-4,999 units, 5.9x their 3.9% median; almost half at Stanley Holmes Village, 50% occupied"	B	narrowed	3		deep3	`HOUSING__FED_HUD_ASSISTED_HOUSING_PROJECTS`, `HOUSING__FED_HUD_PUBLIC_HOUSING_AUTHORITIES`, `HOUSING__FED_HUD_MF_SECTION8_CONTRACTS`	A $450K Choice Neighborhoods grant (FY2021) means units held empty for redevelopment aren't ruled out; setting Stanley Holmes aside, 12% of the rest are still regular vacancies (3.8x peers)	55b7a49fa642
S169	199	199	Around Red River Parish, Louisiana: zero magnitude-2.5+ quakes 2010-2023, then 29 since January 2024, topped by a magnitude 4.9	28-by-78 km box: 0 events of M2.5+ in 2010-2023 (none within 50 km either); 16 from Jan 2024 to Mar 4, 2026 (biggest M3.6); M4.9 on 2026-03-05; 12 more by May 3, including M4.1 and M4.4 on Mar 9	B	narrowed	2		deep3	`SCIENCE__FED_USGS_EARTHQUAKES`	Natural quakes aren't ruled out, and 11 of the 12 post-M4.9 events came after a station went in within a few km, so later counts mix aftershocks with better detection	d1e9cf58f6e5
S170	200	200	Union Pacific trains killed 156 trespassers a year in 2023-25, nearly double 2015-17's 79; other railroads, same counties: up 30%	UP-reported train-strike trespasser deaths: 79 a year (2015-17) → 156 (2023-25); UP's full count, including non-train deaths on its property, 97 → 200; other railroads in the same counties rose about 30%	B	narrowed	3		deep3	`TRANSPORT__FED_FRA_RAIL_DEATHS_BY_RAILROAD`, `TRANSPORT__FED_FRA_CASUALTIES`	A third of UP's recent reports use a stand-in age of 40 (4% in 2015-17), so part of the jump may be a change in how UP files; there's no suicide field	631c6e61480f
S171	201	201	In Ecuador's Los Ríos province, 29 of 66 town-hall public-works tenders drew one bidder; about 7-8 was expected	29 of 66 (44%) one-bidder works tenders in Jan-Jun 2026 records, highest of 24 provinces (coastal town halls elsewhere 15%, Guayas 21%); $13.4M of $28.8M, $6.3M of it one Quevedo contract	B	narrowed	4		deep3	`PROCUREMENT__INTL_EC_SERCOP`	RECORD_DATE is the release date, not the award date: about a third are late-2025 tenders and 2025 holds no tenders, so there's no year-over-year; one bidder is a screen, not proof	e0d69bf21edc
S172	202	202	"The Justice Department's Epstein site said ""access denied"" for data sets 13-23 and ""not found"" for 24-40, March 11, 2026"	A 19:26 probe, one address a second: 13-23 got DOJ's full-size 403 page (about 10.46 KB), 24-40 its 404; the switch came inside one second; the only other full-page 403 in 1.54M captures was data set 9, five weeks before its Jan 30 release	B	narrowed	3		deep3	`FCT_WAYBACK_PAGE_CHANGES`, `OPEN_DATA__XC_WAYBACK_DOJ_EPSTEIN`, `FCT_LIBRARY_SNAPSHOT`	"Each of data sets 13-40 has exactly one capture, so ""never live"" rests on a single look, and reading 403 as ""built but unpublished"" isn't confirmed against DOJ's site software"	bff40e1e0699
S173	203	203	FEMA, the disaster agency, took a median 110 days to publish Jan-Jun 2025 disaster declarations, versus 41-48 days before	Median 110 days from declaration to FEMA's first Federal Register notice for Jan-Jun 2025 disasters vs 41-48 in 2023-24; California's January 2025 fires waited 223 days; FEMA printed declaration notices on 3 days in Jan 2025-Aug 2026, while SBA printed the same disasters in 1-3 weeks	B	narrowed	3		deep3	`REGULATORY__FED_FEDERAL_REGISTER_DOCUMENTS`, `HOUSING__FED_FEMA_IA_HOUSING_REGISTRATIONS`	"FEMA's batch ""omnibus"" notices carry no DR number in the docket, so a DR-number join misses them; check the notice text before calling anything a first notice"	c7a210a1e185
S174	204	204	74-90 California doctor-shortage areas holding 2.7-3.5M people are up for removal with no replacement, about 3x the national rate	Builder: 123 of 214 active California shortage areas (57%) proposed for withdrawal, 4.62M people; after removing areas already re-designated under new IDs, 74-90 areas and 2.7-3.5M people remain.	C	narrowed			deep3cd	`HEALTH__FED_HRSA_HPSA_PRIMARY_CARE`	"4.62M counts people already re-designated under new IDs (1.06M of the 2.91M ""still designated"" sit on the same tracts); 85% of the July 2026 withdrawals are old IDs retired after re-designation."	117e1f369140
S175	205	205	Male veterans' suicide rate rose about 10% in 2018-23 whether or not they used VA care; under-55s carry it	Men using VA health care: 48.5 to 53.4 per 100,000 (+10.1%), rising every year; veteran men outside VA care: 36.21 to 39.71 (+9.7%); non-veteran men flat, 29.3 to 29.0.	C	narrowed			deep3cd	`HEALTH__FED_VA_ALLCAUSE_MORTALITY`, `HEALTH__FED_VA_SUICIDE_NATIONAL`	No join, and it's VA's own published appendix; the age-adjusted rate puts 71% of its weight on under-55s, who carry the whole rise, and the widening gap comes from VA's modeled headcount while veteran male suicides fell.	c34d45cc8ea3
S176	206	206	Claimed: DeRoyal's Tennessee sterilizer tied #1 for ethylene-oxide air releases; broken, a Virginia sterilizer reported 5.3 times more	Sterilization Services of Virginia (Henrico), an FDA-registered contract sterilizer, reported 8,995 lbs in 2024; DeRoyal's matched site (1135 Hwy 33 S) filed 1,205 lbs, #3 among contract sterilizers and down 8% since 2018.	D	broken			deep3cd	`HEALTH__FED_FDA_ESTABLISHMENT_REG`, `ENVIRONMENT__FED_EPA_FRS_FACILITIES`, `ENVIRONMENT__FED_EPA_AIR_EMISSIONS_POLL_RPT_COMBINED_EMISSIONS`	"The ""1,705 lbs at the site"" adds two separate FDA sterilizer registrations, and the peer median swings from -45% to -11% depending on the match rules. Drop the DeRoyal story."	bc0224f3e54f
S177	207	207	"Penn State's Hershey hospital got Medicare's extra ""outlier"" payment on 185 of 192 top-level joint procedures; nationally, 3.5%"	Penn State Health's 5 hospitals: $12.35M in outlier add-ons vs $0.76M expected (16.3x, the top of an 8-16x range); Hershey and Lancaster carry 93% of it.	C	narrowed			deep3cd	`HEALTH__FED_CMS_MEDICARE_OUTPATIENT_HOSPITALS_BY_PROVIDER_AND_SERVICE`, `HEALTH__FED_CMS_HCRIS`, `HEALTH__FED_CMS_POS_OTHER`	"Medicare's own published formula explains it (Hershey ranks #3 of 1,726 on charges x cost-to-charge ratio); ""57% of big hospitals get $0"" is wrong (a blank means 1-10 cases, real figure 84 of 1,212), and ""half to 50 hospitals"" skips 16,053 hidden cells."	42a9bb8de7ae
S178	208	208	Medicare's new back-pain program roster names 3 doctors barred from federal health programs and 13 who opted out	3 of 6,510 participants on the OIG exclusion list (all pain doctors), 13 on the Medicare opt-out list; other pain doctors are excluded at 0.16% vs 0.26% inside the model, 3 people vs 5.	C	narrowed			deep3cd	`HEALTH__FED_CMS_AMBULATORY_SPECIALTY_MODEL_PARTICIPANTS`, `HEALTH__FED_HHS_OIG_LEIE`, `HEALTH__FED_CMS_OPT_OUT_AFFIDAVITS`, `HEALTH__FED_CMS_MEDICARE_PHYSICIAN_OTHER_PRACTITIONERS_BY_PROVIDER`	"The ""same-state"" base rate covers all states and most of the ~4x gap is specialty mix; 11 of 13 opt-outs took effect after the model was proposed, so they may be a reaction to it, not a missed screen. The whole effect is 3 people."	7e42bce82d23
S179	209	209	Only 37 suppliers billed Medicare's diabetes-prevention classes for 11+ patients in 2024: 1,267 patients, $347,437 in all	37 suppliers, 1,267 patients, $347,437 (median supplier 22 patients) against 1,037 listed sites; at most about 3,800 patients even counting every hidden small supplier.	C	narrowed			deep3cd	`HEALTH__FED_CMS_MEDICARE_DIABETES_PREVENTION_PROGRAM`, `HEALTH__FED_CMS_MEDICARE_PHYSICIAN_OTHER_PRACTITIONERS_BY_PROVIDER_AND_SERVI` (name as written in the SQL), `HEALTH__FED_CMS_MEDICARE_PHYSICIAN_OTHER_PRACTITIONERS_BY_PROVIDER`, `HEALTH__FED_CMS_NPPES`	"Low use is already reported; ""existed before 2024"" used the NPI issue date (40 of the 228 joined in 2024-26), the California line counts 64 Kaiser sites that joined in 2026, and Maryland's share is two suppliers, one mostly online."	3fe09436aa74
S180	210	210	Guttmacher puts Texas, a total-ban state, at 3,530 abortions a month in early 2026: up 26%, one December 2024 jump	Texas averaged 3,530 a month in Jan-Mar 2026 (range 3,017-4,147) vs 2,797 in Jan-Mar 2024 (+26%); flat since the Dec 2024 jump.	C	narrowed			deep3cd	`HEALTH__XC_GUTTMACHER_MONTHLY_ABORTION`	The jump sits right on a method seam: ban-state months before Jan 2025 carry no low-high range, every month after does. Guttmacher also publishes this trend itself.	b26f4c6f1da5
S181	211	211	Enbrel's two FDA-approved copies never went on sale; Medicare drug plans ran up $2.27B gross on brand Enbrel in 2022	$2,269.6M Part D gross drug cost for Enbrel in 2022 vs $0 for its copies (Erelzi 2016, Eticovo 2019, both listed discontinued).	C	narrowed			deep3cd	`HEALTH__FED_FDA_PURPLE_BOOK`, `HEALTH__FED_CMS_PARTD_PRESCRIBERS`	Circular: Enbrel was picked because its copies read 'Disc', and a copy never sold has $0 sales by construction; pooled across all 11 molecules, copies took 0.89%, not the 16.6% median.	6046800ba6af
S182	212	212	Kindred's 42 long-term hospitals book $178M a year more expense than Medicare's cost line; the peer gap is accounting	A fast-growing $178M-a-year gap between booked expense and Medicare's cost figure; on Medicare's cost line the Kindred-vs-peer margin gap shrinks from 9.4 points to 0.8.	C	narrowed			deep3cd	`HEALTH__FED_CMS_LTCH`, `HEALTH__FED_CMS_HCRIS`	Kindred's -6.7% vs +2.7% margin is on booked expense; on Medicare's cost line the gap is 0.8 points and the same-state test falls from 11 of 13 states to 7 of 13.	175ff69fa22c
S183	213	213	In 2023, six California fiberglass shops put out about 40% of the state's reported cancer-list air pounds, mostly styrene	Styrene is about 55% of California's cancer-listed air pounds once sulfuric-acid mist (319,746 lbs) is counted, not 74.5%; the six shops about 40%, not half.	C	narrowed			deep3cd	`HEALTH__ST_OEHHA_PROPOSITION_65_LIST`, `ENVIRONMENT__FED_EPA_TRI_BASIC_2023`	The CAS join can't see group listings like sulfuric-acid mist (CAS '---'), which drops styrene to about 55%; and California is 7th of 44 states on styrene share, a pattern already found in deep-2 and g38.	82431df20c62
S184	214	214	This Congress passed 63 regular laws in its first 539 days, second-fewest since 2013; only the last Congress passed fewer	63 laws that aren't rule repeals, renamings or spending bills by day 539 of the 119th (builder said 67); the 113th-117th had 93-145 at the same point, the 118th 43.	C	narrowed			deep3cd	`POLITICS__FED_GOVINFO_BILLSTATUS`	"""Regular law"" is a title-keyword cut, not a classifier (it misses CRA votes titled ""Disapproving the rule""); the fall 2025 shutdown (68 days with no laws) is an untested dull explanation."	82790bb33fd3
S185	215	215	20 of 69 Georgia U.S. House races in 2010-18 had nobody running against the winner; nationally it was 4.8%	Georgia 20 of 69 (29%) with no runner-up; nation 4.8% (builder said 4.0%); median state 0.	C	narrowed			deep3cd	`POLITICS__WHO_WON`	"""Georgia leads, Alabama next"" is false (Massachusetts ranks higher); more than half the gap is plain one-party districts, and Georgia's ""barely moved"" skips 0 of 32 in 1990-94."	15553cd89493
S186	216	216	Federal Election Commission totals for House Republicans' campaign arm skip its Sept 2024 report: $40.72M of spending	The NRCC's (C00075820) 2024 line is $21.88M off its own cash math because its Sept 2024 monthly ($40.72M spent, $18.85M raised) is missing from FEC totals; its own filings balance to the cent.	C	narrowed			deep3cd	`POLITICS__FED_FEC_PAC_SUMMARY`	The NRCC story is dead: its own filings reconcile to the cent. The error is the FEC's roll-up, and API /totals matches the bulk file, so it can't serve as the outside check. One committee, no story until the FEC comments.	3d3d02d277e3
S187	217	217	Only 16 of 83 retirement-eligible Republican-appointed judges stepped back in Trump's second term; 50 had already stayed through his first	16 of 83 (19.3%) took senior status in the first 517 days; 50 of the 83 (60%) had already passed on it under Trump 1, vs 20% of Trump 1's own pool.	C	narrowed			deep3cd	`POLITICS__FED_FJC_SERVICE`, `POLITICS__FJC_JUDGE`	"Within each group (fresh vs already-passed) Trump 2 is ordinary (z about 0.5); the ""record low"" is Trump 1's leftover stayers, and the yearly series has lower same-party years (12.2% in 2020)."	c39800b1f58e
