schema,table,rows,description
REFERENCE,REFERENCE__FED_DHS_HIFLD,500,"Sample only, not the full dataset: 500 US infrastructure facilities (power, water, and similar critical sites) from the Department of Homeland Security's facility database, with name, address, owner, and location. For testing the table shape only, not real analysis."
REFERENCE,REFERENCE__FED_ITIS_COMMENTS,70524,"Free-text notes written by taxonomy curators about specific species/classification entries in the federal species-naming registry (ITIS), one row per comment."
REFERENCE,REFERENCE__FED_ITIS_EXPERTS,197,"A list of taxonomy experts cited as sources backing entries in the federal species-naming registry (ITIS), one row per expert."
REFERENCE,REFERENCE__FED_ITIS_GEOGRAPHIC_DIV,480351,"Which broad geographic region (continent, ocean, etc.) each species entry in the federal species-naming registry (ITIS) is found in, one row per species-region pair."
REFERENCE,REFERENCE__FED_ITIS_HIERARCHY,678363,The full family tree of species classification (kingdom down to species) from the federal species-naming registry (ITIS) -- one row per entry showing its place in that tree and how many entries branch below it.
REFERENCE,REFERENCE__FED_ITIS_JURISDICTION,161922,"Which US states/territories or countries each species in the federal species-naming registry (ITIS) is found in, and whether it's native or introduced there -- one row per species-place pair."
REFERENCE,REFERENCE__FED_ITIS_KINGDOMS,7,"The seven top-level kingdoms of life (animals, plants, fungi, etc.) used to classify every species in the federal species-naming registry (ITIS) -- one row per kingdom."
REFERENCE,REFERENCE__FED_ITIS_LONGNAMES,993346,"The full scientific name spelled out for every species entry in the federal species-naming registry (ITIS), one row per entry."
REFERENCE,REFERENCE__FED_ITIS_NODC_IDS,209565,"A crosswalk matching old NOAA ocean-species codes to their modern entry in the federal species-naming registry (ITIS), one row per code pair."
REFERENCE,REFERENCE__FED_ITIS_OTHER_SOURCES,1071,"Databases and websites (not published papers) cited as evidence for species classifications in the federal species-naming registry (ITIS), one row per source."
REFERENCE,REFERENCE__FED_ITIS_PUBLICATIONS,30772,"Bibliographic citations (books, journal articles) used as evidence for species classifications in the federal species-naming registry (ITIS), one row per publication."
REFERENCE,REFERENCE__FED_ITIS_REFERENCE_LINKS,1970107,"Links each species entry in the federal species-naming registry (ITIS) to the publications, experts, or other sources that back it up, one row per species-source link."
REFERENCE,REFERENCE__FED_ITIS_STRIPPEDAUTHOR,214445,"A shortened, cleaned-up version of the naming-authority text (who first described the species) attached to each entry in the federal species-naming registry (ITIS), one row per author record."
REFERENCE,REFERENCE__FED_ITIS_SYNONYM_LINKS,315254,"Maps outdated or rejected species names to the currently accepted name in the federal species-naming registry (ITIS), one row per old-name-to-accepted-name pair."
REFERENCE,REFERENCE__FED_ITIS_TAXONOMIC_UNITS,993346,"The core record for every species and classification level in the federal species-naming registry (ITIS) -- name, rank (kingdom/phylum/species/etc.), whether it's currently accepted, and its parent in the family tree, one row per entry."
REFERENCE,REFERENCE__FED_ITIS_TAXON_AUTHORS_LKP,214445,"The naming-authority citation (who first described it and when) for species entries in the federal species-naming registry (ITIS), one row per author record."
REFERENCE,REFERENCE__FED_ITIS_TAXON_UNIT_TYPES,182,"The rule table defining classification ranks (kingdom, phylum, class, species, etc.) and which rank must sit above which, for the federal species-naming registry (ITIS), one row per kingdom-rank combination."
REFERENCE,REFERENCE__FED_ITIS_TU_COMMENTS_LINKS,192851,"Links each species entry in the federal species-naming registry (ITIS) to the curator comments written about it, one row per species-comment link."
REFERENCE,REFERENCE__FED_ITIS_VERNACULARS,166778,"Common (everyday, non-scientific) names for species in the federal species-naming registry (ITIS), in multiple languages, one row per name."
REFERENCE,REFERENCE__FED_ITIS_VERN_REF_LINKS,93078,"Links each common species name in the federal species-naming registry (ITIS) to the source document that supports it, one row per name-source link."
REFERENCE,REFERENCE__FED_USGS_GNIS_ALL_NAMES,1249624,"Every recorded name (including historical and variant names) for US geographic features -- mountains, streams, towns, etc. -- from the USGS place-names database, one row per name-and-source citation."
REFERENCE,REFERENCE__FED_USGS_TOPOVIEW,250,"A catalog of downloadable USGS topographic map sheets, one row per map, with its title, coverage area, scale, and a link to download it."
REFERENCE,REFERENCE__INTL_EG_CAPMAS,52,"Economic and social statistics for Egypt, from Egypt's national statistics agency (CAPMAS) -- one row per indicator per year, with its value and unit."
REFERENCE,REFERENCE__INTL_EUROSTAT,450,"Official European Union statistics (Eurostat) -- one row per indicator, place, and time period, with its value."
REFERENCE,REFERENCE__INTL_GDELT,1015,"Global news-event records from the GDELT project -- one row per reported event, with the two parties involved, what kind of event it was, where and when it happened, a tone/sentiment score, and how many news articles covered it."
REFERENCE,REFERENCE__XC_CROSSREF_FUNDER_REGISTRY,45661,"A registry of research funders (foundations, agencies, companies) worldwide, built by combining sources -- one row per funder, with its name and a stable ID used to match it across other tables."
REFERENCE,REFERENCE__XC_OWID_FERTILITY,19402,"The average number of children born per woman, by country and year, from Our World in Data -- one row per country-year."
REFERENCE,REFERENCE__XC_ROR_RESEARCH_ORGANIZATIONS,135710,"A global registry of research organizations (universities, labs, hospitals, etc.) built by combining sources -- one row per organization, with its name, location, type, website, and IDs used to match it to other registries."
REFERENCE,REF__DIM_GEOGRAPHY,6988,"A US county lookup table with each county's name, state, EPA region, center-point coordinates, and a count of facilities tied to it -- used to join other tables by county."
REFERENCE,REF__DIM_STATE,56,"A US state lookup table with each state's abbreviation, name, and Census-defined region/division -- used to join other tables by state."
ENERGY,ENERGY__FED_EIA860_1_UTILITY,6643,"US electric utilities from the federal EIA-860 report -- one row per utility, with its address and whether it owns, operates, or manages power plants."
ENERGY,ENERGY__FED_EIA860_2_PLANT,16132,"US power plants from the federal EIA-860 report -- one row per plant, with its location (address and coordinates), owning utility, grid region, and regulatory status."
ENERGY,ENERGY__FED_EIA860_3_1_GENERATOR,26855,"Every individual power generator at US power plants from the federal EIA-860 report -- one row per generator, with its technology type, fuel, capacity, status, and operating or planned retirement dates."
ENERGY,ENERGY__FED_EIA860_3_2_WIND,1563,"Wind-turbine generators at US power plants from the federal EIA-860 report -- one row per generator, with turbine count, manufacturer, hub height, and capacity."
ENERGY,ENERGY__FED_EIA860_3_3_SOLAR,7154,"Solar-panel generators at US power plants from the federal EIA-860 report -- one row per generator, with panel type, tracking system, angle, and capacity."
ENERGY,ENERGY__FED_EIA860_3_4_ENERGY_STORAGE,786,"Battery and other energy-storage units at US power plants from the federal EIA-860 report -- one row per unit, with storage technology, capacity, charge/discharge rates, and what it's used for, like backup power or grid support."
ENERGY,ENERGY__FED_EIA860_3_5_MULTIFUEL,2893,"Power generators that can switch between fuels (like oil and natural gas) from the federal EIA-860 report -- one row per generator, with which fuels it can use and how fast it can switch."
ENERGY,ENERGY__FED_EIA860_4_OWNER,5495,"Who owns each US power generator when ownership is split between multiple parties, from the federal EIA-860 report -- one row per generator-owner, with the owner's name, address, and percent owned."
ENERGY,ENERGY__FED_EIA860_6_1_ENVIROASSOC,7020,"A linking table showing which boiler feeds which generator at US power plants, from the federal EIA-860 report -- one row per boiler-generator pair."
ENERGY,ENERGY__FED_EIA860_6_2_ENVIROEQUIP,4428,"Pollution-control rules and equipment for boilers at US power plants from the federal EIA-860 report -- one row per boiler, with the sulfur, nitrogen, particulate, and mercury emissions standards it must meet and how it complies."
ENERGY,ENERGY__FED_EIA861_ADVANCED_METERS,2725,"Smart-meter counts at US electric utilities from the federal EIA-861 report -- one row per utility per state, with how many old-style and smart (AMI) meters are installed, by customer type, for 2024."
ENERGY,ENERGY__FED_EIA861_DELIVERY_COMPANIES,7,"Revenue, electricity delivered, and customer counts for the small group of US utilities that only deliver power (not generate or sell it), from the federal EIA-861 report, 2024."
ENERGY,ENERGY__FED_EIA861_DEMAND_RESPONSE,339,"US utility programs that pay or incentivize customers to cut electricity use at peak times, from the federal EIA-861 report -- one row per utility per state, with enrolled customers, energy saved, and program costs, 2024."
ENERGY,ENERGY__FED_EIA861_DISTRIBUTION_SYSTEMS,1353,"Count of local power-line circuits, and how many use voltage-saving technology, per US utility, from the federal EIA-861 report, 2024. One record is missing because the loader mistakenly used the first data row as the column header."
ENERGY,ENERGY__FED_EIA861_DYNAMIC_PRICING,857,"Which US utilities offer time-varying electricity pricing programs (time-of-use, real-time, peak pricing) and how many customers are enrolled, from the federal EIA-861 report, 2024."
ENERGY,ENERGY__FED_EIA861_ENERGY_EFFICIENCY,458,"US utility energy-efficiency programs from the federal EIA-861 report -- one row per utility per state, with energy and peak-demand savings, and program costs, 2024."
ENERGY,ENERGY__FED_EIA861_FRAME,3412,"The master list of every entity that filed the federal EIA-861 utility survey for 2024 -- one row per filer, with ownership type and which of the survey's 15 sections it filled out. The section names were lost during loading and are kept only as numbered flags, and one record is missing because the loader mistakenly used the first data row as the column header."
ENERGY,ENERGY__FED_EIA861_MERGERS,4,"US utility mergers and acquisitions from the federal EIA-861 report -- one row per merger, with the effective date and the resulting parent company, 2024. One record is missing because the loader mistakenly used the first data row as the column header."
ENERGY,ENERGY__FED_EIA861_NET_METERING,1004,"Rooftop solar and other customer-owned power systems that sell electricity back to the grid, from the federal EIA-861 report -- one row per utility per state per technology, with installed capacity, number of installations, energy sold back, and paired battery storage, 2024."
ENERGY,ENERGY__FED_EIA861_NON_NET_METERING_DISTRIBUTED,507,"Customer-owned power generators that are not on net-metering billing, from the federal EIA-861 report -- one row per utility per state, with capacity broken out by an unlabeled technology group, 2024."
ENERGY,ENERGY__FED_EIA861_OPERATIONAL_DATA,1711,"Electricity generated, bought, sold, and lost, plus revenue, for each US utility, from the federal EIA-861 report, 2024."
ENERGY,ENERGY__FED_EIA861_RELIABILITY,971,"How often and how long the power goes out for each US utility's customers (outage-frequency and outage-duration statistics), from the federal EIA-861 report, 2024."
ENERGY,ENERGY__FED_EIA861_SALES_ULT_CUST,2815,"Electricity sold directly to homes and businesses by each US utility -- revenue, megawatt-hours sold, and customer counts by sector, from the federal EIA-861 report, 2024."
ENERGY,ENERGY__FED_EIA861_SALES_ULT_CUST_CS,674,"Electricity sold from individual community-solar or shared-facility projects to their subscribers -- revenue, energy sold, and customer counts, from the federal EIA-861 report, 2024."
ENERGY,ENERGY__FED_EIA861_SERVICE_TERRITORY,11775,"Which US counties each electric utility serves, from the federal EIA-861 report, 2024. One record is missing because the loader mistakenly used the first data row as the column header."
ENERGY,ENERGY__FED_EIA861_SHORT_FORM,1724,"Total revenue, electricity sold, and customer counts for smaller US utilities that file the abbreviated 'short form' survey, from the federal EIA-861 report, 2024. The last four columns' original labels were lost during loading, and one record is missing because the loader used the first data row as the header."
ENERGY,ENERGY__FED_EIA861_UTILITY_DATA,1701,"A profile of each US utility -- which grid region it's in, which regional power market it participates in, and what it does (generate, transmit, distribute, or sell power) -- from the federal EIA-861 report, 2024."
ENERGY,ENERGY__FED_EIA_861_BALANCING_AUTHORITY,189,"Which regional grid operators (balancing authorities) operate in which US states, from the federal EIA-861 report -- one row per operator per state."
ENERGY,ENERGY__INTL_EMBER_ELEC,369264,"Global electricity generation and demand statistics by country and year, from the Ember energy think tank -- one row per country, indicator, and time period, with its value and year-over-year change."
HOUSING,HOUSING__FED_CFPB_HMDA,28301,"Sample only, not the full dataset: mortgage applications and loans reported under the federal Home Mortgage Disclosure Act, but just Washington DC's 2023 records (28,301 rows) out of a nationwide, multi-year dataset -- applicant demographics, loan amount, interest rate, and outcome. For testing the table shape only, not real lending-pattern conclusions."
HOUSING,HOUSING__FED_CFPB_HMDA_ARID2017_LEI_XREF,5399,A crosswalk matching each mortgage lender's old-style ID (used through 2017) to the newer ID that same lender used in 2018-2020 -- lets you track one lender across the mortgage-disclosure system's ID change.
HOUSING,HOUSING__FED_CFPB_HMDA_DC_ONLY,28301,"Mortgage applications and loans in Washington DC, reported under the federal Home Mortgage Disclosure Act -- one row per loan or application, with applicant demographics, loan amount, interest rate, and outcome."
HOUSING,HOUSING__FED_CFPB_HMDA_HISTORIC,44992667,"Pre-2018 mortgage applications and loans reported under the federal Home Mortgage Disclosure Act, covering 2015-2017 only despite the 'historic' name -- nearly 45 million rows, every application outcome (not just approved loans), with applicant demographics, loan amount, and an older-style lender ID."
HOUSING,HOUSING__FED_CFPB_HMDA_LAR,17474,"Sample only, not the full dataset: 17,474 mortgage loan/application records reported under the federal Home Mortgage Disclosure Act, out of a multi-million-row nationwide file -- full applicant demographics, loan terms, and outcome. For testing the table shape only, not real lending-pattern conclusions."
HOUSING,HOUSING__FED_FEMA_IA_HOUSING_REGISTRATIONS,26250920,"Partial load, not the full dataset (roughly 12% of the true ~26 million records, cut off mid-load, not a random sample): people who registered for FEMA disaster housing assistance after a declared disaster -- one row per registration, with damage assessed, insurance status, household details, and dollar amounts of aid approved."
HOUSING,HOUSING__FED_FEMA_NFIP_COMMUNITY_STATUS_BOOK,25125,"Which US communities participate in the National Flood Insurance Program, from FEMA -- one row per community, with when its flood maps took effect, whether it's tribal land, and its flood-insurance discount rating."
HOUSING,HOUSING__FED_FHFA_HPI,184807,"Home price index values by place and time period, from the Federal Housing Finance Agency -- one row per place, period, and index variant, tracking how home prices have changed."
HOUSING,HOUSING__FED_FHFA_NMDB,7204,"Mortgage market statistics by geography and time period, from the Federal Housing Finance Agency's National Mortgage Database -- one row per place, time period, and statistic, with its value."
HOUSING,HOUSING__FED_FHFA_SUSPENDED_COUNTERPARTY,241,"People and companies barred by the Federal Housing Finance Agency from doing business with Fannie Mae and Freddie Mac -- one row per suspended person or company, with the suspension's start and end date."
HOUSING,HOUSING__FED_HUD_ASSISTED_HOUSING_PROJECTS,35601,"HUD's snapshot of subsidized housing projects and their tenants -- one row per project/program/place combination, with unit counts, occupancy, rent, and detailed tenant demographics (income, family size, race, disability, age). Negative numbers mean HUD suppressed or didn't have the data, not a real negative value."
HOUSING,HOUSING__FED_HUD_DATA,71,"An index or summary table of HUD datasets -- one row per dataset entry, with its name, description, link, place, and a value, tagged by location and sometimes a nonprofit's tax ID."
HOUSING,HOUSING__FED_HUD_FHA_SF_PORTFOLIO_SNAPSHOT,61647,"Individual FHA-insured home mortgages (single-family) from HUD -- one row per loan, with the lender, property location, interest rate, and original loan amount."
HOUSING,HOUSING__FED_HUD_MF_FIRM_COMMITMENTS,25557,"HUD's FHA multifamily loan commitments, 2001 through mid-2026 -- one row per committed deal, with the apartment project, lender, mortgage amount, total units, and which subsidy programs (like tax credits or HOME funds) are attached."
HOUSING,HOUSING__FED_HUD_MF_SECTION8_CONTRACTS,24309,"HUD's Section 8 rental-assistance contracts with apartment property owners -- one row per contract, with its dates, status, unit counts by bedroom size, and rent compared to the local fair-market rent."
HOUSING,HOUSING__FED_HUD_PUBLIC_HOUSING_AUTHORITIES,3787,"Local public housing authorities that run HUD-funded housing -- one row per authority, with contact info, unit counts, occupancy, funding amounts, tenant demographics (children, elderly, disabled, income), and the authority's geocoded address."
HOUSING,HOUSING__FED_MAPPING_INEQUALITY,1155,"1930s government 'redlining' maps (Home Owners' Loan Corporation) grading neighborhoods for mortgage risk -- one row per graded neighborhood, with its city, state, letter grade, the original written description, the year it was mapped, and its map shape."
HOUSING,HOUSING__FED_USDA_RD_MFH_ACTIVE_PROJECTS,13550,"Active USDA Rural Development multi-family housing projects -- one row per project, with location, management company, unit counts (including vacant and rental-assistance units), and when tax-credit or affordability restrictions expire."
EDUCATION,EDUCATION__FED_CFTC_COT_FINANCIAL,34683,"US Commodity Futures Trading Commission's weekly count of who's holding financial futures contracts (banks, asset managers, hedge funds) -- long and short positions, open interest, and trader counts per market."
EDUCATION,EDUCATION__FED_CFTC_COT_FUTURES,287053,"CFTC's weekly count of who's holding commodity futures contracts (commercial hedgers vs speculators) -- long and short positions, open interest, and trader counts per market."
EDUCATION,EDUCATION__FED_CPSC_NEISS_CODES,1250,"Lookup table translating the numeric codes used in the Consumer Product Safety Commission's injury-surveillance system (NEISS) into plain labels -- a decoder key, not injury records themselves."
EDUCATION,EDUCATION__FED_ED_COLLEGE_SCORECARD_INSTITUTION,6273,"One row per US college or university -- location, admissions rate, test scores, tuition, financial aid, graduation and retention rates, student debt, and post-graduation earnings."
EDUCATION,EDUCATION__FED_ED_NCES_CIP_CODES,2318,Lookup table of the federal codes used to classify college degree programs (like Nursing or Computer Science) with their official titles and definitions.
EDUCATION,EDUCATION__FED_FRB_H15_SELECTED_RATES,16848,"Federal Reserve's daily published interest rates on US Treasury securities, from 1-month to 30-year maturities."
EDUCATION,EDUCATION__FED_FRB_Z1_CSV,304,"Federal Reserve's flow-of-funds financial accounts data (quarterly) -- hundreds of coded economic series columns for assets and liabilities by sector; needs a separate code key to read, not usable as-is."
EDUCATION,EDUCATION__FED_GOOGLE_POLADS_ADVERTISER_DECLARED_STATS,470,"Google's political-ad transparency data: each political advertiser's self-declared name, regulatory ID, and who's promoting or paying for the ads, by region."
EDUCATION,EDUCATION__FED_GOOGLE_POLADS_ADVERTISER_GEO_SPEND,614078,"Google political ad spend by advertiser, broken down by country and region, in local currency."
EDUCATION,EDUCATION__FED_GOOGLE_POLADS_ADVERTISER_ID_MAPPING,8044,"Crosswalk table mapping old Google political-advertiser IDs to their current IDs -- a lookup table, not spend data itself."
EDUCATION,EDUCATION__FED_GOOGLE_POLADS_ADVERTISER_STATS,21211,"Summary totals per Google political advertiser -- total ads run, elections targeted, regions reached, and total spend by currency."
EDUCATION,EDUCATION__FED_GOOGLE_POLADS_ADVERTISER_WEEKLY_SPEND,298884,"Google political ad spend by advertiser, broken down week by week within each election cycle."
EDUCATION,EDUCATION__FED_GOOGLE_POLADS_CREATIVE_ID_MAPPING,971029,Crosswalk table mapping old Google political-ad creative (individual ad) IDs to their current IDs.
EDUCATION,EDUCATION__FED_GOOGLE_POLADS_CREATIVE_STATS,1562870,"One row per individual Google political ad -- who ran it, which campaign, how long it ran, impressions, spend, and who it targeted by age, gender, and location."
EDUCATION,EDUCATION__FED_GOOGLE_POLADS_GEO_SPEND,1289,"Total Google political ad spend by country and region, all advertisers combined."
EDUCATION,EDUCATION__FED_SENATE_LDA_FILINGS,819649,"Federal lobbying disclosure filings -- who's paying to lobby (the client), who's doing the lobbying (the firm and named lobbyists), how much was spent, and what issues and government agencies they lobbied."
IMMIGRATION,IMMIGRATION__FED_CBP_ENCOUNTERS,9,"Monthly total counts of Customs and Border Protection encounters with migrants, one reporting year's worth of months -- a small summary table, not individual encounter records."
IMMIGRATION,IMMIGRATION__FED_CMS_HOSPICE_ENROLLMENTS,6066,"Medicare's enrollment record for hospice care providers -- organization name, business address, incorporation details, and provider ID numbers."
IMMIGRATION,IMMIGRATION__FED_CMS_MEDICARE_FEE_FOR_SERVICE_PUBLIC_PROVIDER_ENROLLMENT,2978925,"Medicare's public list of enrolled fee-for-service providers -- name, provider type, and state, keyed to their national provider ID (NPI)."
IMMIGRATION,IMMIGRATION__FED_DHS_OHSS,50740,"Department of Homeland Security's statistical breakdown of border encounters -- by month, region, nationality, family status, criminal history, and outcome (release, repatriation, credible-fear result)."
IMMIGRATION,IMMIGRATION__FED_DHS_YEARBOOK,27,"DHS's annual published immigration statistics -- counts of immigrants, visas, and enforcement actions broken down by country of origin, state, and category, one fiscal year at a time."
IMMIGRATION,IMMIGRATION__FED_DOL_OFLC,664616,"Labor Department's foreign-worker visa sponsorship cases (H-1B and similar) -- the sponsoring employer, job title and wage offered, worksite location, case status, and the immigration attorney involved."
IMMIGRATION,IMMIGRATION__FED_EOIR_CASES,12631225,"Individual immigration court cases -- nationality, language, custody status, hearing dates and location, and detention facility if held."
IMMIGRATION,IMMIGRATION__FED_EOIR_CASE_DATA,12631225,"Same row count as the immigration court case table above, but landed here with only a single case-type column -- looks like a broken or partial load, not a separate dataset."
IMMIGRATION,IMMIGRATION__FED_EPA_SDWA_SDWA_SERVICE_AREAS,422464,"EPA Safe Drinking Water Act records of which geographic areas each public water system serves, and when that service area was first and last reported."
IMMIGRATION,IMMIGRATION__FED_ICE_DETAINERS,609769,"ICE detainer requests -- holds placed on people in local jail custody -- with anonymized person ID, facility, criminal history and charge details, and dozens of yes/no risk flags like gang membership or prior felony."
IMMIGRATION,IMMIGRATION__FED_ICE_DETENTION_FACILITY_CODES,1490,"Lookup table of ICE detention facility codes -- facility name, address, coordinates, and type, one row per facility code."
IMMIGRATION,IMMIGRATION__FED_ICE_DETENTION_FACILITY_LIST,163,"ICE's published list of detention facilities -- name, city and state, region office, and facility type; a shorter roster than the facility-code lookup table."
IMMIGRATION,IMMIGRATION__FED_ICE_DETENTION_STINTS,2571975,"Individual stays in ICE detention from 2004 to now, one row per stay -- anonymized person ID, facility, demographics, criminal history, bond amount, and how and when they were released."
IMMIGRATION,IMMIGRATION__FED_ICE_STATISTICS,204,"ICE's published quarterly statistics -- counts of enforcement actions like removals and alternatives-to-detention monitoring, broken down by country of citizenship, criminal history, and region."
IMMIGRATION,IMMIGRATION__FED_USCIS_DATA,177,"USCIS's published processing statistics for immigration forms -- how many applications were received, approved, denied, or still pending, by form type, quarter, and office."
IMMIGRATION,IMMIGRATION__XC_OWID_REFUGEES,7442,"Our World in Data's compiled count of refugees by country of origin and year, built by combining other sources."
PUBLIC,CORPORATE_ENTITIES__IRS_BMF_BY_STATE_NTEE_AGG,7677,"State-by-state rollup of IRS-registered nonprofits, grouped by nonprofit category -- count of organizations and their total reported revenue."
PUBLIC,CORPORATE_ENTITIES__IRS_REVOCATION_BY_STATE_YEAR_AGG,1011,"State-by-state count of nonprofits that had their tax-exempt status revoked by the IRS, by year."
PUBLIC,ENERGY_ENVIRONMENT__NOAA_STORMS_BY_STATE_EVENT_AGG,28343,"State-by-state, year-by-year rollup of NOAA storm events by type -- count of storms, deaths, injuries, and dollar damage to property and crops."
PUBLIC,GOVERNMENT_POWER__FCC_LICENSES_BY_STATE_SERVICE_AGG,8765,"State-by-state count of FCC radio licenses, broken down by radio service type, license status, and year granted."
PUBLIC,HEALTH_MEDICINE__MEDICARE_PROVIDER_BY_STATE_TYPE_AGG,4976,"State-by-state rollup of Medicare providers by provider type -- count of providers, total services billed, and total Medicare paid."
PUBLIC,HEALTH_MEDICINE__NPPES_BY_TAXONOMY_STATE_AGG,62927,"State-by-state count of healthcare providers in the national provider registry, grouped by medical specialty and whether they're an individual or an organization."
PUBLIC,HEALTH_MEDICINE__OPEN_PAYMENTS_BY_MFR_NATURE_AGG,19377,"Rollup of drug and device manufacturer payments to doctors, grouped by manufacturer and type of payment (meals, consulting, royalties, etc), with count and total dollar amount per year."
PUBLIC,HEALTH_MEDICINE__OPEN_PAYMENTS_BY_SPECIALTY_STATE_AGG,34993,"State-by-state rollup of drug and device manufacturer payments to doctors, grouped by the doctor's medical specialty -- count of payments and total dollar amount per year."
PUBLIC,HEALTH_MEDICINE__PART_D_BY_STATE_TYPE_AGG,5321,"State-by-state rollup of Medicare Part D prescription drug claims, grouped by prescriber type -- count of prescribers, total claims, and total drug cost."
PUBLIC,MONEY_IN_POLITICS__FEC_INDIV_BY_CMTE_CYCLE_AGG,29858,Rollup of individual campaign contributions by political committee and election cycle -- count of contributions and total dollar amount.
PUBLIC,MONEY_IN_POLITICS__FEC_INDIV_BY_STATE_CYCLE_AGG,400,State-by-state rollup of individual campaign contributions by election cycle -- count of contributions and total dollar amount given by donors in each state.
PUBLIC,SPENDING_BUDGET__SBA_LOANS_BY_STATE_PROGRAM_AGG,3893,State-by-state rollup of Small Business Administration loans by loan program and fiscal year -- count of loans and total dollar amount approved.
PUBLIC,SPENDING_BUDGET__USASPENDING_BY_AGENCY_NAICS_AGG,17490,"Rollup of federal contract spending by awarding agency and industry code, by year -- count of awards and total dollars obligated."
PUBLIC,SPENDING_BUDGET__USASPENDING_BY_AGENCY_STATE_AGG,3925,State-by-state rollup of federal contract spending by awarding agency and year -- count of awards and total dollars obligated to recipients in each state.
LABOR,LABOR__FED_DOL_EBSA_FORM5500_SCHEDULE_SB,41802,"Pension actuarial filings for single-employer defined-benefit plans -- funding targets, plan participant counts, contributions, and the signing actuary, one row per filing."
LABOR,LABOR__FED_DOL_OLMS,617710,"Labor unions' required financial disclosure filings from 2000 to now -- union name, assets, liabilities, receipts, disbursements, and membership count, one row per filing."
LABOR,LABOR__FED_MSHA_ACCIDENTS,273623,"Individual mine accident and injury reports from the Mine Safety and Health Administration -- mine, date, injury severity, body part injured, whether fatal, and a narrative of what happened."
LABOR,LABOR__FED_MSHA_MINES,91906,"Registry of US mines -- operator, current status (active or closed), number of employees, location, and type of mine (coal or metal/nonmetal)."
LABOR,LABOR__FED_MSHA_VIOLATIONS,3087265,"Mine safety violation citations -- which mine, which rule was violated, severity and negligence rating, and the penalty proposed and paid."
LABOR,LABOR__FED_OSHA_ITA_300A_SUMMARY_2023,394234,"OSHA's annual workplace injury and illness summary for 2023 -- one row per employer establishment, with employee count, hours worked, and total injury, illness, and death counts by category."
LABOR,LABOR__FED_OSHA_ITA_300A_SUMMARY_2024,398620,"OSHA's annual workplace injury and illness summary for 2024 -- one row per employer establishment, with employee count, hours worked, and total injury, illness, and death counts by category."
LABOR,LABOR__FED_OSHA_ITA_300A_SUMMARY_2025,383283,"OSHA's annual workplace injury and illness summary for 2025 -- one row per employer establishment, with employee count, hours worked, and total injury, illness, and death counts by category."
LABOR,LABOR__FED_OSHA_ITA_CASE_DETAIL_2023,890934,"OSHA's individual workplace injury case records for 2023 -- one row per reported injury or illness, with the employer, job, date, outcome, and a narrative of what happened."
LABOR,LABOR__FED_OSHA_ITA_CASE_DETAIL_2024,688649,"OSHA's individual workplace injury case records for 2024 -- one row per reported injury or illness, with the employer, job, date, outcome, and a narrative of what happened."
LABOR,LABOR__FED_OSHA_ITA_CASE_DETAIL_2025,330447,"OSHA's individual workplace injury case records for 2025 -- one row per reported injury or illness, with the employer, job, date, outcome, and a narrative of what happened."
LABOR,LABOR__FED_PBGC_TRUSTEED_PLANS,5176,"Failed private pension plans taken over by the federal pension insurer -- sponsor company, plan name, termination and takeover dates, and number of participants affected, one row per case."
CORPORATE_REGISTRY,CORPORATE_REGISTRY__FED_ICIJ_OFFSHORELEAKS_ADDRESSES,402246,"Addresses tied to entities in the ICIJ Offshore Leaks investigation (Panama Papers and related leaks) -- one row per address, linked by an ID to the companies, people, or intermediaries at that address."
CORPORATE_REGISTRY,CORPORATE_REGISTRY__FED_ICIJ_OFFSHORELEAKS_ENTITIES,814344,"Offshore companies and trusts named in the Panama Papers, Paradise Papers, Pandora Papers, and related ICIJ leaks -- name, jurisdiction, status, incorporation dates, and the service provider that set them up."
CORPORATE_REGISTRY,CORPORATE_REGISTRY__FED_ICIJ_OFFSHORELEAKS_INTERMEDIARIES,26768,"The middlemen -- law firms and agents -- who set up the offshore companies named in the ICIJ Offshore Leaks investigation, with their name, status, and country."
CORPORATE_REGISTRY,CORPORATE_REGISTRY__FED_ICIJ_OFFSHORELEAKS_OFFICERS,771315,"Named people and organizations acting as officers, directors, or shareholders of the offshore entities in the ICIJ Offshore Leaks investigation."
CORPORATE_REGISTRY,CORPORATE_REGISTRY__FED_ICIJ_OFFSHORELEAKS_OTHERS,2989,"A catch-all category of entities in the ICIJ Offshore Leaks investigation that don't fit companies, officers, or intermediaries -- name, type, jurisdiction, and dates."
CORPORATE_REGISTRY,CORPORATE_REGISTRY__FED_ICIJ_OFFSHORELEAKS_RELATIONSHIPS,3339267,"The connections between offshore entities, officers, and intermediaries in the ICIJ Offshore Leaks investigation -- who is linked to whom, what kind of relationship, and when it started and ended."
CORPORATE_REGISTRY,CORPORATE_REGISTRY__FED_IRS_EO_BMF,1983563,"Every IRS-recognized tax-exempt organization nationally -- name, address, EIN, category of exemption, nonprofit type classification, and latest reported assets, income, and revenue."
CORPORATE_REGISTRY,CORPORATE_REGISTRY__INTL_ES_BORME,3,"Company registration and legal-act notices published in Spain's official companies gazette -- company name, province, type of act, and a link to the source PDF. Only 3 rows landed so far."
CORPORATE_REGISTRY,CORPORATE_REGISTRY__INTL_IE_CRO,821693,"Irish company registry -- company name, status, type, registered address, and incorporation date."
