view	source	landing_rows	view_rows	dropped	key	note
STG_FED_VA_ALLCAUSE_MORTALITY__ALL	FED_VA_ALLCAUSE_MORTALITY	2808	2808	0	(no dedupe)	
STG_FED_VA_SUICIDE_NATIONAL__ALL	FED_VA_SUICIDE_NATIONAL	690	690	0	(no dedupe)	
STG_FED_VA_SUICIDE_APPENDIX__RECORDS	FED_VA_SUICIDE_APPENDIX	144	144	0	(no dedupe)	
STG_FED_VOTEVIEW_MEMBERS__RECORDS	FED_VOTEVIEW_MEMBERS	51061	51061	0	(no dedupe)	
STG_FED_VA_SUICIDE_STATE__ALL	FED_VA_SUICIDE_STATE	19704	19704	0	(no dedupe)	
STG_FED_VOTEVIEW_ROLLCALL_META__RECORDS	FED_VOTEVIEW_ROLLCALL_META_FULL	113512	113512	0	(no dedupe)	
STG_FED_VOTEVIEW_ROLLCALLS__RECORDS	FED_VOTEVIEW_ROLLCALLS	945523	945523	0	(no dedupe)	
STG_FED_WPA_SLAVE_NARRATIVES__SLAVE_NARRATIVES	FED_WPA_SLAVE_NARRATIVES	100	100	0	loc_item_id	
STG_INTL_ADB_DATA__RECORDS	INTL_ADB_DATA	41	41	0	(no dedupe)	
STG_INTL_AR_DATOSGOB__RECORDS	INTL_AR_DATOSGOB	3556	3556	0	(no dedupe)	
STG_FED_WQP_MONITORING_STATIONS__STATIONS	FED_WQP_MONITORING_STATIONS	5818	5818	0	monitoring_location_identifier	
STG_INTL_AUSTLII__RECORDS	INTL_AUSTLII	1	1	0	(no dedupe)	
STG_INTL_BD_DATAGOV__RECORDS	INTL_BD_DATAGOV	500	500	0	(no dedupe)	
STG_INT_UK_COMPANIES_HOUSE__ALL	INT_UK_COMPANIES_HOUSE	5734780	5734779	1	UK_COMPANY_NUMBER	
STG_INTL_BR_DADOS_GOV__RECORDS	INTL_BR_DADOS_GOV	10	10	0	dataset_id order by _loaded_at desc) = 1	
STG_INTL_CA_OPEN_CANADA__RECORDS	INTL_CA_OPEN_CANADA	500	500	0	dataset_id order by _loaded_at desc) = 1	
STG_INTL_CH_ZEFIX__COMPANIES	INTL_CH_ZEFIX	18	1	17	company_id	
STG_INTL_CH_OPENDATASWISS__RECORDS	INTL_CH_OPENDATASWISS	5000	5000	0	id order by _loaded_at desc) = 1	
STG_INTL_CL_DATOSGOB__RECORDS	INTL_CL_DATOSGOB	1000	1000	0	dataset_id order by _loaded_at desc) = 1	
STG_INTL_DE_GOVDATA__RECORDS	INTL_DE_GOVDATA	5000	5000	0	dataset_id order by _loaded_at desc) = 1	
STG_INTL_EG_CAPMAS__RECORDS	INTL_EG_CAPMAS	150	150	0	(no dedupe)	
STG_INTL_EC_SERCOP__CONTRACTING_PROCESS	INTL_EC_SERCOP	132995	132995	0	ocid, id, tag	
STG_INTL_ELECTIONS_CANADA_CONTRIBUTIONS__CONTRIBUTIONS	INTL_ELECTIONS_CANADA_CONTRIBUTIONS	12646465	12646465	0	_record_hash	
STG_INTL_EMBL_ENSEMBL__RECORDS	INTL_EMBL_ENSEMBL	643	643	0	id order by _loaded_at desc) = 1	
STG_INTL_ES_BORME__BORME_CORPORATE_ACTS	INTL_ES_BORME	25	3	22	company_id, country, date, act_type, cve	
STG_INTL_ES_DATOSGOB__RECORDS	INTL_ES_DATOSGOB	1000	1000	0	(no dedupe)	
STG_INTL_EU_SOCTA_EUROPOL__RECORDS	INTL_EU_SOCTA_EUROPOL	26	26	0	(no dedupe)	
STG_INTL_EU_SANCTIONS__PLACES	INTL_EU_SANCTIONS	42347	41857	490	addr_zipcode, date_file, leba_publication_date, naal_leba_publication_date, entity_logical_id, naal_logical_id, entity_logical_id_1, entity_logical_id_2, birt_logical_id, entity_logical_id_3, iden_logical_id, entity_logical_id_4, citi_logical_id, entity_logical_id_5 order by _loaded_at desc) = 1	
STG_INTL_EMBER_ELEC__YEARLY_ELECTRICITY	INTL_EMBER_ELEC	369264	369264	0	country, date, category, subcategory, variable, unit	
STG_INTL_EURLEX_CELLAR__RECORDS	INTL_EURLEX_CELLAR	53	53	0	(no dedupe)	
STG_INTL_EUROSTAT__RECORDS	INTL_EUROSTAT	450	450	0	(no dedupe)	
STG_INTL_FAO_FAOSTAT__RECORDS	INTL_FAO_FAOSTAT	69	69	0	(no dedupe)	
STG_INTL_FAO_FAOSTAT_FOOD_SECURITY__RECORDS	INTL_FAO_FAOSTAT_FOOD_SECURITY	279470	279470	0	(no dedupe)	
STG_INTL_FATF_RATINGS__RECORDS	INTL_FATF_RATINGS	200	200	0	(no dedupe)	
STG_INTL_FREEDOMHOUSE__RECORDS	INTL_FREEDOMHOUSE	2723	2723	0	(no dedupe)	
STG_INTL_GDELT__RECORDS	INTL_GDELT	1015	1015	0	(no dedupe)	
STG_INTL_FR_DATA_GOUV__RECORDS	INTL_FR_DATA_GOUV_FULL	130431	130431	0	dataset_id order by _loaded_at desc) = 1	
STG_INTL_GE_DATAGOV__PLACES	INTL_GE_DATAGOV	1	1	0	country order by _loaded_at desc) = 1	
STG_INTL_GEM_HAZARD__RECORDS	INTL_GEM_HAZARD	12	12	0	hazard_model_id order by _loaded_at desc) = 1	
STG_INTL_GFI_TRADE__RECORDS	INTL_GFI_TRADE	25	25	0	(no dedupe)	
STG_INTL_GH_DATAGOVGH__RECORDS	INTL_GH_DATAGOVGH	10	10	0	(no dedupe)	
STG_FED_USASPENDING_CONTRACTS_FULL_R2__ORGANIZATIONS	FED_USASPENDING_CONTRACTS_FULL_R2	93153424	92377266	776158	recipient_uei, action_date, period_of_performance_start_date, period_of_performance_current_end_date, award_id_piid order by _loaded_at desc) = 1	
STG_INTL_GLOBAL_WITNESS_DEFENDERS__RECORDS	INTL_GLOBAL_WITNESS_DEFENDERS	232	232	0	(no dedupe)	
STG_INTL_GR_DATAGOV__RECORDS	INTL_GR_DATAGOV	5000	4988	12	dataset_id order by _loaded_at desc) = 1	
STG_INTL_GR_GEMI__GREEK_COMPANIES	INTL_GR_GEMI	40	1	39	gemi_number	
STG_INTL_GLEIF__ORGANIZATIONS	INTL_GLEIF	3382301	3382301	0	lei order by _loaded_at desc) = 1	
STG_INTL_HEALTHCANADA_DPD_DRUG__DRUGS	INTL_HEALTHCANADA_DPD_DRUG	13383	13383	0	(no dedupe)	
STG_INTL_GLEIF_REPEX__ORGANIZATIONS	INTL_GLEIF_REPEX	6313372	6313372	0	lei, exception_category order by _loaded_at desc) = 1	
STG_INTL_HUDOC__ECHR_CASES	INTL_HUDOC	2000	2000	0	CASE_ID, APPNO, ECLI	
STG_INTL_IPC_FOOD_INSECURITY_GLOBAL__RECORDS	INTL_IPC_FOOD_INSECURITY_GLOBAL	735	735	0	(no dedupe)	
STG_INTL_LEIDEN_RUSSIAN_OPS_EUROPE__RECORDS	INTL_LEIDEN_RUSSIAN_OPS_EUROPE	153	153	0	(no dedupe)	
STG_INTL_IE_CRO__CRO_COMPANIES	INTL_IE_CRO	821697	821693	4	company_id, country	
STG_INTL_ISO_MIC_REGISTRY__MARKET_IDENTIFIER_CODES	INTL_ISO_MIC_REGISTRY	2864	2864	0	mic	
STG_INTL_OPENSANCTIONS_DEFAULT__TARGETS	INTL_OPENSANCTIONS_DEFAULT	1281846	1281846	0	(no dedupe)	
STG_INTL_NTI_CNS_DPRK_MISSILE_TESTS__RECORDS	INTL_NTI_CNS_DPRK_MISSILE_TESTS	303	303	0	(no dedupe)	
STG_INTL_IT_ISTAT__ISTAT_SDMX_OBSERVATIONS	INTL_IT_ISTAT	213284	213284	0	dataflow_id, dimension_keys, date	
STG_INTL_OPENSANCTIONS__RECORDS	INTL_OPENSANCTIONS	71011	71011	0	id order by _loaded_at desc) = 1	
STG_INTL_OSFI_REGULATED_FI__INSTITUTIONS	INTL_OSFI_REGULATED_FI	343	343	0	COMPANY_NAME, FI_TYPE_NAME	
STG_INTL_VOETEN_UNGA_VOTES__RECORDS	INTL_VOETEN_UNGA_VOTES	1823352	1823352	0	(no dedupe)	
STG_INTL_OWID_MILSPEND__MILITARY_SPENDING	INTL_OWID_MILSPEND	9112	9112	0	country, year	
STG_INTL_UCDP_GED__RECORDS	INTL_UCDP_GED	385918	385918	0	id order by _loaded_at desc) = 1	
STG_IRS527__8872_REPORTS	IRS527_8872_REPORTS	55579	55579	0	(no dedupe)	
STG_IRS527__DIRECTORS_OFFICERS	IRS527_DIRECTORS_OFFICERS	189593	189593	0	(no dedupe)	
STG_INTL_WB_IDS__PLACES	INTL_WB_IDS	62983	62979	4	country_code, counterpart_area_code, series_code order by _loaded_at desc) = 1	
STG_FED_CONGRESS_LEGISLATORS__MEMBERS	FED_CONGRESS_LEGISLATORS	12847	None		(no dedupe)	view not in DBT_CROGERS
STG_FED_FEC_BULK_CANDIDATES__CANDIDATES	FED_FEC_BULK_CANDIDATES	17900	None		(no dedupe)	view not in DBT_CROGERS
STG_FED_FEC_BULK_LINKAGES__LINKAGES	FED_FEC_BULK_LINKAGES	16327	None		(no dedupe)	view not in DBT_CROGERS
STG_FED_FEC_BULK_SUMMARY__CANDIDATE_SUMMARY	FED_FEC_BULK_SUMMARY	7933	None		(no dedupe)	view not in DBT_CROGERS
STG_FED_GOVINFO_BILL_COSPONSORS__COSPONSORS	FED_GOVINFO_BILL_COSPONSORS	1268519	None		congress, bill_type, bill_number, cosponsor_bioguide	view not in DBT_CROGERS
STG_FED_GOVINFO_BILLSTATUS__BILLS	FED_GOVINFO_BILLSTATUS	107150	None		congress, bill_type, bill_number	view not in DBT_CROGERS
STG_FED_VOTEVIEW_MEMBERS__IDEOLOGY	FED_VOTEVIEW_MEMBERS	51061	None		(no dedupe)	view not in DBT_CROGERS
STG_FED_VOTEVIEW_ROLLCALL_META__ROLLCALLS	FED_VOTEVIEW_ROLLCALL_META_FULL	113512	None		(no dedupe)	view not in DBT_CROGERS
STG_FED_VOTEVIEW_ROLLCALLS__VOTES	FED_VOTEVIEW_ROLLCALLS	945523	None		(no dedupe)	view not in DBT_CROGERS
STG_IRS527__EAIN	IRS527_EAIN	17853	17853	0	(no dedupe)	
STG_IRS527__RELATED_ENTITIES	IRS527_RELATED_ENTITIES	64835	64835	0	(no dedupe)	
STG_PORTAL_ARC_ATLANTA_DATAATLA_1A7F4ADC21__RECORDS	PORTAL_ARC_ATLANTA_DATAATLA_1A7F4ADC21	144	144	0	id order by _loaded_at desc) = 1	
STG_IRS527_8871_ORGS__REGISTRATIONS	IRS527_8871_ORGS	77591	77591	0	form_id_number order by _loaded_at desc) = 1	
STG_PORTAL_ARC_ATLANTA_DATAATLA_51A606F539__PLACES	PORTAL_ARC_ATLANTA_DATAATLA_51A606F539	486	484	2	longitude, business_license_year, date_of_opening_in_atlanta, previous_year_reported_revenue order by _loaded_at desc) = 1	
STG_PORTAL_ARC_ATLANTA_DATAATLA_4AB9F9E31E__RECORDS	PORTAL_ARC_ATLANTA_DATAATLA_4AB9F9E31E	681	681	0	id order by _loaded_at desc) = 1	
STG_PORTAL_ARC_ATLANTA_DATAATLA_5D9B9C30A9__PLACES	PORTAL_ARC_ATLANTA_DATAATLA_5D9B9C30A9	14	14	0	zip, industry_desc order by _loaded_at desc) = 1	
STG_PORTAL_ARC_ATLANTA_DATAATLA_D8DF9588A6__CASES	PORTAL_ARC_ATLANTA_DATAATLA_D8DF9588A6	15	15	0	docket_no order by _loaded_at desc) = 1	
STG_PORTAL_ARC_ATLANTA_DATAATLA_79E3C7BD36__RECORDS	PORTAL_ARC_ATLANTA_DATAATLA_79E3C7BD36	209	209	0	id order by _loaded_at desc) = 1	
STG_PORTAL_ARC_ATLANTA_DATAATLA_A59DB2E766__RECORDS	PORTAL_ARC_ATLANTA_DATAATLA_A59DB2E766	322	322	0	id order by _loaded_at desc) = 1	
STG_PORTAL_ARC_ATLANTA_DATAATLA_FD3576897B__PLACES	PORTAL_ARC_ATLANTA_DATAATLA_FD3576897B	15	15	0	zip, industry_desc order by _loaded_at desc) = 1	
STG_PORTAL_ARC_FORT_WORTH_OPEN_2259070522__PLACES	PORTAL_ARC_FORT_WORTH_OPEN_2259070522	19	19	0	geometry order by _loaded_at desc) = 1	
STG_PORTAL_ARC_ATLANTA_DATAATLA_EAD25CBDC7__PLACES	PORTAL_ARC_ATLANTA_DATAATLA_EAD25CBDC7	19297	19168	129	longitude, business_license_year, date_of_opening_in_atlanta, previous_year_reported_revenue order by _loaded_at desc) = 1	
STG_PORTAL_ARC_COLUMBUS_GIS_OPE_8259461C2A__ORGANIZATIONS	PORTAL_ARC_COLUMBUS_GIS_OPE_8259461C2A	5423	5422	1	ein order by _loaded_at desc) = 1	
STG_PORTAL_ARC_ATLANTA_DATAATLA_DE1E9D4350__RECORDS	PORTAL_ARC_ATLANTA_DATAATLA_DE1E9D4350	531	531	0	user_formatted_id order by _loaded_at desc) = 1	
STG_PORTAL_ARC_HARRIS_COUNTY_OP_12691A85A0__RECORDS	PORTAL_ARC_HARRIS_COUNTY_OP_12691A85A0	38	38	0	id order by _loaded_at desc) = 1	
STG_PORTAL_ARC_HARRIS_COUNTY_OP_0F9C7FCB29__PLACES	PORTAL_ARC_HARRIS_COUNTY_OP_0F9C7FCB29	12	12	0	longitude order by _loaded_at desc) = 1	
STG_PORTAL_ARC_HARRIS_COUNTY_OP_119B70555B__PLACES	PORTAL_ARC_HARRIS_COUNTY_OP_119B70555B	74	73	1	geometry order by _loaded_at desc) = 1	
STG_PORTAL_ARC_FORT_WORTH_OPEN_9F0879147A__PLACES	PORTAL_ARC_FORT_WORTH_OPEN_9F0879147A	495943	495943	0	geometry order by _loaded_at desc) = 1	
STG_PORTAL_ARC_HARRIS_COUNTY_OP_1966AC023B__PLACES	PORTAL_ARC_HARRIS_COUNTY_OP_1966AC023B	55	54	1	zip, val_date order by _loaded_at desc) = 1	
STG_PORTAL_ARC_HARRIS_COUNTY_OP_1A53499962__RECORDS	PORTAL_ARC_HARRIS_COUNTY_OP_1A53499962	372	372	0	id order by _loaded_at desc) = 1	
STG_PORTAL_ARC_HARRIS_COUNTY_OP_2D6F9D0DA7__RECORDS	PORTAL_ARC_HARRIS_COUNTY_OP_2D6F9D0DA7	3340	3340	0	object_id order by _loaded_at desc) = 1	
STG_PORTAL_ARC_HARRIS_COUNTY_OP_32D5FF05CA__PLACES	PORTAL_ARC_HARRIS_COUNTY_OP_32D5FF05CA	100	99	1	geometry order by _loaded_at desc) = 1	
STG_PORTAL_ARC_HARRIS_COUNTY_OP_360277F8CB__PLACES	PORTAL_ARC_HARRIS_COUNTY_OP_360277F8CB	2	2	0	zip order by _loaded_at desc) = 1	
STG_PORTAL_ARC_HARRIS_COUNTY_OP_3CFE4113ED__RECORDS	PORTAL_ARC_HARRIS_COUNTY_OP_3CFE4113ED	2	2	0	id order by _loaded_at desc) = 1	
STG_PORTAL_ARC_HARRIS_COUNTY_OP_6CDCF96CA7__PLACES	PORTAL_ARC_HARRIS_COUNTY_OP_6CDCF96CA7	34	34	0	zip, val_date, in_100_yr_floodplain, in_500_yr_floodplain, id, state_id order by _loaded_at desc) = 1	
STG_PORTAL_ARC_HARRIS_COUNTY_OP_3E1426DF10__RECORDS	PORTAL_ARC_HARRIS_COUNTY_OP_3E1426DF10	372	372	0	id order by _loaded_at desc) = 1	
STG_PORTAL_ARC_HARRIS_COUNTY_OP_795533139C__PLACES	PORTAL_ARC_HARRIS_COUNTY_OP_795533139C	100	99	1	geometry order by _loaded_at desc) = 1	
STG_PORTAL_ARC_HARRIS_COUNTY_OP_8549EC1226__RECORDS	PORTAL_ARC_HARRIS_COUNTY_OP_8549EC1226	1464	1464	0	id order by _loaded_at desc) = 1	
STG_PORTAL_ARC_HARRIS_COUNTY_OP_58FAB3B4F7__PLACES	PORTAL_ARC_HARRIS_COUNTY_OP_58FAB3B4F7	1022	1022	0	geometry order by _loaded_at desc) = 1	
STG_PORTAL_ARC_HARRIS_COUNTY_OP_86AE12CFC0__PROVIDERS	PORTAL_ARC_HARRIS_COUNTY_OP_86AE12CFC0	1128	1128	0	npi order by _loaded_at desc) = 1	
STG_PORTAL_ARC_HARRIS_COUNTY_OP_A2DAE85C30__RECORDS	PORTAL_ARC_HARRIS_COUNTY_OP_A2DAE85C30	38	38	0	id order by _loaded_at desc) = 1	
STG_PORTAL_ARC_HARRIS_COUNTY_OP_87F4853C1A__RECORDS	PORTAL_ARC_HARRIS_COUNTY_OP_87F4853C1A	30	30	0	id order by _loaded_at desc) = 1	
STG_PORTAL_ARC_HARRIS_COUNTY_OP_B7635629A1__PLACES	PORTAL_ARC_HARRIS_COUNTY_OP_B7635629A1	8777	8777	0	geometry order by _loaded_at desc) = 1	
STG_PORTAL_ARC_HARRIS_COUNTY_OP_89477F0032__PLACES	PORTAL_ARC_HARRIS_COUNTY_OP_89477F0032	1022	1022	0	geometry order by _loaded_at desc) = 1	
STG_PORTAL_ARC_HARRIS_COUNTY_OP_D354D2D6E2__RECORDS	PORTAL_ARC_HARRIS_COUNTY_OP_D354D2D6E2	257	257	0	object_id order by _loaded_at desc) = 1	
STG_PORTAL_ARC_HARRIS_COUNTY_OP_D8CF46061B__PLACES	PORTAL_ARC_HARRIS_COUNTY_OP_D8CF46061B	1017	1017	0	geoid20 order by _loaded_at desc) = 1	
STG_PORTAL_ARC_HARRIS_COUNTY_OP_EDE1E11F9D__RECORDS	PORTAL_ARC_HARRIS_COUNTY_OP_EDE1E11F9D	386	386	0	id order by _loaded_at desc) = 1	
STG_PORTAL_ARC_HARRIS_COUNTY_OP_D9A3089ED0__RECORDS	PORTAL_ARC_HARRIS_COUNTY_OP_D9A3089ED0	125	125	0	id order by _loaded_at desc) = 1	
STG_PORTAL_ARC_HARRIS_COUNTY_OP_E87E81379A__PLACES	PORTAL_ARC_HARRIS_COUNTY_OP_E87E81379A	34	34	0	zip, val_date, in_100_yr_floodplain, in_500_yr_floodplain, id, state_id order by _loaded_at desc) = 1	
STG_PORTAL_ARC_HARRIS_COUNTY_OP_F3D3A3AB57__RECORDS	PORTAL_ARC_HARRIS_COUNTY_OP_F3D3A3AB57	125	125	0	id order by _loaded_at desc) = 1	
STG_PORTAL_ARC_LA_COUNTY_OPEN_D_0A94DB308E__PROVIDERS	PORTAL_ARC_LA_COUNTY_OPEN_D_0A94DB308E	93	92	1	ccn, npi, participation_date, approval_date, start_date order by _loaded_at desc) = 1	
STG_PORTAL_ARC_LA_COUNTY_OPEN_D_2E79EB67C8__PLACES	PORTAL_ARC_LA_COUNTY_OPEN_D_2E79EB67C8	2189	2189	0	safegraph_place_id order by _loaded_at desc) = 1	
STG_PORTAL_ARC_HARRIS_COUNTY_OP_FA9969D82E__PROVIDERS	PORTAL_ARC_HARRIS_COUNTY_OP_FA9969D82E	1128	1128	0	npi order by _loaded_at desc) = 1	
STG_PORTAL_ARC_LA_COUNTY_OPEN_D_464355F6D4__PLACES	PORTAL_ARC_LA_COUNTY_OPEN_D_464355F6D4	6	6	0	zip order by _loaded_at desc) = 1	
STG_PORTAL_ARC_LA_COUNTY_OPEN_D_58A85AED74__PROVIDERS	PORTAL_ARC_LA_COUNTY_OPEN_D_58A85AED74	2	2	0	npi order by _loaded_at desc) = 1	
STG_PORTAL_ARC_LA_COUNTY_OPEN_D_6DF63A4983__PROVIDERS	PORTAL_ARC_LA_COUNTY_OPEN_D_6DF63A4983	187	185	2	npi order by _loaded_at desc) = 1	
STG_PORTAL_ARC_LA_COUNTY_OPEN_D_83F0BA30FB__PROVIDERS	PORTAL_ARC_LA_COUNTY_OPEN_D_83F0BA30FB	5	5	0	npi order by _loaded_at desc) = 1	
STG_PORTAL_ARC_LA_COUNTY_OPEN_D_E034245E05__PROVIDERS	PORTAL_ARC_LA_COUNTY_OPEN_D_E034245E05	8	8	0	npi, scc_type order by _loaded_at desc) = 1	
STG_PORTAL_ARC_LA_COUNTY_OPEN_D_75836D970C__RECORDS	PORTAL_ARC_LA_COUNTY_OPEN_D_75836D970C	10453	10453	0	fac_id order by _loaded_at desc) = 1	
STG_PORTAL_ARC_LA_COUNTY_OPEN_D_D75E8EA051__FACILITIES	PORTAL_ARC_LA_COUNTY_OPEN_D_D75E8EA051	385	385	0	tri_facility_id order by _loaded_at desc) = 1	
STG_PORTAL_ARC_LA_COUNTY_OPEN_D_E549C7C921__FACILITIES	PORTAL_ARC_LA_COUNTY_OPEN_D_E549C7C921	76	76	0	tri_facility_id order by _loaded_at desc) = 1	
STG_PORTAL_ARC_MEMPHIS_OPEN_DAT_3057D84002__CASES	PORTAL_ARC_MEMPHIS_OPEN_DAT_3057D84002	1537	1508	29	docket order by _loaded_at desc) = 1	
STG_PORTAL_ARC_NEW_MEXICO_OPEN_1B6C7F7FBD__RECORDS	PORTAL_ARC_NEW_MEXICO_OPEN_1B6C7F7FBD	32	32	0	id order by _loaded_at desc) = 1	
STG_PORTAL_ARC_OPEN_BALTIMORE_6C2257F1C4__FACILITIES	PORTAL_ARC_OPEN_BALTIMORE_6C2257F1C4	21	21	0	ccn order by _loaded_at desc) = 1	
STG_PORTAL_ARC_OPEN_BALTIMORE_751D91C991__FACILITIES	PORTAL_ARC_OPEN_BALTIMORE_751D91C991	62	61	1	ccn, type order by _loaded_at desc) = 1	
STG_PORTAL_ARC_OPEN_DATA_DC_008BA480F6__FACILITIES	PORTAL_ARC_OPEN_DATA_DC_008BA480F6	1915	1912	3	ccn order by _loaded_at desc) = 1	
STG_PORTAL_ARC_OPEN_DATA_DC_01F2D9886C__FACILITIES	PORTAL_ARC_OPEN_DATA_DC_01F2D9886C	437	437	0	ccn order by _loaded_at desc) = 1	
STG_PORTAL_ARC_OPEN_DATA_DC_454981B380__FACILITIES	PORTAL_ARC_OPEN_DATA_DC_454981B380	2	2	0	ccn order by _loaded_at desc) = 1	
STG_PORTAL_ARC_MEMPHIS_OPEN_DAT_9F6F4B2736__CASES	PORTAL_ARC_MEMPHIS_OPEN_DAT_9F6F4B2736	11108	11048	60	docket order by _loaded_at desc) = 1	
STG_PORTAL_ARC_OPEN_DATA_DC_32AD83D2EC__FACILITIES	PORTAL_ARC_OPEN_DATA_DC_32AD83D2EC	26559	26542	17	ccn order by _loaded_at desc) = 1	
STG_PORTAL_ARC_OPEN_DATA_DC_56C4F04CF0__FACILITIES	PORTAL_ARC_OPEN_DATA_DC_56C4F04CF0	9	9	0	ccn order by _loaded_at desc) = 1	
STG_PORTAL_ARC_OPEN_DATA_DC_5B867C795C__FACILITIES	PORTAL_ARC_OPEN_DATA_DC_5B867C795C	133	133	0	ccn_rev, date order by _loaded_at desc) = 1	
STG_PORTAL_ARC_OPEN_DATA_DC_582A28D212__RECORDS	PORTAL_ARC_OPEN_DATA_DC_582A28D212	46	46	0	gis_id order by _loaded_at desc) = 1	
STG_PORTAL_ARC_OPEN_DATA_DC_59913164D2__RECORDS	PORTAL_ARC_OPEN_DATA_DC_59913164D2	3177	3177	0	egis_id order by _loaded_at desc) = 1	
STG_PORTAL_ARC_OPEN_DATA_DC_5CB81ACBDD__PLACES	PORTAL_ARC_OPEN_DATA_DC_5CB81ACBDD	8	8	0	safegraph_place_id order by _loaded_at desc) = 1	
STG_PORTAL_ARC_OPEN_DATA_DC_98319AB13D__FACILITIES	PORTAL_ARC_OPEN_DATA_DC_98319AB13D	2	2	0	ccn order by _loaded_at desc) = 1	
STG_PORTAL_ARC_OPEN_DATA_DC_74D9616143__RECORDS	PORTAL_ARC_OPEN_DATA_DC_74D9616143	10044	10044	0	egis_id order by _loaded_at desc) = 1	
STG_PORTAL_ARC_OPEN_DATA_DC_ADF4F0E413__PLACES	PORTAL_ARC_OPEN_DATA_DC_ADF4F0E413	20292	12729	7563	safegraph_place_id order by _loaded_at desc) = 1	
STG_PORTAL_ARC_OPEN_DATA_DC_D359158BC8__RECORDS	PORTAL_ARC_OPEN_DATA_DC_D359158BC8	733	733	0	infousa_id order by _loaded_at desc) = 1	
STG_PORTAL_ARC_OPEN_DATA_DC_D8E55D5B7F__FACILITIES	PORTAL_ARC_OPEN_DATA_DC_D8E55D5B7F	133	133	0	ccn_rev, date order by _loaded_at desc) = 1	
STG_PORTAL_ARC_OPEN_DATA_DC_E1DD5D3551__RECORDS	PORTAL_ARC_OPEN_DATA_DC_E1DD5D3551	11	11	0	unique_id order by _loaded_at desc) = 1	
STG_PORTAL_ARC_OPEN_DATA_DC_F37F5DDC3D__RECORDS	PORTAL_ARC_OPEN_DATA_DC_F37F5DDC3D	40	40	0	anc_id order by _loaded_at desc) = 1	
STG_PORTAL_ARC_OPEN_DATA_MINNEA_0426858DFE__FACILITIES	PORTAL_ARC_OPEN_DATA_MINNEA_0426858DFE	110	110	0	ccn order by _loaded_at desc) = 1	
STG_PORTAL_ARC_OPEN_DATA_MINNEA_09E3680FD2__FACILITIES	PORTAL_ARC_OPEN_DATA_MINNEA_09E3680FD2	7350	7350	0	ccn order by _loaded_at desc) = 1	
STG_PORTAL_ARC_OPEN_DATA_MINNEA_1AD7E106E4__FACILITIES	PORTAL_ARC_OPEN_DATA_MINNEA_1AD7E106E4	21857	21857	0	ccn order by _loaded_at desc) = 1	
STG_PORTAL_ARC_OPEN_DATA_MINNEA_4C5820FD0A__FACILITIES	PORTAL_ARC_OPEN_DATA_MINNEA_4C5820FD0A	21934	21934	0	ccn order by _loaded_at desc) = 1	
STG_PORTAL_ARC_OPEN_DATA_MINNEA_5AC94C44DA__FACILITIES	PORTAL_ARC_OPEN_DATA_MINNEA_5AC94C44DA	21627	21627	0	ccn order by _loaded_at desc) = 1	
STG_PORTAL_ARC_OPEN_DATA_MINNEA_6CDCE692AA__FACILITIES	PORTAL_ARC_OPEN_DATA_MINNEA_6CDCE692AA	20339	20339	0	ccn order by _loaded_at desc) = 1	
STG_PORTAL_ARC_OPEN_DATA_MINNEA_7C8C54BD8C__FACILITIES	PORTAL_ARC_OPEN_DATA_MINNEA_7C8C54BD8C	20155	20155	0	ccn order by _loaded_at desc) = 1	
STG_PORTAL_ARC_OPEN_DATA_MINNEA_7EFDCA0423__FACILITIES	PORTAL_ARC_OPEN_DATA_MINNEA_7EFDCA0423	22085	22085	0	ccn order by _loaded_at desc) = 1	
STG_PORTAL_ARC_OPEN_DATA_MINNEA_BE5550EBF6__FACILITIES	PORTAL_ARC_OPEN_DATA_MINNEA_BE5550EBF6	21532	21532	0	ccn order by _loaded_at desc) = 1	
STG_PORTAL_ARC_OPEN_DATA_MINNEA_BD6A1CACBB__FACILITIES	PORTAL_ARC_OPEN_DATA_MINNEA_BD6A1CACBB	19998	19998	0	ccn order by _loaded_at desc) = 1	
STG_PORTAL_ARC_OPEN_DATA_MINNEA_D808F6BF62__FACILITIES	PORTAL_ARC_OPEN_DATA_MINNEA_D808F6BF62	25	25	0	ccn order by _loaded_at desc) = 1	
STG_PORTAL_ARC_OPEN_DATA_RALEIG_5E5B26DC88__RECORDS	PORTAL_ARC_OPEN_DATA_RALEIG_5E5B26DC88	375	375	0	infousa_id order by _loaded_at desc) = 1	
STG_PORTAL_ARC_OPEN_DATA_RALEIG_BBF9ABCA0D__RECORDS	PORTAL_ARC_OPEN_DATA_RALEIG_BBF9ABCA0D	1877	1877	0	id order by _loaded_at desc) = 1	
STG_PORTAL_ARC_OPEN_DATA_RALEIG_8EE851C810__RECORDS	PORTAL_ARC_OPEN_DATA_RALEIG_8EE851C810	8930	8930	0	infousa_id order by _loaded_at desc) = 1	
STG_PORTAL_ARC_OPEN_DATA_RALEIG_DF19DCBB03__RECORDS	PORTAL_ARC_OPEN_DATA_RALEIG_DF19DCBB03	8930	8930	0	infousa_id order by _loaded_at desc) = 1	
STG_PORTAL_ARC_OPEN_DATA_RALEIG_EFBB617010__RECORDS	PORTAL_ARC_OPEN_DATA_RALEIG_EFBB617010	29692	29692	0	infousa_id order by _loaded_at desc) = 1	
