EIN,EST_KEY,COMPANY,ESTABLISHMENT,CITY,STATE,NAICS,INDUSTRY,SIZE_BAND,EMPLOYEES,HOURS,DEATHS,DART_CASES,DAFW_DAYS,DART_RATE,TRIR,DAYS_PER_CASE,COHORT_N,COHORT_MEDIAN_DART,COHORT_POOLED_DART,FOLD_VS_POOLED,FOLD_VS_MEDIAN,Z_SCORE,PCT_RANK_IN_COHORT
351148757,1326973,Morris Mfg and Sales,Morris Manufacturing & Sales,BRAZIL,IN,3363,"Oil filters, automotive, truck, and bus, manufacturing",100-249,116,226311,0,5,1,4.42,4.42,1.0,398,1.39,1.97,2.24,3.17,1.07,0.8241
271519644,236916,"New Seasons Market, LLC",1117 - NSM Woodstock,PORTLAND,OR,4451,Grocery stores,100-249,129,205243,0,7,89,6.82,11.69,17.8,8151,2.32,3.05,2.24,2.94,1.17,0.8805
410824910,1363781,"""Coborn's, Inc""","""2690 Hornbacher's Gateway West""",WEST FARGO,ND,4451,Retail Grocery,100-249,150,175762,0,6,17,6.83,10.24,5.7,8151,2.32,3.05,2.24,2.94,1.18,0.8807
043294200,207487,Trader Joe's,Trader Joe's 0514 Hyannis,HYANNIS,MA,4451,Grocery Store,100-249,131,175713,0,6,196,6.83,17.07,49.0,8151,2.32,3.05,2.24,2.94,1.18,0.881
473177385,284389,"Harbison Supermarkets, LLC",ShopRite of Bridge and Harbison,PHILADELPHIA,PA,4451,Supermarkets,100-249,192,292706,0,10,4,6.83,8.20,4.0,8151,2.32,3.05,2.24,2.94,1.18,0.8811
251869011,1058418,Giant Company,GIANT FOOD STORES 6100,NEWPORT,PA,4451,Grocery Stores,100-249,134,146297,0,5,0,6.84,8.20,,8151,2.32,3.05,2.24,2.94,1.18,0.8813
521711175,723442,,10092 Newtonville,NEWTON,MA,4451,,100-249,246,321831,0,11,403,6.84,6.84,67.2,8151,2.32,3.05,2.24,2.95,1.18,0.8814
200602784,1330276,WINCO FOODS,Denton 140,DENTON,TX,4451,Store,100-249,118,175296,0,6,4,6.85,22.82,2.0,8151,2.32,3.05,2.24,2.95,1.18,0.8816
951987958,207433,Trader Joe's,Trader Joe's 0165 Santa Fe,SANTA FE,NM,4451,Grocery Store,100-249,148,204398,0,7,67,6.85,10.76,16.8,8151,2.32,3.05,2.24,2.95,1.18,0.8817
710862119,1394332,WalMart Stores East LP,WM 1102,BAKER,LA,4529,Warehouse Clubs and Supercenters,250-999,297,477525,0,15,1157,6.28,6.28,77.1,3102,2.55,2.81,2.24,2.46,1.85,0.947
710862119,1393521,WalMart Stores East LP,WM 549,HOBBS,NM,4529,Warehouse Clubs and Supercenters,250-999,422,700290,0,22,11,6.28,7.71,2.8,3102,2.55,2.81,2.24,2.46,1.85,0.9474
743019386,1398718,WalMart Stores Texas LLC,WM 7281,SAN ANGELO,TX,4529,Warehouse Clubs and Supercenters,250-999,279,445223,0,14,4,6.29,6.74,4.0,3102,2.55,2.81,2.24,2.47,1.85,0.9477
710415188,1395053,Walmart Inc,WM 1434,COLORADO SPRINGS,CO,4529,Warehouse Clubs and Supercenters,250-999,395,603609,0,19,1,6.30,10.27,1.0,3102,2.55,2.81,2.24,2.47,1.86,0.9481
911005433,1376949,Olympic Ambulance,Olympic Ambulance,LACEY,WA,6219,"Emergency medical transportation services, air or ground",100-249,115,211451,0,9,169,8.51,11.35,18.8,256,2.85,3.80,2.24,2.98,1.11,0.8679
371282306,937650,IDOC,Lawrence Correctional Center,SUMNER,IL,9221,Correctional institutions,250-999,467,1005009,0,65,1212,12.94,19.50,19.2,247,4.60,5.78,2.24,2.81,0.98,0.859
260000293,553100,Wells Enterprises Inc.,Dunkirk Ice Cream Plant (Fieldbrook Foods),DUNKIRK,IA,3115,Ice cream manufacturing,250-999,352,576780,0,15,1359,5.20,6.24,97.1,121,2.12,2.33,2.24,2.46,1.13,0.885
620963862,639429,Life Care Center of Greeneville,Life Care Center of Greeneville,GREENEVILLE,TN,6231,Nursing homes,100-249,142,198477,0,11,113,11.08,12.09,113.0,3641,3.20,4.95,2.24,3.47,0.81,0.8926
201976892,960884,"South Center Street Nursing Home, LLC DBA Alaris Health at St. Mary's",ALARIS HEALTH AT ST MARY'S,ORANGE,NJ,6231,Skilled nursing facilities,100-249,230,306488,0,17,208,11.09,12.40,17.3,3641,3.20,4.95,2.24,3.47,0.81,0.8929
560578072,1332759,"Lowe's Companies, INC LOWE S OF BILLINGS, MT.","0319 LOWE S OF BILLINGS, MT.",BILLINGS,MT,4441,Homecenter,100-249,173,257452,0,8,182,6.21,9.32,91.0,4543,2.45,2.78,2.24,2.54,1.68,0.9362
560578072,1359551,"Lowe's Companies, INC LOWE S OF BILLINGS, MT.",0319 LOWE S OF BILLINGS MT.,BILLINGS,MT,4441,Homecenter,100-249,173,257452,0,8,182,6.21,9.32,91.0,4543,2.45,2.78,2.24,2.54,1.68,0.9362
581853319,1387717,The Home Depot,0255 SARASOTA,SARASOTA,FL,4441,Home Centers,100-249,147,288693,0,9,239,6.23,9.01,119.5,4543,2.45,2.78,2.24,2.55,1.69,0.9367
417600000,1212765,US Postal Service,LOG OKLAHOMA CITY_1558038,OKLAHOMA CITY,OK,4911,Mail and Parcel Delivery,100-249,185,356790,0,23,561,12.89,14.01,29.5,732,5.01,5.75,2.24,2.58,1.99,0.9599
341655630,1284693,BCI Acrylic,"BCI Acrylic, Inc",LIBERTYVILLE,IL,3261,"Bathtubs, plastics, manufacturing",250-999,552,766932,0,13,210,3.39,3.39,70.0,329,1.13,1.51,2.24,2.99,1.13,0.8742
202119484,1110140,Pro Waste Services Inc,Pro Waste Services Inc,ERIE,PA,4841,"Transfer (trucking) services, general freight, local",100-249,100,200362,0,7,8,6.99,6.99,4.0,871,2.83,3.12,2.24,2.47,1.37,0.9023
620755421,81349,AVERITT EXPRESS INC.,GREENSBORO GBO,COLFAX,NC,4841,"Trucking, general freight, long-distance, less-than-truckload (LTL)",100-249,138,286188,0,10,838,6.99,6.99,83.8,871,2.83,3.12,2.24,2.47,1.37,0.9036
560751714,909868,Old Dominion Freight Line Inc,IRC-ODFL,THOMASVILLE,NC,4841,"General Freight Trucking, long-distance, LTL",100-249,196,371826,0,13,16,6.99,6.99,16.0,871,2.83,3.12,2.24,2.47,1.37,0.9048
417600000,1162657,US Postal Service,ESCANABA_1362718,ESCANABA,MI,4911,Mail and Parcel Delivery,50-99,50,90259,0,6,128,13.30,15.51,25.6,2251,5.22,5.94,2.24,2.55,1.64,0.9343
650301159,969309,O'Donnell Landscapes Inc,O'Donnell Landscapes Inc,ESTERO,FL,2382,Lawn sprinkler system installation,100-249,155,425539,0,8,74,3.76,4.70,74.0,1414,0.97,1.68,2.24,3.89,0.82,0.8073
301010290,1317128,Smithfield Foods,Smithfield Monmouth Fresh Meats,MONMOUTH,IL,3116,"Pork carcasses, half carcasses, and primal and sub-primal cuts produced in slaughtering plants",1000+,1559,3105352,0,70,313,4.51,6.05,26.1,132,1.52,2.01,2.24,2.96,1.65,0.9231
750991727,686436,Fort Worth Zoological Association,Fort Worth Zoological Association,FORT WORTH,TX,7121,Zoos,250-999,630,954054,0,38,120,7.97,11.11,10.0,58,3.14,3.56,2.24,2.53,1.63,0.963
201915868,1192156,Acadia Healthcare Management Company Inc,Cedar Crest Hospital,BELTON,TX,6222,Psychiatric and Substance Abuse Hospitals,250-999,260,541267,0,31,485,11.45,17.00,26.9,128,4.41,5.11,2.24,2.60,1.53,0.9274
366005788,1259265,Village of Bedford Park,Bedford Park Fire Department,BEDFORD PARK,IL,9221,"Firefighting (except forest), government and volunteer (except private)",50-99,57,112952,0,5,232,8.85,14.17,46.4,304,2.78,3.96,2.24,3.19,1.03,0.8661
660232687,1146929,Walgreen Co. MORENO VALLEY,00012W MORENO VALLEY,MORENO VALLEY,CA,4931,General Warehousing and Storage,250-999,617,932292,0,43,3638,9.22,10.73,93.3,1038,2.82,4.12,2.24,3.27,1.17,0.8955
581096895,425767,Gibbs Landscape Co.,Smyrna,SMYRNA,GA,5617,Landscape care and maintenance services,100-249,183,382975,0,9,89,4.70,7.31,44.5,619,1.42,2.10,2.24,3.31,1.07,0.8341
941237296,397322,"Driscoll's, Inc.",Red Bluff Nursery,RED BLUFF,CA,1113,Strawberry farming,100-249,111,190773,0,7,16,7.34,8.39,16.0,71,3.07,3.28,2.24,2.39,1.5,0.9016
410215170,636829,Target,1429 - Mesa West,MESA,AZ,4521,Discount Department Stores,100-249,172,168806,0,5,0,5.92,5.92,,1747,2.21,2.65,2.24,2.68,1.56,0.9066
131502798,1370672,American Airlines Group AA-JFK-NEW YORK - JOHN F. KENNEDY,AA-SNA-JOHN WAYNE - ORANGE Y-SNA-TRML AA-SNA-JOHN WAYNE - ORANGE Y,SANTA ANA,CA,4811,Scheduled Air Transportation,100-249,145,168910,0,15,512,17.76,23.68,64.0,186,6.03,7.93,2.24,2.95,1.14,0.8383
391509362,927874,ThedaCare Inc,Heritage/Peabody Manor,APPLETON,WI,6231,Nursing homes,250-999,346,293236,0,14,69,9.55,10.23,11.5,346,3.50,4.26,2.24,2.73,1.17,0.9196
910718482,365108,"Anderson Hay & Grain Co., Inc.","Anderson Hay & Grain Co., Inc. - Ellensburg, WA",ELLENSBURG,WA,3111,"Hay, cubed, manufacturing",100-249,172,303182,0,8,242,5.28,6.60,48.4,89,1.87,2.36,2.24,2.82,1.13,0.8472
844786770,657968,Your Express Solutions,Your Express Solutions,KANSAS CITY,MO,4921,Local letter and parcel delivery services as part of intercity courier network,100-249,129,218142,0,19,32,17.42,26.59,32.0,1272,6.61,7.77,2.24,2.64,1.4,0.9089
581853319,1388026,The Home Depot,1547 BRIGHTONCO,BRIGHTON,CO,4441,Home Centers,50-99,91,178018,0,6,0,6.74,7.86,,1359,2.54,3.01,2.24,2.65,1.5,0.908
430720131,483434,"Vernon L. Goedecke Company, Inc.",Goedecke St. Louis,ST. LOUIS,MO,4441,Building materials supply dealers,50-99,80,148171,0,5,203,6.75,6.75,203.0,1359,2.54,3.01,2.24,2.66,1.5,0.9089
460448203,1355787,"Sands Wall Systems, Inc.","Sands Wall Systems, Inc.",SIOUX FALLS,SD,2383,Drywall contractors,50-99,93,192503,0,5,76,5.19,16.62,15.2,530,1.46,2.32,2.24,3.57,0.75,0.7288
770133871,1288704,S. Martinelli's & Co,S. Martinelli's & Co,WATSONVILLE,CA,3114,"Concentrates, frozen fruit juice, manufacturing",250-999,320,652017,0,13,109,3.99,4.91,36.3,137,1.42,1.78,2.24,2.82,1.08,0.8797
821781746,503690,Reyes Coca-Cola Bottling LLC,2031 - Sacramento,SACRAMENTO,CA,4244,,250-999,401,793457,0,48,848,12.10,14.12,33.9,377,4.91,5.40,2.24,2.46,1.63,0.926
832311595,1262573,1st Source,Glen Meadows,HAMILTON,OH,6231,Skilled nursing facilities,50-99,96,155997,0,9,72,11.54,11.54,8.0,2691,2.78,5.14,2.24,4.14,0.77,0.8553
010651420,1332980,Interstate Waste Services,Chester NY Hauling,CHESTER,NY,5621,Waste Management,50-99,77,163794,0,7,173,8.55,9.77,24.7,435,2.83,3.81,2.24,3.02,1.29,0.8917
844081273,1002952,Xseed Delivery LLC,Xseed Delivery LLC,BOLINGBROOK,IL,4922,"Local letter and parcel delivery services (except as part of intercity carrier network, U.S. Postal Service)",50-99,59,102524,0,11,105,21.46,23.41,11.7,389,7.78,9.59,2.24,2.76,1.14,0.8837
840579292,1005172,LONG Building Technologies,LONG Building Technologies,LITTLETON,CO,2382,"Heating, ventilation and air-conditioning (HVAC) contractors",250-999,585,1052293,0,11,8,2.09,3.23,4.0,519,0.55,0.93,2.24,3.78,0.81,0.8575
953674288,1053806,"Pioneer Circuits, Inc.",Pioneer Circuits Inc.,SANTA ANA,CA,3344,Printed circuit assemblies manufacturing,250-999,324,646177,0,5,98,1.55,3.10,98.0,138,0.43,0.69,2.24,3.63,0.88,0.8247
810999607,390519,MERIDIAN SENIOR LIVING,Sunlit Gardens,ALTA LOMA,CA,6233,623312 Assisted Living Facilities for the Elderly,50-99,57,105228,0,6,2,11.40,13.30,2.0,2183,3.60,5.09,2.24,3.17,1.04,0.8547
710794414,1397309,"Sams  West, Inc.",WM 8208,LENEXA,KS,4529,,100-249,191,303315,0,9,17,5.93,7.91,2.4,1036,2.29,2.66,2.23,2.60,1.53,0.9157
710794412,1396447,"Sams  East, Inc.",WM 6417,HOLLAND,MI,4529,,100-249,144,235752,0,7,4,5.94,5.94,2.0,1036,2.29,2.66,2.23,2.60,1.53,0.9168
473355080,687219,Q10 Property Advisors LLC,Q10 Property Advisors LLC,HOUSTON,TX,5313,Residential property managing,100-249,220,291122,0,6,156,4.12,7.56,52.0,84,1.22,1.85,2.23,3.37,1.02,0.7636
863728048,1421970,AGI Group Holdings LP,LAX - AGI Ground,LOS ANGELES,CA,4881,Other Airport Operations,250-999,724,967762,0,27,551,5.58,8.06,91.8,172,2.02,2.50,2.23,2.77,1.16,0.8782
232167616,1264590,Farmart,The Happy Huckster Corp dba FarmArt Produce,FOLCROFT,PA,4244,Fresh Fruit and Vegetable Merchant Wholesalers,50-99,76,104825,0,5,13,9.54,15.26,6.5,619,3.26,4.28,2.23,2.92,1.27,0.8755
134042452,1367897,BOTTLING GROUP LLC,EAU CLAIRE WI,EAU CLAIRE,WI,4244,Other Grocery and Related Products Merchant Wholesalers,50-99,57,125601,0,6,8,9.55,9.55,4.0,619,3.26,4.28,2.23,2.93,1.28,0.8775
223215787,680344,National Distribution Centers LLC,National Distribution Centers LLC-221 Allen Rd,CARLISLE,PA,4931,Transportation Warehousing Logistics,50-99,88,184946,0,5,0,5.41,10.81,,1521,1.49,2.43,2.23,3.64,0.9,0.7527
521597904,853485,Peraton - USPS Central Repair Facility,Peraton - USPS Central Repair Facility,TOPEKA,KS,8113,Commercial and industrial machinery repair and maintenance services,100-249,223,414671,0,6,3,2.89,3.38,3.0,203,0.79,1.30,2.23,3.65,0.86,0.7823
542134567,1254563,Encore Steel Inc.,Encore Steel Inc.,PHOENIX,AZ,3323,Fabricated structural metal manufacturing,50-99,65,148276,0,5,36,6.74,6.74,18.0,713,2.01,3.02,2.23,3.36,1.06,0.8209
223512226,924693,Student Transportation of America,533007-Bastrop | TX | TEX-735,BASTROP,TX,4854,485410,100-249,138,188980,0,6,0,6.35,7.41,,236,2.41,2.85,2.23,2.64,1.32,0.9171
042801160,1180164,DHL Supply Chain,Union City - 4013 Whipple Road,UNION CITY,CA,4931,Motor Freight Transportation And Warehousing,100-249,117,243739,0,7,180,5.74,6.56,180.0,1381,1.74,2.58,2.23,3.31,0.96,0.8397
311224364,983631,"NK Parts Industries, Inc",NK Parts Main Campus,SIDNEY,OH,4931,General warehousing and storage,100-249,208,382274,0,11,0,5.76,5.76,,1381,1.74,2.58,2.23,3.32,0.97,0.8407
824065247,469146,Commercial Metals Company,CMC Steel New Jersey,SAYREVILLE,NJ,3311,Steel manufacturing,250-999,287,629785,0,7,60,2.22,3.18,10.0,52,0.60,1.00,2.23,3.68,1.44,0.8478
365042258,1189557,MSS STEEL TUBES USA,MSS STEEL TUBES USA,MEMPHIS,TN,3312,"Conduit, welded and lock joint, made from purchased iron or steel",50-99,81,168489,0,6,74,7.12,10.68,37.0,107,2.00,3.19,2.23,3.56,1.2,0.8734
431180401,1376961,Hiland Dairy Foods,Hiland Dairy Foods,SPRINGFIELD MO,MO,3115,"Milk processing (e.g., bottling, homogenizing, pasteurizing, vitaminizing) manufacturing",100-249,219,529695,0,20,297,7.55,7.55,21.2,253,2.67,3.38,2.23,2.83,1.56,0.9038
431180401,65221,Hiland Dairy Foods LLC,Hiland Springfield MO,SPRINGFIELD,MO,3115,"Milk processing (e.g., bottling, homogenizing, pasteurizing, vitaminizing) manufacturing",100-249,219,529695,0,20,297,7.55,7.55,21.2,253,2.67,3.38,2.23,2.83,1.56,0.9038
522230523,75749,Palram Americas,PALRAM AMERICAS-P2000,KUTZTOWN,PA,3261,"Building panels, corrugated and flat, plastics, manufacturing",100-249,113,226714,0,5,416,4.41,5.29,138.7,907,1.39,1.98,2.23,3.18,0.94,0.8161
381905349,522002,Creative Foam Corporation,Creative Foam - Fenway,FENTON,MI,3261,"Cushions, carpet and rug, urethane and other foam plastics (except polystrene), manufacturing",100-249,153,316344,0,7,8,4.43,5.69,4.0,907,1.39,1.98,2.23,3.19,0.95,0.819
251264993,62554,"Car Mate Trailers, Inc.","Car Mate Trailers, Inc.",LEEPER,PA,3362,"Automobile transporter trailers, single car, manufacturing",50-99,81,140209,0,6,21,8.56,12.84,4.2,163,2.64,3.84,2.23,3.24,0.88,0.8595
930475444,63430,Swanson Group Mfg.,Glendale Plywood,GLENDALE,OR,3212,"Veneer, Plywood, and Engineered Wood Product Manufacturing",100-249,220,460300,0,11,281,4.78,5.65,35.1,136,1.52,2.15,2.23,3.15,1.04,0.8182
540492941,377106,Estes Express Lines,Kansas City 164,KANSAS CITY,KS,4841,,250-999,272,644337,0,20,90,6.21,7.76,8.2,311,2.71,2.78,2.23,2.29,1.65,0.9215
546001455,1080906,City of Norfolk,Utilities,NORFOLK,VA,9261,Regulation and Administration of Communications Electric Gas and Other Utilities,250-999,321,571313,0,9,217,3.15,6.30,31.0,36,0.90,1.41,2.23,3.51,1.12,0.8889
621868550,230221,,Jackson Energy Authority,JACKSON,TN,2211,Distribution of electric power,250-999,410,770879,0,5,12,1.30,2.08,12.0,191,0.22,0.58,2.23,5.92,0.69,0.6937
842420784,887187,VZL Staffing Services LLC,Verano NJ CPG,BRANCHBURG,NJ,1114,Hydroponic crop farming,100-249,201,397998,0,13,13,6.53,8.04,2.2,132,2.59,2.93,2.23,2.52,1.44,0.8879
421422315,1065911,"SmithCo, Inc.","SmithCo, Inc.",LE MARS,IA,3362,Dump trailer manufacturing,100-249,120,270966,0,9,7,6.64,10.33,2.3,201,2.42,2.97,2.23,2.75,1.38,0.9016
274480214,1309418,ServiceSource Inc,PARC Hill AFB Janitorial 8600,HILL AFB,UT,6243,Vocational Rehabilitation Services,100-249,134,245000,0,8,304,6.53,6.53,50.7,128,1.94,2.93,2.23,3.37,1.24,0.8586
731236188,1252817,SOUTHWOOD LANDSCAPE AND GARDEN CENTER,Southwood Landscape and Nursery Co Inc.,TULSA,OK,4442,Garden centers,100-249,116,210534,0,9,0,8.55,9.50,,22,3.34,3.83,2.23,2.56,1.72,0.9444
911223280,1378583,COSTCO WHOLESALE,0653   BURBANK CA BUS CTR,NORTH HOLLYWOOD,CA,4552,Wholesale Grocer,250-999,296,458870,0,25,422,10.90,10.90,38.4,692,4.44,4.89,2.23,2.45,2.14,0.9781
330073573,315099,"Anderson Charnesky Structural Steel, Inc.","Anderson Charnesky Structural Steel, Inc.",BEAUMONT,CA,2381,Structural steel erecting or iron work contractors,100-249,185,301245,0,8,837,5.31,5.31,167.4,579,1.65,2.39,2.23,3.21,0.89,0.8315
873816501,1272623,Crane Aerospace and Electronics,Hydro-Aire Aerospace Corp (Crane A&E),BURBANK,CA,3364,Aircraft brakes manufacturing,250-999,603,1133000,0,10,372,1.77,2.29,372.0,173,0.47,0.79,2.23,3.79,0.91,0.7949
264353827,296492,Pinnacle Wall Systems,Pinnacle Wall Systems,WHITE BEAR LAKE,MN,2383,Drywall contractors,100-249,169,288751,0,6,0,4.16,4.16,,348,0.98,1.86,2.23,4.22,0.94,0.7613
842340012,1075804,PRMX LLC,PRMX LLC,UNIVERSITY PLACE,WA,4921,"Courier services (i.e., intercity network) (except establishments operating under a universal service obligation)",50-99,97,179090,0,16,5,17.87,18.98,2.5,1541,6.22,8.02,2.23,2.87,1.17,0.8665
831863875,707711,The Good News Services Corp.,The Good News Services Corp.,NAPERVILLE,IL,4921,Express delivery services (except establishments operating under a universal service obligation),50-99,73,122814,0,11,0,17.91,17.91,,1541,6.22,8.02,2.23,2.88,1.17,0.8672
541240707,1309711,"Hoffman Beverage Co., Inc.","Hoffman Beverage Co., Inc.",CHESAPEAKE,VA,4248,Beer merchant wholesalers,100-249,174,299191,0,15,132,10.03,10.70,13.2,258,3.89,4.50,2.23,2.58,1.57,0.918
870234341,1049089,The Church of Jesus Christ of Latter day Saints,Gilbert AZ DI,GILBERT,AZ,4533,Used Merchandise Store,50-99,88,111161,0,6,4,10.80,10.80,4.0,149,3.49,4.85,2.23,3.09,1.15,0.8496
310345740,962931,Kroger Atlanta KMA,011-00374,LAWRENCEVILLE,GA,4451,Supermarkets and Other Grocery Except Convenience Stores,100-249,103,146898,0,5,35,6.81,6.81,35.0,8151,2.32,3.05,2.23,2.93,1.17,0.8802
954519109,675741,Super Center Concepts Inc,The Market By Superior 201,LOS ANGELES,CA,4451,Grocery Store,100-249,111,176089,0,6,2,6.81,7.95,1.0,8151,2.32,3.05,2.23,2.94,1.17,0.8804
710415188,1397347,Walmart Inc,WM 2922,TUCSON,AZ,4529,Warehouse Clubs and Supercenters,250-999,390,608170,0,19,49,6.25,6.91,24.5,3102,2.55,2.81,2.23,2.45,1.83,0.9464
710862119,1396284,WalMart Stores East LP,WM 2108,MAYS LANDING,NJ,4529,Warehouse Clubs and Supercenters,250-999,398,607261,0,19,307,6.26,7.57,20.5,3102,2.55,2.81,2.23,2.45,1.84,0.9467
562274069,1355055,"Universal Health Services, Inc NEURO INSTITUTE OF AUSTIN",595 NEURO INSTITUTE OF AUSTIN,AUSTIN,TX,6223,Specialty except Psychiatric and Substance Abuse Hospitals,250-999,335,730557,0,24,416,6.57,7.94,32.0,157,2.78,2.95,2.23,2.36,1.56,0.96
610665455,67775,WireCrafters LLC,WireCrafters Louisville,LOUISVILLE,KY,3326,Mesh made from purchased wire,250-999,257,517012,0,13,21,5.03,5.03,10.5,19,1.91,2.25,2.23,2.64,1.63,0.9375
463230887,1147188,Rush Enterprises RTC CHICAGO,2810 RTC CHICAGO,CHICAGO,IL,4231,AUTOMOBILES AND OTHER MOTOR VEHICLES,50-99,82,159986,0,6,1,7.50,11.25,1.0,398,2.29,3.36,2.23,3.27,1.19,0.8542
370814781,415566,"Fairview Haven, Inc.","Fairview Haven, Inc.",FAIRBURY,IL,6231,Skilled nursing facilities,100-249,184,217380,0,12,78,11.04,11.04,7.1,3641,3.20,4.95,2.23,3.45,0.8,0.892
470893405,167664,Essex Pavilion,Essex Pavilion,HYANNIS,MA,6231,Skilled nursing facilities,100-249,119,180748,0,10,44,11.07,14.38,8.8,3641,3.20,4.95,2.23,3.46,0.81,0.8923
262603324,925823,"G2Kyyne, LLC","G2Kyne, LLC dba GRO",VANCOUVER,WA,5617,Landscape care and maintenance services,50-99,79,164030,0,5,11,6.10,7.32,2.8,1158,1.82,2.74,2.23,3.34,0.9,0.7657
362961027,997970,Green Grass Holdco LLC DBA Green Garden Group,Wingren Landscape Inc,DOWNERS GROVE,IL,5617,Landscape installation services,50-99,86,163738,0,5,3,6.11,7.33,3.0,1158,1.82,2.74,2.23,3.35,0.9,0.767
581853319,1039430,The Home Depot,1265 SOUTH SETAUKET,SOUTH SETAUKET,NY,4441,Home Centers,100-249,115,226179,0,7,194,6.19,6.19,48.5,4543,2.45,2.78,2.23,2.53,1.67,0.9355
560578072,1158390,"Lowe's Companies, INC LOWE S OF ANDERSON, SC","0728 LOWE S OF ANDERSON, SC",ANDERSON,SC,4441,Homecenter,100-249,164,225913,0,7,69,6.20,7.08,23.0,4543,2.45,2.78,2.23,2.53,1.67,0.9357
560578072,1359862,"Lowe's Companies, INC LOWE S OF ANDERSON, SC",0728 LOWE S OF ANDERSON SC,ANDERSON,SC,4441,Homecenter,100-249,164,225913,0,7,69,6.20,7.08,23.0,4543,2.45,2.78,2.23,2.53,1.67,0.9357
611411291,399637,Metro Air Service,ONT-M,ONTARIO,CA,4911,Postal stations operated on a contract basis,100-249,110,124982,0,8,3,12.80,12.80,1.5,732,5.01,5.75,2.23,2.56,1.97,0.9586
582480149,1105379,United Parcel Service Inc,CACEE - CERES CENTER,CERES,CA,4921,Couriers and Express Delivery Services,250-999,311,370233,0,25,389,13.51,16.21,77.8,573,5.97,6.07,2.23,2.26,1.85,0.9532
251869011,1242087,Giant Company,The Giant Co Transportation Carlisle PA,CARLISLE,PA,4841,Trucking,100-249,227,488557,0,17,1828,6.96,7.37,121.9,871,2.83,3.12,2.23,2.46,1.36,0.9011
417600000,1162604,US Postal Service,KANSAS CITY MAIN OFFICE_1435023,KANSAS CITY,MO,4911,Mail and Parcel Delivery,50-99,54,105822,0,7,2,13.23,15.12,2.0,2251,5.22,5.94,2.23,2.54,1.63,0.9334
417600000,1160603,US Postal Service,MONTCLAIR_1373575,MONTCLAIR,NJ,4911,Mail and Parcel Delivery,50-99,80,150895,0,10,457,13.25,13.25,50.8,2251,5.22,5.94,2.23,2.54,1.63,0.9338
131502798,1370666,American Airlines Group AA-JFK-NEW YORK - JOHN F. KENNEDY,AA-MIA-MIAMI-MIA-TRML AA-MIA-MIAMI,MIAMI,FL,4811,Scheduled Air Transportation,1000+,11328,13663076,0,888,26607,13.00,14.43,47.3,83,4.67,5.83,2.23,2.79,0.96,0.8375
420499300,977089,Roto-Rooter,RRSC Chicago Market,SCHAUMBURG,IL,2382,"""Sewer and Drain Cleaning, Plumbing, Home Office Administrative functions""",100-249,150,320416,0,6,127,3.75,4.99,25.4,1414,0.97,1.68,2.23,3.88,0.81,0.8053
208990374,1318557,ZoRoCo Packaging,Gluten Free,CALDWELL,ID,3119,Manufacturing,50-99,97,184615,0,6,3,6.50,6.50,1.5,219,2.02,2.91,2.23,3.22,1.06,0.8581
340971763,1154129,Hynes Industries,Hynes Industries- Youngstown,YOUNGSTOWN,OH,3321,Custom roll forming metal products,100-249,127,240080,0,7,7,5.83,5.83,1.0,129,1.91,2.61,2.23,3.05,1.17,0.8774
942227381,1071563,Pitman Farms,"Pitman Farms, Salina Processing Plant",SALINA,UT,3116,Processed poultry manufacturing,50-99,72,136873,0,6,6,8.77,11.69,6.0,109,3.31,3.93,2.23,2.65,1.2,0.8588
581647410,174736,The Langdale Company,Langdale Forest Products Co.,VALDOSTA,GA,3211,Sawmills,100-249,202,531003,0,15,295,5.65,7.16,73.8,167,1.64,2.53,2.23,3.45,1.07,0.8828
844313573,996036,"""315 Logistics, LLC""",315 Logistics,VIRGINIA BEACH,VA,4921,Couriers and Express Delivery Services,100-249,135,149949,0,13,375,17.34,18.67,34.1,1272,6.61,7.77,2.23,2.62,1.39,0.9072
812479820,499126,STR - Synthetic Turf Resources,Synthetic Turf Resources,DALTON,GA,3141,Carpets and rugs made from textile materials,250-999,453,993515,0,17,0,3.42,3.82,,24,1.03,1.54,2.23,3.33,0.78,0.8571
010085930,1365108,Hannaford,08151 - Store  8151 Camden,CAMDEN,ME,4451,Grocery Stores,100-249,145,147138,0,5,0,6.80,6.80,,8151,2.32,3.05,2.23,2.93,1.17,0.88
882218192,1125459,Shoprite of Center Square,Shoprite of Center Square,WOOLWICH TOWNSHIP,NJ,4451,Supermarkets,100-249,242,235321,0,8,7,6.80,7.65,7.0,8151,2.32,3.05,2.23,2.93,1.17,0.8801
873585189,1003516,,OK052 Muskogee Tissue,MUSKOGEE,OK,3221,,250-999,711,1531786,0,25,189,3.26,4.44,31.5,96,1.05,1.47,2.23,3.12,1.2,0.8925
952378614,1400612,Pocino Foods Company,Pocino Foods Company,CITY OF INDUSTRY,CA,4239,"General merchandise, durable goods, merchant wholesalers",100-249,196,408470,0,10,140,4.90,6.37,35.0,123,1.38,2.19,2.23,3.55,0.96,0.8391
741980982,739869,Clark Construction of Texas,"Clark Construction of Texas, Inc.",SAN ANTONIO,TX,2373,"Pavement, highway, road, street, bridge or airport runway, construction",100-249,205,271807,0,5,0,3.68,3.68,,472,1.28,1.65,2.23,2.87,1.01,0.8293
