staging_model,source_name,raw_table,raw_exists,raw_row_count,raw_bytes
stg_portal_cka_open_data_sa_87c271a71e__places,ripple_raw,PORTAL_CKA_OPEN_DATA_SA_87C271A71E,yes,10,2048
stg_portal_cka_open_data_sa_9548772c45__places,ripple_raw,PORTAL_CKA_OPEN_DATA_SA_9548772C45,yes,21,3584
stg_portal_cka_open_data_sa_9770eb9ebd__places,ripple_raw,PORTAL_CKA_OPEN_DATA_SA_9770EB9EBD,yes,14,2560
stg_portal_cka_open_data_sa_98d226a574__places,ripple_raw,PORTAL_CKA_OPEN_DATA_SA_98D226A574,yes,12,2048
stg_portal_cka_open_data_sa_9c302ca0ab__places,ripple_raw,PORTAL_CKA_OPEN_DATA_SA_9C302CA0AB,yes,3,2048
stg_portal_cka_open_data_sa_9dca88d285__places,ripple_raw,PORTAL_CKA_OPEN_DATA_SA_9DCA88D285,yes,617,63488
stg_portal_cka_open_data_sa_a8ef161189__places,ripple_raw,PORTAL_CKA_OPEN_DATA_SA_A8EF161189,yes,6493,486400
stg_portal_cka_open_data_sa_ad9a53047c__places,ripple_raw,PORTAL_CKA_OPEN_DATA_SA_AD9A53047C,yes,8,2048
stg_portal_cka_open_data_sa_afe18e40af__places,ripple_raw,PORTAL_CKA_OPEN_DATA_SA_AFE18E40AF,yes,27,3072
stg_portal_cka_open_data_sa_b9860a2de3__places,ripple_raw,PORTAL_CKA_OPEN_DATA_SA_B9860A2DE3,yes,1,1536
stg_portal_cka_open_data_sa_c12d73f01d__places,ripple_raw,PORTAL_CKA_OPEN_DATA_SA_C12D73F01D,yes,4976,220672
stg_portal_cka_open_data_sa_c589d75d2f__places,ripple_raw,PORTAL_CKA_OPEN_DATA_SA_C589D75D2F,yes,12,2048
stg_portal_cka_open_data_sa_c7cf87b213__places,ripple_raw,PORTAL_CKA_OPEN_DATA_SA_C7CF87B213,yes,10000,929792
stg_portal_cka_open_data_sa_cc35a6d7fa__places,ripple_raw,PORTAL_CKA_OPEN_DATA_SA_CC35A6D7FA,yes,11,2560
stg_portal_cka_open_data_sa_ce75f7fdde__places,ripple_raw,PORTAL_CKA_OPEN_DATA_SA_CE75F7FDDE,yes,7,2048
stg_portal_cka_open_data_sa_ceb607964a__places,ripple_raw,PORTAL_CKA_OPEN_DATA_SA_CEB607964A,yes,1,1536
stg_portal_cka_open_data_sa_d06a042788__places,ripple_raw,PORTAL_CKA_OPEN_DATA_SA_D06A042788,yes,928,66560
stg_portal_cka_open_data_sa_d4bc1d6201__places,ripple_raw,PORTAL_CKA_OPEN_DATA_SA_D4BC1D6201,yes,101,2560
stg_portal_cka_open_data_sa_d770780eeb__places,ripple_raw,PORTAL_CKA_OPEN_DATA_SA_D770780EEB,yes,1,1536
stg_portal_cka_open_data_sa_dc31e10278__places,ripple_raw,PORTAL_CKA_OPEN_DATA_SA_DC31E10278,yes,40,4096
stg_portal_cka_open_data_sa_dd50c64c64__places,ripple_raw,PORTAL_CKA_OPEN_DATA_SA_DD50C64C64,yes,10,2560
stg_portal_cka_open_data_sa_e078d81651__places,ripple_raw,PORTAL_CKA_OPEN_DATA_SA_E078D81651,yes,902,116224
stg_portal_cka_open_data_sa_e2b711db0f__places,ripple_raw,PORTAL_CKA_OPEN_DATA_SA_E2B711DB0F,yes,10000,706048
stg_portal_cka_open_data_sa_e6366cdfc9__places,ripple_raw,PORTAL_CKA_OPEN_DATA_SA_E6366CDFC9,yes,88,7680
stg_portal_cka_open_data_sa_e8025ed747__places,ripple_raw,PORTAL_CKA_OPEN_DATA_SA_E8025ED747,yes,166,10752
stg_portal_cka_open_data_sa_e83e833a45__places,ripple_raw,PORTAL_CKA_OPEN_DATA_SA_E83E833A45,yes,816,95232
stg_portal_cka_open_data_sa_e846782f2c__records,ripple_raw,PORTAL_CKA_OPEN_DATA_SA_E846782F2C,yes,133,37888
stg_portal_cka_open_data_sa_e8bb377538__places,ripple_raw,PORTAL_CKA_OPEN_DATA_SA_E8BB377538,yes,1,1536
stg_portal_cka_open_data_sa_e90902c24c__places,ripple_raw,PORTAL_CKA_OPEN_DATA_SA_E90902C24C,yes,10000,728576
stg_portal_cka_open_data_sa_f38d25f947__places,ripple_raw,PORTAL_CKA_OPEN_DATA_SA_F38D25F947,yes,53,4096
stg_portal_cka_open_data_sa_fa2a7705ec__places,ripple_raw,PORTAL_CKA_OPEN_DATA_SA_FA2A7705EC,yes,3,1536
stg_portal_cka_open_data_sa_fc8f1bae69__places,ripple_raw,PORTAL_CKA_OPEN_DATA_SA_FC8F1BAE69,yes,11,2048
stg_portal_cka_san_jose_open_da_00b8041d47__records,ripple_raw,PORTAL_CKA_SAN_JOSE_OPEN_DA_00B8041D47,yes,10000,355328
stg_portal_cka_san_jose_open_da_03014f9c15__places,ripple_raw,PORTAL_CKA_SAN_JOSE_OPEN_DA_03014F9C15,yes,1246,105984
stg_portal_cka_san_jose_open_da_0d51ec3643__places,ripple_raw,PORTAL_CKA_SAN_JOSE_OPEN_DA_0D51EC3643,yes,10000,848384
stg_portal_cka_san_jose_open_da_0e84d71b5d__places,ripple_raw,PORTAL_CKA_SAN_JOSE_OPEN_DA_0E84D71B5D,yes,112,24576
stg_portal_cka_san_jose_open_da_131db5b4a0__places,ripple_raw,PORTAL_CKA_SAN_JOSE_OPEN_DA_131DB5B4A0,yes,10000,442368
stg_portal_cka_san_jose_open_da_151f8e4dbb__places,ripple_raw,PORTAL_CKA_SAN_JOSE_OPEN_DA_151F8E4DBB,yes,10000,848384
stg_portal_cka_san_jose_open_da_17dd46ea4d__places,ripple_raw,PORTAL_CKA_SAN_JOSE_OPEN_DA_17DD46EA4D,yes,589,47616
stg_portal_cka_san_jose_open_da_1f745f1e15__places,ripple_raw,PORTAL_CKA_SAN_JOSE_OPEN_DA_1F745F1E15,yes,581,27136
stg_portal_cka_san_jose_open_da_2789ef054e__places,ripple_raw,PORTAL_CKA_SAN_JOSE_OPEN_DA_2789EF054E,yes,6486,535040
stg_portal_cka_san_jose_open_da_2a3d59095b__places,ripple_raw,PORTAL_CKA_SAN_JOSE_OPEN_DA_2A3D59095B,yes,10000,1167872
stg_portal_cka_san_jose_open_da_2ed954c361__places,ripple_raw,PORTAL_CKA_SAN_JOSE_OPEN_DA_2ED954C361,yes,297,19968
stg_portal_cka_san_jose_open_da_390a683a1f__places,ripple_raw,PORTAL_CKA_SAN_JOSE_OPEN_DA_390A683A1F,yes,2641,122368
stg_portal_cka_san_jose_open_da_4006091422__places,ripple_raw,PORTAL_CKA_SAN_JOSE_OPEN_DA_4006091422,yes,8,3072
stg_portal_cka_san_jose_open_da_4b62ee3e47__places,ripple_raw,PORTAL_CKA_SAN_JOSE_OPEN_DA_4B62EE3E47,yes,312,11776
stg_portal_cka_san_jose_open_da_5635d41e74__places,ripple_raw,PORTAL_CKA_SAN_JOSE_OPEN_DA_5635D41E74,yes,1411,176640
stg_portal_cka_san_jose_open_da_5a544b8d01__places,ripple_raw,PORTAL_CKA_SAN_JOSE_OPEN_DA_5A544B8D01,yes,1336,86016
stg_portal_cka_san_jose_open_da_5b443a0101__places,ripple_raw,PORTAL_CKA_SAN_JOSE_OPEN_DA_5B443A0101,yes,18,4096
stg_portal_cka_san_jose_open_da_5ed011d868__places,ripple_raw,PORTAL_CKA_SAN_JOSE_OPEN_DA_5ED011D868,yes,60,28160
stg_portal_cka_san_jose_open_da_788cbd21b2__places,ripple_raw,PORTAL_CKA_SAN_JOSE_OPEN_DA_788CBD21B2,yes,1701,74240
stg_portal_cka_san_jose_open_da_794f17ebe2__places,ripple_raw,PORTAL_CKA_SAN_JOSE_OPEN_DA_794F17EBE2,yes,5025,431104
stg_portal_cka_san_jose_open_da_7b1a49b2ac__places,ripple_raw,PORTAL_CKA_SAN_JOSE_OPEN_DA_7B1A49B2AC,yes,2100,117248
stg_portal_cka_san_jose_open_da_804d7561a2__places,ripple_raw,PORTAL_CKA_SAN_JOSE_OPEN_DA_804D7561A2,yes,94,11264
stg_portal_cka_san_jose_open_da_846214a7c0__places,ripple_raw,PORTAL_CKA_SAN_JOSE_OPEN_DA_846214A7C0,yes,993,90112
stg_portal_cka_san_jose_open_da_876760587a__places,ripple_raw,PORTAL_CKA_SAN_JOSE_OPEN_DA_876760587A,yes,8,2560
stg_portal_cka_san_jose_open_da_8ae30c65de__places,ripple_raw,PORTAL_CKA_SAN_JOSE_OPEN_DA_8AE30C65DE,yes,10000,475136
stg_portal_cka_san_jose_open_da_8bc8cd595b__places,ripple_raw,PORTAL_CKA_SAN_JOSE_OPEN_DA_8BC8CD595B,yes,569,66560
stg_portal_cka_san_jose_open_da_98849b65ee__places,ripple_raw,PORTAL_CKA_SAN_JOSE_OPEN_DA_98849B65EE,yes,1616,215552
stg_portal_cka_san_jose_open_da_9bcce40a0f__places,ripple_raw,PORTAL_CKA_SAN_JOSE_OPEN_DA_9BCCE40A0F,yes,3591,192000
stg_portal_cka_san_jose_open_da_9e83620979__places,ripple_raw,PORTAL_CKA_SAN_JOSE_OPEN_DA_9E83620979,yes,62,5632
stg_portal_cka_san_jose_open_da_9eb7d97238__places,ripple_raw,PORTAL_CKA_SAN_JOSE_OPEN_DA_9EB7D97238,yes,58,12288
stg_portal_cka_san_jose_open_da_9f5fd1969e__places,ripple_raw,PORTAL_CKA_SAN_JOSE_OPEN_DA_9F5FD1969E,yes,6,2560
stg_portal_cka_san_jose_open_da_a02c259acb__places,ripple_raw,PORTAL_CKA_SAN_JOSE_OPEN_DA_A02C259ACB,yes,713,54272
stg_portal_cka_san_jose_open_da_a1a1e9ba90__places,ripple_raw,PORTAL_CKA_SAN_JOSE_OPEN_DA_A1A1E9BA90,yes,45,5120
stg_portal_cka_san_jose_open_da_a52d30d858__places,ripple_raw,PORTAL_CKA_SAN_JOSE_OPEN_DA_A52D30D858,yes,1,1536
stg_portal_cka_san_jose_open_da_ad9c79b3a8__places,ripple_raw,PORTAL_CKA_SAN_JOSE_OPEN_DA_AD9C79B3A8,yes,10000,846336
stg_portal_cka_san_jose_open_da_b00393d49e__places,ripple_raw,PORTAL_CKA_SAN_JOSE_OPEN_DA_B00393D49E,yes,15,3584
stg_portal_cka_san_jose_open_da_b374feda3d__places,ripple_raw,PORTAL_CKA_SAN_JOSE_OPEN_DA_B374FEDA3D,yes,24,4608
stg_portal_cka_san_jose_open_da_b5470e08fd__places,ripple_raw,PORTAL_CKA_SAN_JOSE_OPEN_DA_B5470E08FD,yes,3000,265216
stg_portal_cka_san_jose_open_da_b6d7cbc686__places,ripple_raw,PORTAL_CKA_SAN_JOSE_OPEN_DA_B6D7CBC686,yes,10000,1136640
stg_portal_cka_san_jose_open_da_b7879ede0f__places,ripple_raw,PORTAL_CKA_SAN_JOSE_OPEN_DA_B7879EDE0F,yes,882,61952
stg_portal_cka_san_jose_open_da_ba17cfeaef__places,ripple_raw,PORTAL_CKA_SAN_JOSE_OPEN_DA_BA17CFEAEF,yes,2,1536
stg_portal_cka_san_jose_open_da_cc6148cb20__places,ripple_raw,PORTAL_CKA_SAN_JOSE_OPEN_DA_CC6148CB20,yes,5794,385536
stg_portal_cka_san_jose_open_da_cf566b299b__places,ripple_raw,PORTAL_CKA_SAN_JOSE_OPEN_DA_CF566B299B,yes,4190,197120
stg_portal_cka_san_jose_open_da_d8576cbeb1__places,ripple_raw,PORTAL_CKA_SAN_JOSE_OPEN_DA_D8576CBEB1,yes,786,36864
stg_portal_cka_san_jose_open_da_d86291aab8__places,ripple_raw,PORTAL_CKA_SAN_JOSE_OPEN_DA_D86291AAB8,yes,1389,118784
stg_portal_cka_san_jose_open_da_da9d21318d__places,ripple_raw,PORTAL_CKA_SAN_JOSE_OPEN_DA_DA9D21318D,yes,352,61440
stg_portal_cka_san_jose_open_da_e2d21c0535__places,ripple_raw,PORTAL_CKA_SAN_JOSE_OPEN_DA_E2D21C0535,yes,246,38912
stg_portal_cka_san_jose_open_da_e2e136dbe8__places,ripple_raw,PORTAL_CKA_SAN_JOSE_OPEN_DA_E2E136DBE8,yes,789,62464
stg_portal_cka_san_jose_open_da_e55babfe84__places,ripple_raw,PORTAL_CKA_SAN_JOSE_OPEN_DA_E55BABFE84,yes,31,5632
stg_portal_cka_san_jose_open_da_e5e353e19d__places,ripple_raw,PORTAL_CKA_SAN_JOSE_OPEN_DA_E5E353E19D,yes,6,2560
stg_portal_cka_san_jose_open_da_f1d1bdd645__places,ripple_raw,PORTAL_CKA_SAN_JOSE_OPEN_DA_F1D1BDD645,yes,2,2048
stg_portal_cka_san_jose_open_da_f8c410bb6b__places,ripple_raw,PORTAL_CKA_SAN_JOSE_OPEN_DA_F8C410BB6B,yes,1832,137216
stg_portal_cka_san_jose_open_da_faad5a2133__places,ripple_raw,PORTAL_CKA_SAN_JOSE_OPEN_DA_FAAD5A2133,yes,3191,181760
stg_portal_cka_tampa_open_data_044202d137__records,ripple_raw,PORTAL_CKA_TAMPA_OPEN_DATA_044202D137,yes,42,3072
stg_portal_cka_tampa_open_data_06c9cc7276__records,ripple_raw,PORTAL_CKA_TAMPA_OPEN_DATA_06C9CC7276,yes,221,7680
stg_portal_cka_tampa_open_data_18b980d54d__records,ripple_raw,PORTAL_CKA_TAMPA_OPEN_DATA_18B980D54D,yes,952,23552
stg_portal_cka_tampa_open_data_2ff7ba4861__records,ripple_raw,PORTAL_CKA_TAMPA_OPEN_DATA_2FF7BA4861,yes,150,5632
stg_portal_cka_tampa_open_data_31262c6d5a__records,ripple_raw,PORTAL_CKA_TAMPA_OPEN_DATA_31262C6D5A,yes,348,12288
stg_portal_cka_tampa_open_data_33f54db74c__records,ripple_raw,PORTAL_CKA_TAMPA_OPEN_DATA_33F54DB74C,yes,1571,38400
stg_portal_cka_tampa_open_data_35b3415bb7__records,ripple_raw,PORTAL_CKA_TAMPA_OPEN_DATA_35B3415BB7,yes,4767,77824
stg_portal_cka_tampa_open_data_39c5b89d70__records,ripple_raw,PORTAL_CKA_TAMPA_OPEN_DATA_39C5B89D70,yes,29,3072
stg_portal_cka_tampa_open_data_3aa5c05b7d__records,ripple_raw,PORTAL_CKA_TAMPA_OPEN_DATA_3AA5C05B7D,yes,28,3072
stg_portal_cka_tampa_open_data_456ec0addb__records,ripple_raw,PORTAL_CKA_TAMPA_OPEN_DATA_456EC0ADDB,yes,829,22528
stg_portal_cka_tampa_open_data_485b900d71__records,ripple_raw,PORTAL_CKA_TAMPA_OPEN_DATA_485B900D71,yes,604,18944
stg_portal_cka_tampa_open_data_662d0d6bcb__records,ripple_raw,PORTAL_CKA_TAMPA_OPEN_DATA_662D0D6BCB,yes,694,16896
stg_portal_cka_tampa_open_data_6a2b19fd67__records,ripple_raw,PORTAL_CKA_TAMPA_OPEN_DATA_6A2B19FD67,yes,477,14336
stg_portal_cka_tampa_open_data_6c25ea91d4__records,ripple_raw,PORTAL_CKA_TAMPA_OPEN_DATA_6C25EA91D4,yes,443,27136
stg_portal_cka_tampa_open_data_7b31b708c9__records,ripple_raw,PORTAL_CKA_TAMPA_OPEN_DATA_7B31B708C9,yes,104,6656
stg_portal_cka_tampa_open_data_8b7716d270__records,ripple_raw,PORTAL_CKA_TAMPA_OPEN_DATA_8B7716D270,yes,316,8704
stg_portal_cka_tampa_open_data_9909aa9ed8__records,ripple_raw,PORTAL_CKA_TAMPA_OPEN_DATA_9909AA9ED8,yes,2392,59904
stg_portal_cka_tampa_open_data_a61789d619__records,ripple_raw,PORTAL_CKA_TAMPA_OPEN_DATA_A61789D619,yes,106,5120
stg_portal_cka_tampa_open_data_c8043a5df9__records,ripple_raw,PORTAL_CKA_TAMPA_OPEN_DATA_C8043A5DF9,yes,69,4096
stg_portal_cka_tampa_open_data_ddbaf3b966__records,ripple_raw,PORTAL_CKA_TAMPA_OPEN_DATA_DDBAF3B966,yes,88,5120
stg_portal_cka_tampa_open_data_e00e42a7e9__records,ripple_raw,PORTAL_CKA_TAMPA_OPEN_DATA_E00E42A7E9,yes,43,3072
stg_portal_cka_tampa_open_data_e290dd0b04__records,ripple_raw,PORTAL_CKA_TAMPA_OPEN_DATA_E290DD0B04,yes,44,3584
stg_portal_cka_tampa_open_data_e589c6750a__records,ripple_raw,PORTAL_CKA_TAMPA_OPEN_DATA_E589C6750A,yes,218,8704
stg_portal_cka_tampa_open_data_eaee1e870c__records,ripple_raw,PORTAL_CKA_TAMPA_OPEN_DATA_EAEE1E870C,yes,82,6144
stg_portal_cka_virginia_open_da_039aacd655__records,ripple_raw,PORTAL_CKA_VIRGINIA_OPEN_DA_039AACD655,yes,10000,988160
stg_portal_cka_virginia_open_da_11b79485f6__records,ripple_raw,PORTAL_CKA_VIRGINIA_OPEN_DA_11B79485F6,yes,554,57856
stg_portal_cka_virginia_open_da_1d39bdec50__records,ripple_raw,PORTAL_CKA_VIRGINIA_OPEN_DA_1D39BDEC50,yes,10000,1723392
stg_portal_cka_virginia_open_da_3bb10a6097__places,ripple_raw,PORTAL_CKA_VIRGINIA_OPEN_DA_3BB10A6097,yes,263,22528
stg_portal_cka_virginia_open_da_3e67a117fb__places,ripple_raw,PORTAL_CKA_VIRGINIA_OPEN_DA_3E67A117FB,yes,9507,214016
stg_portal_cka_virginia_open_da_58cf45d167__places,ripple_raw,PORTAL_CKA_VIRGINIA_OPEN_DA_58CF45D167,yes,78,7680
stg_portal_cka_virginia_open_da_651c0c423a__places,ripple_raw,PORTAL_CKA_VIRGINIA_OPEN_DA_651C0C423A,yes,449,52736
stg_portal_cka_virginia_open_da_6973fd2ba7__places,ripple_raw,PORTAL_CKA_VIRGINIA_OPEN_DA_6973FD2BA7,yes,6,2048
stg_portal_cka_virginia_open_da_77706d86da__records,ripple_raw,PORTAL_CKA_VIRGINIA_OPEN_DA_77706D86DA,yes,10000,3121152
stg_portal_cka_virginia_open_da_97ad4bc66c__records,ripple_raw,PORTAL_CKA_VIRGINIA_OPEN_DA_97AD4BC66C,yes,4457,535552
stg_portal_cka_virginia_open_da_ac3869ee0e__records,ripple_raw,PORTAL_CKA_VIRGINIA_OPEN_DA_AC3869EE0E,yes,10000,2089472
stg_portal_cka_virginia_open_da_ace8ac0352__records,ripple_raw,PORTAL_CKA_VIRGINIA_OPEN_DA_ACE8AC0352,yes,1045,152064
stg_portal_cka_virginia_open_da_ae7dccb05b__records,ripple_raw,PORTAL_CKA_VIRGINIA_OPEN_DA_AE7DCCB05B,yes,10000,1116672
stg_portal_cka_virginia_open_da_cbc7fe8b75__places,ripple_raw,PORTAL_CKA_VIRGINIA_OPEN_DA_CBC7FE8B75,yes,10000,108544
stg_portal_cka_virginia_open_da_e4498c978c__records,ripple_raw,PORTAL_CKA_VIRGINIA_OPEN_DA_E4498C978C,yes,1500,162816
stg_portal_cka_virginia_open_da_f40c1f2ece__places,ripple_raw,PORTAL_CKA_VIRGINIA_OPEN_DA_F40C1F2ECE,yes,10000,1260032
stg_portal_cka_virginia_open_da_f4fc6168ea__places,ripple_raw,PORTAL_CKA_VIRGINIA_OPEN_DA_F4FC6168EA,yes,356,66560
stg_portal_cka_virginia_open_da_fc2228a15b__places,ripple_raw,PORTAL_CKA_VIRGINIA_OPEN_DA_FC2228A15B,yes,4883,512000
stg_portal_cka_western_pennsylv_00ff03b195__places,ripple_raw,PORTAL_CKA_WESTERN_PENNSYLV_00FF03B195,yes,37,4608
stg_portal_cka_western_pennsylv_010a1b6275__places,ripple_raw,PORTAL_CKA_WESTERN_PENNSYLV_010A1B6275,yes,10000,4870656
stg_portal_cka_western_pennsylv_03ab547adb__places,ripple_raw,PORTAL_CKA_WESTERN_PENNSYLV_03AB547ADB,yes,111,128000
stg_portal_cka_western_pennsylv_0562c5dea2__places,ripple_raw,PORTAL_CKA_WESTERN_PENNSYLV_0562C5DEA2,yes,20,9216
stg_portal_cka_western_pennsylv_070a16004d__places,ripple_raw,PORTAL_CKA_WESTERN_PENNSYLV_070A16004D,yes,410,44544
stg_portal_cka_western_pennsylv_07eaf6e647__places,ripple_raw,PORTAL_CKA_WESTERN_PENNSYLV_07EAF6E647,yes,2,2560
stg_portal_cka_western_pennsylv_092b06e590__places,ripple_raw,PORTAL_CKA_WESTERN_PENNSYLV_092B06E590,yes,1327,308736
stg_portal_cka_western_pennsylv_09335a764b__records,ripple_raw,PORTAL_CKA_WESTERN_PENNSYLV_09335A764B,yes,9999,316928
stg_portal_cka_western_pennsylv_098bd87ff5__places,ripple_raw,PORTAL_CKA_WESTERN_PENNSYLV_098BD87FF5,yes,11,5632
stg_portal_cka_western_pennsylv_0ac79b8eba__places,ripple_raw,PORTAL_CKA_WESTERN_PENNSYLV_0AC79B8EBA,yes,10000,579584
stg_portal_cka_western_pennsylv_0af7431c6c__facilities,ripple_raw,PORTAL_CKA_WESTERN_PENNSYLV_0AF7431C6C,yes,10000,526336
stg_portal_cka_western_pennsylv_0c27c4aa90__places,ripple_raw,PORTAL_CKA_WESTERN_PENNSYLV_0C27C4AA90,yes,4,501760
stg_portal_cka_western_pennsylv_0c63c07381__places,ripple_raw,PORTAL_CKA_WESTERN_PENNSYLV_0C63C07381,yes,574,159744
stg_portal_cka_western_pennsylv_0dd7796234__places,ripple_raw,PORTAL_CKA_WESTERN_PENNSYLV_0DD7796234,yes,420,34816
stg_portal_cka_western_pennsylv_10c3e0c017__places,ripple_raw,PORTAL_CKA_WESTERN_PENNSYLV_10C3E0C017,yes,588,219648
stg_portal_cka_western_pennsylv_11aebe4994__places,ripple_raw,PORTAL_CKA_WESTERN_PENNSYLV_11AEBE4994,yes,2103,55296
stg_portal_cka_western_pennsylv_13793abc24__places,ripple_raw,PORTAL_CKA_WESTERN_PENNSYLV_13793ABC24,yes,7242,14334976
stg_portal_cka_western_pennsylv_1430aba184__places,ripple_raw,PORTAL_CKA_WESTERN_PENNSYLV_1430ABA184,yes,35,11776
stg_portal_cka_western_pennsylv_152133d5ed__records,ripple_raw,PORTAL_CKA_WESTERN_PENNSYLV_152133D5ED,yes,1792,121344
stg_portal_cka_western_pennsylv_1629502c35__places,ripple_raw,PORTAL_CKA_WESTERN_PENNSYLV_1629502C35,yes,24,9728
stg_portal_cka_western_pennsylv_1a89f1526c__places,ripple_raw,PORTAL_CKA_WESTERN_PENNSYLV_1A89F1526C,yes,10000,2476032
stg_portal_cka_western_pennsylv_20c6fc6029__records,ripple_raw,PORTAL_CKA_WESTERN_PENNSYLV_20C6FC6029,yes,1002,67072
stg_portal_cka_western_pennsylv_20e1a330ce__records,ripple_raw,PORTAL_CKA_WESTERN_PENNSYLV_20E1A330CE,yes,672,43520
stg_portal_cka_western_pennsylv_22bdd189f5__places,ripple_raw,PORTAL_CKA_WESTERN_PENNSYLV_22BDD189F5,yes,20,12288
stg_portal_cka_western_pennsylv_23b8b5b7d2__places,ripple_raw,PORTAL_CKA_WESTERN_PENNSYLV_23B8B5B7D2,yes,3420,217600
stg_portal_cka_western_pennsylv_257ffc7619__places,ripple_raw,PORTAL_CKA_WESTERN_PENNSYLV_257FFC7619,yes,9,6144
stg_portal_cka_western_pennsylv_26239ef185__places,ripple_raw,PORTAL_CKA_WESTERN_PENNSYLV_26239EF185,yes,739,62976
stg_portal_cka_western_pennsylv_26625d455c__places,ripple_raw,PORTAL_CKA_WESTERN_PENNSYLV_26625D455C,yes,49,11776
stg_portal_cka_western_pennsylv_2a3b161975__places,ripple_raw,PORTAL_CKA_WESTERN_PENNSYLV_2A3B161975,yes,47,18432
stg_portal_cka_western_pennsylv_2a71c11d68__places,ripple_raw,PORTAL_CKA_WESTERN_PENNSYLV_2A71C11D68,yes,7,3584
stg_portal_cka_western_pennsylv_2c3871611d__places,ripple_raw,PORTAL_CKA_WESTERN_PENNSYLV_2C3871611D,yes,583,25600
stg_portal_cka_western_pennsylv_2cfaaea4fd__places,ripple_raw,PORTAL_CKA_WESTERN_PENNSYLV_2CFAAEA4FD,yes,138,49152
stg_portal_cka_western_pennsylv_2dcbf2873b__places,ripple_raw,PORTAL_CKA_WESTERN_PENNSYLV_2DCBF2873B,yes,44,28160
stg_portal_cka_western_pennsylv_2dfc1addea__places,ripple_raw,PORTAL_CKA_WESTERN_PENNSYLV_2DFC1ADDEA,yes,7723,237568
stg_portal_cka_western_pennsylv_305157e72f__places,ripple_raw,PORTAL_CKA_WESTERN_PENNSYLV_305157E72F,yes,1026,101376
stg_portal_cka_western_pennsylv_321a6575f3__places,ripple_raw,PORTAL_CKA_WESTERN_PENNSYLV_321A6575F3,yes,10,117248
stg_portal_cka_western_pennsylv_36a8032a4c__places,ripple_raw,PORTAL_CKA_WESTERN_PENNSYLV_36A8032A4C,yes,1278,298496
stg_portal_cka_western_pennsylv_372d1987db__places,ripple_raw,PORTAL_CKA_WESTERN_PENNSYLV_372D1987DB,yes,52,25600
stg_portal_cka_western_pennsylv_38abdaec9d__places,ripple_raw,PORTAL_CKA_WESTERN_PENNSYLV_38ABDAEC9D,yes,1714,12667392
stg_portal_cka_western_pennsylv_3986161420__places,ripple_raw,PORTAL_CKA_WESTERN_PENNSYLV_3986161420,yes,368,304128
stg_portal_cka_western_pennsylv_3e5a14a8a0__places,ripple_raw,PORTAL_CKA_WESTERN_PENNSYLV_3E5A14A8A0,yes,138,237056
stg_portal_cka_western_pennsylv_440a699a5b__places,ripple_raw,PORTAL_CKA_WESTERN_PENNSYLV_440A699A5B,yes,10000,4166144
stg_portal_cka_western_pennsylv_49fab204aa__places,ripple_raw,PORTAL_CKA_WESTERN_PENNSYLV_49FAB204AA,yes,10,40448
stg_portal_cka_western_pennsylv_4a48dedefa__places,ripple_raw,PORTAL_CKA_WESTERN_PENNSYLV_4A48DEDEFA,yes,749,876544
stg_portal_cka_western_pennsylv_4c0f4e6c6c__places,ripple_raw,PORTAL_CKA_WESTERN_PENNSYLV_4C0F4E6C6C,yes,1323,90112
stg_portal_cka_western_pennsylv_4d90100824__places,ripple_raw,PORTAL_CKA_WESTERN_PENNSYLV_4D90100824,yes,1114,3477504
stg_portal_cka_western_pennsylv_4e5c66124a__places,ripple_raw,PORTAL_CKA_WESTERN_PENNSYLV_4E5C66124A,yes,10000,2099712
stg_portal_cka_western_pennsylv_4e9f15e555__places,ripple_raw,PORTAL_CKA_WESTERN_PENNSYLV_4E9F15E555,yes,130,1137152
stg_portal_cka_western_pennsylv_4fc22c2c30__places,ripple_raw,PORTAL_CKA_WESTERN_PENNSYLV_4FC22C2C30,yes,427,36864
stg_portal_cka_western_pennsylv_51b8dcf278__places,ripple_raw,PORTAL_CKA_WESTERN_PENNSYLV_51B8DCF278,yes,1975,114688
stg_portal_cka_western_pennsylv_55b456c408__places,ripple_raw,PORTAL_CKA_WESTERN_PENNSYLV_55B456C408,yes,51,14336
stg_portal_cka_western_pennsylv_5a83580b83__places,ripple_raw,PORTAL_CKA_WESTERN_PENNSYLV_5A83580B83,yes,445,29696
stg_portal_cka_western_pennsylv_5b3c7ae148__places,ripple_raw,PORTAL_CKA_WESTERN_PENNSYLV_5B3C7AE148,yes,585,662016
stg_portal_cka_western_pennsylv_5c36bf1b9f__places,ripple_raw,PORTAL_CKA_WESTERN_PENNSYLV_5C36BF1B9F,yes,627,94208
stg_portal_cka_western_pennsylv_6271eb297f__places,ripple_raw,PORTAL_CKA_WESTERN_PENNSYLV_6271EB297F,yes,1305,121344
stg_portal_cka_western_pennsylv_645f59a90f__places,ripple_raw,PORTAL_CKA_WESTERN_PENNSYLV_645F59A90F,yes,361,130560
stg_portal_cka_western_pennsylv_654e0b3182__places,ripple_raw,PORTAL_CKA_WESTERN_PENNSYLV_654E0B3182,yes,1058,500736
stg_portal_cka_western_pennsylv_68a8a0027a__places,ripple_raw,PORTAL_CKA_WESTERN_PENNSYLV_68A8A0027A,yes,10000,6266368
