domain,table,column,kind,rows,filled,real,distinct,sentinel,verdict,note,top
IMMIGRATION,IMMIGRATION__FED_ICE_DETAINERS,FACILITY_CITY,city,609769,609243,609243,3093,0,text place,,"[[""HOUSTON"", 18733], [""LOS ANGELES"", 12837], [""PHOENIX"", 11558], [""MIAMI"", 9611], [""SANTA ANA"", 8717]]"
IMMIGRATION,IMMIGRATION__FED_ICE_DETAINERS,BIRTH_COUNTRY,country,609769,609769,606849,232,2920,country name,,"[[""MEXICO"", 279694], [""GUATEMALA"", 68848], [""HONDURAS"", 64501], [""EL SALVADOR"", 30386], [""VENEZUELA"", 26791]]"
IMMIGRATION,IMMIGRATION__FED_ICE_DETAINERS,CITIZENSHIP_COUNTRY,country,609769,609769,608640,210,1129,country name,,"[[""MEXICO"", 280770], [""GUATEMALA"", 69089], [""HONDURAS"", 64683], [""EL SALVADOR"", 30491], [""VENEZUELA"", 26765]]"
IMMIGRATION,IMMIGRATION__FED_ICE_DETAINERS,DEPARTURE_COUNTRY,country,609769,188160,188155,196,5,country name,,"[[""MEXICO"", 94946], [""GUATEMALA"", 26151], [""HONDURAS"", 23906], [""EL SALVADOR"", 8434], [""VENEZUELA"", 5774]]"
IMMIGRATION,IMMIGRATION__FED_ICE_DETAINERS,TOD_CURRENT_DUTY_SITE,facility_site,609769,609438,609438,464,0,text place,,"[[""ERO - PACIFIC ENFORCEMENT RESPONSE CENTER"", 155774], [""ERO - WESTMINSTER, CA SUB OFFICE"", 40994], [""ERO - MONTGOMERY COUNTY, TX SUB OFFICE"", 28096], [""DALLAS, TX, DOCKET CONTROL OFFICE"", 26982], ["""
IMMIGRATION,IMMIGRATION__FED_ICE_DETAINERS,FACILITY_STATE,state,609769,609243,609243,55,0,state names (not codes),,"[[""CALIFORNIA"", 123894], [""TEXAS"", 116757], [""FLORIDA"", 52485], [""GEORGIA"", 26261], [""NEW YORK"", 22711]]"
IMMIGRATION,IMMIGRATION__FED_ICE_DETENTION_FACILITY_CODES,ADDRESS,address,1490,1424,1424,1367,0,text place,,"[[""9998 SOUTH HIGHWAY 83"", 12], [""200 E UVALDE STREET #5"", 11], [""3911 S. PICO AVE."", 11], [""215 5TH STREET"", 11], [""2400 S AVENUE A"", 11]]"
IMMIGRATION,IMMIGRATION__FED_ICE_DETENTION_FACILITY_CODES,CITY,city,1490,1482,1482,886,0,text place,,"[[""SAN ANTONIO"", 25], [""EL PASO"", 24], [""MIAMI"", 19], [""PHOENIX"", 19], [""SAN DIEGO"", 15]]"
IMMIGRATION,IMMIGRATION__FED_ICE_DETENTION_FACILITY_CODES,LATITUDE,coordinates,1490,1482,1482,37,0,clean coordinate,,"[[""33"", 118], [""42"", 109], [""41"", 106], [""32"", 103], [""43"", 94]]"
IMMIGRATION,IMMIGRATION__FED_ICE_DETENTION_FACILITY_CODES,LONGITUDE,coordinates,1490,1482,1482,74,0,clean coordinate,,"[[""-98"", 77], [""-97"", 60], [""-80"", 56], [""-112"", 55], [""-77"", 50]]"
IMMIGRATION,IMMIGRATION__FED_ICE_DETENTION_FACILITY_CODES,COUNTY,county,1490,1482,1479,621,3,county name,,"[[""EL PASO"", 29], [""BEXAR"", 26], [""MARICOPA"", 26], [""SAN DIEGO"", 24], [""MIAMI-DADE"", 22]]"
IMMIGRATION,IMMIGRATION__FED_ICE_DETENTION_FACILITY_CODES,STATE,state,1490,1489,1489,56,0,clean 2-letter state,,"[[""TX"", 250], [""CA"", 124], [""FL"", 92], [""NY"", 91], [""AZ"", 63]]"
IMMIGRATION,IMMIGRATION__FED_ICE_DETENTION_FACILITY_CODES,ZIP,zip,1490,1420,1420,1133,0,mixed / not a ZIP,only 94% look like ZIPs,"[[""79772"", 12], [""78839"", 11], [""85365"", 11], [""95901"", 11], [""85364"", 11]]"
IMMIGRATION,IMMIGRATION__FED_ICE_DETENTION_FACILITY_LIST,CITY,city,163,163,163,151,0,text place,,"[[""ELOY"", 3], [""LAREDO"", 3], [""BAKERSFIELD"", 3], [""FOLKSTON"", 2], [""HENDERSON"", 2]]"
IMMIGRATION,IMMIGRATION__FED_ICE_DETENTION_FACILITY_LIST,STATE,state,163,163,163,45,0,clean 2-letter state,,"[[""TX"", 25], [""LA"", 10], [""CA"", 8], [""FL"", 7], [""PA"", 6]]"
IMMIGRATION,IMMIGRATION__FED_ICE_DETENTION_STINTS,CITY,city,2571975,2179252,2179252,424,0,text place,,"[[""FLORENCE"", 158784], [""ALEXANDRIA"", 125210], [""LOS FRESNOS"", 103271], [""EL PASO"", 80133], [""CONROE"", 75118]]"
IMMIGRATION,IMMIGRATION__FED_ICE_DETENTION_STINTS,BIRTH_COUNTRY,country,2571975,2571975,2571614,221,361,country name,,"[[""MEXICO"", 684916], [""GUATEMALA"", 330559], [""HONDURAS"", 266600], [""VENEZUELA"", 176802], [""COLOMBIA"", 151520]]"
IMMIGRATION,IMMIGRATION__FED_ICE_DETENTION_STINTS,CITIZENSHIP_COUNTRY,country,2571975,2571966,2571018,207,948,country name,,"[[""MEXICO"", 685799], [""GUATEMALA"", 330840], [""HONDURAS"", 266551], [""VENEZUELA"", 175114], [""COLOMBIA"", 152395]]"
IMMIGRATION,IMMIGRATION__FED_ICE_DETENTION_STINTS,DEPARTURE_COUNTRY,country,2571975,1831797,1831731,217,66,country name,,"[[""MEXICO"", 616408], [""GUATEMALA"", 274076], [""HONDURAS"", 225493], [""COLOMBIA"", 94083], [""EL SALVADOR"", 92312]]"
IMMIGRATION,IMMIGRATION__FED_ICE_DETENTION_STINTS,COUNTY,county,2571975,2178335,2178335,343,0,county name,,"[[""PINAL"", 204115], [""RAPIDES"", 125188], [""CAMERON"", 103281], [""EL PASO"", 80134], [""MONTGOMERY"", 75784]]"
IMMIGRATION,IMMIGRATION__FED_ICE_DETENTION_STINTS,BOOK_IN_SITE,facility_site,2571975,2571975,2571975,220,0,text place,,"[[""ERO - OAKDALE, LA SUB-OFFICE"", 188293], [""FLORENCE, AZ, SERVICE PROCESSING CENTER (DOCKET CONTROL OFFICE)"", 183777], [""PORT ISABEL, TX, DOCKET CONTROL OFFICE"", 132730], [""KROME, MIAMI, FL, DOCKET C"
IMMIGRATION,IMMIGRATION__FED_ICE_DETENTION_STINTS,STATE,state,2571975,2568260,2568260,55,0,clean 2-letter state,,"[[""TX"", 754351], [""LA"", 352221], [""AZ"", 284525], [""FL"", 211693], [""CA"", 156351]]"
IMMIGRATION,IMMIGRATION__FED_ICE_STATISTICS,COUNTRY_OF_CITIZENSHIP,country,204,197,196,196,1,country name,,"[[""BURUNDI"", 2], [""MACAU"", 2], [""CAMBODIA"", 2], [""VIETNAM"", 2], [""TRINIDAD AND TOBAGO"", 2]]"
IMMIGRATION,IMMIGRATION__FED_USCIS_DATA,COUNTRY,country,177,0,0,0,0,empty,no real values (blank or sentinel only),[]
IMMIGRATION,IMMIGRATION__XC_OWID_REFUGEES,REFUGEES_BY_COUNTRY_OF_ORIGIN,country,7442,7442,7247,4229,195,country name,,"[[""5"", 297], [""0"", 196], [""10"", 78], [""165000"", 62], [""6"", 62]]"
IMMIGRATION,IMMIGRATION__XC_OWID_REFUGEES,WORLD_REGION_ACCORDING_TO_OWID,region,7442,7209,7209,6,0,text place,,"[[""AFRICA"", 2383], [""ASIA"", 1798], [""EUROPE"", 1404], [""NORTH AMERICA"", 853], [""SOUTH AMERICA"", 500]]"
JUSTICE,JUSTICE__COUNTY_DOUBLE_BURDEN,COUNTY_NAME,county,3029,3029,3029,3011,0,county name,,"[[""ISSAQUENA COUNTY, MS"", 23], [""EAST CARROLL PARISH, LA"", 23], [""TENSAS PARISH, LA"", 23], [""GARZA COUNTY, TX"", 23], [""KENT COUNTY, TX"", 23]]"
JUSTICE,JUSTICE__COUNTY_DOUBLE_BURDEN,FIPS,fips,3029,3029,3029,3023,0,clean FIPS (5-digit),,"[[""28055"", 23], [""22035"", 23], [""22107"", 23], [""48169"", 23], [""48263"", 23]]"
JUSTICE,JUSTICE__COUNTY_DOUBLE_BURDEN,STATE_ABBR,state,3029,3029,3029,45,0,clean 2-letter state,,"[[""TX"", 252], [""GA"", 157], [""VA"", 129], [""KY"", 120], [""MO"", 113]]"
JUSTICE,JUSTICE__COUNTY_DOUBLE_BURDEN,STATE_NAME,state,3029,3029,3029,45,0,state names (not codes),,"[[""TEXAS"", 252], [""GEORGIA"", 157], [""VIRGINIA"", 129], [""KENTUCKY"", 120], [""MISSOURI"", 113]]"
JUSTICE,JUSTICE__FED_ATF_FFL,MAIL_STREET,address,77514,77514,77514,62782,0,text place,,"[[""702 SW 8TH STREET, MAIL STOP 0500"", 939], [""PO BOX 92088"", 600], [""PO BOX 2310"", 598], [""1600 W 7TH ST  ATTN: FIREARM DEPT"", 579], [""1475 WEST 9000 SOUTH SUITE A"", 572]]"
JUSTICE,JUSTICE__FED_ATF_FFL,PREMISE_STREET,address,77514,77514,77514,71927,0,text place,,"[[""6624 BIG SALT RD"", 571], [""BLOCK 1 LOT 2B SOUTHSIDE"", 571], [""2521 MARINE WORKS WAY"", 571], [""MILE 1.2 SANFORD DRIVE"", 571], [""1309 MILIKRUAK STREET B 146"", 571]]"
JUSTICE,JUSTICE__FED_ATF_FFL,MAIL_CITY,city,77514,77514,77514,11056,0,text place,,"[[""BENTONVILLE"", 1833], [""FORT WORTH"", 1085], [""PHOENIX"", 720], [""HOUSTON"", 709], [""ROLLINGWOOD"", 669]]"
JUSTICE,JUSTICE__FED_ATF_FFL,PREMISE_CITY,city,77514,77514,77514,11141,0,text place,,"[[""HOUSTON"", 827], [""PHOENIX"", 765], [""TUCSON"", 711], [""LAS VEGAS"", 700], [""SAN ANTONIO"", 694]]"
JUSTICE,JUSTICE__FED_ATF_FFL,LIC_DISTRICT,cong_district,77514,77514,77514,65,0,coded place (numbers),"codes, not names -- needs a lookup to become a place","[[""59"", 4546], [""75"", 3860], [""56"", 3085], [""74"", 2855], [""86"", 2607]]"
JUSTICE,JUSTICE__FED_ATF_FFL,LATITUDE,coordinates,77514,77514,77481,73344,33,clean coordinate,,"[[""62.8529786"", 574], [""64.0794156"", 572], [""55.555662408"", 571], [""55.6879371"", 571], [""55.355048"", 571]]"
JUSTICE,JUSTICE__FED_ATF_FFL,LONGITUDE,coordinates,77514,77514,77481,71091,33,clean coordinate,,"[[""-141.4569038"", 574], [""-145.6181774"", 572], [""-133.085526399"", 571], [""-132.5232162"", 571], [""-131.680809"", 571]]"
JUSTICE,JUSTICE__FED_ATF_FFL,LIC_COUNTY,county,77514,77514,77514,319,0,mixed county,,"[[""13"", 2422], [""3"", 1811], [""29"", 1527], [""5"", 1500], [""1"", 1488]]"
JUSTICE,JUSTICE__FED_ATF_FFL,LIC_REGION,region,77514,77514,77514,7,0,coded place (numbers),"codes, not names -- needs a lookup to become a place","[[""5"", 21986], [""1"", 18214], [""9"", 12724], [""4"", 9401], [""3"", 5918]]"
JUSTICE,JUSTICE__FED_ATF_FFL,MAIL_STATE,state,77514,77514,77514,55,0,clean 2-letter state,,"[[""TX"", 9115], [""FL"", 4360], [""AR"", 3192], [""PA"", 3123], [""NC"", 2891]]"
JUSTICE,JUSTICE__FED_ATF_FFL,PREMISE_STATE,state,77514,77514,77514,55,0,clean 2-letter state,,"[[""TX"", 8328], [""FL"", 4546], [""PA"", 3254], [""NC"", 3085], [""OH"", 2821]]"
JUSTICE,JUSTICE__FED_ATF_FFL,MAIL_ZIP_CODE,zip,77514,77514,77514,24915,0,clean ZIP,,"[[""72716"", 942], [""727160500"", 880], [""76102"", 806], [""78746"", 682], [""99654"", 590]]"
JUSTICE,JUSTICE__FED_ATF_FFL,PREMISE_ZIP_CODE,zip,77514,77514,77514,25035,0,clean ZIP,,"[[""99654"", 615], [""97756"", 590], [""99705"", 587], [""99701"", 586], [""99645"", 584]]"
JUSTICE,JUSTICE__FED_BOP_STATISTICS,STATE_FIPS,fips,50,0,0,0,0,empty,no real values (blank or sentinel only),[]
JUSTICE,JUSTICE__FED_COURTLISTENER_COURTHOUSES,ADDRESS1,address,3361,4,4,2,0,text place,only 0.1% of rows filled,"[[""600 DULANY STREET"", 3], [""811 EAST MAIN STREET"", 1]]"
JUSTICE,JUSTICE__FED_COURTLISTENER_COURTHOUSES,ADDRESS2,address,3361,0,0,0,0,empty,no real values (blank or sentinel only),[]
JUSTICE,JUSTICE__FED_COURTLISTENER_COURTHOUSES,CITY,city,3361,9,9,7,0,text place,only 0.3% of rows filled,"[[""ALEXANDRIA"", 3], [""LAKELAND"", 1], [""AUSTIN"", 1], [""EDINBURG"", 1], [""CORPUS CHRISTI"", 1]]"
JUSTICE,JUSTICE__FED_COURTLISTENER_COURTHOUSES,COUNTRY_CODE,country,3361,3361,3361,2,0,country code (98%+ US),almost no foreign rows -- weak as a join axis,"[[""US"", 3360], [""GB"", 1]]"
JUSTICE,JUSTICE__FED_COURTLISTENER_COURTHOUSES,COUNTY,county,3361,1,1,1,0,constant,one value for the whole table,"[[""POLK"", 1]]"
JUSTICE,JUSTICE__FED_COURTLISTENER_COURTHOUSES,STATE,state,3361,3360,3360,63,0,clean 2-letter state,,"[[""TX"", 719], [""NY"", 509], [""OH"", 492], [""PA"", 278], [""FL"", 219]]"
JUSTICE,JUSTICE__FED_COURTLISTENER_COURTHOUSES,ZIP_CODE,zip,3361,4,4,2,0,clean ZIP,only 0.1% of rows filled,"[[""22314"", 3], [""33801"", 1]]"
JUSTICE,JUSTICE__FED_COURTLISTENER_COURTS,JURISDICTION,region,3361,3360,3360,21,0,text place,,"[[""ST"", 2619], [""F"", 127], [""FD"", 125], [""SA"", 111], [""FB"", 95]]"
JUSTICE,JUSTICE__FED_COURTLISTENER_DISCLOSURE_REIMBURSEMENTS,LOCATION,facility_site,33472,25071,25069,4736,2,text place,,"[[""NEW YORK, NY"", 1471], [""WASHINGTON, DC"", 1259], [""CHICAGO, IL"", 777], [""WASHINGTON, D.C"", 497], [""PHILADELPHIA, PA"", 407]]"
JUSTICE,JUSTICE__FED_COURTLISTENER_DOCKETS,JURISDICTION_TYPE,region,71677647,10180355,10178708,12,1647,text place,,"[[""FEDERAL QUESTION"", 5361407], [""DIVERSITY OF CITIZENSHIP"", 2361084], [""GOVERNMENT DEFENDANT"", 1223966], [""GOVERNMENT PLAINTIFF"", 558121], [""DIVERSITY"", 428772]]"
JUSTICE,JUSTICE__FED_COURTLISTENER_FJC_IDB_CL_LINKED,DISTRICT_ID,cong_district,10323280,10323280,10323280,95,0,text place,,"[[""PAED"", 525381], [""CACD"", 469800], [""NYSD"", 395636], [""ILND"", 334208], [""FLND"", 323997]]"
JUSTICE,JUSTICE__FED_COURTLISTENER_FJC_IDB_CL_LINKED,COUNTY_OF_RESIDENCE,county,10323280,10323280,10246892,3321,76388,mixed county,,"[[""88888"", 1941207], [""6037"", 263829], [""17031"", 193938], [""36061"", 146156], [""36047"", 132696]]"
JUSTICE,JUSTICE__FED_COURTLISTENER_FJC_IDB_CL_LINKED,JURISDICTION,region,10323280,9382273,9382273,5,0,coded place (numbers),"codes, not names -- needs a lookup to become a place","[[""3"", 4803765], [""4"", 2784687], [""2"", 1237814], [""1"", 550375], [""5"", 5632]]"
JUSTICE,JUSTICE__FED_COURTLISTENER_JUDGES,DOB_CITY,city,16191,4337,4337,1826,0,text place,,"[[""NEW YORK"", 176], [""LOS ANGELES"", 75], [""PHILADELPHIA"", 75], [""CHICAGO"", 66], [""WASHINGTON"", 65]]"
JUSTICE,JUSTICE__FED_COURTLISTENER_JUDGES,DOD_CITY,city,16191,1505,1505,623,0,text place,,"[[""WASHINGTON"", 134], [""NEW YORK"", 78], [""PHILADELPHIA"", 25], [""CHICAGO"", 21], [""BALTIMORE"", 19]]"
JUSTICE,JUSTICE__FED_COURTLISTENER_JUDGES,DOB_COUNTRY,country,16191,16185,16185,63,0,country name (98%+ US),almost no foreign rows -- weak as a join axis,"[[""UNITED STATES"", 16002], [""UNITED KINGDOM"", 16], [""CANADA"", 15], [""MEXICO"", 14], [""GERMANY"", 12]]"
JUSTICE,JUSTICE__FED_COURTLISTENER_JUDGES,DOD_COUNTRY,country,16191,16184,16184,2,0,country name (98%+ US),almost no foreign rows -- weak as a join axis,"[[""UNITED STATES"", 16183], [""VIETNAM"", 1]]"
JUSTICE,JUSTICE__FED_COURTLISTENER_JUDGES,DOB_STATE,state,16191,4222,4222,53,0,clean 2-letter state,,"[[""NY"", 542], [""CA"", 340], [""TX"", 324], [""PA"", 272], [""IL"", 173]]"
JUSTICE,JUSTICE__FED_COURTLISTENER_JUDGES,DOD_STATE,state,16191,1495,1495,51,0,clean 2-letter state,,"[[""NY"", 162], [""DC"", 135], [""CA"", 97], [""PA"", 78], [""TX"", 72]]"
JUSTICE,JUSTICE__FED_COURTLISTENER_POSITIONS,LOCATION_CITY,city,51290,10512,10512,1973,0,text place,,"[[""NEW YORK"", 1151], [""HOUSTON"", 343], [""WASHINGTON D.C."", 263], [""DALLAS"", 253], [""CHICAGO"", 172]]"
JUSTICE,JUSTICE__FED_COURTLISTENER_POSITIONS,LOCATION_STATE,state,51290,12703,12703,54,0,clean 2-letter state,,"[[""NY"", 3260], [""TX"", 3186], [""CA"", 541], [""PA"", 447], [""IL"", 365]]"
JUSTICE,JUSTICE__FED_DOJ_FCA_SETTLEMENTS,DISTRICT,cong_district,12,0,0,0,0,empty,no real values (blank or sentinel only),[]
JUSTICE,JUSTICE__FED_FBI_CDE,STATE,state,238680,238680,238680,51,0,clean 2-letter state,,"[[""WY"", 4680], [""WI"", 4680], [""WV"", 4680], [""WA"", 4680], [""VA"", 4680]]"
JUSTICE,JUSTICE__FED_FBI_NICS_CHECKS,LONG_GUN,coordinates,16445,16426,15740,10284,686,not a coordinate (name-scan false hit),the name matched LONG/LAT but the values are counts or money,"[[""0"", 686], [""1"", 134], [""2"", 118], [""35"", 118], [""443"", 118]]"
JUSTICE,JUSTICE__FED_FBI_NICS_CHECKS,PREPAWN_LONG_GUN,coordinates,16445,14500,7929,137,6571,clean coordinate,,"[[""0"", 6571], [""1"", 1161], [""2"", 848], [""3"", 662], [""4"", 560]]"
JUSTICE,JUSTICE__FED_FBI_NICS_CHECKS,PRIVATE_SALE_LONG_GUN,coordinates,16445,6710,3759,359,2951,"coordinate with 0,0 trap",44% are exactly 0 (Gulf of Guinea rows),"[[""0"", 2951], [""5"", 180], [""2"", 174], [""4"", 172], [""6"", 167]]"
JUSTICE,JUSTICE__FED_FBI_NICS_CHECKS,REDEMPTION_LONG_GUN,coordinates,16445,14504,10165,2450,4339,not a coordinate (name-scan false hit),the name matched LONG/LAT but the values are counts or money,"[[""0"", 4339], [""1"", 175], [""2"", 145], [""4"", 99], [""3"", 89]]"
JUSTICE,JUSTICE__FED_FBI_NICS_CHECKS,RENTALS_LONG_GUN,coordinates,16445,4785,148,14,4637,clean coordinate,only 0.9% of rows filled,"[[""0"", 4637], [""2"", 26], [""3"", 23], [""5"", 22], [""1"", 21]]"
JUSTICE,JUSTICE__FED_FBI_NICS_CHECKS,RETURNED_LONG_GUN,coordinates,16445,6105,3254,193,2851,clean coordinate,,"[[""0"", 2851], [""1"", 273], [""2"", 196], [""3"", 188], [""4"", 161]]"
JUSTICE,JUSTICE__FED_FBI_NICS_CHECKS,RETURN_TO_SELLER_LONG_GUN,coordinates,16445,6710,1732,51,4978,clean coordinate,,"[[""0"", 4978], [""1"", 846], [""2"", 346], [""3"", 164], [""4"", 74]]"
JUSTICE,JUSTICE__FED_FBI_NICS_CHECKS,STATE,state,16445,16445,16445,55,0,state names (not codes),,"[[""WYOMING"", 299], [""WISCONSIN"", 299], [""WEST VIRGINIA"", 299], [""WASHINGTON"", 299], [""VIRGINIA"", 299]]"
JUSTICE,JUSTICE__FED_FHFA_SUSPENDED_COUNTERPARTIES,CITY,city,222,222,222,167,0,text place,,"[[""BROOKLYN"", 5], [""MIAMI"", 5], [""ENCINO"", 4], [""NEWARK"", 4], [""MARION"", 3]]"
JUSTICE,JUSTICE__FED_FHFA_SUSPENDED_COUNTERPARTIES,STATE,state,222,222,222,37,0,state names (not codes),,"[[""CALIFORNIA"", 40], [""FLORIDA"", 25], [""NEW YORK"", 19], [""NEW JERSEY"", 18], [""ILLINOIS"", 10]]"
JUSTICE,JUSTICE__FED_FJC_IDB_APPELLATE,DISTRICT_CIRCUIT,cong_district,988183,988183,976077,13,12106,coded place (numbers),"codes, not names -- needs a lookup to become a place","[[""-8"", 224643], [""9"", 136046], [""5"", 113025], [""11"", 93072], [""4"", 72777]]"
JUSTICE,JUSTICE__FED_FJC_IDB_APPELLATE,DISTRICT_COURT,cong_district,988183,988183,985956,94,2227,coded place (numbers),"codes, not names -- needs a lookup to become a place","[[""-8"", 224643], [""73"", 36509], [""08"", 31990], [""41"", 28632], [""3A"", 25708]]"
JUSTICE,JUSTICE__FED_FJC_IDB_APPELLATE,DISTRICT_DEFENDANT_NUMBER,cong_district,988183,988183,988181,158,2,coded place (numbers),"codes, not names -- needs a lookup to become a place","[[""-8"", 784833], [""1"", 155171], [""2"", 18472], [""3"", 8498], [""4"", 4705]]"
JUSTICE,JUSTICE__FED_FJC_IDB_APPELLATE,DISTRICT_DOCKET,cong_district,988183,988183,988183,178771,0,coded place (numbers),"codes, not names -- needs a lookup to become a place","[[""-8"", 224996], [""9608414"", 2404], [""1900461"", 1832], [""1800131"", 1832], [""1900099"", 1832]]"
JUSTICE,JUSTICE__FED_FJC_IDB_APPELLATE,DISTRICT_DOCKET_DATE,cong_district,988183,761442,761442,11722,0,not a place (dates),name-scan false hit,"[[""1996-11-08"", 2390], [""2019-08-19"", 2288], [""2019-09-09"", 2288], [""2019-12-03"", 2287], [""2020-02-28"", 2197]]"
JUSTICE,JUSTICE__FED_FJC_IDB_APPELLATE,DISTRICT_JUDGE,cong_district,988183,0,0,0,0,empty,no real values (blank or sentinel only),[]
JUSTICE,JUSTICE__FED_FJC_IDB_APPELLATE,DISTRICT_OFFICE,cong_district,988183,988183,978174,14,10009,coded place (numbers),"codes, not names -- needs a lookup to become a place","[[""-8"", 224634], [""1"", 217671], [""2"", 182893], [""3"", 132950], [""4"", 81728]]"
JUSTICE,JUSTICE__FED_FJC_IDB_APPELLATE,JURISDICTION,region,988183,988183,988183,6,0,coded place (numbers),"codes, not names -- needs a lookup to become a place","[[""-9"", 462824], [""3"", 340424], [""2"", 124189], [""4"", 54963], [""1"", 5770]]"
JUSTICE,JUSTICE__FED_FJC_IDB_BANKRUPTCY,DISTRICT,cong_district,6965441,6965441,6957109,93,8332,text place,,"[[""52"", 287795], [""3E"", 238912], [""73"", 236097], [""3A"", 234202], [""45"", 208116]]"
JUSTICE,JUSTICE__FED_FJC_IDB_BANKRUPTCY,DEBTOR1_COUNTY,county,6965441,6965411,6955820,3250,9591,county code,,"[[""17031"", 192701], [""06037"", 124489], [""12086"", 102707], [""47157"", 94830], [""04013"", 94068]]"
JUSTICE,JUSTICE__FED_FJC_IDB_BANKRUPTCY,DEBTOR2_COUNTY,county,6965441,1423814,1423509,3212,305,county code,,"[[""04013"", 24074], [""06037"", 18069], [""17031"", 15179], [""32003"", 12294], [""12086"", 11712]]"
JUSTICE,JUSTICE__FED_FJC_IDB_BANKRUPTCY,DEBTOR1_ZIP,zip,6965441,6965291,6965274,239072,17,clean ZIP,,"[[""234340000"", 21978], [""352150000"", 21159], [""436150000"", 16097], [""633900000"", 16096], [""850410000"", 16096]]"
JUSTICE,JUSTICE__FED_FJC_IDB_BANKRUPTCY,DEBTOR2_ZIP,zip,6965441,1423800,1423799,72261,1,clean ZIP,,"[[""712920000"", 4505], [""799280000"", 4336], [""774590000"", 3301], [""925710000"", 3300], [""834420000"", 3300]]"
JUSTICE,JUSTICE__FED_FJC_IDB_CIVIL,DISTRICT,cong_district,10857396,10857396,10834529,93,22867,coded place (numbers),"codes, not names -- needs a lookup to become a place","[[""13"", 550011], [""73"", 523496], [""29"", 469140], [""08"", 423598], [""12"", 387188]]"
JUSTICE,JUSTICE__FED_FJC_IDB_CIVIL,COUNTY,county,10857396,10857396,10771526,3264,85870,county code,,"[[""88888"", 2259413], [""06037"", 290523], [""17031"", 207226], [""36061"", 148240], [""36047"", 147500]]"
JUSTICE,JUSTICE__FED_FJC_IDB_CIVIL,JURISDICTION,region,10857396,10857396,10857396,6,0,coded place (numbers),"codes, not names -- needs a lookup to become a place","[[""3"", 5485725], [""4"", 3332841], [""2"", 1467611], [""1"", 565532], [""5"", 5686]]"
JUSTICE,JUSTICE__FED_FJC_IDB_CRIMINAL,DISTRICT,cong_district,6299908,6299908,6286783,93,13125,coded place (numbers),"codes, not names -- needs a lookup to become a place","[[""41"", 433623], [""42"", 395692], [""70"", 282993], [""74"", 274694], [""08"", 267225]]"
JUSTICE,JUSTICE__FED_FJC_IDB_CRIMINAL,TRANSFER_DISTRICT,cong_district,6299908,6299908,6299885,93,23,coded place (numbers),"codes, not names -- needs a lookup to become a place","[[""-8"", 6266057], [""23"", 5238], [""08"", 3402], [""73"", 3036], [""45"", 2178]]"
JUSTICE,JUSTICE__FED_FJC_IDB_CRIMINAL,COUNTY,county,6299908,6299908,6293349,3233,6559,county code,,"[[""06073"", 251125], [""36061"", 186862], [""88888"", 154442], [""06037"", 144494], [""48141"", 141970]]"
JUSTICE,JUSTICE__FED_JPML_PENDING_MDLS,DISTRICT,cong_district,162,162,162,58,0,text place,,"[[""CAN"", 18], [""NYS"", 11], [""ILN"", 11], [""NJ"", 10], [""PAE"", 7]]"
JUSTICE,JUSTICE__FED_SCDB,JURISDICTION_CODE,region,83644,83617,83617,11,0,coded place (numbers),"codes, not names -- needs a lookup to become a place","[[""1"", 68125], [""2"", 13358], [""9"", 1498], [""6"", 188], [""8"", 170]]"
JUSTICE,JUSTICE__FED_SCDB,ADMIN_ACTION_STATE_CODE,state,83644,5934,5934,52,0,state as a numeric code (FIPS / ICPSR),not a 2-letter code -- needs a code translation before joining,"[[""37"", 582], [""6"", 582], [""17"", 320], [""41"", 315], [""45"", 234]]"
JUSTICE,JUSTICE__FED_SCDB,CASE_ORIGIN_STATE_CODE,state,83644,22453,22453,53,0,state as a numeric code (FIPS / ICPSR),not a 2-letter code -- needs a code translation before joining,"[[""6"", 2295], [""37"", 2080], [""17"", 1243], [""12"", 1194], [""51"", 924]]"
JUSTICE,JUSTICE__FED_SCDB,CASE_SOURCE_STATE_CODE,state,83644,19484,19484,53,0,state as a numeric code (FIPS / ICPSR),not a 2-letter code -- needs a code translation before joining,"[[""6"", 2044], [""37"", 1567], [""12"", 1122], [""17"", 1036], [""51"", 861]]"
JUSTICE,JUSTICE__FED_SCDB,PETITIONER_STATE_CODE,state,83644,16959,16959,56,0,state as a numeric code (FIPS / ICPSR),not a 2-letter code -- needs a code translation before joining,"[[""6"", 1977], [""37"", 1119], [""60"", 877], [""51"", 863], [""17"", 813]]"
JUSTICE,JUSTICE__FED_SCDB,RESPONDENT_STATE_CODE,state,83644,23255,23255,55,0,state as a numeric code (FIPS / ICPSR),not a 2-letter code -- needs a code translation before joining,"[[""6"", 2203], [""37"", 1697], [""51"", 1448], [""12"", 1185], [""17"", 1124]]"
JUSTICE,JUSTICE__FED_USCOURTS_STATS,DISTRICT,cong_district,50,0,0,0,0,empty,no real values (blank or sentinel only),[]
JUSTICE,JUSTICE__FED_USCOURTS_STATS,COUNTY,county,50,0,0,0,0,empty,no real values (blank or sentinel only),[]
JUSTICE,JUSTICE__FED_USCOURTS_STATS,FIPS_CODE,fips,50,0,0,0,0,empty,no real values (blank or sentinel only),[]
JUSTICE,JUSTICE__INTL_AUSTLII,JURISDICTION,region,1,1,1,1,0,constant,one value for the whole table,"[[""AU"", 1]]"
JUSTICE,JUSTICE__INTL_EURLEX_CELLAR,COUNTRY,country,13,0,0,0,0,empty,no real values (blank or sentinel only),[]
