domain,table,column,kind,description,dtype
JUSTICE,JUSTICE__FED_FJC_IDB_CRIMINAL,TRANSFER_DISTRICT,cong_district,congressional / legislative district,TEXT
JUSTICE,JUSTICE__FED_FJC_IDB_CRIMINAL,COUNTY,county,county name or code,TEXT
JUSTICE,JUSTICE__FED_JPML_PENDING_MDLS,DISTRICT,cong_district,congressional / legislative district,TEXT
JUSTICE,JUSTICE__FED_SCDB,JURISDICTION_CODE,region,region / area / territory / jurisdiction,NUMBER
JUSTICE,JUSTICE__FED_SCDB,ADMIN_ACTION_STATE_CODE,state,state name or 2-letter code,NUMBER
JUSTICE,JUSTICE__FED_SCDB,CASE_ORIGIN_STATE_CODE,state,state name or 2-letter code,NUMBER
JUSTICE,JUSTICE__FED_SCDB,CASE_SOURCE_STATE_CODE,state,state name or 2-letter code,NUMBER
JUSTICE,JUSTICE__FED_SCDB,PETITIONER_STATE_CODE,state,state name or 2-letter code,NUMBER
JUSTICE,JUSTICE__FED_SCDB,RESPONDENT_STATE_CODE,state,state name or 2-letter code,NUMBER
JUSTICE,JUSTICE__FED_USCOURTS_STATS,DISTRICT,cong_district,congressional / legislative district,TEXT
JUSTICE,JUSTICE__FED_USCOURTS_STATS,COUNTY,county,county name or code,TEXT
JUSTICE,JUSTICE__FED_USCOURTS_STATS,FIPS_CODE,fips,FIPS / GEOID census code,TEXT
JUSTICE,JUSTICE__INTL_AUSTLII,JURISDICTION,region,region / area / territory / jurisdiction,TEXT
JUSTICE,JUSTICE__INTL_EURLEX_CELLAR,COUNTRY,country,country name / ISO code,TEXT
JUSTICE,JUSTICE__INTL_EU_SANCTIONS,ADDR_LEBA_NUMTITLE,address,street / mailing address,TEXT
JUSTICE,JUSTICE__INTL_EU_SANCTIONS,ADDR_LEBA_PUBLICATION_DATE,address,street / mailing address,DATE
JUSTICE,JUSTICE__INTL_EU_SANCTIONS,ADDR_LEBA_URL,address,street / mailing address,TEXT
JUSTICE,JUSTICE__INTL_EU_SANCTIONS,ADDR_LOGICAL_ID,address,street / mailing address,TEXT
JUSTICE,JUSTICE__INTL_EU_SANCTIONS,ADDR_NUMBER,address,street / mailing address,TEXT
JUSTICE,JUSTICE__INTL_EU_SANCTIONS,ADDR_OTHER,address,street / mailing address,TEXT
JUSTICE,JUSTICE__INTL_EU_SANCTIONS,ADDR_PROGRAMME,address,street / mailing address,TEXT
JUSTICE,JUSTICE__INTL_EU_SANCTIONS,ADDR_STREET,address,street / mailing address,TEXT
JUSTICE,JUSTICE__INTL_EU_SANCTIONS,ADDR_CITY,city,city / town / municipality,TEXT
JUSTICE,JUSTICE__INTL_EU_SANCTIONS,ADDR_COUNTRY,country,country name / ISO code,TEXT
JUSTICE,JUSTICE__INTL_EU_SANCTIONS,BIRT_COUNTRY,country,country name / ISO code,TEXT
JUSTICE,JUSTICE__INTL_EU_SANCTIONS,CITI_COUNTRY,country,country name / ISO code,TEXT
JUSTICE,JUSTICE__INTL_EU_SANCTIONS,IDEN_COUNTRY,country,country name / ISO code,TEXT
JUSTICE,JUSTICE__INTL_EU_SANCTIONS,BIRT_PLACE,facility_site,site / location / place name,TEXT
JUSTICE,JUSTICE__INTL_EU_SANCTIONS,ADDR_ZIPCODE,zip,ZIP / postal code,TEXT
JUSTICE,JUSTICE__INTL_EU_SOCTA_EUROPOL,GEOGRAPHIC_SCOPE,facility_site,site / location / place name,TEXT
JUSTICE,JUSTICE__INTL_HUDOC,COUNTRY,country,country name / ISO code,TEXT
JUSTICE,JUSTICE__INTL_NTI_CNS_DPRK_MISSILE_TESTS,FACILITY_LATITUDE,coordinates,latitude / longitude point,FLOAT
JUSTICE,JUSTICE__INTL_NTI_CNS_DPRK_MISSILE_TESTS,FACILITY_LONGITUDE,coordinates,latitude / longitude point,FLOAT
JUSTICE,JUSTICE__INTL_NTI_CNS_DPRK_MISSILE_TESTS,FACILITY_LOCATION,facility_site,site / location / place name,TEXT
JUSTICE,JUSTICE__INTL_NTI_CNS_DPRK_MISSILE_TESTS,LANDING_LOCATION,facility_site,site / location / place name,TEXT
JUSTICE,JUSTICE__INTL_OPENSANCTIONS,COUNTRIES,country,country name / ISO code,TEXT
JUSTICE,JUSTICE__INTL_OPENSANCTIONS_DEFAULT,COUNTRIES,country,country name / ISO code,TEXT
JUSTICE,JUSTICE__INTL_UCDP_GED,LATITUDE,coordinates,latitude / longitude point,FLOAT
JUSTICE,JUSTICE__INTL_UCDP_GED,LONGITUDE,coordinates,latitude / longitude point,FLOAT
JUSTICE,JUSTICE__INTL_UCDP_GED,WHERE_COORDINATES,coordinates,latitude / longitude point,TEXT
JUSTICE,JUSTICE__INTL_UCDP_GED,COUNTRY,country,country name / ISO code,TEXT
JUSTICE,JUSTICE__INTL_UCDP_GED,COUNTRY_ID,country,country name / ISO code,TEXT
JUSTICE,JUSTICE__INTL_UCDP_GED,GEOM_WKT,geometry,map shape / polygon / WKT,TEXT
JUSTICE,JUSTICE__INTL_UCDP_GED,REGION,region,region / area / territory / jurisdiction,TEXT
JUSTICE,JUSTICE__RACIAL_JAIL_DISPARITY,COUNTY_NAME,county,county name or code,TEXT
JUSTICE,JUSTICE__RACIAL_JAIL_DISPARITY,COUNTY_YEAR_KEY,county,county name or code,TEXT
JUSTICE,JUSTICE__RACIAL_JAIL_DISPARITY,FIPS,fips,FIPS / GEOID census code,TEXT
JUSTICE,JUSTICE__RACIAL_JAIL_DISPARITY,STATE_FIPS,fips,FIPS / GEOID census code,TEXT
JUSTICE,JUSTICE__RACIAL_JAIL_DISPARITY,REGION,region,region / area / territory / jurisdiction,TEXT
JUSTICE,JUSTICE__RACIAL_JAIL_DISPARITY,STATE_ABBR,state,state name or 2-letter code,TEXT
JUSTICE,JUSTICE__STATE_MO_SEX_OFFENDER_REGISTRY,ADDRESS,address,street / mailing address,TEXT
JUSTICE,JUSTICE__STATE_MO_SEX_OFFENDER_REGISTRY,CITY,city,city / town / municipality,TEXT
JUSTICE,JUSTICE__STATE_MO_SEX_OFFENDER_REGISTRY,COUNTY,county,county name or code,TEXT
JUSTICE,JUSTICE__STATE_MO_SEX_OFFENDER_REGISTRY,STATE,state,state name or 2-letter code,TEXT
JUSTICE,JUSTICE__STATE_MO_SEX_OFFENDER_REGISTRY,ZIP,zip,ZIP / postal code,TEXT
JUSTICE,JUSTICE__XC_MAPPING_POLICE_VIOLENCE,STREET_ADDRESS_OF_INCIDENT,address,street / mailing address,TEXT
JUSTICE,JUSTICE__XC_MAPPING_POLICE_VIOLENCE,CENSUS_TRACT_CODE,census_tract,census tract / block group,TEXT
JUSTICE,JUSTICE__XC_MAPPING_POLICE_VIOLENCE,MEDIAN_HOUSEHOLD_INCOME_ACS_CENSUS_TRACT,census_tract,census tract / block group,TEXT
JUSTICE,JUSTICE__XC_MAPPING_POLICE_VIOLENCE,TOTAL_POPULATION_OF_CENSUS_TRACT_2019_ACS_5_YEAR_ESTIMATES,census_tract,census tract / block group,TEXT
JUSTICE,JUSTICE__XC_MAPPING_POLICE_VIOLENCE,CITY,city,city / town / municipality,TEXT
JUSTICE,JUSTICE__XC_MAPPING_POLICE_VIOLENCE,CONGRESSIONAL_DISTRICT,cong_district,congressional / legislative district,TEXT
JUSTICE,JUSTICE__XC_MAPPING_POLICE_VIOLENCE,CONGRESSIONAL_REPRESENTATIVE_FULL_NAME_HTTPS_BALLOTPEDIA_ORG_UNITED_STATES_HOUSE_OF_REPRESENTATIVES,cong_district,congressional / legislative district,TEXT
JUSTICE,JUSTICE__XC_MAPPING_POLICE_VIOLENCE,CONGRESSIONAL_REPRESENTATIVE_PARTY_HTTPS_BALLOTPEDIA_ORG_UNITED_STATES_HOUSE_OF_REPRESENTATIVES,cong_district,congressional / legislative district,TEXT
JUSTICE,JUSTICE__XC_MAPPING_POLICE_VIOLENCE,LATITUDE,coordinates,latitude / longitude point,FLOAT
JUSTICE,JUSTICE__XC_MAPPING_POLICE_VIOLENCE,LONGITUDE,coordinates,latitude / longitude point,FLOAT
JUSTICE,JUSTICE__XC_MAPPING_POLICE_VIOLENCE,COUNTY,county,county name or code,TEXT
JUSTICE,JUSTICE__XC_MAPPING_POLICE_VIOLENCE,HUD_UPSAI_GEOGRAPHY,facility_site,site / location / place name,TEXT
JUSTICE,JUSTICE__XC_MAPPING_POLICE_VIOLENCE,NCHS_URBAN_RURAL_CLASSIFICATION_SCHEME_CODES_HTTPS_WWW_CDC_GOV_NCHS_DATA_ACCESS_URBAN_RURAL_HTM,metro,metro / CBSA / MSA area,TEXT
JUSTICE,JUSTICE__XC_MAPPING_POLICE_VIOLENCE,STATE,state,state name or 2-letter code,TEXT
JUSTICE,JUSTICE__XC_MAPPING_POLICE_VIOLENCE,GEOGRAPHY_VIA_TRULIA_METHODOLOGY_BASED_ON_ZIPCODE_POPULATION_DENSITY_HTTP_JEDKOLKO_COM_WP_CONTENT_UPLOADS_2015_05_FULL_ZCTA_URBAN_SUBURBAN_RURAL_CLASSIFICATION_XLSX,zip,ZIP / postal code,TEXT
JUSTICE,JUSTICE__XC_MAPPING_POLICE_VIOLENCE,ZIPCODE,zip,ZIP / postal code,TEXT
JUSTICE,JUSTICE__XC_OWID_HOMICIDE,WORLD_REGION_ACCORDING_TO_OWID,region,region / area / territory / jurisdiction,TEXT
JUSTICE,JUSTICE__XC_OWID_TERRORISM_DEATHS,WORLD_REGION_ACCORDING_TO_OWID,region,region / area / territory / jurisdiction,TEXT
JUSTICE,JUSTICE__XC_RANSOMWARELIVE_VICTIMS,COUNTRY,country,country name / ISO code,TEXT
JUSTICE,JUSTICE__XC_UK_SANCTIONS_LIST,ADDRESS_LINE_1,address,street / mailing address,TEXT
JUSTICE,JUSTICE__XC_UK_SANCTIONS_LIST,ADDRESS_LINE_2,address,street / mailing address,TEXT
JUSTICE,JUSTICE__XC_UK_SANCTIONS_LIST,TOWN_OF_BIRTH,city,city / town / municipality,TEXT
JUSTICE,JUSTICE__XC_UK_SANCTIONS_LIST,ADDRESS_COUNTRY,country,country name / ISO code,TEXT
JUSTICE,JUSTICE__XC_UK_SANCTIONS_LIST,COUNTRY_OF_BIRTH,country,country name / ISO code,TEXT
JUSTICE,JUSTICE__XC_UK_SANCTIONS_LIST,ADDRESS_POSTAL_CODE,zip,ZIP / postal code,TEXT
JUSTICE,JUSTICE__XC_UN_CONSOLIDATED_SANCTIONS_LIST,ENTITY_ADDRESS,address,street / mailing address,TEXT
JUSTICE,JUSTICE__XC_UN_CONSOLIDATED_SANCTIONS_LIST,INDIVIDUAL_ADDRESS,address,street / mailing address,TEXT
JUSTICE,JUSTICE__XC_UN_CONSOLIDATED_SANCTIONS_LIST,NATIONALITY,country,country name / ISO code,TEXT
JUSTICE,JUSTICE__XC_UN_CONSOLIDATED_SANCTIONS_LIST,INDIVIDUAL_PLACE_OF_BIRTH,facility_site,site / location / place name,TEXT
JUSTICE,JUSTICE__XC_VERA_INCARCERATION_TRENDS,COUNTY_CODE,county,county name or code,TEXT
JUSTICE,JUSTICE__XC_VERA_INCARCERATION_TRENDS,COUNTY_NAME,county,county name or code,TEXT
JUSTICE,JUSTICE__XC_VERA_INCARCERATION_TRENDS,COUNTY_FIPS,fips,FIPS / GEOID census code,TEXT
JUSTICE,JUSTICE__XC_VERA_INCARCERATION_TRENDS,STATE_FIPS,fips,FIPS / GEOID census code,TEXT
JUSTICE,JUSTICE__XC_VERA_INCARCERATION_TRENDS,METRO_AREA,metro,metro / CBSA / MSA area,TEXT
JUSTICE,JUSTICE__XC_VERA_INCARCERATION_TRENDS,COMMUTING_ZONE,region,region / area / territory / jurisdiction,TEXT
JUSTICE,JUSTICE__XC_VERA_INCARCERATION_TRENDS,REGION,region,region / area / territory / jurisdiction,TEXT
JUSTICE,JUSTICE__XC_VERA_INCARCERATION_TRENDS,IS_UNIFIED_STATE,state,state name or 2-letter code,TEXT
JUSTICE,JUSTICE__XC_VERA_INCARCERATION_TRENDS,STATE_ABBR,state,state name or 2-letter code,TEXT
JUSTICE,JUSTICE__XC_VERA_INCARCERATION_TRENDS,STATE_CODE,state,state name or 2-letter code,TEXT
JUSTICE,JUSTICE__XC_WAPO_FATAL_FORCE,CITY,city,city / town / municipality,TEXT
JUSTICE,JUSTICE__XC_WAPO_FATAL_FORCE,LATITUDE,coordinates,latitude / longitude point,FLOAT
JUSTICE,JUSTICE__XC_WAPO_FATAL_FORCE,LONGITUDE,coordinates,latitude / longitude point,FLOAT
JUSTICE,JUSTICE__XC_WAPO_FATAL_FORCE,COUNTY,county,county name or code,TEXT
JUSTICE,JUSTICE__XC_WAPO_FATAL_FORCE,STATE,state,state name or 2-letter code,TEXT
LABOR,LABOR__FED_DOL_EBSA_FORM5500_SCHEDULE_SB,SB_ACTUARY_FOREIGN_ADDRESS1,address,street / mailing address,TEXT
LABOR,LABOR__FED_DOL_EBSA_FORM5500_SCHEDULE_SB,SB_ACTUARY_FOREIGN_ADDRESS2,address,street / mailing address,TEXT
LABOR,LABOR__FED_DOL_EBSA_FORM5500_SCHEDULE_SB,SB_ACTUARY_US_ADDRESS1,address,street / mailing address,TEXT
LABOR,LABOR__FED_DOL_EBSA_FORM5500_SCHEDULE_SB,SB_ACTUARY_US_ADDRESS2,address,street / mailing address,TEXT
LABOR,LABOR__FED_DOL_EBSA_FORM5500_SCHEDULE_SB,SB_PORT_PREFNDNG_FNDNG_CAR_AMT,airport_port,airport / port / station code,NUMBER
LABOR,LABOR__FED_DOL_EBSA_FORM5500_SCHEDULE_SB,SB_ACTUARY_FOREIGN_CITY,city,city / town / municipality,TEXT
LABOR,LABOR__FED_DOL_EBSA_FORM5500_SCHEDULE_SB,SB_ACTUARY_US_CITY,city,city / town / municipality,TEXT
LABOR,LABOR__FED_DOL_EBSA_FORM5500_SCHEDULE_SB,SB_ACTUARY_FOREIGN_CNTRY,country,country name / ISO code,TEXT
LABOR,LABOR__FED_DOL_EBSA_FORM5500_SCHEDULE_SB,SB_ACTUARY_FOREIGN_PROV_STATE,state,state name or 2-letter code,TEXT
LABOR,LABOR__FED_DOL_EBSA_FORM5500_SCHEDULE_SB,SB_ACTUARY_US_STATE,state,state name or 2-letter code,TEXT
LABOR,LABOR__FED_DOL_EBSA_FORM5500_SCHEDULE_SB,SB_ACTUARY_FOREIGN_POSTAL_CD,zip,ZIP / postal code,TEXT
LABOR,LABOR__FED_DOL_EBSA_FORM5500_SCHEDULE_SB,SB_ACTUARY_US_ZIP,zip,ZIP / postal code,TEXT
LABOR,LABOR__FED_DOL_OLMS,ADDRESS_ID,address,street / mailing address,TEXT
LABOR,LABOR__FED_DOL_OLMS,ADDRESS_TYPE,address,street / mailing address,TEXT
LABOR,LABOR__FED_DOL_OLMS,STREET_ADDRESS,address,street / mailing address,TEXT
LABOR,LABOR__FED_DOL_OLMS,CITY,city,city / town / municipality,TEXT
LABOR,LABOR__FED_DOL_OLMS,STATE,state,state name or 2-letter code,TEXT
LABOR,LABOR__FED_DOL_OLMS,ZIP,zip,ZIP / postal code,TEXT
LABOR,LABOR__FED_MSHA_ACCIDENTS,FIPS_STATE_CD,fips,FIPS / GEOID census code,TEXT
LABOR,LABOR__FED_MSHA_MINES,NEAREST_TOWN,city,city / town / municipality,TEXT
LABOR,LABOR__FED_MSHA_MINES,LATITUDE,coordinates,latitude / longitude point,FLOAT
LABOR,LABOR__FED_MSHA_MINES,LONGITUDE,coordinates,latitude / longitude point,FLOAT
LABOR,LABOR__FED_MSHA_MINES,FIPS_CNTY_CD,fips,FIPS / GEOID census code,TEXT
LABOR,LABOR__FED_MSHA_MINES,FIPS_CNTY_NM,fips,FIPS / GEOID census code,TEXT
LABOR,LABOR__FED_MSHA_MINES,STATE,state,state name or 2-letter code,TEXT
LABOR,LABOR__FED_OSHA_ITA_300A_SUMMARY_2023,STREET_ADDRESS,address,street / mailing address,TEXT
LABOR,LABOR__FED_OSHA_ITA_300A_SUMMARY_2023,CITY,city,city / town / municipality,TEXT
LABOR,LABOR__FED_OSHA_ITA_300A_SUMMARY_2023,STATE,state,state name or 2-letter code,TEXT
LABOR,LABOR__FED_OSHA_ITA_300A_SUMMARY_2023,ZIP_CODE,zip,ZIP / postal code,TEXT
LABOR,LABOR__FED_OSHA_ITA_300A_SUMMARY_2024,STREET_ADDRESS,address,street / mailing address,TEXT
LABOR,LABOR__FED_OSHA_ITA_300A_SUMMARY_2024,CITY,city,city / town / municipality,TEXT
LABOR,LABOR__FED_OSHA_ITA_300A_SUMMARY_2024,STATE,state,state name or 2-letter code,TEXT
LABOR,LABOR__FED_OSHA_ITA_300A_SUMMARY_2024,ZIP_CODE,zip,ZIP / postal code,TEXT
LABOR,LABOR__FED_OSHA_ITA_300A_SUMMARY_2025,STREET_ADDRESS,address,street / mailing address,TEXT
LABOR,LABOR__FED_OSHA_ITA_300A_SUMMARY_2025,CITY,city,city / town / municipality,TEXT
LABOR,LABOR__FED_OSHA_ITA_300A_SUMMARY_2025,STATE,state,state name or 2-letter code,TEXT
LABOR,LABOR__FED_OSHA_ITA_300A_SUMMARY_2025,ZIP_CODE,zip,ZIP / postal code,TEXT
LABOR,LABOR__FED_OSHA_ITA_CASE_DETAIL_2023,STREET_ADDRESS,address,street / mailing address,TEXT
LABOR,LABOR__FED_OSHA_ITA_CASE_DETAIL_2023,CITY,city,city / town / municipality,TEXT
LABOR,LABOR__FED_OSHA_ITA_CASE_DETAIL_2023,NEW_INCIDENT_LOCATION,facility_site,site / location / place name,TEXT
LABOR,LABOR__FED_OSHA_ITA_CASE_DETAIL_2023,STATE,state,state name or 2-letter code,TEXT
LABOR,LABOR__FED_OSHA_ITA_CASE_DETAIL_2023,ZIP_CODE,zip,ZIP / postal code,TEXT
LABOR,LABOR__FED_OSHA_ITA_CASE_DETAIL_2024,STREET_ADDRESS,address,street / mailing address,TEXT
LABOR,LABOR__FED_OSHA_ITA_CASE_DETAIL_2024,CITY,city,city / town / municipality,TEXT
LABOR,LABOR__FED_OSHA_ITA_CASE_DETAIL_2024,NEW_INCIDENT_LOCATION,facility_site,site / location / place name,TEXT
LABOR,LABOR__FED_OSHA_ITA_CASE_DETAIL_2024,STATE,state,state name or 2-letter code,TEXT
LABOR,LABOR__FED_OSHA_ITA_CASE_DETAIL_2024,ZIP_CODE,zip,ZIP / postal code,TEXT
LABOR,LABOR__FED_OSHA_ITA_CASE_DETAIL_2025,STREET_ADDRESS,address,street / mailing address,TEXT
LABOR,LABOR__FED_OSHA_ITA_CASE_DETAIL_2025,CITY,city,city / town / municipality,TEXT
LABOR,LABOR__FED_OSHA_ITA_CASE_DETAIL_2025,NEW_INCIDENT_LOCATION,facility_site,site / location / place name,TEXT
LABOR,LABOR__FED_OSHA_ITA_CASE_DETAIL_2025,STATE,state,state name or 2-letter code,TEXT
LABOR,LABOR__FED_OSHA_ITA_CASE_DETAIL_2025,ZIP_CODE,zip,ZIP / postal code,TEXT
LABOR,LABOR__FED_PBGC_TRUSTEED_PLANS,CITY,city,city / town / municipality,TEXT
LABOR,LABOR__FED_PBGC_TRUSTEED_PLANS,STATE,state,state name or 2-letter code,TEXT
LEGAL_ENFORCEMENT,LEGAL_ENFORCEMENT__FED_NAAG_MULTISTATE_SETTLEMENTS,LOCATION_SETTLEMENT_FILED,facility_site,site / location / place name,TEXT
LEGAL_ENFORCEMENT,LEGAL_ENFORCEMENT__FED_NAAG_MULTISTATE_SETTLEMENTS,OTHER_SINGLE_STATE_SETTLEMENTS,state,state name or 2-letter code,TEXT
LEGAL_ENFORCEMENT,LEGAL_ENFORCEMENT__FED_NAAG_MULTISTATE_SETTLEMENTS,STATE_COSTS_FEES,state,state name or 2-letter code,TEXT
MARITIME,MARITIME__FED_NOAA_AIS,LATITUDE,coordinates,latitude / longitude point,FLOAT
MARITIME,MARITIME__FED_NOAA_AIS,LONGITUDE,coordinates,latitude / longitude point,FLOAT
MARITIME,MARITIME__FED_NOAA_AIS,POSITION_GEOGRAPHY,facility_site,site / location / place name,GEOGRAPHY
MONEY_FINANCE,MONEY__DEBT_REPAYMENT_CLIFF,COUNTRY_CODE,country,country name / ISO code,TEXT
MONEY_FINANCE,MONEY__DEBT_REPAYMENT_CLIFF,COUNTRY_NAME,country,country name / ISO code,TEXT
MONEY_FINANCE,MONEY__DEBT_REPAYMENT_CLIFF,COUNTRY_YEAR_ID,country,country name / ISO code,TEXT
OPEN_DATA,OPEN_DATA__INTL_BR_DADOS_GOV,GEOGRAPHIC_COVERAGE,facility_site,site / location / place name,TEXT
OPEN_DATA,OPEN_DATA__INTL_CH_OPENDATASWISS,STATE,state,state name or 2-letter code,TEXT
OPEN_DATA,OPEN_DATA__INTL_CL_DATOSGOB,STATE,state,state name or 2-letter code,TEXT
OPEN_DATA,OPEN_DATA__INTL_ES_DATOSGOB,GEOGRAPHIC_COVERAGE,facility_site,site / location / place name,TEXT
OPEN_DATA,OPEN_DATA__INTL_GE_DATAGOV,COUNTRY,country,country name / ISO code,TEXT
POLITICS,POLITICS__BILL_COSPONSORS,COSPONSOR_STATE,state,state name or 2-letter code,TEXT
POLITICS,POLITICS__CA_LOBBY_CHG_LOG,ENTITY_CITY,city,city / town / municipality,TEXT
POLITICS,POLITICS__CA_LOBBY_CHG_LOG,FILER_CITY,city,city / town / municipality,TEXT
POLITICS,POLITICS__CA_LOBBY_CHG_LOG,ENTITY_ZIP,zip,ZIP / postal code,TEXT
POLITICS,POLITICS__CA_LOBBY_CHG_LOG,FILER_ZIP,zip,ZIP / postal code,TEXT
POLITICS,POLITICS__CA_LOBBY_COVER,FIRM_CITY,city,city / town / municipality,TEXT
POLITICS,POLITICS__FEC_CANDIDATE,OFFICE_DISTRICT,cong_district,congressional / legislative district,TEXT
POLITICS,POLITICS__FEC_CANDIDATE,OFFICE_STATE,state,state name or 2-letter code,TEXT
POLITICS,POLITICS__FEC_COMMITTEE,CMTE_CITY,city,city / town / municipality,TEXT
POLITICS,POLITICS__FEC_COMMITTEE,CMTE_ZIP,zip,ZIP / postal code,TEXT
POLITICS,POLITICS__FED_CONGRESS_LEGISLATORS,DISTRICT,cong_district,congressional / legislative district,TEXT
POLITICS,POLITICS__FED_CONGRESS_LEGISLATORS,STATE,state,state name or 2-letter code,TEXT
POLITICS,POLITICS__FED_EAC_EAVS,FIPSCODE,fips,FIPS / GEOID census code,TEXT
POLITICS,POLITICS__FED_EAC_EAVS,JURISDICTION_NAME,region,region / area / territory / jurisdiction,TEXT
POLITICS,POLITICS__FED_EAC_EAVS,STATE_ABBR,state,state name or 2-letter code,TEXT
POLITICS,POLITICS__FED_EAC_EAVS,STATE_FULL,state,state name or 2-letter code,TEXT
POLITICS,POLITICS__FED_FCC_LICENSING,ADDRESS_LINE1,address,street / mailing address,TEXT
POLITICS,POLITICS__FED_FCC_LICENSING,CITY,city,city / town / municipality,TEXT
POLITICS,POLITICS__FED_FCC_LICENSING,FCC_COUNTY_CODE,county,county name or code,TEXT
POLITICS,POLITICS__FED_FCC_LICENSING,STATE,state,state name or 2-letter code,TEXT
POLITICS,POLITICS__FED_FCC_LICENSING,ZIP_CODE,zip,ZIP / postal code,TEXT
POLITICS,POLITICS__FED_FEC_API,DISTRICT,cong_district,congressional / legislative district,TEXT
POLITICS,POLITICS__FED_FEC_API,CONTRIBUTOR_STATE,state,state name or 2-letter code,TEXT
POLITICS,POLITICS__FED_FEC_API,STATE,state,state name or 2-letter code,TEXT
POLITICS,POLITICS__FED_FEC_API,CONTRIBUTOR_ZIP,zip,ZIP / postal code,TEXT
POLITICS,POLITICS__FED_FJC_JUDGES,BIRTH_CITY,city,city / town / municipality,TEXT
POLITICS,POLITICS__FED_FJC_JUDGES,DEATH_CITY,city,city / town / municipality,TEXT
POLITICS,POLITICS__FED_FJC_JUDGES,BIRTH_STATE,state,state name or 2-letter code,TEXT
POLITICS,POLITICS__FED_FJC_JUDGES,DEATH_STATE,state,state name or 2-letter code,TEXT
POLITICS,POLITICS__FED_MEDSL_HOUSE_RETURNS,DISTRICT,cong_district,congressional / legislative district,TEXT
POLITICS,POLITICS__FED_MEDSL_HOUSE_RETURNS,STATE_FIPS,fips,FIPS / GEOID census code,TEXT
POLITICS,POLITICS__FED_MEDSL_HOUSE_RETURNS,STATE_ABBR,state,state name or 2-letter code,TEXT
POLITICS,POLITICS__FED_MEDSL_HOUSE_RETURNS,STATE_NAME,state,state name or 2-letter code,TEXT
POLITICS,POLITICS__FED_MEDSL_PRESIDENT_RETURNS,STATE_FIPS,fips,FIPS / GEOID census code,TEXT
POLITICS,POLITICS__FED_MEDSL_PRESIDENT_RETURNS,STATE_ABBR,state,state name or 2-letter code,TEXT
POLITICS,POLITICS__FED_MEDSL_PRESIDENT_RETURNS,STATE_NAME,state,state name or 2-letter code,TEXT
POLITICS,POLITICS__FED_MEDSL_SENATE_RETURNS,STATE_FIPS,fips,FIPS / GEOID census code,TEXT
POLITICS,POLITICS__FED_MEDSL_SENATE_RETURNS,STATE_ABBR,state,state name or 2-letter code,TEXT
POLITICS,POLITICS__FED_MEDSL_SENATE_RETURNS,STATE_NAME,state,state name or 2-letter code,TEXT
POLITICS,POLITICS__FED_VOTEVIEW_MEMBERS,DISTRICT_CODE,cong_district,congressional / legislative district,TEXT
POLITICS,POLITICS__FED_VOTEVIEW_MEMBERS,STATE_ABBREV,state,state name or 2-letter code,TEXT
POLITICS,POLITICS__FED_VOTEVIEW_MEMBERS,STATE_ICPSR,state,state name or 2-letter code,TEXT
POLITICS,POLITICS__INTL_ELECTIONS_CANADA_CONTRIBUTIONS,CONTRIBUTOR_CITY,city,city / town / municipality,TEXT
POLITICS,POLITICS__INTL_ELECTIONS_CANADA_CONTRIBUTIONS,ELECTORAL_DISTRICT,cong_district,congressional / legislative district,TEXT
POLITICS,POLITICS__INTL_ELECTIONS_CANADA_CONTRIBUTIONS,CONTRIBUTOR_PROVINCE,state,state name or 2-letter code,TEXT
POLITICS,POLITICS__INTL_ELECTIONS_CANADA_CONTRIBUTIONS,CONTRIBUTOR_POSTAL_CODE,zip,ZIP / postal code,TEXT
POLITICS,POLITICS__INTL_FREEDOMHOUSE,COUNTRY_TERRITORY,country,country name / ISO code,TEXT
POLITICS,POLITICS__INTL_FREEDOMHOUSE,REGION,region,region / area / territory / jurisdiction,TEXT
POLITICS,POLITICS__INTL_OWID_MILSPEND,WORLD_REGION_ACCORDING_TO_OWID,region,region / area / territory / jurisdiction,TEXT
POLITICS,POLITICS__IRS527_8871_ORGS,EMAIL_ADDRESS,address,street / mailing address,TEXT
POLITICS,POLITICS__IRS527_8871_ORGS,MAILING_ADDR1,address,street / mailing address,TEXT
POLITICS,POLITICS__IRS527_8871_ORGS,MAILING_CITY,city,city / town / municipality,TEXT
POLITICS,POLITICS__IRS527_8871_ORGS,MAILING_STATE,state,state name or 2-letter code,TEXT
POLITICS,POLITICS__IRS527_8871_ORGS,MAILING_ZIP,zip,ZIP / postal code,TEXT
POLITICS,POLITICS__IRS527_8872_REPORTS,CHANGE_OF_ADDRESS_IND,address,street / mailing address,TEXT
POLITICS,POLITICS__IRS527_8872_REPORTS,EMAIL_ADDRESS,address,street / mailing address,TEXT
POLITICS,POLITICS__IRS527_8872_REPORTS,MAILING_ADDR1,address,street / mailing address,TEXT
POLITICS,POLITICS__IRS527_8872_REPORTS,MAILING_ADDR2,address,street / mailing address,TEXT
POLITICS,POLITICS__IRS527_8872_REPORTS,BUSINESS_CITY,city,city / town / municipality,TEXT
POLITICS,POLITICS__IRS527_8872_REPORTS,CONTACT_CITY,city,city / town / municipality,TEXT
POLITICS,POLITICS__IRS527_8872_REPORTS,CUSTODIAN_CITY,city,city / town / municipality,TEXT
POLITICS,POLITICS__IRS527_8872_REPORTS,MAILING_CITY,city,city / town / municipality,TEXT
