domain,name,tier,bulk,horizon,have,why,have_v
Agriculture & Food Safety (WHOLE-DOMAIN GAP),USDA Rural Development Loan/Grant Recipient ID,WEAK,unclear,nice-to-have-later,Likely yes in substance via USASPENDING(6) UEI/DUNS.,"Same caveat as CCC above -- flagged for completeness rather than as a priority; likely redundant with existing USASPENDING coverage, so t...",likely
Agriculture & Food Safety (WHOLE-DOMAIN GAP),FGIS Licensed Grain Inspector/Weigher ID and Delegated Official Agency Number,WEAK,unclear,nice-to-have-later,No.,The Warehouse Act license already in the candidate list covers storage integrity after grain is delivered; it does not cover the separate...,no
Agriculture & Food Safety (WHOLE-DOMAIN GAP),State Livestock Brand Registration,WEAK,unclear,nice-to-have-later,No.,This is exactly the 'older/legacy identifier system still in live use' category the review brief asks about -- brand records are the owne...,no
Agriculture & Food Safety (WHOLE-DOMAIN GAP),NOP Accredited Certifying Agent (ACA) Accreditation Number,WEAK,yes,nice-to-have-later,No.,The organic-fraud story is not only 'which farm cheated' but also 'which certifying agent kept signing off on fraudulent operations' -- U...,no
Agriculture & Food Safety (WHOLE-DOMAIN GAP),FSIS Noncompliance Report (NR) Number,WEAK,unclear,nice-to-have-later,No.,This is precisely the record type investigative journalists covering meatpacking have specifically had to FOIA because FSIS does not publ...,no
Telecom & Media,FCC Registration Number,STEEL,yes,now,"yes, probably — FCC(1) table is almost certainly ULS (per existing ...","Without FRN as a join key, Ripple can't link one shell company's broadcast/wireless license to its equipment-authorization filings or USF...",yes
Telecom & Media,Antenna Structure Registration Number,STEEL,yes,now,"no, probably — distinct database from ULS; possible partial overlap...",Tower climbing is one of the most dangerous jobs in America and OSHA already tracks the fatalities; joining ASR ownership records to OSHA...,no
Telecom & Media,Broadband Serviceable Location Fabric ID,STEEL,unclear,nice-to-have-later,no,Address-level granularity is what's needed to prove a specific majority-Black block was skipped by fiber buildout while the next block ov...,no
Telecom & Media,USAC Service Provider Identification Number,STEEL,yes,now,"no — USAC isn't in the agency list at all, genuine new source",E-Rate fraud is a documented pattern of shell vendors overbilling poor school districts for internet service that's never delivered or wi...,no
Telecom & Media,NTIA BEAD / Digital Equity Act Grantee & Subrecipient ID,STEEL,unclear,now,partial — prime NTIA-to-state awards likely already sit in USASPEND...,BEAD is $42.45B (IIJA 2021) — bigger than USF High-Cost and RUS/ReConnect combined — and runs the exact same take-the-money-don't-build-i...,other
Telecom & Media,TRS Fund Provider ID,STEEL,unclear,now,"no — separate FCC/USAC-adjacent system, not part of ULS","TRS Fund fraud — fake call-minute generation, ineligible-user schemes billed against the fund that exists to serve deaf/disabled American...",no
Telecom & Media,FCC Form 499 Filer ID,STRONG,yes,now,"no — separate system from ULS, genuine gap",USF is funded by a tax on phone bills that pays for rural broadband and school internet (E-Rate); carriers that under-report revenue on t...,no
Telecom & Media,FCC Equipment Authorization ID (FCC ID) + Grantee Code,STRONG,yes,now,"no — separate FCC system (EAS) from ULS, genuine new acquisition","A defective or spyware-flagged device (baby monitor, wireless pacemaker, security camera) recalled by CPSC or flagged by CISA can be trac...",no
Telecom & Media,Broadcast Facility ID,STRONG,yes,now,unclear — depends what the existing FCC(1) table actually is; if it...,Local TV stations air most political attack ads with weak disclosure; without Facility ID linking a station to its FCC ownership filings ...,unclear
Telecom & Media,PSAP ID (Public Safety Answering Point identifier),STRONG,unclear,now,maybe — NHTSA(3 tables) present; if one of the three covers the Nat...,"Multi-state 911 outages (T-Mobile, AT&T) and rural PSAP understaffing have delayed emergency response and cost lives; PSAP ID would let R...",other
Telecom & Media,Broadband Data Collection Provider ID,STRONG,yes,now,"no — new system, not currently ingested","ISPs have been caught claiming broadband coverage they don't actually provide, blocking federal funding from reaching genuinely unserved ...",no
Telecom & Media,USAC Billed Entity Number,STRONG,yes,now,no,"Needed as the 'victim' side of the E-Rate fraud pattern above — ties a specific under-resourced school to the vendor billing it, using US...",no
Telecom & Media,Study Area Code / USF High-Cost recipient ID,STRONG,yes,nice-to-have-later,no,DOJ has prosecuted rural carriers for collecting High-Cost Fund subsidies without building the promised broadband; SAC ties the subsidy d...,no
Telecom & Media,Robocall Mitigation Database Filer ID,STRONG,yes,now,no,Scam robocalls disproportionately target elderly people for financial fraud; the RMD shows which carriers keep self-certifying compliance...,no
Telecom & Media,Cable Community Unit Identifier,STRONG,yes,nice-to-have-later,no,"There's a documented pattern (e.g. digital-inclusion advocates' Cleveland/AT&T findings, FCC's own digital-discrimination docket) of cabl...",no
Telecom & Media,FCC International Bureau Filing System File Number,STRONG,yes,nice-to-have-later,no,"Satellite mega-constellations raise space-debris and light-pollution harms, and foreign-owned satellite licenses raise surveillance/natio...",no
Telecom & Media,NORAD/Space Force Satellite Catalog Number,STRONG,yes,nice-to-have-later,"no — not in agency list; this is US Space Command data, not FCC, an...","Lets Ripple connect a satellite operator's FCC license (via IBFS) to its actual on-orbit debris/collision-risk record, exposing operators...",no
Telecom & Media,FAA Obstruction Evaluation / Airport Airspace Analysis Case Number,STRONG,yes,nice-to-have-later,unclear — FAA(2 tables) present but which two is unconfirmed; possi...,Towers built without proper hazard review are a documented cause of small-aircraft crashes (NTSB has cited unmarked/unlit towers); cross-...,unclear
Telecom & Media,USDA Rural Utilities Service Telecom/Broadband Borrower ID,STRONG,unclear,nice-to-have-later,partial/maybe — USASPENDING(6 tables) already present may carry RUS...,Parallels the USF High-Cost fraud pattern — RUS/ReConnect grantees who take rural-broadband-buildout money without delivering have been t...,other
Telecom & Media,US Copyright Office Registration Number,STRONG,unclear,nice-to-have-later,no — Library of Congress isn't in the agency list,'Copyright troll' litigation mills file mass lawsuits against small businesses/individuals over often-marginal infringement claims; tying...,no
Telecom & Media,Lifeline ETC Designation / NLAD Provider ID,STRONG,unclear,now,no,"Lifeline fraud — billing the fund for dead, duplicate, or ineligible subscribers — is one of the most heavily documented USF fraud patter...",no
Telecom & Media,FCC Consumer Complaints Data Center Ticket ID,STRONG,yes,now,no,The RMD candidate's stated harm case — 'joining filer ID to complaint volume would expose repeat bad actors' — cannot actually be built w...,no
Telecom & Media,USAC E-Rate Funding Request Number (FRN) — acronym-collision trap,STRONG,yes,now,no,"Without funding-request-level granularity, Ripple can see 'vendor X sold to district Y' but not the individual overbilled or undelivered ...",no
Telecom & Media,Operating Company Number,WEAK,no,nice-to-have-later,no,"Helps trace shell CLECs used in access-fee arbitrage schemes (an FCC-prosecuted fraud pattern) across state lines, but value is capped be...",no
Telecom & Media,Common Language Location Identifier,WEAK,no,nice-to-have-later,no,"Could help locate the physical switching facility behind a carrier's outages or legal-process compliance point, but low priority — the re...",no
Telecom & Media,STIR/SHAKEN Service Provider Code Token,WEAK,unclear,nice-to-have-later,no,Low standalone value for Ripple since it's a per-call crypto artifact rather than a structured bulk-joinable registry field; the Robocall...,no
Telecom & Media,NANPA Central Office Code / NXX,WEAK,unclear,nice-to-have-later,no,"Weak as a standalone institutional-harm bridge since it identifies number blocks rather than companies directly, and the authoritative ro...",no
Telecom & Media,Toll-Free Number Registry / RespOrg Code,WEAK,no,nice-to-have-later,no,"Scam operations often route through toll-free numbers registered to a shell RespOrg; unmasking that could help, but the registry requires...",no
Telecom & Media,NPAC Service Provider ID,WEAK,no,nice-to-have-later,no,"Could help trace scam-call/robocall carriers as numbers move between providers, but NPAC data is restricted to industry participants, not...",no
Telecom & Media,State PUC Certificate of Public Convenience & Necessity (Telecom),WEAK,no,nice-to-have-later,no,"Would help catch carriers operating in a state after license revocation, but no federal or standardized bulk source exists — 50 different...",no
Telecom & Media,ISSN (International Standard Serial Number),WEAK,no,nice-to-have-later,no,"Could tie a newspaper's ISSN across ownership changes to show hedge-fund consolidation gutting local newsrooms, but confirmed this sessio...",no
Telecom & Media,Mobile Country Code / Mobile Network Code,WEAK,yes,nice-to-have-later,no,Minor and mostly technical; not tied to any US public dataset Ripple would ingest. Included only for completeness of the 'full list of wh...,no
Telecom & Media,IMEI / ICCID (mobile device and SIM serial numbers),WEAK,no,nice-to-have-later,no,"Not recommended for Ripple's institutional-pattern mission: identifies individual consumer devices, not institutions, and isn't a public ...",no
Telecom & Media,FCC EAS Participant ID (ETRS),WEAK,unclear,nice-to-have-later,no,"EAS relay failures during real emergencies (hurricanes, wildfires) have left specific communities without warning, and FCC's own after-ac...",no
Telecom & Media,FCC Commercial Radio Operator License / Individual ULS Licensee,WEAK,yes,nice-to-have-later,partial/likely — if ULS already flows into the existing FCC(1) tabl...,Standalone harm signal is low — most individual ham/GMRS licensees never cause institutional-scale harm — but the FCC's PIRATE Act enforc...,other
Insurance (WHOLE-DOMAIN GAP),NAIC Company Code,STEEL,unclear,nice-to-have-later,no -- no NAIC or state Dept of Insurance source table exists anywhe...,"Without it, Ripple can't connect one insurer's complaint volume, rate hikes, and financial-distress filings across all 50 states into a s...",no
Insurance (WHOLE-DOMAIN GAP),HIOS ID (Issuer ID and Plan ID),STEEL,yes,now,"unclear, leaning likely -- CMS is Ripple's single largest source (4...","Ties the actual plan a person enrolled in to the issuer's track record. Without it, Ripple can't show that a plan hiking premiums or gutt...",unclear
Insurance (WHOLE-DOMAIN GAP),CMS Medicare Advantage / Part D Contract ID + PBP ID,STEEL,yes,now,"unclear, leaning likely -- same reasoning as HIOS: CMS(49 tables) i...",This is the exact ID CMS itself uses internally to track which MA plans generate the most marketing-complaint and improper-switching harm...,unclear
Insurance (WHOLE-DOMAIN GAP),National Producer Number (NPN),STEEL,no,nice-to-have-later,no -- no NIPR/producer-license source exists in the warehouse today...,CMS requires the enrolling agent's NPN on every Medicare Advantage/Part D enrollment application specifically to track agent-driven churn...,no
Insurance (WHOLE-DOMAIN GAP),NAIC Group Code,STRONG,unclear,nice-to-have-later,no -- same gap as the company code; no source table carries it today.,"A holding company can spread bad conduct (e.g. a group-wide claims-denial playbook) across a dozen subsidiaries, each looking like a smal...",no
Insurance (WHOLE-DOMAIN GAP),CMS Medicaid Managed Care Plan ID (T-MSIS MCO ID),STRONG,unclear,nice-to-have-later,unclear -- CMS(49 tables) is already ingested and CMS publishes som...,"Medicaid MCOs are documented to have wide, plan-specific variation in prior-authorization denial rates for the poorest, most vulnerable e...",unclear
Insurance (WHOLE-DOMAIN GAP),Treasury Circular 570 Certified Surety Companies List,STRONG,yes,now,"unclear, leaning likely -- Treasury(5 tables) is already an ingeste...","When a federally bonded contractor defaults, this list is how you trace which surety was supposed to make unpaid subcontractors and worke...",unclear
Insurance (WHOLE-DOMAIN GAP),NFIP Write-Your-Own (WYO) Company Code,STRONG,yes,nice-to-have-later,no -- FEMA/NFIP is not present anywhere in the confirmed source lis...,WYO companies keep a servicing fee while FEMA (taxpayers) absorbs the actual flood risk. Without linking claims to the specific WYO compa...,no
Insurance (WHOLE-DOMAIN GAP),USDA RMA Approved Insurance Provider (AIP) Code,STRONG,yes,nice-to-have-later,no -- USDA is confirmed NOT PRESENT AT ALL. RMA's Summary of Busine...,"Crop insurance is one of the largest disguised federal farm subsidies. Without AIP codes, Ripple can't show which of the ~14 private comp...",no
Insurance (WHOLE-DOMAIN GAP),SERFF Tracking Number,STRONG,unclear,nice-to-have-later,"no -- most state SERFF portals allow free single-filing search, a f...","This is the trail behind every filed insurance rate hike in the country. Without it, Ripple only ever sees the after-the-fact price a hou...",no
Insurance (WHOLE-DOMAIN GAP),NCIGF Insolvent Insurer / State Guaranty Fund List,STRONG,yes,now,"no, but a small, high-value, likely-free dataset worth a quick add ...","When an insurer fails, state guaranty funds cap and delay what they'll pay -- long-term-care and workers'-comp claimants in particular ca...",no
Insurance (WHOLE-DOMAIN GAP),"NCCI Carrier Code (plus state rating bureaus, e.g. WCIRB in California)",STRONG,no,nice-to-have-later,"no, and likely to stay that way -- NCCI is a private, proprietary, ...","Experience-rating and loss data run entirely through NCCI's carrier keys. Without one, Ripple can't isolate which workers'-comp insurers ...",no
Insurance (WHOLE-DOMAIN GAP),State All-Payer Claims Database (APCD) Payer ID,STRONG,unclear,nice-to-have-later,no -- most state APCD claims-level data requires a research data-us...,APCDs are close to the only place actual claims-level denial and billing behavior by a specific insurer is visible at scale. Without a pa...,no
Insurance (WHOLE-DOMAIN GAP),UK FCA Firm Reference Number (FRN),STRONG,yes,nice-to-have-later,no -- Companies House data is registration-only; the FCA Financial ...,"Ripple already holds UK company registration data. Without the FCA's separate ID, a UK-registered insurance entity's corporate existence ...",no
Insurance (WHOLE-DOMAIN GAP),EIOPA Register Code (EU/EEA insurance undertakings),STRONG,yes,nice-to-have-later,unclear -- EU(2 tables) exist but likely don't cover financial-supe...,"Relevant only if Ripple's mission extends to EU insurance harm. Without it, the EU tables Ripple already has can't be joined to insurer-l...",unclear
Insurance (WHOLE-DOMAIN GAP),NOLHGA Insolvent Life/Health/Annuity Insurer Registry,STRONG,unclear,nice-to-have-later,no -- nothing NOLHGA-adjacent exists anywhere in the confirmed sour...,"This is a genuinely separate organization and separate guaranty system from NCIGF, which only covers property & casualty and workers' com...",no
Insurance (WHOLE-DOMAIN GAP),Non-Admitted / Surplus Lines Insurer Identifier (NAIC IID Alien Insurer Listing + State Stamping-Office Eligible-Insurer Rosters),STRONG,unclear,nice-to-have-later,no,This entire non-admitted market is missing from the candidate list even though it's arguably the single hottest live insurance story: as ...,no
Insurance (WHOLE-DOMAIN GAP),State Third-Party Administrator (TPA) License / Registration Number,STRONG,unclear,nice-to-have-later,no,Most Americans with employer coverage are actually in self-funded plans run by a TPA (or an insurer wearing an ASO/TPA hat -- e.g. Cigna'...,no
Insurance (WHOLE-DOMAIN GAP),Enrolled Actuary (EA) Number,STRONG,yes,now,unclear -- PBGC(1)/IRS(9)/DOL(2) are already ingested and the EA-of...,When a pension fund or insurer's reserves later prove wildly inadequate (the exact insolvency pattern the NCIGF/NOLHGA-style items are bu...,unclear
Insurance (WHOLE-DOMAIN GAP),Monopolistic State Workers' Comp Fund Employer Account/Policy Number,STRONG,unclear,nice-to-have-later,no,"In these 4 states there is no private carrier to investigate -- the state government IS the insurer, so claim-denial and delay patterns b...",no
Insurance (WHOLE-DOMAIN GAP),Life Settlement / Viatical Settlement Provider & Broker License Number,STRONG,unclear,nice-to-have-later,no,Life settlements are a documented vector for pressuring elderly or terminally ill people into signing away a life-insurance payout for a ...,no
Insurance (WHOLE-DOMAIN GAP),State FAIR Plan / Citizens / Catastrophe-Fund Insurer-of-Last-Resort Program ID,STRONG,unclear,nice-to-have-later,no,These programs are the direct government-created record of which properties and communities private insurers have effectively redlined ou...,no
Insurance (WHOLE-DOMAIN GAP),"State Insurance Producer/Adjuster License Number (state-native, distinct from NPN)",STRONG,yes,now,no,"This corrects the first pass's own acquisition-difficulty claim on NPN, not just adds a new item: it marked NPN 'public_bulk: no' and cal...",no
Insurance (WHOLE-DOMAIN GAP),State Certificate of Authority Number,WEAK,unclear,nice-to-have-later,no -- no state DOI source exists; would require a 50-state scrape p...,"This is the base fact of whether an insurer is even allowed to sell in a state. Without it, Ripple can't flag entities still collecting p...",no
Insurance (WHOLE-DOMAIN GAP),State Workers' Comp Self-Insurance Certificate Number,WEAK,unclear,nice-to-have-later,"no -- fragmented, state-by-state, no source present today.","Self-insured employers answer to no carrier's claims-paying record. Without flagging which employers are self-insured, an employer with a...",no
Insurance (WHOLE-DOMAIN GAP),State Captive Insurance Company Registration Number,WEAK,unclear,nice-to-have-later,"no -- niche, only a few domicile states (Vermont notably) publish a...",Captives let a corporation quietly self-insure and shift the real cost of its own liabilities off public claims records -- e.g. a hospita...,no
Insurance (WHOLE-DOMAIN GAP),ALTA / Title Insurance Underwriter Code,WEAK,no,nice-to-have-later,"no -- private/proprietary, no clean government bulk source exists; ...",Title insurance fraud and padded closing costs disproportionately hit first-time and minority homebuyers. Without a way to link a bad tit...,no
Insurance (WHOLE-DOMAIN GAP),Blue Cross Blue Shield Plan Code / Member Card Alpha Prefix,WEAK,no,nice-to-have-later,no -- BCBSA does not freely publish a full alpha-prefix crosswalk; ...,"Low incremental value once HIOS/NAIC codes exist -- included for completeness. Without it, resolving which specific local Blue plan is be...",no
Insurance (WHOLE-DOMAIN GAP),Healthcare EDI Payer ID (clearinghouse trading partner ID),WEAK,no,nice-to-have-later,"no -- private, fragmented across clearinghouses, no unified free re...","Claims-routing data runs on this ID inside every clearinghouse. Without it, any third-party billing/denial dataset that uses payer IDs in...",no
Insurance (WHOLE-DOMAIN GAP),Lloyd's of London Syndicate Number,WEAK,unclear,nice-to-have-later,"no -- Lloyd's publishes a partial free syndicate directory, but det...",Mostly an institutional risk-mapping identifier rather than a direct consumer-harm one -- useful chiefly if Ripple later chases which rei...,no
Insurance (WHOLE-DOMAIN GAP),Health Plan Identifier (HPID),WEAK,no,nice-to-have-later,"no, and not worth pursuing regardless of acquisition cost.",Flagged only so effort isn't wasted chasing it: CMS built the HPID enforcement system around 2014 then indefinitely suspended its use. It...,no
Insurance (WHOLE-DOMAIN GAP),A.M. Best Company Number (AMB#),WEAK,no,nice-to-have-later,"no -- proprietary, private ratings agency, not a government free-bu...","This is the data investors use to judge insurer solvency before ordinary policyholders find out the hard way. Without it, Ripple can't ch...",no
Insurance (WHOLE-DOMAIN GAP),PBGC Plan Number (paired with sponsor EIN),WEAK,yes,now,"yes, plausible -- PBGC(1 table) is already ingested and EIN is alre...",Low novelty by itself since EIN is already a known Ripple key and PBGC is already ingested -- the missing piece is just the 3-digit suffi...,yes
Insurance (WHOLE-DOMAIN GAP),CMS TPMO ID (Third-Party Marketing Organization Identifier),WEAK,unclear,nice-to-have-later,no,The first pass's NPN entry argues CMS tracks agent-driven churn -- but CMS created this separate 2022 rule specifically because the harm ...,no
Insurance (WHOLE-DOMAIN GAP),Canada OSFI Financial Institution/Insurer Number,WEAK,yes,nice-to-have-later,"no -- Canada's ingested feed is a business registry, not a financia...",The first pass built exactly this registration-vs-conduct-record pattern for the UK but never checked whether it applies anywhere else Ri...,no
Federal Benefits & Safety Net / Veterans,Medicare Beneficiary Identifier (MBI),STEEL,no,nice-to-have-later,"unclear -- CMS(49 tables) is Ripple's largest source, but CMS's gen...","Without a patient-level key, Ripple can only see provider aggregates -- it can't show a specific opioid 'doctor-shopping' network, or a s...",unclear
Federal Benefits & Safety Net / Veterans,VA Claim Number / C-Number,STEEL,no,nice-to-have-later,"no -- VA(2 tables) present in warehouse is unconfirmed content, but...","Without linking claim numbers to documented service records, a systemic 'denied despite documented combat injury' or 'died waiting on bac...",no
Federal Benefits & Safety Net / Veterans,VHA Facility Station Number,STEEL,yes,now,"no, but cheap to get -- VA publishes an open VA Facility API / faci...","Without station-level facility IDs, you can't show veterans being routed to community-care hospitals under active Medicare fraud/quality ...",no
Federal Benefits & Safety Net / Veterans,VA Loan Guaranty Number,STEEL,unclear,nice-to-have-later,no -- Ginnie Mae publishes loan-level MBS disclosure files with a V...,"IRRRL 'loan churning' -- serial refinancing schemes that strip veteran home equity -- is a documented, prosecuted pattern (Ginnie Mae/CFP...",no
Federal Benefits & Safety Net / Veterans,VA/WEAMS GI Bill School Facility Code,STEEL,yes,now,no -- VA publishes the WEAMS/GI Bill Comparison Tool data as free o...,"The ITT Tech / Corinthian Colleges pattern: a for-profit school loses Title IV eligibility or gets sued by a state AG, but keeps drawing ...",no
Federal Benefits & Safety Net / Veterans,ED Office of Postsecondary Education ID (OPE ID),STEEL,yes,now,unclear -- ED(2 tables) present in warehouse might already include ...,"Same failure mode as WEAMS above but on the federal-loan/Pell-grant side rather than GI Bill side -- without it, predatory-school pattern...",unclear
Federal Benefits & Safety Net / Veterans,National Cemetery Administration Interment Control Number,STEEL,yes,now,no -- NCA's Nationwide Gravesite Locator / Veterans Legacy Memorial...,"VA claims-backlog deaths are a known but hard-to-quantify harm; NCA burial records are one of the few genuinely public, individually-iden...",no
Federal Benefits & Safety Net / Veterans,Social Security Number (SSN),STEEL,no,nice-to-have-later,"no -- SSA is confirmed fully absent from the warehouse, and SSN is ...","Without a person-level key, 'this same human was denied SSI, lost Medicaid LTC coverage, and was evicted from HUD housing within the same...",no
Federal Benefits & Safety Net / Veterans,SSA Death Master File (Full/Limited Access DMF),STEEL,no,nice-to-have-later,"no -- since the 2013/2014 Bipartisan Budget Act restrictions, the f...","GAO/SSA-OIG have repeatedly found tens of millions to billions in benefits paid to dead people, sometimes because a caregiver or payee ke...",no
Federal Benefits & Safety Net / Veterans,OPM Civil Service Annuitant Number,STEEL,no,nice-to-have-later,"no -- OPM does not appear anywhere in Ripple's source-prefix list, ...","OPM's retirement-claims backlog is a decades-long, well-documented scandal (paper applications hand-processed in a limestone mine in Boye...",no
Federal Benefits & Safety Net / Veterans,USDA FNS SNAP Retailer Authorization Number,STEEL,yes,now,no -- USDA is confirmed fully absent from the warehouse. This is a ...,"SNAP trafficking (stores that trade cash for EBT balances at a markdown, effectively stealing food money from poor households) is a heavi...",no
Federal Benefits & Safety Net / Veterans,HUD Public Housing Authority (PHA) Code,STEEL,yes,now,unclear -- HUD(2 tables) present in warehouse could plausibly alrea...,"PHAs with chronically failing REAC scores (mold, no heat, lead paint) can stay in that status for years while still housing tenants who h...",unclear
Federal Benefits & Safety Net / Veterans,DOL OWCP Claim Number (FECA / Black Lung / Longshore),STEEL,no,nice-to-have-later,no -- DOL(2 tables) present is most likely WHD wage-theft data per ...,This is a strong mechanism-first story: does the same mine that racks up the worst MSHA safety-violation record also produce the highest ...,no
Federal Benefits & Safety Net / Veterans,DoD ID Number (EDIPI),STEEL,no,nice-to-have-later,no -- DoD is not represented anywhere in Ripple's source list at al...,A well-documented pattern (reported by ProPublica/NPR and others): service members discharged with 'bad paper' (other-than-honorable) for...,no
Federal Benefits & Safety Net / Veterans,SSA Administrative Law Judge (ALJ) ID / OHO Hearing Office Code,STEEL,unclear,nice-to-have-later,no -- SSA confirmed fully absent from warehouse,SSA's own disposition data has shown individual ALJs approving disability claims at ~90%+ while others deny at similarly extreme rates fo...,no
Federal Benefits & Safety Net / Veterans,Medicaid Recipient/Beneficiary ID (state-assigned),STEEL,no,nice-to-have-later,unclear -- CMS(49 tables) may carry Medicaid provider-side or aggre...,Medicaid covers ~90M people (more than Medicare) and pays for the majority of US nursing-home care. The first pass built a detailed STEEL...,unclear
Federal Benefits & Safety Net / Veterans,IV-D Child Support Case Number / OCSE Federal Case Registry (incl. National Directory of New Hires),STEEL,no,nice-to-have-later,no -- no OCSE/child-support source appears anywhere in Ripple's war...,"Civil incarceration for unpaid child support, and driver's/professional-license suspensions that then destroy someone's ability to earn a...",no
Federal Benefits & Safety Net / Veterans,"HUD Multifamily FHA Project/Insurance Number (Section 232 nursing-home mortgages, Section 8 project-based)",STEEL,yes,now,unclear -- note the candidate list itself misstates HUD as '(2 tabl...,"A real, previously-reported pattern: nursing homes financed by federally-insured (taxpayer-backstopped) HUD Section 232 mortgages that si...",unclear
Federal Benefits & Safety Net / Veterans,Medicare Advantage / Part D Contract ID + Plan Benefit Package (PBP) ID,STEEL,yes,now,unclear -- plausibly already a column inside CMS's 49 tables given ...,CMS's own free public Part D Opioid Prescribing Mapping Tool and MA Star Ratings are contract-ID-keyed and already show wide plan-to-plan...,unclear
Federal Benefits & Safety Net / Veterans,VA Regional Office (VBA) Station Number,STRONG,yes,now,no -- aggregate RO-level workload reports are free on va.gov/vetdat...,VA's own Monday Morning Workload reports already show huge regional gaps in claim wait-time and denial rate; without the RO code as a joi...,no
Federal Benefits & Safety Net / Veterans,SSA Beneficiary Identification Code (BIC),STRONG,no,nice-to-have-later,no -- only exists inside SSA's internal Master Beneficiary Record; ...,Minor incremental value over SSN alone -- would let you distinguish 'this person's own retirement benefit was cut' from 'this person's su...,no
Federal Benefits & Safety Net / Veterans,OPM FEHB Plan Code,STRONG,yes,nice-to-have-later,no -- OPM publishes FEHB plan brochures and rate tables annually as...,Lets you check whether federal employees are being steered into FEHB plans run by insurers under active enforcement action elsewhere -- a...,no
Federal Benefits & Safety Net / Veterans,PBGC Plan Number (PN),STRONG,yes,now,"yes, likely -- PBGC(1 table) present in the warehouse is almost cer...","When a pension plan fails and PBGC takes it over, retirees often see benefit cuts. Without the EIN/PN pair as the actual join key (rather...",yes
Federal Benefits & Safety Net / Veterans,CMS HIOS Issuer/Plan ID (ACA Marketplace),STRONG,yes,now,unclear -- CMS(49 tables) is Ripple's single largest source and CMS...,Could reveal 'network adequacy' discrimination -- ACA insurers quietly narrowing provider networks in poor ZIP codes so cheap-looking pla...,unclear
Federal Benefits & Safety Net / Veterans,FEMA Individual Assistance Registration ID,STRONG,yes,now,unclear -- FEMA sits under DHS(3 tables present); openFEMA is a wel...,A documented post-Katrina/Maria/Harvey pattern: disaster survivors get denied FEMA aid because they were referred to an SBA disaster loan...,unclear
Federal Benefits & Safety Net / Veterans,State Disability Determination Services (DDS) Agency Code,STRONG,yes,nice-to-have-later,no -- SSA confirmed fully absent from warehouse,NPR Planet Money's 2013 'Unfit for Work' investigation was substantially built on exactly this: state-by-state DDS initial-approval-rate ...,no
Federal Benefits & Safety Net / Veterans,FHA Case Number (Single-Family mortgage insurance),STRONG,unclear,nice-to-have-later,no,"FHA borrowers skew lower-income, first-time, and disproportionately Black and Hispanic; FHA-specific foreclosure and serial-refinancing a...",no
Federal Benefits & Safety Net / Veterans,Indian Health Service (IHS) Facility / Area / Service Unit Code,STRONG,yes,now,unclear -- HHS(2 tables) present in the warehouse might already car...,Chronic IHS quality failures are documented -- IHS hospitals have failed CMS conditions-of-participation inspections and lost Medicare bi...,unclear
Federal Benefits & Safety Net / Veterans,SNAP State Recipient/Case Number,STRONG,unclear,nice-to-have-later,no -- USDA confirmed fully absent from warehouse,"State SNAP eligibility-system failures (backlogged renewals, wrongful terminations from automated fraud flags) leave eligible low-income ...",no
Federal Benefits & Safety Net / Veterans,WIC Vendor ID,WEAK,unclear,nice-to-have-later,"no -- USDA absent; and unlike SNAP, there's no single federal bulk ...","Same mechanism as SNAP trafficking, targeting the most vulnerable recipient group (pregnant women, infants, young children) -- but the st...",no
Federal Benefits & Safety Net / Veterans,State Unemployment Insurance (UI) Employer Account Number,WEAK,unclear,nice-to-have-later,no -- DOL(2 tables) unlikely to carry raw state UI microdata; state...,"Employers who misclassify workers as contractors dodge UI tax contributions, then those same workers get denied unemployment benefits whe...",no
Federal Benefits & Safety Net / Veterans,Railroad Retirement Board (RRB) Claim Number,WEAK,unclear,nice-to-have-later,no -- RRB does not appear anywhere in Ripple's source list; genuine...,"Real but narrow -- RRB benefit disputes or shortfalls would only ever affect railroad-industry retirees specifically, a small population,...",no
Federal Benefits & Safety Net / Veterans,Certificate of Degree of Indian Blood (CDIB) Number,WEAK,no,nice-to-have-later,"no -- not bulk-available, privacy- and sovereignty-sensitive, unlik...","Chronic underfunding of IHS and BIA housing is a well-documented harm to Native communities, but this is a genuinely sensitive identifier...",no
Federal Benefits & Safety Net / Veterans,Selective Service Number,WEAK,no,nice-to-have-later,no -- included here mainly for completeness per the instruction to ...,"Real but thin -- low-income young men losing federal aid eligibility over a missed registration is a genuine harm, but SSS registration s...",no
Federal Benefits & Safety Net / Veterans,IRS Preparer Tax Identification Number (PTIN),WEAK,yes,nice-to-have-later,unclear -- IRS(9 tables) is a meaningful existing source; worth che...,Predatory tax-prep operations selling refund-anticipation loans or filing inflated/fraudulent EITC claims specifically target the working...,unclear
Federal Benefits & Safety Net / Veterans,Nurse Aide / CNA Abuse Registry ID,WEAK,no,nice-to-have-later,no,A GAO-documented gap: aides fired or registry-flagged for resident abuse in one state can get rehired elsewhere because no unified nation...,no
"Science, Research Grants & Research Integrity",ORCID iD,STEEL,yes,now,"unclear - not a government dataset itself, not confirmed in NIH(1)/...",a researcher found to have committed misconduct at one institution changes institutions or publishes under a name variant and keeps winni...,unclear
