source,schema_name,table_name,model,clock,clock_column,grain,dtype,has_view,n_rows,why
OPEN_DATA.OPEN_DATA__INTL_GR_DATAGOV,OPEN_DATA,OPEN_DATA__INTL_GR_DATAGOV,open_data__intl_gr_datagov,reported,DATE_CREATED,day,TEXT,true,4988,Uncast TEXT record-creation stamp — when the dataset was registered on data.gov.gr.
OPEN_DATA.OPEN_DATA__XC_WAYBACK_DOJ_EPSTEIN,OPEN_DATA,OPEN_DATA__XC_WAYBACK_DOJ_EPSTEIN,open_data__xc_wayback_doj_epstein,none,,none,,false,0,no column in this table holds a readable time value
POLITICS.POLITICS__BILLS,POLITICS,POLITICS__BILLS,politics__bills,happened,INTRODUCED_DATE,day,DATE,true,36465,The day the bill was introduced - the row's own birth event; try_to_date cast in staging and used as the dedup ordering key.
POLITICS.POLITICS__BILL_COSPONSORS,POLITICS,POLITICS__BILL_COSPONSORS,politics__bill_cosponsors,happened,SPONSORSHIP_DATE,day,DATE,true,367735,The day the member actually signed on as cosponsor; staging casts it with try_to_date on a trimmed non-empty string.
POLITICS.POLITICS__CA_LOBBY_AMENDMENTS,POLITICS,POLITICS__CA_LOBBY_AMENDMENTS,politics__ca_lobby_amendments,reported,EXEC_DATE,day,DATE,true,25249,"try_to_date(split_part(EXEC_DATE,' ',1),'MM/DD/YYYY') — the date the Form 605 amendment was executed and submitted; the row's own filing event."
POLITICS.POLITICS__CA_LOBBY_CHG_LOG,POLITICS,POLITICS__CA_LOBBY_CHG_LOG,politics__ca_lobby_chg_log,happened,EFFECT_DT,day,DATE,true,85765,"MM/DD/YYYY date for when the logged attribute change takes effect — the truer real-world clock than log_dt, but I could not verify its fill rate with the warehouse down, so log_dt is the safer primary."
POLITICS.POLITICS__CA_LOBBY_CONTRIBUTIONS,POLITICS,POLITICS__CA_LOBBY_CONTRIBUTIONS,politics__ca_lobby_contributions,span_start,FILING_PERIOD_START_DT,day,DATE,true,6505,"try_to_date(...,'MM/DD/YYYY') — opens the disclosure period the contribution was reported in; the dense fallback placement for rows whose contribution_dt is blank."
POLITICS.POLITICS__CA_LOBBY_COVER,POLITICS,POLITICS__CA_LOBBY_COVER,politics__ca_lobby_cover,reported,RPT_DATE,day,TIMESTAMP_NTZ,true,524828,"try_to_timestamp(RPT_DATE,'MM/DD/YYYY HH12:MI:SS AM') — the report date on the disclosure cover page; the time part is midnight padding so the real resolution is a day."
POLITICS.POLITICS__CA_LOBBY_COVER2,POLITICS,POLITICS__CA_LOBBY_COVER2,politics__ca_lobby_cover2,none,,none,,false,206493,"never examined -- no column name in this table looks like a clock, so the 2026-08-20 time index never opened it"
POLITICS.POLITICS__CA_LOBBY_EMPLOYER,POLITICS,POLITICS__CA_LOBBY_EMPLOYER,politics__ca_lobby_employer,span_start,SESSION_YR_1,year,TEXT,true,1730,"Kept as trimmed text while every amount column beside it got try_to_number(18,2), so it reads as the first calendar year of the two-year legislative session — the only real clock on this employer-session table."
POLITICS.POLITICS__CA_LOBBY_EMPLOYER_FIRMS,POLITICS,POLITICS__CA_LOBBY_EMPLOYER_FIRMS,politics__ca_lobby_employer_firms,none,,none,,false,0,time-shaped column names exist but none of them hold a readable time value
POLITICS.POLITICS__CA_LOBBY_EMP_LOBBYIST,POLITICS,POLITICS__CA_LOBBY_EMP_LOBBYIST,politics__ca_lobby_emp_lobbyist,none,,none,,false,1500,"never examined -- no column name in this table looks like a clock, so the 2026-08-20 time index never opened it"
POLITICS.POLITICS__CA_LOBBY_FIRM,POLITICS,POLITICS__CA_LOBBY_FIRM,politics__ca_lobby_firm,span_start,SESSION_YR_1,year,TEXT,true,256,"Left as trimmed text while every neighbouring amount got try_to_number(18,2) — the first calendar year of the two-year session, and the only real clock on this firm-session table."
POLITICS.POLITICS__CA_LOBBY_FIRM_EMPLOYER,POLITICS,POLITICS__CA_LOBBY_FIRM_EMPLOYER,politics__ca_lobby_firm_employer,span_start,RPT_START,day,DATE,true,170,"try_to_date(...,'MM/DD/YYYY') — opens the billing period the firm-employer line covers; the grain is literally firm-filing-employer-period, so this is the row's own clock."
POLITICS.POLITICS__CA_LOBBY_FIRM_LOBBYIST,POLITICS,POLITICS__CA_LOBBY_FIRM_LOBBYIST,politics__ca_lobby_firm_lobbyist,none,,none,,false,577,"never examined -- no column name in this table looks like a clock, so the 2026-08-20 time index never opened it"
POLITICS.POLITICS__FEC_CANDIDATE,POLITICS,POLITICS__FEC_CANDIDATE,politics__fec_candidate,happened,CAND_ELECTION_YR,year,NUMBER,true,17900,"Year of the election the candidate registered for - the event year, try_to_number integer; also the mart's dedup ordering key."
POLITICS.POLITICS__FEC_CANDIDATE_SUMMARY,POLITICS,POLITICS__FEC_CANDIDATE_SUMMARY,politics__fec_candidate_summary,span_end,COVERAGE_END_DATE,day,TEXT,true,7933,"Last day of the financial reporting period the dollar totals cover; HAZARD - staging leaves it as a trimmed MM/DD/YYYY TEXT string (no try_to_date), so any bare parse must be told the US format."
POLITICS.POLITICS__FEC_CAND_CMTE_LINK,POLITICS,POLITICS__FEC_CAND_CMTE_LINK,politics__fec_cand_cmte_link,happened,CAND_ELECTION_YR,year,NUMBER,true,16229,"Year of the election the candidate is contesting - the real-world event year; stored via try_to_number so it is an integer, and a bare date-parse of it would collapse to 1970."
POLITICS.POLITICS__FEC_COMMITTEE,POLITICS,POLITICS__FEC_COMMITTEE,politics__fec_committee,none,,none,,false,40945,"never examined -- no column name in this table looks like a clock, so the 2026-08-20 time index never opened it"
POLITICS.POLITICS__FED_CONGRESS_COMMITTEE_MEMBERSHIP,POLITICS,POLITICS__FED_CONGRESS_COMMITTEE_MEMBERSHIP,politics__fed_congress_committee_membership,none,,none,,false,3879,"never examined -- no column name in this table looks like a clock, so the 2026-08-20 time index never opened it"
POLITICS.POLITICS__FED_CONGRESS_LEGISLATORS,POLITICS,POLITICS__FED_CONGRESS_LEGISLATORS,politics__fed_congress_legislators,span_end,TERM_END,day,TEXT,true,12847,"End of the person's service span (staging names it last_term_end); for sitting members this is a scheduled future date, so far-future values here are legitimate."
POLITICS.POLITICS__FED_DOJ_EPSTEIN_LIBRARY,POLITICS,POLITICS__FED_DOJ_EPSTEIN_LIBRARY,politics__fed_doj_epstein_library,none,,none,,false,777,"never examined -- no column name in this table looks like a clock, so the 2026-08-20 time index never opened it"
POLITICS.POLITICS__FED_EAC_EAVS,POLITICS,POLITICS__FED_EAC_EAVS,politics__fed_eac_eavs,none,,none,,false,6460,"never examined -- no column name in this table looks like a clock, so the 2026-08-20 time index never opened it"
POLITICS.POLITICS__FED_FCC_LICENSING,POLITICS,POLITICS__FED_FCC_LICENSING,politics__fed_fcc_licensing,decided,GRANT_DATE,day,DATE,true,1689338,The day the FCC granted the license - the authority's act and the best single anchor for a licence row; explicit try_to_date in the mart.
POLITICS.POLITICS__FED_FEC_API,POLITICS,POLITICS__FED_FEC_API,politics__fed_fec_api,happened,CONTRIBUTION_RECEIPT_DATE,day,TEXT,true,500,"The date the committee received the contribution — the real-world money event; note the staging model explicitly keeps all casts as landed TEXT, so it is an unparsed string today."
POLITICS.POLITICS__FED_FEC_PAC_SUMMARY,POLITICS,POLITICS__FED_FEC_PAC_SUMMARY,politics__fed_fec_pac_summary,span_end,COVERAGE_END_DATE,day,DATE,true,45709,"Last day of the committee's reporting period - cast try_to_date(trim(C27),'MM/DD/YYYY') in staging and part of the table's grain key, so it is the honest anchor; the census max of 2026-07-24 02:13:26 is a timestamp and must have come from _loaded_at, not this column."
POLITICS.POLITICS__FED_FJC_JUDGES,POLITICS,POLITICS__FED_FJC_JUDGES,politics__fed_fjc_judges,happened,BIRTH_YEAR,year,TEXT,true,4067,"Year the judge was born - a real event at year grain; raw passthrough number, so a bare date-parse would read it as epoch seconds and land on 1970-01-01."
POLITICS.POLITICS__FED_FJC_SERVICE,POLITICS,POLITICS__FED_FJC_SERVICE,politics__fed_fjc_service,decided,COMMISSION_DATE,day,DATE,true,4766,"Day the commission was signed and judicial service in this seat actually began - the most complete, most meaningful anchor for a service record; try_to_date cast, and it pairs with termination_date to bound the tenure."
POLITICS.POLITICS__FED_MEDSL_HOUSE_RETURNS,POLITICS,POLITICS__FED_MEDSL_HOUSE_RETURNS,politics__fed_medsl_house_returns,happened,ELECTION_YEAR,year,NUMBER,true,29636,"Year the House election was held - the event; try_to_number(year) so it is an INTEGER, which is why the census logged no date range and why a bare date-parse would collapse the table to 1970."
POLITICS.POLITICS__FED_MEDSL_PRESIDENT_RETURNS,POLITICS,POLITICS__FED_MEDSL_PRESIDENT_RETURNS,politics__fed_medsl_president_returns,happened,ELECTION_YEAR,year,NUMBER,true,3740,"Year the presidential election was held; try_to_number(year) integer, so year grain is the finest real resolution."
POLITICS.POLITICS__FED_MEDSL_SENATE_RETURNS,POLITICS,POLITICS__FED_MEDSL_SENATE_RETURNS,politics__fed_medsl_senate_returns,happened,ELECTION_YEAR,year,NUMBER,true,3945,Year the Senate election was held; try_to_number(year) integer.
POLITICS.POLITICS__FED_VOTEVIEW_MEMBERS,POLITICS,POLITICS__FED_VOTEVIEW_MEMBERS,politics__fed_voteview_members,none,,none,,false,51061,"never examined -- no column name in this table looks like a clock, so the 2026-08-20 time index never opened it"
POLITICS.POLITICS__FED_VOTEVIEW_ROLLCALL_META,POLITICS,POLITICS__FED_VOTEVIEW_ROLLCALL_META,politics__fed_voteview_rollcall_meta,happened,DATE,day,TEXT,true,113512,"The day the roll-call vote was taken; this mart passes raw DATE through UNCAST, but the sibling staging model documents it landing as 'YYYY-MM-DD' and parses it with that explicit format."
POLITICS.POLITICS__FJC_APPOINTMENT,POLITICS,POLITICS__FJC_APPOINTMENT,politics__fjc_appointment,none,,none,,false,4766,"never examined -- no column name in this table looks like a clock, so the 2026-08-20 time index never opened it"
POLITICS.POLITICS__FJC_JUDGE,POLITICS,POLITICS__FJC_JUDGE,politics__fjc_judge,none,,none,,false,4067,"never examined -- no column name in this table looks like a clock, so the 2026-08-20 time index never opened it"
POLITICS.POLITICS__FJC_SCOTUS_CROSSWALK,POLITICS,POLITICS__FJC_SCOTUS_CROSSWALK,politics__fjc_scotus_crosswalk,none,,none,,false,40,"never examined -- no column name in this table looks like a clock, so the 2026-08-20 time index never opened it"
POLITICS.POLITICS__INTL_ELECTIONS_CANADA_CONTRIBUTIONS,POLITICS,POLITICS__INTL_ELECTIONS_CANADA_CONTRIBUTIONS,politics__intl_elections_canada_contributions,happened,CONTRIBUTION_RECEIVED_DATE,day,DATE,true,12646465,"try_to_date(trim(CONTRIBUTION_RECEIVED_DATE)) — when the contribution was received; the 0025-04-07 / 4002-06-15 extremes, 2 epoch rows and 77 far-future rows are published typos surviving a permissive parse."
POLITICS.POLITICS__INTL_FREEDOMHOUSE,POLITICS,POLITICS__INTL_FREEDOMHOUSE,politics__intl_freedomhouse,none,,none,,false,2723,"never examined -- no column name in this table looks like a clock, so the 2026-08-20 time index never opened it"
POLITICS.POLITICS__INTL_OWID_MILSPEND,POLITICS,POLITICS__INTL_OWID_MILSPEND,politics__intl_owid_milspend,happened,YEAR,year,NUMBER,true,9112,"The observation year of an annual country-level military-spending series; try_to_number(YEAR) so it is an INTEGER, not a date - year is the finest real resolution."
POLITICS.POLITICS__INTL_VOETEN_UNGA_VOTES,POLITICS,POLITICS__INTL_VOETEN_UNGA_VOTES,politics__intl_voeten_unga_votes,happened,YEAR,year,NUMBER,true,1823352,Year of the UN General Assembly session the vote-agreement row covers; try_to_number(YEAR) integer - do NOT read day grain into this 1.8M-row table.
POLITICS.POLITICS__IRS527_8871_ORGS,POLITICS,POLITICS__IRS527_8871_ORGS,politics__irs527_8871_orgs,happened,ESTABLISHED_DATE,day,DATE,true,77591,"try_to_date(ESTABLISHED_DATE,'YYYYMMDD') — when the 527 organization was established; the only real-world event clock here, though it dates the org rather than the notice, and the 1808 minimum plus 34 epoch rows are published typos."
POLITICS.POLITICS__IRS527_8872_REPORTS,POLITICS,POLITICS__IRS527_8872_REPORTS,politics__irs527_8872_reports,happened,ORG_FORMATION_DATE,day,DATE,true,55579,"try_to_date(...,'YYYYMMDD') for when the organization was formed — a real event, but it dates the org, not this report row; the 1869 minimum and 123 epoch rows are published typos."
POLITICS.POLITICS__IRS527_DIRECTORS_OFFICERS,POLITICS,POLITICS__IRS527_DIRECTORS_OFFICERS,politics__irs527_directors_officers,none,,none,,false,189593,"never examined -- no column name in this table looks like a clock, so the 2026-08-20 time index never opened it"
POLITICS.POLITICS__IRS527_EAIN,POLITICS,POLITICS__IRS527_EAIN,politics__irs527_eain,none,,none,,false,0,time-shaped column names exist but none of them hold a readable time value
POLITICS.POLITICS__IRS527_RELATED_ENTITIES,POLITICS,POLITICS__IRS527_RELATED_ENTITIES,politics__irs527_related_entities,none,,none,,false,64835,"never examined -- no column name in this table looks like a clock, so the 2026-08-20 time index never opened it"
POLITICS.POLITICS__JCS_MEDIANS,POLITICS,POLITICS__JCS_MEDIANS,politics__jcs_medians,none,,none,,false,102,"never examined -- no column name in this table looks like a clock, so the 2026-08-20 time index never opened it"
POLITICS.POLITICS__JUDGE_IDEOLOGY_COA,POLITICS,POLITICS__JUDGE_IDEOLOGY_COA,politics__judge_ideology_coa,none,,none,,false,703,"never examined -- no column name in this table looks like a clock, so the 2026-08-20 time index never opened it"
POLITICS.POLITICS__JUDGE_IDEOLOGY_SCOTUS,POLITICS,POLITICS__JUDGE_IDEOLOGY_SCOTUS,politics__judge_ideology_scotus,none,,none,,false,782,"never examined -- no column name in this table looks like a clock, so the 2026-08-20 time index never opened it"
POLITICS.POLITICS__MEMBER_BILL_RECORD,POLITICS,POLITICS__MEMBER_BILL_RECORD,politics__member_bill_record,none,,none,,false,1104,"never examined -- no column name in this table looks like a clock, so the 2026-08-20 time index never opened it"
POLITICS.POLITICS__MEMBER_CROSSWALK,POLITICS,POLITICS__MEMBER_CROSSWALK,politics__member_crosswalk,span_start,FIRST_TERM_START,day,TEXT,true,12794,"Start of the member's congressional career on a one-row-per-member table - the only forward-looking anchor here; raw trimmed TEXT in staging, never cast to date."
POLITICS.POLITICS__MEMBER_FEC_ID,POLITICS,POLITICS__MEMBER_FEC_ID,politics__member_fec_id,none,,none,,false,0,time-shaped column names exist but none of them hold a readable time value
POLITICS.POLITICS__MEMBER_INDIV_DONATIONS,POLITICS,POLITICS__MEMBER_INDIV_DONATIONS,politics__member_indiv_donations,none,,none,,false,1057,"never examined -- no column name in this table looks like a clock, so the 2026-08-20 time index never opened it"
POLITICS.POLITICS__MEMBER_MONEY_RAISED,POLITICS,POLITICS__MEMBER_MONEY_RAISED,politics__member_money_raised,span_end,CYCLE,year,TEXT,true,1050,"FEC two-year election cycle the money total covers, inherited from fec_candidate_summary and part of the (bioguide, cycle) key; a period label naming its closing year, not a point event."
POLITICS.POLITICS__MEMBER_PAC_MONEY,POLITICS,POLITICS__MEMBER_PAC_MONEY,politics__member_pac_money,none,,none,,false,1258,"never examined -- no column name in this table looks like a clock, so the 2026-08-20 time index never opened it"
POLITICS.POLITICS__MEMBER_SPINE,POLITICS,POLITICS__MEMBER_SPINE,politics__member_spine,span_start,FIRST_TERM_START,day,TEXT,true,12794,"Start of the member's career, passed straight through from the crosswalk; raw TEXT upstream, never cast to date."
POLITICS.POLITICS__MEMBER_VOTING_RECORD,POLITICS,POLITICS__MEMBER_VOTING_RECORD,politics__member_voting_record,none,,none,,false,1105,"never examined -- no column name in this table looks like a clock, so the 2026-08-20 time index never opened it"
POLITICS.POLITICS__SCOTUS_JUSTICE,POLITICS,POLITICS__SCOTUS_JUSTICE,politics__scotus_justice,none,,none,,false,40,"never examined -- no column name in this table looks like a clock, so the 2026-08-20 time index never opened it"
POLITICS.POLITICS__SENATE_TRADES,POLITICS,POLITICS__SENATE_TRADES,politics__senate_trades,none,,none,,false,8350,"never examined -- no column name in this table looks like a clock, so the 2026-08-20 time index never opened it"
POLITICS.POLITICS__ST_CANNABIS_POLICY_BUNDLES,POLITICS,POLITICS__ST_CANNABIS_POLICY_BUNDLES,politics__st_cannabis_policy_bundles,happened,YEAR,year,NUMBER,true,1500,"Panel-observation year of a state-year policy grid (the repo's spine backfill records the natural key as FIPS+YEAR; 1,500 rows is 50 states x 30 years); try_to_number(YEAR) integer."
POLITICS.POLITICS__ST_NYC_CFB_CAMPAIGN_2001_CONTRIBUTION,POLITICS,POLITICS__ST_NYC_CFB_CAMPAIGN_2001_CONTRIBUTION,politics__st_nyc_cfb_campaign_2001_contribution,span_end,ELECTION_CYCLE,year,TEXT,true,193741,"trim(ELECTION) — the election year the contribution was raised for; the cycle closes in that year, and on this single-cycle table it is effectively constant."
POLITICS.POLITICS__ST_NYC_CFB_CAMPAIGN_2009_CONTRIBUTION,POLITICS,POLITICS__ST_NYC_CFB_CAMPAIGN_2009_CONTRIBUTION,politics__st_nyc_cfb_campaign_2009_contribution,happened,CONTRIBUTION_DATE,day,DATE,true,146112,"try_to_date(trim(DATE)) — when the contribution was made; the census's 2000-05-02 minimum shows the permissive parse does land real values here, unlike the 2001 table."
POLITICS.POLITICS__ST_NYC_CFB_CAMPAIGN_2013_CONTRIBUTION,POLITICS,POLITICS__ST_NYC_CFB_CAMPAIGN_2013_CONTRIBUTION,politics__st_nyc_cfb_campaign_2013_contribution,happened,CONTRIBUTION_DATE,day,DATE,true,197968,try_to_date(trim(DATE)) — when the contribution was made; the census's 1913-06-13 minimum is a published '13-for-2013' typo that the no-format parse accepted.
POLITICS.POLITICS__ST_NYC_CFB_CAMPAIGN_2021_CONTRIBUTIONS,POLITICS,POLITICS__ST_NYC_CFB_CAMPAIGN_2021_CONTRIBUTIONS,politics__st_nyc_cfb_campaign_2021_contributions,happened,CONTRIBUTION_DATE,day,DATE,true,457521,try_to_date(trim(DATE)) — when the contribution was made; census minimum 2011-03-11 shows real values land here.
POLITICS.POLITICS__ST_NYC_CFB_CAMPAIGN_2025_CONTRIBUTIONS,POLITICS,POLITICS__ST_NYC_CFB_CAMPAIGN_2025_CONTRIBUTIONS,politics__st_nyc_cfb_campaign_2025_contributions,happened,CONTRIBUTION_DATE,day,DATE,true,259537,try_to_date(trim(DATE)) — when the contribution was made; census minimum 2014-07-31 shows real values land here.
POLITICS.POLITICS__TX_LOBBY_AWARDS,POLITICS,POLITICS__TX_LOBBY_AWARDS,politics__tx_lobby_awards,span_start,PERIODSTARTDT,day,DATE,true,1589,"try_to_date(...,'YYYYMMDD') — opens the reporting period the award expenditure falls in; the finest real clock on the table since award rows carry no activity date."
POLITICS.POLITICS__TX_LOBBY_COVER,POLITICS,POLITICS__TX_LOBBY_COVER,politics__tx_lobby_cover,reported,FILED_DT,day,DATE,true,283803,"try_to_date(FILEDDT,'YYYYMMDD') — when the lobby report was filed; the report's own event and the best shared-timeline anchor, with received_dt as a near-duplicate. The 0205-02-28 census minimum is a published typo year, not a cast bug."
POLITICS.POLITICS__TX_LOBBY_DOCKETS,POLITICS,POLITICS__TX_LOBBY_DOCKETS,politics__tx_lobby_dockets,span_start,PERIODSTARTDT,day,DATE,true,1207,"try_to_date(...,'YYYYMMDD') — opens the reporting period the docket line falls in; the finest clock available on this table."
POLITICS.POLITICS__TX_LOBBY_ENTERTAINMENT,POLITICS,POLITICS__TX_LOBBY_ENTERTAINMENT,politics__tx_lobby_entertainment,happened,ACTIVITYDATE,day,DATE,true,2836,"try_to_date(ACTIVITYDATE,'YYYYMMDD') — the day the entertainment was actually provided to the official; the true event clock."
POLITICS.POLITICS__TX_LOBBY_EVENTS,POLITICS,POLITICS__TX_LOBBY_EVENTS,politics__tx_lobby_events,happened,ACTIVITYDATE,day,DATE,true,3107,"try_to_date(ACTIVITYDATE,'YYYYMMDD') — the day the ceremony or reception for officials was held; the true event clock."
POLITICS.POLITICS__TX_LOBBY_FOOD_BEVERAGE,POLITICS,POLITICS__TX_LOBBY_FOOD_BEVERAGE,politics__tx_lobby_food_beverage,happened,ACTIVITYDATE,day,DATE,true,14452,"try_to_date(ACTIVITYDATE,'YYYYMMDD') — the day the meal was bought for the state official; the true event clock."
POLITICS.POLITICS__TX_LOBBY_GIFTS,POLITICS,POLITICS__TX_LOBBY_GIFTS,politics__tx_lobby_gifts,span_start,PERIODSTARTDT,day,DATE,true,4084,"try_to_date(...,'YYYYMMDD') — opens the reporting period containing the gift; gift rows carry no activity date, so this is the finest clock here."
POLITICS.POLITICS__TX_LOBBY_INDIVIDUAL_REPORTING,POLITICS,POLITICS__TX_LOBBY_INDIVIDUAL_REPORTING,politics__tx_lobby_individual_reporting,span_start,PERIODSTARTDT,day,DATE,true,38662,"try_to_date(...,'YYYYMMDD') — opens the reporting period the on-behalf-of line falls in; the finest clock on this table."
POLITICS.POLITICS__TX_LOBBY_SUBJECT_MATTER,POLITICS,POLITICS__TX_LOBBY_SUBJECT_MATTER,politics__tx_lobby_subject_matter,span_start,PERIODSTARTDT,day,DATE,true,209957,"try_to_date(...,'YYYYMMDD') — opens the reporting period the subject-matter line belongs to; the finest clock on this table."
POLITICS.POLITICS__TX_LOBBY_TRANSPORTATION,POLITICS,POLITICS__TX_LOBBY_TRANSPORTATION,politics__tx_lobby_transportation,span_start,APPLICABLEYEAR,year,TEXT,true,3697,"Trimmed text year the report applies to; a real year label, uncast."
POLITICS.POLITICS__VOTEVIEW_ROLLCALLS,POLITICS,POLITICS__VOTEVIEW_ROLLCALLS,politics__voteview_rollcalls,happened,VOTE_DATE,day,DATE,true,3364,"The day the roll-call vote was taken; staging parses it with an explicit try_to_date(...,'YYYY-MM-DD') after sampling the landed format on 2026-08-11."
POLITICS.POLITICS__VOTEVIEW_VOTES,POLITICS,POLITICS__VOTEVIEW_VOTES,politics__voteview_votes,none,,none,,false,945523,"never examined -- no column name in this table looks like a clock, so the 2026-08-20 time index never opened it"
POLITICS.POLITICS__WHO_WON,POLITICS,POLITICS__WHO_WON,politics__who_won,none,,none,,false,10976,"never examined -- no column name in this table looks like a clock, so the 2026-08-20 time index never opened it"
POLITICS.POLITICS__XC_JCS_COA,POLITICS,POLITICS__XC_JCS_COA,politics__xc_jcs_coa,none,,none,,false,705,"never examined -- no column name in this table looks like a clock, so the 2026-08-20 time index never opened it"
POLITICS.POLITICS__XC_JCS_MEDIANS,POLITICS,POLITICS__XC_JCS_MEDIANS,politics__xc_jcs_medians,happened,YEAR,year,NUMBER,true,102,"Observation year of an annual institution-ideology panel (102 rows, roughly one per year); try_to_number(YEAR) integer."
POLITICS.POLITICS__XC_JCS_SCOTUS,POLITICS,POLITICS__XC_JCS_SCOTUS,politics__xc_jcs_scotus,happened,TERM,year,TEXT,true,782,"Supreme Court term the justice's ideology score belongs to (782 rows = justice x term) - the only time-shaped column on the table; raw uncast passthrough year number, and a SCOTUS term runs Oct-Sep so it is not exactly a calendar year."
POLITICS.POLITICS__XC_OWID_CPI,POLITICS,POLITICS__XC_OWID_CPI,politics__xc_owid_cpi,happened,YEAR,year,NUMBER,true,2312,"Observation year of the annual Corruption Perceptions Index country panel; try_to_number(YEAR) integer, year grain only."
PROCUREMENT.PROCUREMENT__FED_SAM_EXCLUSIONS,PROCUREMENT,PROCUREMENT__FED_SAM_EXCLUSIONS,procurement__fed_sam_exclusions,span_start,ACTIVATION_DATE,day,DATE,true,167928,"Day the debarment/suspension took effect - it opens the exclusion period the model itself describes ('and for how long?') and is cast try_to_date(...,'YYYY-MM-DD'); the census's 1908 minimum is a source typo, not a parse bug."
PROCUREMENT.PROCUREMENT__FED_USASPENDING_BULK,PROCUREMENT,PROCUREMENT__FED_USASPENDING_BULK,procurement__fed_usaspending_bulk,happened,ACTION_DATE,day,TEXT,true,49613,"Day the contract action (award or modification) was signed - the transaction event and part of the table's uniqueness key; NOTE the staging model states plainly 'Casts kept as landed (TEXT)', so this is an UNCAST date string."
PROCUREMENT.PROCUREMENT__FED_USASPENDING_SUBAWARDS,PROCUREMENT,PROCUREMENT__FED_USASPENDING_SUBAWARDS,procurement__fed_usaspending_subawards,happened,ACTION_DATE,day,DATE,true,5000,"Day the subaward action occurred, pulled from the JSON record with try_to_date; the census max of 2026-06-10 16:00:23.716 carries a millisecond time and must have bled in from _ingested_at, since this column is date-typed."
PROCUREMENT.PROCUREMENT__INTL_ADB_DATA,PROCUREMENT,PROCUREMENT__INTL_ADB_DATA,procurement__intl_adb_data,none,,none,,false,41,"never examined -- no column name in this table looks like a clock, so the 2026-08-20 time index never opened it"
PROCUREMENT.PROCUREMENT__INTL_EC_SERCOP,PROCUREMENT,PROCUREMENT__INTL_EC_SERCOP,procurement__intl_ec_sercop,happened,CONTRACT_DATE_SIGNED,day,DATE,true,132995,"Day the contract was actually signed - the real-world event the row exists to record; try_to_date(CONTRACT_DATESIGNED) in staging; note the census's 2026-12-17 max is beyond today, so at least one date column here carries future or bad values worth a real query later."
PUBLIC.CORPORATE_ENTITIES__IRS_BMF_BY_STATE_NTEE_AGG,PUBLIC,CORPORATE_ENTITIES__IRS_BMF_BY_STATE_NTEE_AGG,corporate_entities__irs_bmf_by_state_ntee_agg,none,,none,,false,7677,"never examined -- no column name in this table looks like a clock, so the 2026-08-20 time index never opened it"
PUBLIC.CORPORATE_ENTITIES__IRS_REVOCATION_BY_STATE_YEAR_AGG,PUBLIC,CORPORATE_ENTITIES__IRS_REVOCATION_BY_STATE_YEAR_AGG,corporate_entities__irs_revocation_by_state_year_agg,none,,none,,false,1011,"never examined -- no column name in this table looks like a clock, so the 2026-08-20 time index never opened it"
PUBLIC.ENERGY_ENVIRONMENT__NOAA_STORMS_BY_STATE_EVENT_AGG,PUBLIC,ENERGY_ENVIRONMENT__NOAA_STORMS_BY_STATE_EVENT_AGG,energy_environment__noaa_storms_by_state_event_agg,none,,none,,false,28343,"never examined -- no column name in this table looks like a clock, so the 2026-08-20 time index never opened it"
PUBLIC.GOVERNMENT_POWER__FCC_LICENSES_BY_STATE_SERVICE_AGG,PUBLIC,GOVERNMENT_POWER__FCC_LICENSES_BY_STATE_SERVICE_AGG,government_power__fcc_licenses_by_state_service_agg,none,,none,,false,8765,"never examined -- no column name in this table looks like a clock, so the 2026-08-20 time index never opened it"
PUBLIC.HEALTH_MEDICINE__MEDICARE_PROVIDER_BY_STATE_TYPE_AGG,PUBLIC,HEALTH_MEDICINE__MEDICARE_PROVIDER_BY_STATE_TYPE_AGG,health_medicine__medicare_provider_by_state_type_agg,none,,none,,false,4976,"never examined -- no column name in this table looks like a clock, so the 2026-08-20 time index never opened it"
PUBLIC.HEALTH_MEDICINE__NPPES_BY_TAXONOMY_STATE_AGG,PUBLIC,HEALTH_MEDICINE__NPPES_BY_TAXONOMY_STATE_AGG,health_medicine__nppes_by_taxonomy_state_agg,none,,none,,false,62927,"never examined -- no column name in this table looks like a clock, so the 2026-08-20 time index never opened it"
PUBLIC.HEALTH_MEDICINE__OPEN_PAYMENTS_BY_MFR_NATURE_AGG,PUBLIC,HEALTH_MEDICINE__OPEN_PAYMENTS_BY_MFR_NATURE_AGG,health_medicine__open_payments_by_mfr_nature_agg,none,,none,,false,19377,"never examined -- no column name in this table looks like a clock, so the 2026-08-20 time index never opened it"
PUBLIC.HEALTH_MEDICINE__OPEN_PAYMENTS_BY_SPECIALTY_STATE_AGG,PUBLIC,HEALTH_MEDICINE__OPEN_PAYMENTS_BY_SPECIALTY_STATE_AGG,health_medicine__open_payments_by_specialty_state_agg,none,,none,,false,34993,"never examined -- no column name in this table looks like a clock, so the 2026-08-20 time index never opened it"
PUBLIC.HEALTH_MEDICINE__PART_D_BY_STATE_TYPE_AGG,PUBLIC,HEALTH_MEDICINE__PART_D_BY_STATE_TYPE_AGG,health_medicine__part_d_by_state_type_agg,none,,none,,false,5321,"never examined -- no column name in this table looks like a clock, so the 2026-08-20 time index never opened it"
