column_name,plain,confidence,varies,author,written_on
HPSA_DISCIPLINE_CLASS,"Which kind of care is short: Primary Care, Dental Health, or Mental Health. Always Primary Care in the primary-care table.",checked,no,claude-code,2026-09-23
DISCIPLINE_CLASS_NUMBER,"A number for which kind of care is short: 1 lines up with Primary Care, 6 with Dental Health, 7 with Mental Health. Always 1 in the primary-care table.",checked,no,claude-code,2026-09-23
HPSA_SCORE,"How severe the doctor shortage is, 0 to 25. Higher means worse. Stored as text in one table.",checked,no,claude-code,2026-09-23
PC_MCTA_SCORE,"A score for how short the area is on maternity care. Mostly blank, and stored as text with stray leading spaces in one table.",checked,no,claude-code,2026-09-23
HPSA_STATUS,"Where the shortage designation stands: Designated, Proposed For Withdrawal, or Withdrawn.",checked,no,claude-code,2026-09-23
HPSA_STATUS_CODE,"The same status as one letter: D Designated, P Proposed For Withdrawal, W Withdrawn.",checked,no,claude-code,2026-09-23
HPSA_TYPE_CODE,"What kind of shortage area it is, like Hpsa Geo for a place, Hpsa Pop for a group of people, or a facility type like FQHC or ITU. Needs a lookup.",checked,no,claude-code,2026-09-23
WITHDRAWN_DATE,"The date the shortage designation was withdrawn. Blank if still active. A real date in one table, month/day/year text in the other.",checked,no,claude-code,2026-09-23
BREAK_IN_DESIGNATION,"Y if the shortage designation had a gap in time, N if not. Every row in both tables is N.",checked,no,claude-code,2026-09-23
HPSA_FTE,"How many full-time doctors the area has, counted in full-time equivalents, so 0.5 is one half-time doctor. Stored as text in one table.",checked,no,claude-code,2026-09-23
HPSA_SHORTAGE,"How many more full-time doctors the area needs to end the shortage. Stored as text in one table, often blank.",checked,no,claude-code,2026-09-23
METROPOLITAN_INDICATOR,"Whether the area is Metropolitan, Non-Metropolitan, Frontier, or Unknown.",checked,no,claude-code,2026-09-23
RURAL_STATUS_CODE,"A one-letter rural code: R rural, N not rural, P partly rural, U unknown, plus a rare A that needs a lookup. Sometimes blank.",checked,no,claude-code,2026-09-23
US_MEXICO_BORDER_100KM_INDICATOR,"Y if the place is within 100 kilometers of the Mexico border, N if not, U if unknown.",checked,no,claude-code,2026-09-23
US_MEXICO_BORDER_COUNTY_INDICATOR,"Y if the place is in a county on the Mexico border, N if not, U if unknown.",checked,no,claude-code,2026-09-23
HPSA_ADDRESS,"The street address of the shortage area, only when it is a single facility. Blank for about 90% of rows.",checked,no,claude-code,2026-09-23
HPSA_CITY,"The city of the shortage area, only when it is a single facility. Blank for about 90% of rows.",checked,no,claude-code,2026-09-23
HPSA_POSTAL_CODE,"The zip code of the shortage area, only when it is a single facility. Blank for about 90% of rows, sometimes with the four-digit add-on.",checked,no,claude-code,2026-09-23
PRIMARY_STATE_ABBREVIATION,"The area's state or territory, as two letters. Includes places like GU for Guam and MH for the Marshall Islands.",checked,no,claude-code,2026-09-23
PRIMARY_STATE_NAME,"The area's state or territory, spelled out.",checked,no,claude-code,2026-09-23
PRIMARY_STATE_FIPS_CODE,"The area's state as a two-digit federal code, kept as text with leading zeros.",checked,no,claude-code,2026-09-23
COMMON_STATE_ABBREVIATION,"The area's state or territory, as two letters. Nearly the same as the primary state column, but a few rows differ.",checked,no,claude-code,2026-09-23
COMMON_STATE_NAME,"The area's state or territory, spelled out.",checked,no,claude-code,2026-09-23
COMMON_STATE_FIPS_CODE,"The area's state as a two-digit federal code, kept as text with leading zeros.",checked,no,claude-code,2026-09-23
COMMON_COUNTY_NAME,"The county with its state tacked on, like Polk County, FL.",checked,no,claude-code,2026-09-23
COMMON_STATE_COUNTY_FIPS_CODE,"The county as a five-digit federal code, state plus county, kept as text with leading zeros.",checked,no,claude-code,2026-09-23
COMMON_POSTAL_CODE,The five-digit zip code of the shortage area. Blank for about 90% of rows.,checked,no,claude-code,2026-09-23
COMMON_REGION_NAME,"The federal health department region, like Region 4.",checked,no,claude-code,2026-09-23
RECORD_CREATE_DATE,"The date the source built the file. It is 2026-08-07 on every row, so it says nothing about the individual record.",checked,no,claude-code,2026-09-23
BHCMISID,"The federal ID for a community health center, a short code like 10E01221, kept as text.",checked,no,claude-code,2026-09-23
GRANTNUMBER,"The federal grant number the health center is funded under, like H80CS00803.",checked,no,claude-code,2026-09-23
BPHC_ASSIGNED_NUMBER,"The federal ID for one health center site, like BPS-H80-000156.",checked,no,claude-code,2026-09-23
OPERATOR_ID,,sampled,yes,claude-code,2026-09-23
HEALTH_CENTER_NAME,The name of the community health center organization.,checked,no,claude-code,2026-09-23
SERVICE_UNIT,"The Indian Health Service district the facility belongs to, like CROW or ANCHORAGE.",checked,no,claude-code,2026-09-23
APC_FLAG,"A flag the Indian Health Service calls APC; it needs a lookup. Yes or No in the facilities list, but mostly blank in the other table, where it holds 1, 2, Y, N, 0, or A.",checked,no,claude-code,2026-09-23
ITU_CODE,"Who runs the facility, as one letter: I for Indian Health Service, T for a tribe, U for an urban Indian program. N and ? also show up in one table.",checked,no,claude-code,2026-09-23
LOCATION_TYPE,"Who runs the facility, spelled out, like IHS, Urban, Title 1 Tribal, Title 5 Tribal 638, or Non-IHS. Mostly blank in the larger facility table, which also has a stray 9.",checked,no,claude-code,2026-09-23
BED_COUNT,How many beds the facility has. Zero for places with no beds.,checked,no,claude-code,2026-09-23
COHORT,"The group of people the row counts, like Veteran, Other Veteran, or Non-Veteran.",checked,no,claude-code,2026-09-23
CAUSE_OF_DEATH,,sampled,yes,claude-code,2026-09-23
COL_6,,sampled,yes,claude-code,2026-09-23
COL_7,,sampled,yes,claude-code,2026-09-23
COL_8,,sampled,yes,claude-code,2026-09-23
YEAR_OF_DEATH,"The year the deaths happened, like 2021.",checked,no,claude-code,2026-09-23
CREDENTIAL,"The letters after the person's name, like MD, RN, or D.D.S., typed however the source typed them. Mostly blank in the exclusions table.",checked,no,claude-code,2026-09-23
TAXONOMY_CODE_1,"The person's main medical specialty as a ten-character code, like 207R00000X. Needs a lookup. Mostly blank in the exclusions table.",checked,no,claude-code,2026-09-23
FILER_NAME,"The name of whoever filed the form: an organization like a hospital in one table, a lobbyist written last name first in the other.",checked,no,claude-code,2026-09-23
SAM_NUMBER,"The federal contracting system's own ID for an exclusion, a long random-looking code, one per row.",checked,no,claude-code,2026-09-23
EXCLUDING_AGENCY,"The federal agency that barred the person or company, as a short abbreviation like HHS, DOJ, or EPA.",checked,no,claude-code,2026-09-23
EXCLUSION_PROGRAM,"What the ban covers: Procurement, NonProcurement, or Reciprocal.",checked,no,claude-code,2026-09-23
ACTIVATION_DATE,The date the ban took effect.,checked,no,claude-code,2026-09-23
TERMINATION_DATE_RAW,"The date the ban ends, or the word Indefinite. Stored as text, so it will not sort as a date.",checked,no,claude-code,2026-09-23
IS_CURRENTLY_EXCLUDED,"True if the ban is still in force, False if it has ended.",checked,no,claude-code,2026-09-23
INTRAAMER,"1 if the voyage stayed inside the Americas, 0 if it crossed the Atlantic from Africa. The same value on every row of each table.",checked,no,claude-code,2026-09-23
VOYAGEID,The Slave Voyages database's ID number for the voyage. Stored as text.,checked,no,claude-code,2026-09-23
YEARAM,"The year the ship arrived to land the captives, like 1817.",checked,no,claude-code,2026-09-23
RIG,"A number code for the ship's rig type, the way its sails are set up. Needs the database codebook.",checked,no,claude-code,2026-09-23
SHIPNAME,The ship's name. Accented letters sometimes show as a broken character.,checked,no,claude-code,2026-09-23
CAPTAINA,"The name of the ship's first captain, last name first. Accented letters sometimes show as a broken character.",checked,no,claude-code,2026-09-23
PLAC1TRA,"The first place enslaved people were bought, as a five-digit place code. Needs the database codebook.",checked,no,claude-code,2026-09-23
PLAC2TRA,"The second place enslaved people were bought, as a five-digit place code. Almost always blank.",checked,no,claude-code,2026-09-23
TSLAVESD,"How many enslaved people were put aboard, as recorded in the sources. Often blank. Stored as text.",checked,no,claude-code,2026-09-23
ARRPORT,"The first port the ship meant to land at, as a five-digit place code. Often blank.",checked,no,claude-code,2026-09-23
SLA1PORT,"The first place enslaved people were landed, as a five-digit place code.",checked,no,claude-code,2026-09-23
SLAARRIV,How many enslaved people were still alive when the ship arrived. Stored as text.,checked,no,claude-code,2026-09-23
SLADVOY,"How many enslaved people died during the voyage, as recorded. Often blank.",checked,no,claude-code,2026-09-23
VYMRTIMP,"How many enslaved people died during the voyage, estimated by the database's editors. Often blank.",checked,no,claude-code,2026-09-23
TSLMTIMP,"The estimated number put aboard, used by the editors to work out the death rate. Often blank.",checked,no,claude-code,2026-09-23
VYMRTRAT,"The share of enslaved people who died on the voyage, as a fraction, so 0.28 means 28%. Stored as text.",checked,no,claude-code,2026-09-23
SLAXIMP,"The estimated number of enslaved people put aboard. Filled on nearly every row, unlike the recorded count. Stored as text.",checked,no,claude-code,2026-09-23
SLAMIMP,The estimated number of enslaved people landed alive. Filled on nearly every row. Stored as text.,checked,no,claude-code,2026-09-23
FATE,"How the voyage ended, as a number code. Needs the database codebook.",checked,no,claude-code,2026-09-23
FATE2,"What happened to the enslaved people on board, as a number code. Needs the database codebook.",checked,no,claude-code,2026-09-23
FATE3,"What happened to the ship if it was captured or lost, as a number code. Needs the database codebook.",checked,no,claude-code,2026-09-23
FATE4,"How the voyage turned out for the owners, as a number code from 1 to 4. Needs the database codebook.",checked,no,claude-code,2026-09-23
SLADAMER,A count of enslaved people tied to landing in the Americas. Almost always blank.,checked,no,claude-code,2026-09-23
ADPSALE1,"The second place enslaved people were landed, as a five-digit place code. Almost always blank.",checked,no,claude-code,2026-09-23
ADPSALE2,"The third place enslaved people were landed, as a five-digit place code. Almost always blank.",checked,no,claude-code,2026-09-23
CAPTAINB,"The name of the ship's second captain, last name first. Mostly blank.",checked,no,claude-code,2026-09-23
PLACCONS,"Where the ship was built, as a five-digit place code. Mostly blank.",checked,no,claude-code,2026-09-23
PLACREG,"Where the ship was registered, as a five-digit place code. Mostly blank.",checked,no,claude-code,2026-09-23
YRCONS,The year the ship was built. Mostly blank.,checked,no,claude-code,2026-09-23
YRREG,The year the ship was registered. Mostly blank.,checked,no,claude-code,2026-09-23
REGARR,"The region of the first port the ship meant to land at, as a place code ending in 00. Often blank.",checked,no,claude-code,2026-09-23
REGDIS1,"The region where enslaved people were first landed, as a place code ending in 00.",checked,no,claude-code,2026-09-23
REGDIS2,"The region of the second landing place, as a place code ending in 00. Almost always blank.",checked,no,claude-code,2026-09-23
REGDIS3,"The region of the third landing place, as a place code ending in 00. Almost always blank.",checked,no,claude-code,2026-09-23
REGEM1,"The region where enslaved people were first bought, as a place code ending in 00.",checked,no,claude-code,2026-09-23
REGEM2,"The region of the second buying place, as a place code ending in 00. Almost always blank.",checked,no,claude-code,2026-09-23
REGISREG,"The region where the ship was registered, as a place code ending in 00. Mostly blank.",checked,no,claude-code,2026-09-23
CONSTREG,"The region where the ship was built, as a place code ending in 00. Mostly blank.",checked,no,claude-code,2026-09-23
PORTDEP,"The port the voyage started from, as a five-digit place code. Almost always blank in the intra-American table.",checked,no,claude-code,2026-09-23
DATEDEPA,The day of the month the voyage started. Pair with the month and year columns. Almost always blank in the intra-American table.,checked,no,claude-code,2026-09-23
DATEDEPB,"The month the voyage started, 1 to 12. Almost always blank in the intra-American table.",checked,no,claude-code,2026-09-23
DATEDEPC,The year the voyage started. Almost always blank in the intra-American table.,checked,no,claude-code,2026-09-23
CREW,"How many crew were aboard, with no stage of the voyage named. Almost always blank.",checked,no,claude-code,2026-09-23
CREW2,How many crew were aboard at a later stage of the voyage. Almost always blank.,checked,no,claude-code,2026-09-23
CREW3,How many crew were aboard at another stage of the voyage. Mostly blank.,checked,no,claude-code,2026-09-23
D1SLATRA,"The day of the month the buying of enslaved people began. Mostly blank, and almost always blank in the intra-American table.",checked,no,claude-code,2026-09-23
D1SLATRB,"The month the buying of enslaved people began. Mostly blank, and almost always blank in the intra-American table.",checked,no,claude-code,2026-09-23
D1SLATRC,"The year the buying of enslaved people began. Mostly blank, and almost always blank in the intra-American table.",checked,no,claude-code,2026-09-23
DATARR32,The day of the month enslaved people were first landed. Pair with the month and year columns.,checked,no,claude-code,2026-09-23
DATARR33,"The month enslaved people were first landed, 1 to 12.",checked,no,claude-code,2026-09-23
DATARR34,The year enslaved people were first landed.,checked,no,claude-code,2026-09-23
DATARR36,The day of the month for a later arrival in the voyage. Almost always blank.,checked,no,claude-code,2026-09-23
DATARR37,The month for a later arrival in the voyage. Almost always blank.,checked,no,claude-code,2026-09-23
DATARR38,The year for a later arrival in the voyage. Almost always blank.,checked,no,claude-code,2026-09-23
DATARR39,"The day of the month for a late stage of the voyage. Almost always blank, and empty in the intra-American table.",checked,no,claude-code,2026-09-23
DATARR40,"The month for a late stage of the voyage. Almost always blank, and empty in the intra-American table.",checked,no,claude-code,2026-09-23
DATARR41,"The year for a late stage of the voyage. Almost always blank, and empty in the intra-American table.",checked,no,claude-code,2026-09-23
DLSLATRA,The day of the month the ship left the last place it bought enslaved people. Mostly blank.,checked,no,claude-code,2026-09-23
DLSLATRB,The month the ship left the last place it bought enslaved people. Mostly blank.,checked,no,claude-code,2026-09-23
DLSLATRC,The year the ship left the last place it bought enslaved people. Mostly blank.,checked,no,claude-code,2026-09-23
VOYAGE,"How many days the crossing took, as recorded. Mostly blank.",checked,no,claude-code,2026-09-23
VOY2IMP,"How many days the crossing took, estimated by the database's editors. Often blank.",checked,no,claude-code,2026-09-23
GUNS,How many guns the ship carried. Mostly blank.,checked,no,claude-code,2026-09-23
MAJBUYPT,"The main place enslaved people were bought, as a five-digit place code.",checked,no,claude-code,2026-09-23
MJBYPTIMP,"The main place enslaved people were bought, as a five-digit place code, filled in by the editors where missing.",checked,no,claude-code,2026-09-23
MAJBYIMP,"The main region enslaved people were bought in, as a place code ending in 00, filled in by the editors where missing.",checked,no,claude-code,2026-09-23
MAJBYIMP1,"The broad area enslaved people were bought in, as a place code ending in 0000, filled in by the editors where missing.",checked,no,claude-code,2026-09-23
MAJSELPT,"The main place enslaved people were landed, as a five-digit place code.",checked,no,claude-code,2026-09-23
MJSLPTIMP,"The main place enslaved people were landed, as a five-digit place code, filled in by the editors where missing.",checked,no,claude-code,2026-09-23
MJSELIMP,"The main region enslaved people were landed in, as a place code ending in 00, filled in by the editors where missing.",checked,no,claude-code,2026-09-23
MJSELIMP1,"The broad area enslaved people were landed in, as a place code ending in 0000, filled in by the editors where missing.",checked,no,claude-code,2026-09-23
NATIONAL,"The flag the ship sailed under, as a number code. Needs the database codebook. Often blank.",checked,no,claude-code,2026-09-23
NATINIMP,"The flag the ship sailed under, as a number code, filled in by the editors where missing.",checked,no,claude-code,2026-09-23
NCAR13,How many enslaved people were carried from the first buying place. Almost always blank.,checked,no,claude-code,2026-09-23
NCAR15,How many enslaved people were carried from the second buying place. Almost always blank.,checked,no,claude-code,2026-09-23
NPPRIOR,How many ports the ship stopped at before buying enslaved people. Almost always blank.,checked,no,claude-code,2026-09-23
OWNERA,"The name of the ship's first listed owner, last name first. Accented letters sometimes show as a broken character.",checked,no,claude-code,2026-09-23
OWNERB,"The name of the ship's second listed owner. Mostly blank, and some entries are just a dot.",checked,no,claude-code,2026-09-23
OWNERC,The name of the ship's third listed owner. Mostly blank.,checked,no,claude-code,2026-09-23
OWNERD,The name of the ship's fourth listed owner. Mostly blank.,checked,no,claude-code,2026-09-23
OWNERE,The name of the ship's fifth listed owner. Almost always blank.,checked,no,claude-code,2026-09-23
OWNERF,The name of the ship's sixth listed owner. Almost always blank.,checked,no,claude-code,2026-09-23
OWNERG,"The name of the ship's seventh listed owner, sometimes cut short to four letters. Almost always blank.",checked,no,claude-code,2026-09-23
OWNERH,The name of the ship's eighth listed owner. Almost always blank.,checked,no,claude-code,2026-09-23
RESISTANCE,"A number code for a revolt or attack by the enslaved people aboard. Needs the database codebook, and almost always blank.",checked,no,claude-code,2026-09-23
SLAS32,"How many enslaved people were landed at the first landing place, as recorded. Mostly blank.",checked,no,claude-code,2026-09-23
SLAS36,"How many enslaved people were landed at the second landing place, as recorded. Almost always blank.",checked,no,claude-code,2026-09-23
SLAS39,"How many enslaved people were landed at the third landing place, as recorded. Almost always blank, and nearly every filled transatlantic row is 0.",checked,no,claude-code,2026-09-23
SOURCEA,"The first source the voyage record rests on, as a short archive or book citation.",checked,no,claude-code,2026-09-23
SOURCEB,The second source citation for the voyage record. Often blank.,checked,no,claude-code,2026-09-23
SOURCEC,The third source citation for the voyage record. Often blank.,checked,no,claude-code,2026-09-23
SOURCED,The fourth source citation for the voyage record. Often blank.,checked,no,claude-code,2026-09-23
SOURCEE,The fifth source citation for the voyage record. Often blank.,checked,no,claude-code,2026-09-23
MEN1,How many men were put aboard at the first buying place. Almost always blank.,checked,no,claude-code,2026-09-23
WOMEN1,How many women were put aboard at the first buying place. Almost always blank.,checked,no,claude-code,2026-09-23
BOY1,How many boys were put aboard at the first buying place. Almost always blank.,checked,no,claude-code,2026-09-23
GIRL1,How many girls were put aboard at the first buying place. Almost always blank.,checked,no,claude-code,2026-09-23
INFANT1,How many infants were put aboard at the first buying place. Almost always blank.,checked,no,claude-code,2026-09-23
ADULT1,"How many adults, sex not given, were put aboard at the first buying place. Almost always blank.",checked,no,claude-code,2026-09-23
CHILD1,"How many children, sex not given, were put aboard at the first buying place. Almost always blank.",checked,no,claude-code,2026-09-23
MALE1,"How many males, age not given, were put aboard at the first buying place. Almost always blank.",checked,no,claude-code,2026-09-23
FEMALE1,"How many females, age not given, were put aboard at the first buying place. Almost always blank.",checked,no,claude-code,2026-09-23
ADLT1IMP,"The estimated number of adults put aboard, worked out by the editors. Almost always blank.",checked,no,claude-code,2026-09-23
CHIL1IMP,"The estimated number of children put aboard, worked out by the editors. Almost always blank.",checked,no,claude-code,2026-09-23
MALE1IMP,"The estimated number of males put aboard, worked out by the editors. Almost always blank.",checked,no,claude-code,2026-09-23
FEML1IMP,"The estimated number of females put aboard, worked out by the editors. Almost always blank.",checked,no,claude-code,2026-09-23
SLAVEMA1,How many of those put aboard had their age recorded. Almost always blank.,checked,no,claude-code,2026-09-23
SLAVEMX1,How many of those put aboard had their sex recorded. Almost always blank.,checked,no,claude-code,2026-09-23
SLAVMAX1,How many of those put aboard had both age and sex recorded. Almost always blank.,checked,no,claude-code,2026-09-23
MENRAT1,"The share of those put aboard who were men, as a fraction, so 0.35 means 35%. Almost always blank.",checked,no,claude-code,2026-09-23
WOMRAT1,"The share of those put aboard who were women, as a fraction. Almost always blank.",checked,no,claude-code,2026-09-23
BOYRAT1,"The share of those put aboard who were boys, as a fraction. Almost always blank.",checked,no,claude-code,2026-09-23
GIRLRAT1,"The share of those put aboard who were girls, as a fraction. Almost always blank.",checked,no,claude-code,2026-09-23
MALRAT1,"The share of those put aboard who were male, as a fraction. Almost always blank.",checked,no,claude-code,2026-09-23
CHILRAT1,"The share of those put aboard who were children, as a fraction. Almost always blank.",checked,no,claude-code,2026-09-23
MEN3,How many men were landed at the first landing place. Mostly blank.,checked,no,claude-code,2026-09-23
WOMEN3,How many women were landed at the first landing place. Mostly blank.,checked,no,claude-code,2026-09-23
BOY3,How many boys were landed at the first landing place. Mostly blank.,checked,no,claude-code,2026-09-23
GIRL3,How many girls were landed at the first landing place. Mostly blank.,checked,no,claude-code,2026-09-23
INFANT3,How many infants were landed at the first landing place. Almost always blank.,checked,no,claude-code,2026-09-23
ADULT3,"How many adults, sex not given, were landed at the first landing place. Almost always blank.",checked,no,claude-code,2026-09-23
CHILD3,"How many children, sex not given, were landed at the first landing place. Almost always blank.",checked,no,claude-code,2026-09-23
MALE3,"How many males, age not given, were landed at the first landing place. Almost always blank.",checked,no,claude-code,2026-09-23
FEMALE3,"How many enslaved females were counted on the voyage, at the source's third counting stage; the SlaveVoyages codebook says which stage that is. Stored as text and mostly blank.",checked,no,claude-code,2026-09-23
ADLT3IMP,"Estimated number of enslaved adults on the voyage, filled in by the source where the record was incomplete, at the source's third counting stage; the SlaveVoyages codebook says which stage that is. Stored as text and mostly blank.",checked,no,claude-code,2026-09-23
CHIL3IMP,"Estimated number of enslaved children on the voyage, filled in by the source where the record was incomplete, at the source's third counting stage; the SlaveVoyages codebook says which stage that is. Stored as text and mostly blank.",checked,no,claude-code,2026-09-23
MALE3IMP,"Estimated number of enslaved males on the voyage, filled in by the source where the record was incomplete, at the source's third counting stage; the SlaveVoyages codebook says which stage that is. Stored as text and mostly blank.",checked,no,claude-code,2026-09-23
FEML3IMP,"Estimated number of enslaved females on the voyage, filled in by the source where the record was incomplete, at the source's third counting stage; the SlaveVoyages codebook says which stage that is. Stored as text and mostly blank.",checked,no,claude-code,2026-09-23
SLAVEMA3,"How many captives had their age recorded, at the source's third counting stage; the SlaveVoyages codebook says which stage that is. Stored as text and mostly blank.",checked,no,claude-code,2026-09-23
SLAVEMX3,"How many captives had their sex recorded, at the source's third counting stage; the SlaveVoyages codebook says which stage that is. Stored as text and mostly blank.",checked,no,claude-code,2026-09-23
SLAVMAX3,"How many captives had both age and sex recorded, at the source's third counting stage; the SlaveVoyages codebook says which stage that is. Stored as text and mostly blank.",checked,no,claude-code,2026-09-23
MENRAT3,"Share of the captives who were men, as a decimal from 0 to 1, at the source's third counting stage; the SlaveVoyages codebook says which stage that is. Stored as text and mostly blank.",checked,no,claude-code,2026-09-23
WOMRAT3,"Share of the captives who were women, as a decimal from 0 to 1, at the source's third counting stage; the SlaveVoyages codebook says which stage that is. Stored as text and mostly blank.",checked,no,claude-code,2026-09-23
BOYRAT3,"Share of the captives who were boys, as a decimal from 0 to 1, at the source's third counting stage; the SlaveVoyages codebook says which stage that is. Stored as text and mostly blank.",checked,no,claude-code,2026-09-23
GIRLRAT3,"Share of the captives who were girls, as a decimal from 0 to 1, at the source's third counting stage; the SlaveVoyages codebook says which stage that is. Stored as text and mostly blank.",checked,no,claude-code,2026-09-23
MALRAT3,"Share of the captives who were males, as a decimal from 0 to 1, at the source's third counting stage; the SlaveVoyages codebook says which stage that is. Stored as text and mostly blank.",checked,no,claude-code,2026-09-23
CHILRAT3,"Share of the captives who were children, as a decimal from 0 to 1, at the source's third counting stage; the SlaveVoyages codebook says which stage that is. Stored as text and mostly blank.",checked,no,claude-code,2026-09-23
MEN7,"How many enslaved men were counted on the voyage, at the source's seventh counting stage; the SlaveVoyages codebook says which stage that is. Stored as text and mostly blank.",checked,no,claude-code,2026-09-23
WOMEN7,"How many enslaved women were counted on the voyage, at the source's seventh counting stage; the SlaveVoyages codebook says which stage that is. Stored as text and mostly blank.",checked,no,claude-code,2026-09-23
BOY7,"How many enslaved boys were counted on the voyage, at the source's seventh counting stage; the SlaveVoyages codebook says which stage that is. Stored as text and mostly blank.",checked,no,claude-code,2026-09-23
GIRL7,"How many enslaved girls were counted on the voyage, at the source's seventh counting stage; the SlaveVoyages codebook says which stage that is. Stored as text and mostly blank.",checked,no,claude-code,2026-09-23
ADULT7,"How many enslaved adults were counted on the voyage, at the source's seventh counting stage; the SlaveVoyages codebook says which stage that is. Stored as text and mostly blank.",checked,no,claude-code,2026-09-23
CHILD7,"How many enslaved children were counted on the voyage, at the source's seventh counting stage; the SlaveVoyages codebook says which stage that is. Stored as text and mostly blank.",checked,no,claude-code,2026-09-23
MALE7,"How many enslaved males were counted on the voyage, at the source's seventh counting stage; the SlaveVoyages codebook says which stage that is. Stored as text and mostly blank.",checked,no,claude-code,2026-09-23
FEMALE7,"How many enslaved females were counted on the voyage, at the source's seventh counting stage; the SlaveVoyages codebook says which stage that is. Stored as text and mostly blank.",checked,no,claude-code,2026-09-23
SLAVEMA7,"How many captives had their age recorded, at the source's seventh counting stage; the SlaveVoyages codebook says which stage that is. Stored as text and mostly blank.",checked,no,claude-code,2026-09-23
SLAVEMX7,"How many captives had their sex recorded, at the source's seventh counting stage; the SlaveVoyages codebook says which stage that is. Stored as text and mostly blank.",checked,no,claude-code,2026-09-23
SLAVMAX7,"How many captives had both age and sex recorded, at the source's seventh counting stage; the SlaveVoyages codebook says which stage that is. Stored as text and mostly blank.",checked,no,claude-code,2026-09-23
MENRAT7,"Share of the captives who were men, as a decimal from 0 to 1, at the source's seventh counting stage; the SlaveVoyages codebook says which stage that is. Stored as text and mostly blank.",checked,no,claude-code,2026-09-23
WOMRAT7,"Share of the captives who were women, as a decimal from 0 to 1, at the source's seventh counting stage; the SlaveVoyages codebook says which stage that is. Stored as text and mostly blank.",checked,no,claude-code,2026-09-23
BOYRAT7,"Share of the captives who were boys, as a decimal from 0 to 1, at the source's seventh counting stage; the SlaveVoyages codebook says which stage that is. Stored as text and mostly blank.",checked,no,claude-code,2026-09-23
GIRLRAT7,"Share of the captives who were girls, as a decimal from 0 to 1, at the source's seventh counting stage; the SlaveVoyages codebook says which stage that is. Stored as text and mostly blank.",checked,no,claude-code,2026-09-23
MALRAT7,"Share of the captives who were males, as a decimal from 0 to 1, at the source's seventh counting stage; the SlaveVoyages codebook says which stage that is. Stored as text and mostly blank.",checked,no,claude-code,2026-09-23
CHILRAT7,"Share of the captives who were children, as a decimal from 0 to 1, at the source's seventh counting stage; the SlaveVoyages codebook says which stage that is. Stored as text and mostly blank.",checked,no,claude-code,2026-09-23
YEAR5,"Which five-year period the voyage falls in, as a bucket number like 64, not a calendar year.",checked,no,claude-code,2026-09-23
YEAR10,"Which ten-year period the voyage falls in, as a bucket number like 33, not a calendar year.",checked,no,claude-code,2026-09-23
YEAR25,"Which 25-year period the voyage falls in, as a bucket number like 13, not a calendar year.",checked,no,claude-code,2026-09-23
YEAR100,"The century the voyage falls in, as its first year like 1700.",checked,no,claude-code,2026-09-23
VOYAGEID2,"The ID of a second, linked voyage. Empty in the transatlantic table and almost always blank in the intra-American one.",checked,no,claude-code,2026-09-23
FACILITY,"The name of the facility or site, like the North Korean launch sites pyongyang or sohae. Empty in the Densho table.",checked,no,claude-code,2026-09-23
AUTHOR,"Who wrote the document, a person like Henry McNeal Turner or a body like the European Commission.",checked,no,claude-code,2026-09-23
FULL_TEXT,"Meant to hold the document's full text, but in the WPA table it holds photo catalog descriptions like 1 photographic print, and in the AustLII table it is empty.",checked,no,claude-code,2026-09-23
LOAN_TERM,"How long the loan runs, in months, like 360 for 30 years. Stored as text; some rows say Exempt instead of a number.",checked,no,claude-code,2026-09-23
PROPERTY_TYPE,"What kind of property the loan is on. HMDA historic uses codes 1, 2, 3 that need a lookup; the FHA table spells it out, like Single Family or Condo.",checked,no,claude-code,2026-09-23
LAR_RECORD_ID,"A long scrambled code with a number after a dash, like -1 or -11, naming one mortgage application record. One per row.",checked,no,claude-code,2026-09-23
PLACE_NAME,"The name of the place the row covers, like a state, the whole United States, or a town like Buffalo city.",checked,no,claude-code,2026-09-23
SUSPENSION_END_DATE,The date the company's suspension from doing business with the housing finance agencies ends. Blank on most rows.,checked,no,claude-code,2026-09-23
TOTAL_OCCUPIED,"How many subsidized units are occupied. Negative values like -4 are codes for missing or hidden data, not counts.",checked,no,claude-code,2026-09-23
PCT_OCCUPIED,"Percent of subsidized units that are occupied. Negative values like -4 are codes for missing or hidden data, not percents.",checked,no,claude-code,2026-09-23
NUMBER_REPORTED,"How many units sent in tenant reports to HUD. Negative values like -4 are codes for missing or hidden data, not counts.",checked,no,claude-code,2026-09-23
PCT_REPORTED,"Percent of units that sent in tenant reports to HUD. Negative values like -4 are codes for missing or hidden data, not percents.",checked,no,claude-code,2026-09-23
SPENDING_PER_MONTH,"Average HUD dollars spent per unit per month. Negative values like -4 and -5 are codes for missing or hidden data, not dollars.",checked,no,claude-code,2026-09-23
PLACE,,sampled,yes,claude-code,2026-09-23
PHA_TOTAL_UNITS,Total housing units run by the local public housing authority. Stored as text and often blank in the projects table.,checked,no,claude-code,2026-09-23
STD_CITY,"The city of the address, cleaned up to a standard spelling.",checked,no,claude-code,2026-09-23
STD_ZIP5,"The five-digit zip code of the address, stored as text so leading zeros stay.",checked,no,claude-code,2026-09-23
PROJECT_NAME,"The name of the housing project, usually an apartment complex like Anamosa Villa I.",checked,no,claude-code,2026-09-23
