K	ID	NM	ACT	CITY	ST	FIPS	DU	TOT	SHARE
county_top	AW6459639	BOND DRUG COMPANY OF ILLINOIS, L.L.C.	CHAIN PHARMACY	GRANITE CITY	IL	17119	4818490.0	78861310.0	0.061100811031417054
county_top	AL7304645	LA MOURE DRUG STORE INC	RETAIL PHARMACY	LAMOURE	ND	38045	130490.0	176290.0	0.7402008054909525
county_top	FP0531980	PAMIDA PHARMACY #662	CHAIN PHARMACY	ROUNDUP	MT	30065	690800.0	891100.0	0.7752216361800023
county_top	BW1931600	WELLS PHARMACY	RETAIL PHARMACY	CHEYENNE WELLS	CO	08017	310500.0	310500.0	1.0
county_top	BP2081761	PROFESSIONAL PHARMACY INC	RETAIL PHARMACY	TYLERTOWN	MS	28147	1801270.0	4873520.0	0.3696034898800046
county_top	BW7729619	WALGREEN CO.	CHAIN PHARMACY	MANHATTAN	KS	20161	2303120.0	13280210.0	0.1734249684304691
county_top	BM5496624	MOSER PHARMACY	RETAIL PHARMACY	SALEM	MO	29065	2246360.0	6560850.0	0.3423885624576084
county_top	BQ9551208	QVL PHARMACY #162	RETAIL PHARMACY	CEDAR PARK	TX	48491	10125160.0	89568636.0	0.11304358815958747
county_top	BR3738044	RITE AID OF KENTUCKY, INC.	CHAIN PHARMACY	MCKEE	KY	21109	1367540.0	4444820.0	0.3076705018425943
county_top	BW4401030	WHEATON DRUG COMPANY	RETAIL PHARMACY	WHEATON	MN	27155	283030.0	489230.0	0.5785213498763363
county_top	AV3984463	LLOYD'S DRUG MART	RETAIL PHARMACY	NORFOLK	NE	31119	1256700.0	5707040.0	0.22020171577560346
county_top	AC8762064	CAUSEY'S PHARMACY	RETAIL PHARMACY	NATCHITOCHES	LA	22069	2112190.0	6220990.0	0.3395263454852041
county_top	BY7654987	YOUNG'S DRUG STORE	RETAIL PHARMACY	LINEVILLE	AL	01027	1930740.0	4603290.0	0.41942610611106407
county_top	BW5462572	WAL-MART PHARMACY 10-2064	CHAIN PHARMACY	MILFORD	PA	42103	2771700.0	14270410.0	0.19422707546594667
county_top	BM4203662	MIZELLES DISCOUNT DRUG CO INC	RETAIL PHARMACY	AHOSKIE	NC	37091	2244780.0	8568860.0	0.2619695035278905
county_top	BC5066522	COVERED BRIDGE PHARM	RETAIL PHARMACY	CHERRY HILL	NJ	34007	5434770.0	152026816.0	0.03574875895578843
county_top	BF3267487	FAMILY PHARMACY NO 2	RETAIL PHARMACY	COLUMBUS	MS	28087	2557800.0	17078030.0	0.14977137292767373
county_top	BP3911509	POLK PHARMACY	RETAIL PHARMACY	CLARENDON	AR	05095	370410.0	1527210.0	0.24254031862022904
county_top	FF1302366	FLORIDA INTEGRATED HEALTH SERVICES, LLC	RETAIL PHARMACY	MOORE HAVEN	FL	12043	500400.0	500400.0	1.0
county_top	FR0144155	RICKER PHARMACY INC.	RETAIL PHARMACY	WORLAND	WY	56043	1320200.0	3105725.0	0.42508593001634076
county_top	AS8056144	SWARD KEMP DRUG	RETAIL PHARMACY	REDWOOD FALLS	MN	27127	632500.0	1493820.0	0.42341112048305685
county_top	AM2893445	GRANT COUNTY DRUG COMPANY	RETAIL PHARMACY	ULYSSES	KS	20067	1171490.0	1176290.0	0.9959193736238513
county_top	BM2343337	DRUG WAREHOUSE #29	CHAIN PHARMACY	ADA	OK	40123	3375240.0	14315710.0	0.23577175005640658
county_top	AD3776703	PRESCRIPTION DRUG STORE LLC	RETAIL PHARMACY	CARUTHERSVILLE	MO	29155	3559680.0	11625906.831	0.30618514768312616
county_top	BF8431417	FARMACIA DIAZ	RETAIL PHARMACY	BARRANQUITAS	PR	72019	148130.0	505810.0	0.29285700164093237
county_top	AW3113634	WAL-MART PHARMACY 10-0784	CHAIN PHARMACY	MOUNT PLEASANT	IA	19087	743420.0	2946880.0	0.2522735910522315
county_top	BW5484958	WAL-MART PHARMACY 10-2367	CHAIN PHARMACY	PINE CITY	MN	27115	1500800.0	4610650.0	0.3255072495201327
county_top	BA6800216	ACCOKEEK DRUG HEALTH CARE	RETAIL PHARMACY	ACCOKEEK	MD	24033	4189560.0	99958278.0	0.04191308697814902
county_top	BW3564552	WAL-MART PHARMACY 10-1956	CHAIN PHARMACY	BILLINGS	MT	30111	2920600.0	38822365.0	0.07522983208261527
county_top	BK5382116	KERR DRUG	CHAIN PHARMACY	SPARTA	NC	37005	1747850.0	3018140.0	0.5791149515927028
county_top	FP0542084	PHARMACY INVESTMENT COORDINATORS, INC	RETAIL PHARMACY	WEWAHITCHKA	FL	12045	1588790.0	4146935.0	0.3831239216433342
county_top	BF5328643	FARMACIA DEL PUEBLO II	RETAIL PHARMACY	JUNCOS	PR	72077	622700.0	1310700.0	0.47508964675364307
county_top	AA7001085	GIBSON PRESCRIPTION PHARMACY	RETAIL PHARMACY	SEVEN POINTS	TX	48257	2483530.0	29203270.0	0.08504287362339902
county_top	BW7004170	WALGREEN CO.	CHAIN PHARMACY	ROCKWALL	TX	48397	2505860.0	15486450.0	0.16180984021515582
county_top	AE1169564	EHARDTS PHARMACY INC	RETAIL PHARMACY	LEXINGTON	MI	26151	1584200.0	8317740.0	0.19046038948079647
county_top	BW6011047	WHITE DRUG #45	RETAIL PHARMACY	JAMESTOWN	ND	38093	974000.0	2879880.0	0.3382085364667972
county_top	BS5673606	SUPER D DRUGS #21	CHAIN PHARMACY	PARAGOULD	AR	05055	3651980.0	18560760.0	0.1967581068878645
county_top	BJ7352432	J C'S TRUECARE PHARMACY INC	RETAIL PHARMACY	SHEPHERD	TX	48407	1213400.0	3450710.0	0.35163777889188025
county_top	BH1327926	HOOK-SUPERX, L.L.C.	CHAIN PHARMACY	FRANKLIN	IN	18081	5135660.0	54347760.0	0.09449625890745084
county_top	BP1720259	PATTIE DRUG OF BALDWIN	RETAIL PHARMACY	BALDWIN	MI	26085	1229120.0	1911550.0	0.6429965211477596
county_top	BE4597285	EMERGING HOME CARE	RETAIL PHARMACY	ROANOKE	AL	01111	2115390.0	6862490.0	0.3082540010987266
county_top	AM2352677	MARTIN'S PHARMACY	RETAIL PHARMACY	PULASKI	VA	51155	6693200.0	20963430.0	0.3192798125115976
county_top	BG8498431	GREENVILLE PHARMACY INC	RETAIL PHARMACY	GREENVILLE	TX	48231	3733230.0	28148960.0	0.13262408273698212
county_top	BW2285624	WAL-MART PHARMACY 10-0213	CHAIN PHARMACY	LITCHFIELD	IL	17135	1362210.0	7575250.0	0.1798237681924689
county_top	AA0161430	A & E PHARMACY INC	RETAIL PHARMACY	PENSACOLA	FL	12033	5259640.0	108324348.0	0.04855455026602145
county_top	BW5504320	WAL-MART PHARMACY 10-2481	CHAIN PHARMACY	COAL TOWNSHIP	PA	42097	2734290.0	24297950.0	0.1125317156385621
county_top	BW8319584	WALGREEN LOUISIANA CO., INC.	CHAIN PHARMACY	BREAUX BRIDGE	LA	22099	2442200.0	12464190.0	0.1959373212378823
county_top	BF0952158	FREDS PHARMACY	RETAIL PHARMACY	WINONA	MS	28097	887300.0	2524396.0	0.35149001979087274
county_top	BI7393438	INNOVIANT PHARMACY	RETAIL PHARMACY	HUNTINGDON VALLEY	PA	42091	18980790.0	193548178.0	0.09806752094561179
county_top	AS1173450	PROFESSIONAL PHARMACY	RETAIL PHARMACY	DALTON	GA	13313	3575000.0	29197959.0	0.12244006507441153
county_top	AP2493372	VIRGINIA CVS PHARMACY, L.L.C.	CHAIN PHARMACY	FALLS CHURCH	VA	51059	4367090.0	103768066.0	0.042085105450457176
county_top	AO7467687	OWL DRUG STORE	RETAIL PHARMACY	COLEMAN	TX	48083	859380.0	978700.0	0.8780831715541024
county_top	BU0279592	CONSOLIDATED STORES, INC.	CHAIN PHARMACY	PINE BLUFF	AR	05069	1733190.0	13759970.0	0.12595885020098155
county_top	BW9741960	WALGREEN CO.	CHAIN PHARMACY	OTTAWA	KS	20059	2629560.0	7401260.0	0.3552854513961136
county_top	BW8933752	WALGREEN CO.	CHAIN PHARMACY	SAVANNAH	GA	13051	2972900.0	59117477.092999995	0.05028800527673425
county_top	AT1101877	TODD'S DISCOUNT DRUGS	RETAIL PHARMACY	ADAMSVILLE	TN	47109	3141220.0	12359927.0	0.25414551396622326
county_top	BC0587139	PRINCE PHARMACY	RETAIL PHARMACY	MAGNOLIA	AR	05027	1901830.0	6329290.0	0.30048078062468303
county_top	BW9378135	WIGGINS DRUGS LIMITED	RETAIL PHARMACY	OWENSBORO	KY	21059	3719190.0	38240695.0	0.09725738509721123
county_top	BE9834739	ENLOE DRUGS, LLC	RETAIL PHARMACY	PEORIA	IL	17143	4374870.0	38699754.0	0.11304645502397767
county_top	AB9530824	THE BOWMAN DRUG COMPANY	RETAIL PHARMACY	BOWMAN	ND	38011	316600.0	316600.0	1.0
county_top	BJ4356956	VILAS PHARMACY OF GETTSBURG	RETAIL PHARMACY	GETTYSBURG	SD	46107	701060.0	701600.0	0.999230330672748
county_top	BW5672832	WALGREEN CO.	CHAIN PHARMACY	JANESVILLE	WI	55105	4997860.0	45359941.0	0.11018224208007678
county_top	BP1206754	PARKWAY PHARMACY	RETAIL PHARMACY	BARBOURVILLE	KY	21121	3298960.0	13943639.0	0.23659247058820154
county_top	BG2178122	GOLIAD PHARMACY INC	RETAIL PHARMACY	GOLIAD	TX	48175	658360.0	658460.0	0.9998481304862862
county_top	AH7543336	HARDAMON DRUG	RETAIL PHARMACY	AKRON	CO	08121	124200.0	124200.0	1.0
county_top	AM6755649	CVS ALBANY, L.L.C.	CHAIN PHARMACY	HUDSON	NY	36021	4066130.0	13933020.0	0.2918340747375659
county_top	BK2883759	KAISER FOUNDATION HEALTH PLAN	RETAIL PHARMACY	FRESNO	CA	06019	8056380.0	217225360.0	0.03708765864169819
county_top	BT2979916	LOWE'S MARKETPLACE #45	RETAIL PHARMACY	MONAHANS	TX	48475	1215370.0	2344170.0	0.5184649577462386
county_top	AW8365555	WEGMANS FOOD MARKETS, INC.	CHAIN PHARMACY	AUBURN	NY	36011	1623870.0	14058764.0	0.11550588657722685
county_top	AR9000390	GEORGIA CVS PHARMACY, L.L.C.	CHAIN PHARMACY	BLAKELY	GA	13099	934200.0	1755430.0	0.5321773012880036
county_top	BM4356855	MEDICINE SHOPPE	RETAIL PHARMACY	PASCO	WA	53021	2029480.0	13624420.0	0.1489590015574975
county_top	BW0264894	WALGREEN CO.	CHAIN PHARMACY	OMAHA	NE	31055	3816960.0	98240473.0	0.03885323312724685
county_top	BW7092810	WALGREEN CO.	CHAIN PHARMACY	NEWTON	IA	19099	2192920.0	8102310.0	0.2706536777783126
county_top	BT3596749	TURENNE PHARMEDCO	RETAIL PHARMACY	MONTGOMERY	AL	01101	4838100.0	57088237.0	0.08474775635478111
county_top	BW3583134	WALGREEN CO.	CHAIN PHARMACY	ELKHART	IN	18039	3420400.0	41694210.0	0.08203537133813064
county_top	BC3874131	CLINIC PHARMACY	RETAIL PHARMACY	MONROE	WI	55045	1423880.0	6578790.0	0.216434937123696
county_top	BA8144002	APPLE DISCOUNT DRUGS NO 4	RETAIL PHARMACY	BERLIN	MD	24047	2348900.0	16013470.0	0.14668276145020412
county_top	BT7215343	THRIFTY WHITE PHARMACY #742	RETAIL PHARMACY	MORRIS	MN	27149	437080.0	795380.0	0.5495234982021172
county_top	BR5172604	GEORGIA CVS PHARMACY, L.L.C.	CHAIN PHARMACY	WATKINSVILLE	GA	13219	1682990.0	4341109.0	0.387686648734229
county_top	AE8586907	ELK DRUG, INC	RETAIL PHARMACY	DAYTON	WA	53013	729260.0	1146410.0	0.6361249465723432
county_top	BR7592721	MAXI DRUG NORTH, INC.	CHAIN PHARMACY	LACONIA	NH	33001	1986160.0	14468960.0	0.13727040506021165
county_top	BW5540693	WAL-MART PHARMACY 10-1210	CHAIN PHARMACY	NICHOLASVILLE	KY	21113	2815820.0	16899450.0	0.16662199065650066
county_top	BA5772757	BARNABAS HEALTH RETAIL PHARMACY	RETAIL PHARMACY	LIVINGSTON	NJ	34013	4306040.0	93500295.0	0.04605375844001348
county_top	BP7012874	CARE RX INC	RETAIL PHARMACY	PORTLAND	OR	41067	8702060.0	130886654.0	0.0664854645913708
county_top	AS6295895	S & S DRUG INC	RETAIL PHARMACY	BELOIT	KS	20123	1120090.0	1155490.0	0.9693636465914893
county_top	BW8210724	WALGREEN CO.	CHAIN PHARMACY	SEDALIA	MO	29159	2051130.0	8403470.0	0.2440813140286096
county_top	BW5397840	WAL-MART PHARMACY 10-0837	CHAIN PHARMACY	THAYER	MO	29149	973850.0	2791090.0	0.3489138651924517
county_top	BT8280442	THE MEDICINE SHOPPE	RETAIL PHARMACY	DU QUOIN	IL	17145	2407800.0	6144880.0	0.3918384085612738
county_top	AS0231580	SULLIVAN'S DISCOUNT DRUGS	RETAIL PHARMACY	KOSCIUSKO	MS	28007	1160960.0	4730760.0	0.24540665770404754
county_top	AT1702530	THOMPSON'S PHARMACY	RETAIL PHARMACY	ALTOONA	PA	42013	3651540.0	43920060.0	0.08314059680246338
county_top	AM1695115	MC CRACKEN PHARMACY INC	RETAIL PHARMACY	WAYNESBURG	PA	42059	1666500.0	9618230.0	0.17326472750183766
county_top	BW9196901	WILLOWS PHARMACY	RETAIL PHARMACY	WILLOWS	CA	06021	3126860.0	10821620.0	0.288945647694153
county_top	AS1176432	DAWSON PHARMACY - CORP	RETAIL PHARMACY	DAWSON	GA	13273	790620.0	1095450.0	0.7217307955634671
county_top	BA8274588	OMNICARE OF FORT WORTH	RETAIL PHARMACY	FORT WORTH	TX	48439	14404115.0	431947715.0	0.03334689477405848
county_top	AR7558363	GEORGIA CVS PHARMACY, L.L.C.	CHAIN PHARMACY	MILLEDGEVILLE	GA	13009	1815590.0	11904739.0	0.152509853428958
county_top	BP7232034	SCRIPTWISE LLC	RETAIL PHARMACY	WESTERVILLE	OH	39041	9105390.0	41877304.0	0.21743018605018127
county_top	BH7351567	HARSEY'S PHARMACY	RETAIL PHARMACY	CHERAW	SC	45025	3373760.0	17390390.0	0.1940013996235852
county_top	BB7582225	BISHOPVILLE DRUG COMPANY	RETAIL PHARMACY	BISHOPVILLE	SC	45061	1427830.0	3263430.0	0.4375243225685858
county_top	BD1184415	DON'S PHARMASAVE	RETAIL PHARMACY	MARKSVILLE	LA	22009	2812090.0	13546860.0	0.20758242131386903
county_top	AR9132159	RED CROSS PHARMACY INC	RETAIL PHARMACY	SALISBURY	MO	29041	907980.0	907980.0	1.0
county_top	BH9927623	HOOT'S PHARMACY	RETAIL PHARMACY	MENARD	TX	48327	241200.0	250400.0	0.963258785942492
county_top	BR8280808	ROCKY TOP PHARMACY INC DBA	RETAIL PHARMACY	ROSSVILLE	GA	13295	4976596.0	18574876.0	0.26792081949833746
county_top	AM1411343	M & S PHARMACY INC	RETAIL PHARMACY	NACOGDOCHES	TX	48347	4562030.0	18755400.0	0.2432382140610171
county_top	FL1203758	LEEDY, DERRICK J D.V.M.	PRACTITIONER	NOME	AK	02180	700.0	700.0	1.0
county_top	BW5396355	WAL-MART PHARMACY 10-0050	CHAIN PHARMACY	VINITA	OK	40035	1574800.0	4131870.0	0.38113493406133303
county_top	BR4759013	RITE AID OF MAINE, INC.	CHAIN PHARMACY	MACHIAS	ME	23029	2747560.0	10999440.0	0.24979089844573907
county_top	AE2717657	EAGLE PHARMACY	RETAIL PHARMACY	EAGLE GROVE	IA	19197	1189560.0	2949530.0	0.4033049333283608
county_top	BS8493683	SNYDER DRUG	RETAIL PHARMACY	OLIVIA	MN	27129	696800.0	1108690.0	0.6284894785738123
county_top	BR9877943	RUSSELLVILLE PHARMACY	RETAIL PHARMACY	RUSSELLVILLE	AL	01059	5637230.0	19814680.0	0.28449765527376675
county_top	BH6595168	HALL, JOHN EDWARD MD	PRACTITIONER	PRUDHOE BAY	AK	02185	2400.0	5968.0	0.40214477211796246
county_top	BW9875646	WEAR DRUG	RETAIL PHARMACY	CARTHAGE	IL	17067	767730.0	1939410.0	0.39585750305505285
county_top	BW5466304	WAL-MART PHARMACY 10-0203	CHAIN PHARMACY	BROOKFIELD	MO	29115	1997480.0	3389070.0	0.5893888293838723
county_top	AO3758755	O'NEIL'S STORE INC	RETAIL PHARMACY	MT STERLING	IL	17009	644230.0	656630.0	0.9811156968155582
county_top	BT2046351	MATHEWS PHARMACY	RETAIL PHARMACY	MATHEWS	VA	51115	966450.0	1311250.0	0.7370448045757865
county_top	FT0316958	THE MEDICINE SHOPPE	RETAIL PHARMACY	ZAPATA	TX	48505	519030.0	792780.0	0.6546961325966851
county_top	BG6061004	GATEWAY HEALTH MART PHARMACY MANDAN	RETAIL PHARMACY	MANDAN	ND	38059	1318900.0	3675570.0	0.3588286986780282
county_top	AR9586174	GEORGIA CVS PHARMACY, L.L.C.	CHAIN PHARMACY	COMMERCE	GA	13157	3176090.0	20060260.0	0.15832745936493345
county_top	BW9502433	WALGREEN CO.	CHAIN PHARMACY	URBANA	IL	17019	2202060.0	30254606.0	0.07278428944009385
county_top	AR8349652	NORTH CAROLINA CVS PHARMACY, L.L.C.	CHAIN PHARMACY	SILER CITY	NC	37037	2192020.0	9471210.0	0.2314403333892924
county_top	BP4777011	PAT'S PHARMACY	RETAIL PHARMACY	LEBANON	KY	21155	1756190.0	6969700.0	0.2519749774021837
county_top	BR0492378	NORTH CAROLINA CVS PHARMACY, L.L.C.	CHAIN PHARMACY	KING	NC	37169	2537450.0	13716510.0	0.18499239237969425
county_top	BS0479483	STAR DRUG	RETAIL PHARMACY	WALSENBURG	CO	08055	2472350.0	2491640.0	0.9922581111235973
county_top	BW2685874	WALGREEN CO.	CHAIN PHARMACY	LUDINGTON	MI	26105	5329990.0	11740090.0	0.453999074964502
county_top	BS3285031	SAFEWAY INC	CHAIN PHARMACY	TRINIDAD	CO	08071	2069430.0	5303760.0	0.3901816824290692
county_top	BP9754070	PAMIDA PHARMACY #348	CHAIN PHARMACY	HOT SPRINGS	SD	46047	878730.0	1598150.0	0.5498420048180709
county_top	BT6419053	THE HOMETOWN PHARMACY	RETAIL PHARMACY	NEW CASTLE	PA	42073	7640940.0	32474100.0	0.2352933568597744
county_top	BA2502777	ALDRICH APOTHECARY	RETAIL PHARMACY	COUNCIL GROVE	KS	20127	735140.0	827090.0	0.8888270925775913
county_top	BF9812959	FUTRELL PHARMACY SERVICES, INC.	RETAIL PHARMACY	RICH SQUARE	NC	37131	549300.0	1470860.0	0.3734549855186762
county_top	BW8407947	WALGREEN CO.	CHAIN PHARMACY	JOHNSON CITY	TN	47179	4088960.0	59196804.0	0.06907399933280182
county_top	BV7526176	VALUE-MED INC	RETAIL PHARMACY	PAINTSVILLE	KY	21115	10449480.0	24922550.0	0.41927812362699646
county_top	BC0402696	COLONY DRUG	RETAIL PHARMACY	BECKLEY	WV	54081	6550590.0	51197920.0	0.1279464087603559
county_top	BW8066373	WALGREEN LOUISIANA CO., INC.	CHAIN PHARMACY	NEW IBERIA	LA	22045	2741780.0	21391070.0	0.12817404645957403
county_top	AW4036756	WALGREEN CO.	CHAIN PHARMACY	FT DODGE	IA	19187	2065100.0	9670380.0	0.21354900221087486
county_top	AR8671225	VIRGINIA CVS PHARMACY, L.L.C.	CHAIN PHARMACY	BUENA VISTA	VA	51530	1149610.0	2051530.0	0.5603671406218773
county_top	BW7631636	WAL-MART PHARMACY 10-3245	CHAIN PHARMACY	HAYWARD	WI	55113	1362400.0	4593580.0	0.29658784651622483
county_top	BA6183014	ARROWHEAD REGIONAL MEDICAL	RETAIL PHARMACY	COLTON	CA	06071	15305000.0	434176616.5	0.03525063169771143
county_top	BK4142307	KINSLEY DRUG CO	RETAIL PHARMACY	KINSLEY	KS	20047	312500.0	312500.0	1.0
county_top	BU4203751	OMNICARE OF PRATTVILLE	RETAIL PHARMACY	PRATTVILLE	AL	01001	4420760.0	21268470.0	0.20785510194198267
county_top	FN0997366	NORTHEAST MONTANA HEALTH SERVICES WOLFPOINT	RETAIL PHARMACY	WOLF POINT	MT	30085	631400.0	1180930.0	0.5346633585394562
county_top	BW9510339	WALGREEN CO.	CHAIN PHARMACY	FREMONT	NE	31053	1635700.0	9407260.0	0.17387634656637532
county_top	AD7830917	BENDALL'S PHARMACY	RETAIL PHARMACY	DECATUR	AL	01103	5168800.0	50378990.0	0.10259832521453884
county_top	AT2277437	EAST HILLS FAMILY PHARMACY	RETAIL PHARMACY	JOHNSTOWN	PA	42021	6448800.0	62327100.0	0.10346703119509812
county_top	BW6214376	WAL-MART PHARMACY 10-2652	CHAIN PHARMACY	GRANTS	NM	35006	1845900.0	3095180.0	0.5963788858806273
county_top	BW9355202	WALGREEN CO.	CHAIN PHARMACY	MT WASHINGTON	KY	21029	4432820.0	20767810.0	0.21344667540775844
county_top	AT2800541	MCLEAN PHARMACY	RETAIL PHARMACY	ROGERS CITY	MI	26141	723130.0	2652290.0	0.27264364002428093
county_top	BW3711808	WALGREEN CO.	CHAIN PHARMACY	RACINE	WI	55101	6128460.0	50473867.0	0.12141847582234981
county_top	BC6993011	CRANFORDS DRUG STORE INC	RETAIL PHARMACY	SEMINARY	MS	28031	2336570.0	5801500.0	0.4027527363612859
county_top	AC5832109	CENTRAL VIRGINIA HEALTH	RETAIL PHARMACY	NEW CANTON	VA	51029	2227700.0	3161090.0	0.7047252688155035
county_top	BW8183181	WAL-MART PHARMACY 10-3221	CHAIN PHARMACY	WATKINS GLEN	NY	36097	1415500.0	4294140.0	0.3296352703917432
county_top	AG8516900	GLEN ROSE DISCOUNT DRUG INC	RETAIL PHARMACY	GLEN ROSE	TX	48425	1428030.0	3176220.0	0.44960046848140245
county_top	BR5154959	ALABAMA CVS PHARMACY, L.L.C.	CHAIN PHARMACY	CULLMAN	AL	01043	3087700.0	34716320.0	0.08894087852629541
county_top	AH6402135	HOOK-SUPERX, L.L.C.	CHAIN PHARMACY	DELPHI	IN	18015	2256000.0	2602070.0	0.8670020406829947
county_top	FG1210741	HILLSBORO HOMETOWN PHARMACY	RETAIL PHARMACY	HILLSBORO	KS	20115	780550.0	2129850.0	0.3664812075967791
county_top	AH2681244	HOOK-SUPERX, L.L.C.	CHAIN PHARMACY	BLUFFTON	IN	18179	2102000.0	5361490.0	0.39205519361222346
county_top	AW4980707	WALGREEN CO.	CHAIN PHARMACY	COUNCIL BLUFFS	IA	19155	4381500.0	21186485.0	0.2068063673610795
county_top	BP3486936	PENNSYLVANIA CVS PHARMACY, L.L.C.	CHAIN PHARMACY	PHILIPSBURG	PA	42027	2262800.0	20382708.0	0.11101567073423217
county_top	AW3645035	WALGREEN CO.	CHAIN PHARMACY	ST CLOUD	MN	27145	2741600.0	20593195.0	0.13313135722747246
county_top	BM6657033	MOUNT VERNON DRUG	RETAIL PHARMACY	MOUNT VERNON	KY	21203	5848170.0	12282620.0	0.4761337564786666
county_top	BH9938450	HEARTLAND PHARMACY OF PA LLC	RETAIL PHARMACY	ALLENTOWN	PA	42077	8069640.0	55120199.8	0.14640077556467784
county_top	AC2801531	CORLEY DRUGS #3	RETAIL PHARMACY	LA GRANGE	GA	13285	1735320.0	16056776.0	0.10807399941308267
county_top	BF8568757	FREDS PHARMACY #1461	RETAIL PHARMACY	DONALSONVILLE	GA	13253	948120.0	3309637.5	0.2864724611079008
county_top	BP7748633	PHARMACY PLUS INC	RETAIL PHARMACY	CARROLLTON	IL	17061	1550100.0	3974620.0	0.38999954712651774
county_top	BN9493064	OMNICARE OF NY	RETAIL PHARMACY	GOLDEN	CO	08059	13836800.0	142323953.0	0.09722045873753943
county_top	AT1733852	THE VILLAGE PHARMACY	RETAIL PHARMACY	CHALLIS	ID	16037	331200.0	427400.0	0.7749181094992981
county_top	AD6548195	DELRAY SHORES PHARMACY	RETAIL PHARMACY	DELRAY BEACH	FL	12099	8815330.0	390200018.0	0.022591823663114234
county_top	FK3463320	KNOX COUNTY PHARMACY, LLC	RETAIL PHARMACY	EDINA	MO	29103	9800.0	10101.0	0.9702009702009702
county_top	BC7524350	COLLEGE CITY DRUG CO	RETAIL PHARMACY	MARION	AL	01105	995160.0	1242040.0	0.8012302341309459
county_top	AH2165757	HOLDER DRUG	RETAIL PHARMACY	ALVA	OK	40151	1798140.0	2810240.0	0.6398528239580961
county_top	BL6025440	LEWIS FAMILY DRUG #56	RETAIL PHARMACY	WINDOM	MN	27033	537770.0	1499450.0	0.35864483644002804
county_top	AC1749475	CITY DRUG STORE	RETAIL PHARMACY	CRYSTAL SPRINGS	MS	28029	2120990.0	6249300.0	0.3393964123981886
county_top	BW5439369	WAL-MART PHARMACY 10-1011	CHAIN PHARMACY	RINCON	GA	13103	1700420.0	9590115.0	0.17730965687064232
county_top	BW8992085	WALGREEN CO.	CHAIN PHARMACY	MONROE	MI	26115	4874300.0	51730490.0	0.09422489522136751
county_top	BB9440289	HUIE PHARMACY, LLC	RETAIL PHARMACY	NORTH WILKESBORO	NC	37193	4149930.0	26681450.0	0.15553614964703943
county_top	AO3213179	OWENS DRUG STORE INC	RETAIL PHARMACY	BLYTHEVILLE	AR	05093	2570620.0	15507670.0	0.16576442495874621
county_top	BG1301213	GARY'S PHARMACY	RETAIL PHARMACY	TRUMANN	AR	05111	1754980.0	10129280.0	0.17325811903708851
county_top	BS2564777	SHAW'S PHARMACY-CROWELL	RETAIL PHARMACY	CROWELL	TX	48155	176500.0	176500.0	1.0
county_top	AR2468280	RITE AID OF WEST VIRGINIA, INC.	CHAIN PHARMACY	GRANTSVILLE	WV	54013	697330.0	1159230.0	0.6015458537132407
county_top	AT8533069	THE MUECKE PRESCRIPTION SHOPPE	RETAIL PHARMACY	BAY CITY	TX	48321	3184390.0	10155270.0	0.3135701955733329
county_top	BM2212796	MOORE'S PHARMACY	RETAIL PHARMACY	SEBASTOPOL	MS	28123	1327590.0	6419310.0	0.20681194707842432
county_top	BS8929993	SCOTLAND COUNTY PHARMACY	RETAIL PHARMACY	MEMPHIS	MO	29199	1077010.0	1077010.0	1.0
county_top	BH5507972	HENRY ROBERT'S EXPRESS PHRMCY	RETAIL PHARMACY	ARDMORE	OK	40019	3837510.0	21932091.0	0.17497237267527296
county_top	BW6672605	WALGREEN CO.	CHAIN PHARMACY	BOERNE	TX	48259	3099240.0	8224760.0	0.3768182901385572
county_top	BS6729252	SPENCER PHARMACY	RETAIL PHARMACY	SPENCER	NE	31015	246900.0	247000.0	0.9995951417004049
county_top	AM1438008	MORELAND AND DEVITT INC	RETAIL PHARMACY	RUSHVILLE	IL	17169	1178090.0	1260830.0	0.9343765614714117
county_top	BW4052685	WAL-MART PHARMACY 10-0242	CHAIN PHARMACY	PAOLA	KS	20121	2331100.0	8638480.0	0.269850714477547
county_top	BW5399010	WAL-MART PHARMACY 10-0363	CHAIN PHARMACY	MARSHALL	MO	29195	1517820.0	5536780.0	0.27413406348094016
county_top	BF5254684	FRED'S PHARMACY	RETAIL PHARMACY	ARCADIA	LA	22013	794300.0	2140485.0	0.37108412345800135
county_top	BS5776488	STAN'S PHARMACY	RETAIL PHARMACY	BAXLEY	GA	13001	1662110.0	5547330.0	0.2996234224392636
county_top	BC6142549	SUPERVALU PHARMACIES INC	CHAIN PHARMACY	BUFFALO	MN	27171	1568200.0	18162040.0	0.08634492601051423
county_top	AW1515204	BOND DRUG COMPANY OF ILLINOIS, L.L.C.	CHAIN PHARMACY	NEW LENOX	IL	17197	3941700.0	95760830.0	0.04116192393069275
county_top	BK7695173	KELLY DRUG	RETAIL PHARMACY	MINEOLA	TX	48499	4133422.0	16326952.0	0.25316556329681134
county_top	BK4749137	KPH HEALTHCARE SERVICES, INC.	CHAIN PHARMACY	CHITTENANGO	NY	36053	2132800.0	15841062.0	0.13463743781824727
county_top	BW5430765	WAL-MART PHARMACY 10-1036	CHAIN PHARMACY	FOREST CITY	NC	37161	4764570.0	23643650.0	0.20151584040535198
