EIN,COMPANY,ESTABLISHMENT,CITY,STATE,NAICS,INDUSTRY,SIZE_BAND,EMPLOYEES,HOURS,DEATHS,DART_CASES,DAFW_DAYS,DART_RATE,TRIR,DAYS_PER_CASE,COHORT_N,COHORT_MEDIAN_DART,COHORT_POOLED_DART,FOLD_VS_POOLED,FOLD_VS_MEDIAN,Z_SCORE,PCT_RANK_IN_COHORT
381944452,"BAE Industries, Inc.",BAE Stamping,WARREN,MI,3363,"Job stampings, automotive, metal, manufacturing",100-249,161,312893,0,7,189,4.47,5.75,37.8,398,1.39,1.97,2.27,3.21,1.1,0.8274
382231320,Metal Flow Corporation,Metal Flow Corporation,HOLLAND,MI,3363,"Job stampings, automotive, metal, manufacturing",100-249,213,401890,0,9,8,4.48,6.47,8.0,398,1.39,1.97,2.27,3.21,1.1,0.8306
581032521,Shaw Industries Group Inc.,Plant 78,AIKEN,SC,3252,Polyester fibers and filaments manufacturing,250-999,952,2067355,0,18,167,1.74,2.23,23.9,42,0.31,0.77,2.27,5.69,0.77,0.7857
730765153,"""Helmerich & Payne, Inc.""",H&P U.S. Land - South,SEGUIN,TX,2131,Drilling Oil and Gas Wells,250-999,730,1732845,0,9,680,1.04,1.85,113.3,64,0.31,0.46,2.27,3.39,1.06,0.8667
421354535,Stellar Industries,Stellar Industries Kanawha,KANAWHA,IA,3362,Truck bodies assembling on purchased chassis,100-249,109,207126,0,7,50,6.76,8.69,16.7,201,2.42,2.97,2.27,2.79,1.43,0.9126
883321202,,INDIAN CANYON POST ACUTE,YUCCA VALLEY,CA,6231,Nursing homes,100-249,110,178025,0,10,139,11.23,11.23,19.9,3657,3.20,4.95,2.27,3.52,0.83,0.894
417600000,US Postal Service,LANCASTER AVE_1369772,WILMINGTON,DE,4911,Mail and Parcel Delivery,50-99,78,162994,0,11,229,13.50,14.72,20.8,2251,5.22,5.94,2.27,2.59,1.69,0.9348
417600000,US Postal Service,MERRICK_1372778,MERRICK,NY,4911,Mail and Parcel Delivery,50-99,65,133220,0,9,404,13.51,13.51,44.9,2251,5.22,5.94,2.27,2.59,1.69,0.9353
942089661,"Matsui Nursery, Inc","Matsui Nursery, Inc",SALINAS,CA,1114,Flower growing,100-249,135,301505,0,10,381,6.63,7.30,54.4,132,2.59,2.93,2.27,2.56,1.49,0.9138
410215170,Target,2267 - Easton,SOUTH EASTON,MA,4521,Discount Department Stores,100-249,248,199691,0,6,289,6.01,8.01,48.2,1747,2.21,2.65,2.27,2.72,1.6,0.91
410215170,Target,1399 - Lake Charles,LAKE CHARLES,LA,4521,Discount Department Stores,100-249,154,166318,0,5,35,6.01,8.42,8.8,1747,2.21,2.65,2.27,2.72,1.6,0.9107
043061447,Stop And Shop,Stop And Shop 100819,LYNDHURST,NJ,4451,Grocery Stores,100-249,131,145549,0,5,11,6.87,10.99,11.0,8223,2.30,3.03,2.27,2.99,1.2,0.8826
750916445,United Supermarkets  LLC,USM Store 672 United,MIDLAND,TX,4451,Supermarket,100-249,102,174523,0,6,24,6.88,6.88,12.0,8223,2.30,3.03,2.27,2.99,1.2,0.8828
943019135,Safeway Inc,SWY-0025-0025-00910 FAC-00910-LIVERMORE-CA,LIVERMORE,CA,4451,Supermarkets and Other Grocery except Convenience Stores,100-249,102,174394,0,6,33,6.88,6.88,16.5,8223,2.30,3.03,2.27,2.99,1.2,0.8829
251869011,Giant Company,GIANT FOOD STORES 6050,WEST READING,PA,4451,Grocery Stores,100-249,178,174188,0,6,24,6.89,10.33,8.0,8223,2.30,3.03,2.27,2.99,1.2,0.8831
943019135,Safeway Inc,SWY-0025-0025-00783 FAC-00783-LAFAYETTE-CA,LAFAYETTE,CA,4451,Supermarkets and Other Grocery except Convenience Stores,100-249,129,203206,0,7,268,6.89,6.89,89.3,8223,2.30,3.03,2.27,2.99,1.2,0.8832
480196590,King Soopers,620-00073,FORT COLLINS,CO,4451,Supermarkets and Other Grocery Except Convenience Stores,100-249,176,261045,0,9,11,6.90,6.90,11.0,8223,2.30,3.03,2.27,3.00,1.21,0.8834
043294200,Trader Joe's,Trader Joe's 0572 Providence,PROVIDENCE,RI,4451,Grocery Store,100-249,131,174024,0,6,158,6.90,13.79,26.3,8223,2.30,3.03,2.27,3.00,1.21,0.8835
200007454,Bulldog Movers,Bulldog Movers Inc,ATLANTA,GA,4842,"Van lines, moving and storage services",100-249,120,188220,0,6,0,6.38,7.44,,197,2.14,2.81,2.27,2.98,1.03,0.865
420666479,ATLANTIC BOTTLING COMPANY,Quad Cities Location,WALCOTT,IA,4842,"484220 Specialized Freight (except Used Goods) Trucking, Local",100-249,169,313631,0,10,19,6.38,7.01,9.5,197,2.14,2.81,2.27,2.98,1.03,0.8712
274553679,HACIENDA,10545,PALM DESERT,CA,6233,Senior Living,50-99,94,172123,0,10,546,11.62,13.94,136.5,2185,3.60,5.11,2.27,3.22,1.06,0.8579
710427007,FEDERAL EXPRESS CORPORATION,FedEx ZSAS G SOUTH AUGUSTA   HD 3249,AUGUSTA,GA,4921,Courier and Express Delivery Services,250-999,274,275903,0,19,279,13.77,15.22,139.5,573,5.97,6.07,2.27,2.31,1.92,0.955
650829357,MasTec,"MasTec Utility Services, LLC",WOODBURY,MN,2371,"Construction management, power and communication transmission line",1000+,4402,9578937,0,38,1519,0.79,1.23,52.4,42,0.25,0.35,2.27,3.19,1.28,0.9167
593593261,"48forty Solutions, Inc.","Atlanta, GA - 230",ATLANTA,GA,3219,Pallet Warehouse,100-249,107,190103,0,8,126,8.42,8.42,63.0,273,2.74,3.70,2.27,3.07,1.38,0.887
851834005,Turnpoint Services STONE SERVICE CORP,99040052-STN77 STONE SERVICE CORP,COOKEVILLE,TN,2382,Plumbing Heating and AC Contractor,100-249,138,315070,0,6,62,3.81,6.98,31.0,1418,0.96,1.67,2.27,3.95,0.84,0.8105
841207388,HopeWest,HopeWest - Compass Drive,GRAND JUNCTION,CO,6216,"Hospice care services, in home",100-249,232,393104,0,9,10,4.58,6.11,3.3,405,1.39,2.01,2.27,3.29,1.05,0.7993
751295504,Klein Products,Klein Products,JACKSONVILLE,TX,3331,"Trucks, off-highway, manufacturing",100-249,144,334620,0,8,0,4.78,16.74,,175,1.54,2.11,2.27,3.11,0.93,0.803
341690944,Ellwood Group,Ellwood Engineered Castings,HUBBARD,OH,3315,Iron foundries,100-249,111,213831,1,7,195,6.55,10.29,97.5,120,2.26,2.88,2.27,2.89,1.19,0.8641
510262050,"Wollaston Alloys, Inc.","Wollaston Alloys, Inc.",BRAINTREE,MA,3315,Steel foundries (except investment),100-249,109,213586,0,7,76,6.55,6.55,19.0,120,2.26,2.88,2.27,2.90,1.19,0.8738
710415188,Walmart Inc,WM 1947,OMAK,WA,4529,Warehouse Clubs and Supercenters,250-999,324,501656,0,16,65,6.38,8.37,5.9,3102,2.55,2.81,2.27,2.50,1.9,0.9501
953320487,National Express LLC WEST REGION-EAST SAN GABRIEL ROSEMEAD,2047 WEST REGION-EAST SAN GABRIEL ROSEMEAD,ROSEMEAD,CA,4854,School and Employee Bus Transportation,100-249,191,216331,0,7,7,6.47,8.32,3.5,236,2.41,2.85,2.27,2.69,1.37,0.9326
926000096,Fairbanks North Star Borough School District,Fairbanks North Star Borough School District,FAIRBANKS,AK,6111,"Academies, elementary or secondary",1000+,1622,1670408,0,36,599,4.31,5.39,26.0,35,1.77,1.90,2.27,2.43,1.3,0.8788
850718195,Flatlands Logistics LLC,Flatlands Logistics LLC,WICHITA,KS,4921,Courier  Express Deliveries,100-249,120,249600,0,22,607,17.63,17.63,27.6,1273,6.60,7.77,2.27,2.67,1.43,0.9122
112225549,"Setton International Foods, Inc.","Setton's International Foods, Inc.",COMMACK,NY,3119,"Nuts, kernels and seeds, roasting and processing",50-99,82,181825,0,6,11,6.60,6.60,2.8,219,2.02,2.91,2.27,3.27,1.09,0.8645
330333261,TriMas Corporation,Norris Cylinder Company - Huntsville,HUNTSVILLE,AL,3323,Fabricated plate work manufacturing,100-249,124,261509,0,7,0,5.35,6.88,,478,1.70,2.35,2.27,3.15,1.05,0.8711
453087555,CAPSTONE LOGISTICS LLC,40224 CAPSTONE ALBERTSONS MELROSE,MELROSE PARK,IL,4931,General warehousing and storage,100-249,173,274869,0,8,268,5.82,7.28,44.7,1401,1.73,2.57,2.27,3.36,1.0,0.8436
451609909,Wonton Food (Tennessee) Inc.,Wonton Food (Tennessee) Inc.,LA VERGNE,TN,3119,"Chinese noodles, fried, manufacturing",100-249,113,233226,0,7,172,6.00,8.58,34.4,265,2.13,2.65,2.27,2.82,1.18,0.8658
853464537,"Nexion Health, Inc",North Star Ranch Rehabilitation and Healthcare Center,BONHAM,TX,6231,Skilled nursing facilities,50-99,54,85878,0,5,105,11.64,11.64,21.0,2693,2.78,5.14,2.27,4.18,0.78,0.8594
710862119,WalMart Stores East LP,WM 990,MILTON,FL,4529,Warehouse Clubs and Supercenters,250-999,526,880751,0,28,54,6.36,7.49,18.0,3102,2.55,2.81,2.27,2.49,1.89,0.9494
223865106,CenterPoint Energy,CenterPoint Energy - Greenspoint Service Center,HOUSTON,TX,2211,Electric Services,100-249,193,451010,0,7,257,3.10,5.32,36.7,502,0.84,1.37,2.27,3.68,1.04,0.7964
430398035,Macys,71486,MONTCLAIR,CA,4522,Department Stores,100-249,167,220376,0,7,183,6.35,7.26,61.0,279,2.58,2.80,2.27,2.46,1.67,0.9333
382235224,Kamps Inc,Kamps Sioux City,SIOUX CITY,IA,3219,"Pallet containers, wood or wood and metal combination, manufacturing",50-99,62,126530,0,5,223,7.90,7.90,74.3,367,2.74,3.47,2.27,2.89,1.12,0.8566
270383222,General Motors,General Motors Tonawanda Engine,BUFFALO,NY,3336,"Motors, gear, manufacturing",250-999,897,1821032,0,27,707,2.97,7.58,50.5,38,0.93,1.31,2.27,3.18,1.02,0.8065
361614680,Pepper Construction Company,Pepper,CHICAGO,IL,2362,Commercial building construction general contractors,250-999,530,879455,0,7,728,1.59,1.82,145.6,248,0.41,0.70,2.27,3.92,0.57,0.8036
411385244,Collins Electrical Construction Co.,Collins Electrical Construction Co.,SAINT PAUL,MN,2382,Electric contracting,250-999,304,566510,0,6,6,2.12,2.12,3.0,519,0.55,0.93,2.27,3.83,0.83,0.8624
232375201,Smucker Company,Smucker Company,LEOLA,PA,2383,Drywall installation,100-249,153,285284,0,6,83,4.21,4.91,13.8,350,0.98,1.85,2.27,4.28,0.97,0.7695
250730780,"PPG Industries, Inc.",Gainesville,GAINESVILLE,TX,3255,Paint and Coating Manufacturing,100-249,147,307553,0,6,223,3.90,5.85,74.3,95,1.35,1.72,2.27,2.88,1.16,0.8116
850415054,Pelletier Construction Inc.,Pelletier Construction Inc.,ALBUQUERQUE,NM,2383,Drywall contractors,100-249,120,237664,0,5,151,4.21,7.57,75.5,350,0.98,1.85,2.27,4.28,0.97,0.7737
042535487,Plumb House Inc.,"Plumb House, Inc.",MILFORD,MA,2361,"Construction management, multifamily building",100-249,142,315632,0,5,489,3.17,6.97,97.8,285,0.55,1.39,2.27,5.81,0.62,0.72
582480149,United Parcel Service Inc,ILBEL - BELLEVILLE,BELLEVILLE,IL,4921,Couriers and Express Delivery Services,100-249,237,317283,0,28,2107,17.65,18.28,100.3,1273,6.60,7.77,2.27,2.68,1.44,0.913
390989248,"""Menards""","""FORT WAYNE EAST IN - 3142""",FORT WAYNE,IN,4441,"""Home Centers""",100-249,186,253911,0,8,101,6.30,11.82,12.6,4543,2.45,2.78,2.27,2.57,1.72,0.9377
365017531,SnackCraft,SnackCraft,KENTWOOD,MI,3119,Tortilla chips manufacturing,100-249,150,299605,0,9,46,6.01,8.01,23.0,265,2.13,2.65,2.27,2.83,1.18,0.8701
581853319,The Home Depot,4727 YAKIMA,YAKIMA,WA,4441,Home Centers,100-249,113,222061,0,7,11,6.30,7.21,3.7,4543,2.45,2.78,2.27,2.57,1.72,0.9379
813626722,"Con-Fab California, LLC",Lathrop Division,LATHROP,CA,3273,"Prestressed concrete products (except blocks, bricks, pipes) manufacturing",50-99,90,169627,0,5,2,5.90,5.90,2.0,280,1.72,2.60,2.27,3.43,0.87,0.8021
710415188,Walmart Inc,WM 5394,DINUBA,CA,4529,Warehouse Clubs and Supercenters,250-999,450,722990,0,23,2,6.36,6.36,2.0,3102,2.55,2.81,2.27,2.50,1.89,0.9498
742974963,"ATS Drilling, Inc.",ATS Drilling,FT WORTH,TX,2373,Road construction,50-99,97,250399,0,6,27,4.79,5.59,27.0,622,1.38,2.11,2.27,3.48,0.99,0.7649
566000224,City of Asheville,City of Asheville Police Department,ASHEVILLE,NC,9221,Police departments (except American Indian or Alaska Native),100-249,227,395145,0,18,275,9.11,15.69,30.6,249,3.22,4.04,2.26,2.83,1.25,0.8884
946000298,City of Benicia,City of Benicia,BENICIA,CA,9211,General public administration,100-249,206,428480,0,12,316,5.60,10.27,63.2,329,1.58,2.48,2.26,3.55,1.04,0.839
453542806,Ascent Pharmaceuticals,Ascent Pharmaceuticals,CENTRAL ISLIP,NY,3254,"Pharmaceutical preparations (e.g., capsules, liniments, ointments, tablets) manufacturing",250-999,287,677182,0,7,359,2.07,2.07,51.3,188,0.68,0.91,2.26,3.05,1.18,0.8875
134042452,BOTTLING GROUP LLC,ANCHORAGE AK,ANCHORAGE,AK,4244,Other Grocery and Related Products Merchant Wholesalers,50-99,76,165699,0,8,128,9.66,9.66,32.0,619,3.26,4.28,2.26,2.96,1.3,0.8835
134042452,BOTTLING GROUP LLC,BURLINGTON VT,BURLINGTON,VT,4244,Other Grocery and Related Products Merchant Wholesalers,50-99,75,165197,0,8,8,9.69,9.69,8.0,619,3.26,4.28,2.26,2.97,1.31,0.8855
752913476,Henson Lumber,Henson Lumber Ltd.,CRESSON,TX,4441,Building materials supply dealers,50-99,82,176825,0,6,151,6.79,6.79,50.3,1359,2.54,3.01,2.26,2.67,1.52,0.9123
710794412,"Sams  East, Inc.",WM 6673,CHEEKTOWAGA,NY,4529,,100-249,155,266490,0,8,250,6.00,10.51,31.3,1036,2.29,2.66,2.26,2.63,1.56,0.92
710794414,"Sams  West, Inc.",WM 6610,CHINO,CA,4529,,100-249,203,333076,0,10,2,6.00,10.81,2.0,1036,2.29,2.66,2.26,2.63,1.56,0.9211
710794412,"Sams  East, Inc.",WM 6536,ALLENTOWN,PA,4529,,100-249,186,299357,0,9,22,6.01,14.03,5.5,1036,2.29,2.66,2.26,2.63,1.57,0.9222
710794412,"Sams  East, Inc.",WM 6512,CLARKSVILLE,TN,4529,,100-249,186,299099,0,9,366,6.02,6.69,91.5,1036,2.29,2.66,2.26,2.63,1.57,0.9232
208698694,"Windy Ridge, LLC",Windy Ridge,BONANZA,OR,1121,"Milk production, dairy cattle",50-99,54,143000,0,5,246,6.99,6.99,49.2,114,2.04,3.09,2.26,3.43,1.18,0.8462
956000925,County of Kern,Kern County Department of Human Services,BAKERSFIELD,CA,9231,Welfare programs administration,1000+,1812,4001473,0,29,197,1.45,3.15,19.7,13,0.21,0.64,2.26,6.93,0.21,0.75
871215726,El Rapido Logistics LLC,El Rapido Logistics LLC,BETHLEHEM,PA,4884,"Driving services (e.g., automobile, truck delivery)",100-249,154,223101,0,11,234,9.86,55.58,117.0,37,2.46,4.37,2.26,4.00,0.91,0.8387
941605010,SCHRAMSBERG VINEYARDS COMPANY,SCHRAMSBERG VINEYARDS COMPANY,CALISTOGA,CA,3121,Wineries,50-99,96,182397,0,6,180,6.58,6.58,180.0,198,1.88,2.92,2.26,3.50,0.97,0.7442
231690466,"Drug Plastics and Glass Co., Inc.","Drug Plastics and Glass Co., Inc. - Boyertown, PA",BOYERTOWN,PA,3261,"Bottles, plastics, manufacturing",250-999,255,467448,0,8,163,3.42,3.85,54.3,329,1.13,1.51,2.26,3.02,1.15,0.8775
710427007,FEDERAL EXPRESS CORPORATION,FedEx 1331 WAUBE LANE,GREEN BAY,WI,4921,Courier and Express Delivery Services,20-49,45,86163,0,6,11,13.93,13.93,5.5,721,4.29,6.15,2.26,3.25,1.1,0.8075
842067873,Hilton Worldwide Holdings Inc. NEW YORK HILTON MIDTOWN,26566 NEW YORK HILTON MIDTOWN,NEW YORK,NY,7211,Hotels,1000+,1188,1766864,0,67,4267,7.58,8.60,71.1,99,3.09,3.36,2.26,2.46,1.56,0.9175
931004596,"Turner Lumber, Inc.",South,TURNER,OR,3211,"Boards, wood, made from logs or bolts",100-249,100,210160,0,6,198,5.71,9.52,33.0,167,1.64,2.53,2.26,3.48,1.09,0.8966
951643384,Solheim Senior Community,Solheim Lutheran Home,LOS ANGELES,CA,6233,Continuing care retirement communities,100-249,161,266842,0,14,569,10.49,13.49,47.4,852,3.43,4.65,2.26,3.06,1.09,0.888
951643384,SOLHEIM LUTHERAN HOME,Solheim Senior Community,LOS ANGELES,CA,6233,623312 Assisted Living Facilities for the Elderly,100-249,161,266842,0,14,569,10.49,13.49,47.4,852,3.43,4.65,2.26,3.06,1.09,0.888
417600000,US Postal Service,ROCHESTER_1379594,ROCHESTER,NH,4911,Mail and Parcel Delivery,20-49,46,105115,0,6,72,11.42,11.42,14.4,3667,3.82,5.06,2.26,2.99,1.18,0.8361
363670744,Riverside Miller Senior Life,Riverside Miller Senior Life,KANKAKEE,IL,6221,Nursing Home,250-999,524,480730,0,11,39,4.58,8.74,13.0,1142,1.60,2.03,2.26,2.86,1.3,0.9237
363261413,Allina Health,Owatonna Hospital,OWATONNA,MN,6221,,250-999,359,480590,0,11,467,4.58,7.91,42.5,1142,1.60,2.03,2.26,2.86,1.3,0.9247
881402038,"AccuFab, LLC",1550 Abbott Drive,WHEELING,IL,3323,"Hoods, range (except household-type), sheet metal (except stampings), manufacturing",50-99,91,176305,0,6,57,6.81,6.81,9.5,715,2.01,3.02,2.26,3.38,1.08,0.8255
205330477,"Metalworking Solutions, Inc.","Metalworking Solutions, Inc.",CHATTANOOGA,TN,3323,Fabricated structural metal manufacturing,50-99,95,175913,0,6,0,6.82,6.82,,715,2.01,3.02,2.26,3.39,1.08,0.8275
842952625,"Meridian Waste Acquisitions, LLC","Meridian Waste North Carolina, LLC",RALEIGH,NC,5621,Garbage collection services,50-99,55,118324,0,5,358,8.45,8.45,89.5,455,2.82,3.73,2.26,3.00,1.3,0.8937
366005862,City of Elgin,City of Elgin,ELGIN,IL,9211,City and town managers' offices,1000+,1082,1578676,0,52,1618,6.59,10.77,33.7,65,2.94,2.91,2.26,2.24,1.49,0.9365
710862119,WalMart Stores East LP,WM 12,CLAREMORE,OK,4529,Warehouse Clubs and Supercenters,250-999,368,599921,0,19,0,6.33,7.00,,3102,2.55,2.81,2.26,2.48,1.88,0.9484
710862119,WalMart Stores East LP,WM 4643,BADEN,PA,4529,Warehouse Clubs and Supercenters,250-999,316,441404,0,14,51,6.34,9.06,4.6,3102,2.55,2.81,2.26,2.49,1.88,0.9487
710862119,WalMart Stores East LP,WM 681,GUNTERSVILLE,AL,4529,Warehouse Clubs and Supercenters,250-999,314,503959,0,16,74,6.35,7.14,24.7,3102,2.55,2.81,2.26,2.49,1.89,0.9491
540492941,Estes Express Lines,Billerica 171,BILLERICA,MA,4841,,50-99,57,127171,0,5,216,7.86,9.44,72.0,1165,2.87,3.48,2.26,2.74,1.16,0.8854
710249444,ArcBest - Risk Management,ABF Freight 218,BROOKLYN,NY,4841,Transportation,50-99,55,127072,0,5,137,7.87,17.31,27.4,1165,2.87,3.48,2.26,2.74,1.16,0.8865
540492941,Estes Express Lines,Albany 081,GLENMONT,NY,4841,,50-99,66,152371,0,6,98,7.88,14.44,32.7,1165,2.87,3.48,2.26,2.75,1.16,0.8876
610921718,Hosparus Health,Hosparus Health Louisville - Main,LOUISVILLE,KY,6216,Home health care agencies,250-999,461,787826,0,14,204,3.55,5.08,29.1,249,0.88,1.57,2.26,4.04,0.82,0.8526
383844264,,"Summit Utility Services, LLC",ARLEE,MT,5619,Locating underground utility lines prior to digging,100-249,168,354764,1,8,30,4.51,6.20,5.0,97,1.19,2.00,2.26,3.78,0.92,0.7941
200451193,R  L Carriers Shared Services L.L.C.,R+L Carriers - LVE,LOUISVILLE,KY,4841,,100-249,215,456074,0,16,262,7.02,7.45,52.4,875,2.83,3.11,2.26,2.48,1.38,0.9063
470496288,CRETE CARRIER CORPORATION,Pauls Valley Terminal DOT,PAULS VALLEY,OK,4841,Transportation Motor Freight Transportation Trucking except Air,100-249,148,369251,0,13,1297,7.04,8.12,99.8,875,2.83,3.11,2.26,2.49,1.39,0.9075
061027525,Water's Edge Center for Health & Rehabititation,Water's Edge Center for Health and Rehabilitation,MIDDLETOWN,CT,6231,Skilled nursing facilities,100-249,180,429562,0,24,173,11.17,11.17,7.2,3657,3.20,4.95,2.26,3.50,0.82,0.8937
465147723,"Sira Naturals, Inc",Milford,MILFORD,MA,1114,"Vegetable farming, grown under cover",100-249,160,332800,0,11,16,6.61,10.82,1.5,132,2.59,2.93,2.26,2.55,1.48,0.9052
410215170,Target,2315 - Augusta,AUGUSTA,ME,4521,Discount Department Stores,100-249,154,167441,0,5,11,5.97,8.36,5.5,1747,2.21,2.65,2.26,2.70,1.58,0.9087
410215170,Target,0336 - Irvine,IRVINE,CA,4521,Discount Department Stores,100-249,208,233779,0,7,360,5.99,6.84,180.0,1747,2.21,2.65,2.26,2.71,1.59,0.9093
200602784,WINCO FOODS,Denton 140,DENTON,TX,4451,Store,100-249,118,175296,0,6,4,6.85,22.82,2.0,8223,2.30,3.03,2.26,2.97,1.19,0.8819
951987958,Trader Joe's,Trader Joe's 0165 Santa Fe,SANTA FE,NM,4451,Grocery Store,100-249,148,204398,0,7,67,6.85,10.76,16.8,8223,2.30,3.03,2.26,2.98,1.19,0.882
200602784,WINCO FOODS,Springfield 034,SPRINGFIELD,OR,4451,Store,100-249,135,204276,0,7,18,6.85,9.79,9.0,8223,2.30,3.03,2.26,2.98,1.19,0.8822
820184434,Albertsons LLC,ABS-0029-0028-00314 FAC-00314-PASO ROBLES-CA,PASO ROBLES,CA,4451,Supermarkets and Other Grocery except Convenience Stores,100-249,161,262411,0,9,186,6.86,11.43,20.7,8223,2.30,3.03,2.26,2.98,1.19,0.8823
480196590,King Soopers,620-00028,BOULDER,CO,4451,Supermarkets and Other Grocery Except Convenience Stores,100-249,111,174855,0,6,0,6.86,6.86,,8223,2.30,3.03,2.26,2.98,1.2,0.8825
366009339,Lake County Forest Preserves,Lake County Forest Preserves,LIBERTYVILLE,IL,9241,Conservation and reclamation agencies,250-999,335,561908,0,9,178,3.20,7.12,35.6,46,0.67,1.42,2.26,4.75,0.82,0.7097
842115543,,KRE-BSL HUSKY ROCKY HILL OPERATION LLC,ROCKY HILL,CT,6233,Assisted Living Facilities for the Elderly,50-99,75,104025,0,6,197,11.54,11.54,49.3,2185,3.60,5.11,2.26,3.20,1.05,0.8561
300718471,"Artis Holdings, LLC",Artis Senior Living of Boca Raton,BOCA RATON,FL,6233,Assisted-living facilities with on-site nursing facilities,50-99,52,103779,0,6,81,11.56,23.13,20.3,2185,3.60,5.11,2.26,3.21,1.05,0.8567
454244847,Welcome Group Management LLC,Visalia Marriott,VISALIA,CA,7211,Hotels (except casino hotels),100-249,125,150250,0,5,7,6.66,10.65,7.0,843,2.16,2.94,2.26,3.08,1.27,0.8823
611851360,Centerline Communications,Centerline Communications,WEST BRIDGEWATER,MA,2371,Cellular phone tower construction,1000+,1047,1769261,0,7,385,0.79,1.81,77.0,42,0.25,0.35,2.26,3.18,1.28,0.8889
920099751,"Fullford Electric, Inc.","Fullford Electric, Inc",FAIRBANKS,AK,2382,"Electrical, electrical wiring, and low voltage electrical work",100-249,150,317465,0,6,51,3.78,7.56,17.0,1418,0.96,1.67,2.26,3.92,0.82,0.8075
582198841,Unifi Aviation LLC,Unifi Aviation Services Windsor Locks,WINDSOR LOCKS,CT,4881,Support Activities for Air Transportation,100-249,111,205729,0,7,246,6.81,7.78,82.0,310,2.25,3.01,2.26,3.02,1.16,0.8413
131502798,American Airlines Group AA-JFK-NEW YORK - JOHN F. KENNEDY,AA-SNA-JOHN WAYNE - ORANGE Y-SNA-TRML AA-SNA-JOHN WAYNE - ORANGE Y,SANTA ANA,CA,4811,Scheduled Air Transportation,100-249,145,168910,0,15,512,17.76,23.68,64.0,188,5.82,7.85,2.26,3.05,1.15,0.8383
566001814,Catawba County Government,Sheriff Department,NEWTON,NC,9211,General public administration,250-999,287,589901,0,19,20,6.44,10.51,5.0,357,2.27,2.85,2.26,2.84,1.37,0.9128
911223280,COSTCO WHOLESALE,0848   SAN JOSE CA BUS CTR,SAN JOSE,CA,4552,Wholesale Grocer,100-249,198,310874,0,11,278,7.08,7.08,34.8,619,2.50,3.13,2.26,2.83,1.43,0.9057
417600000,US Postal Service,HANOVER PARK IL SDC_1578798,HANOVER PARK,IL,4911,Mail and Parcel Delivery,100-249,165,339310,0,22,357,12.97,17.09,21.0,732,5.01,5.75,2.26,2.59,2.01,0.9627
362596612,Medline Industries,B11,AURORA,CO,4234,"Wholesale Distribution of Medical, Dental, and Hospital Equipment and Supplies",250-999,256,496572,0,10,198,4.03,6.04,99.0,88,0.48,1.78,2.26,8.44,0.97,0.7833
853278052,"Cirque du Soleil Nevada Newco, Inc.",O Newco,LAS VEGAS,NV,7111,Theatrical  Producers,100-249,213,442520,0,41,1663,18.53,21.69,43.8,45,4.01,8.21,2.26,4.62,1.17,0.8421
363262177,Concentric Rockford,Concentric Rockford,ROCKFORD,IL,3339,"Pumps, fluid power, manufacturing",100-249,172,349409,0,6,33,3.43,4.01,33.0,287,0.93,1.52,2.26,3.70,0.92,0.8413
581853319,The Home Depot,4704 ISSAQUAH,ISSAQUAH,WA,4441,Home Centers,100-249,114,223288,0,7,279,6.27,8.06,69.8,4543,2.45,2.78,2.26,2.56,1.7,0.9372
231238355,"Yazoo Mills, Inc.","Yazoo Mills, Inc.",NEW OXFORD,PA,3222,"Cores (i.e., all-fiber, nonfiber ends of any material), fiber, made from purchased paperboard",100-249,153,319695,0,6,1,3.75,5.63,1.0,512,1.19,1.66,2.26,3.15,1.16,0.8444
911223280,COSTCO WHOLESALE,1448   MURFREESBORO TN WHSE,MURFREESBORO,TN,4552,Wholesale Grocer,100-249,214,339294,0,12,614,7.07,9.43,55.8,619,2.50,3.13,2.26,2.83,1.43,0.9039
341563471,"Rudolph Foods Company, Inc.",Rudolph Foods Dallas,DALLAS,TX,3119,Pork rinds manufacturing,100-249,171,301498,0,9,313,5.97,7.96,78.3,265,2.13,2.65,2.26,2.81,1.17,0.8615
522088942,"Genesis Healthcare, LLC THE VILLAGE AT NORTHRISE",B75 THE VILLAGE AT NORTHRISE,LAS CRUCES,NM,6231,Skilled Nursing Facility,50-99,91,189655,0,11,195,11.60,11.60,97.5,2693,2.78,5.14,2.26,4.17,0.77,0.8584
473645153,Villa Healthcare,"Villa at Traverse Point: Traverse City OPCO, LLC",TRAVERSE CITY,MI,6231,Skilled nursing facilities,50-99,69,120301,0,7,2,11.64,11.64,1.0,2693,2.78,5.14,2.26,4.18,0.78,0.8589
581853804,"Precision Millworks, Inc","Precision Millworks, Inc",CUMMING,GA,3219,"Doors, wood and covered wood, manufacturing",50-99,72,127162,0,5,23,7.86,7.86,23.0,367,2.74,3.47,2.26,2.87,1.11,0.8529
131502798,American Airlines Group AA-JFK-NEW YORK - JOHN F. KENNEDY,AA-MIA-MIAMI-MIA-TRML AA-MIA-MIAMI,MIAMI,FL,4811,Scheduled Air Transportation,1000+,11328,13663076,0,888,26607,13.00,14.43,47.3,85,4.50,5.76,2.26,2.89,0.99,0.8375
581853319,The Home Depot,2579 LANSDOWNE,HALETHORPE,MD,4441,Home Centers,100-249,114,222671,0,7,257,6.29,7.19,51.4,4543,2.45,2.78,2.26,2.57,1.71,0.9374
